timestamped_line
[11:15:42] ▶ Starting baseline phase for 2.5 seconds...
[11:15:42] t (s) | A | B | C | D
[11:15:42] 0.050 | 34546 | 36301 | 64 | 19567
[11:15:42] 0.100 | 26659 | 32611 | 63 | 19597
[11:15:42] 0.150 | 29318 | 33955 | 81 | 19589
[11:15:42] 0.200 | 31478 | 27489 | 73 | 19583
[11:15:42] 0.250 | 29982 | 31782 | 91 | 19580
[11:15:42] 0.300 | 30859 | 31880 | 64 | 19584
[11:15:42] 0.350 | 34707 | 30891 | 70 | 19595
[11:15:42] 0.400 | 30956 | 30479 | 85 | 19588
[11:15:42] 0.450 | 34024 | 33383 | 63 | 19586
[11:15:42] 0.500 | 28138 | 28167 | 85 | 19586
[11:15:42] 0.550 | 29617 | 30734 | 91 | 19579
[11:15:42] 0.600 | 31353 | 32105 | 85 | 19584
[11:15:42] 0.650 | 34152 | 33498 | 77 | 19590
[11:15:42] 0.700 | 28059 | 35269 | 78 | 19585
[11:15:42] 0.750 | 33224 | 28395 | 79 | 19584
[11:15:42] 0.800 | 29582 | 30228 | 69 | 19625
[11:15:42] 0.850 | 26611 | 31773 | 76 | 19615
[11:15:42] 0.900 | 26327 | 33631 | 87 | 19620
[11:15:43] 0.950 | 31203 | 33207 | 62 | 19614
[11:15:43] 1.000 | 30557 | 31784 | 63 | 19586
[11:15:43] 1.050 | 29485 | 31245 | 79 | 19598
[11:15:43] 1.100 | 33692 | 31386 | 69 | 19599
[11:15:43] 1.150 | 33853 | 31632 | 88 | 19587
[11:15:43] 1.200 | 33853 | 26872 | 76 | 19599
[11:15:43] 1.250 | 29327 | 28107 | 80 | 19599
[11:15:43] 1.300 | 30791 | 31285 | 72 | 19585
[11:15:43] 1.350 | 31606 | 35707 | 69 | 19594
[11:15:43] 1.400 | 34472 | 34016 | 64 | 19600
[11:15:43] 1.450 | 30169 | 31427 | 65 | 19650
[11:15:43] 1.500 | 31313 | 34515 | 76 | 19646
[11:15:43] 1.550 | 29544 | 32806 | 65 | 19653
[11:15:43] 1.600 | 31185 | 33275 | 74 | 19647
[11:15:43] 1.650 | 28159 | 35134 | 81 | 19639
[11:15:43] 1.700 | 34413 | 29141 | 90 | 19647
[11:15:43] 1.750 | 30720 | 28256 | 81 | 19658
[11:15:43] 1.800 | 26445 | 32891 | 70 | 19668
[11:15:43] 1.850 | 29062 | 34279 | 79 | 19677
[11:15:43] 1.900 | 28302 | 34272 | 85 | 19677
[11:15:44] 1.950 | 32013 | 29392 | 81 | 19659
[11:15:44] 2.000 | 32751 | 31471 | 77 | 19668
[11:15:44] 2.050 | 28715 | 30856 | 79 | 19668
[11:15:44] 2.100 | 29393 | 32561 | 67 | 19668
[11:15:44] 2.150 | 31914 | 37503 | 65 | 19657
[11:15:44] 2.200 | 30698 | 33788 | 68 | 19664
[11:15:44] 2.250 | 29903 | 33021 | 75 | 19655
[11:15:44] 2.300 | 31583 | 30596 | 61 | 19639
[11:15:44] 2.350 | 32272 | 33273 | 91 | 19640
[11:15:44] 2.400 | 31587 | 33611 | 63 | 19672
[11:15:44] 2.450 | 31184 | 35899 | 87 | 19656
[11:15:44] 2.500 | 31927 | 32760 | 66 | 19679
[11:15:44] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:15:44] 2.550 | 32280 | 30201 | 83 | 19652
[11:15:44] 0.050 | 29055 | 32065 | 70 | 19654
[11:15:44] 0.100 | 27882 | 30051 | 65 | 19649
[11:15:44] 0.150 | 29772 | 32981 | 90 | 19618
[11:15:44] 0.200 | 29101 | 29349 | 71 | 19608
[11:15:44] 0.250 | 30477 | 30791 | 64 | 19601
[11:15:44] 0.300 | 28993 | 28207 | 66 | 19641
[11:15:44] 0.350 | 33740 | 31203 | 78 | 19659
[11:15:45] 0.400 | 28185 | 34182 | 67 | 19653
[11:15:45] 0.450 | 34968 | 31497 | 76 | 19643
[11:15:45] 0.500 | 30776 | 34904 | 57 | 19685
[11:15:45] 0.550 | 30270 | 30208 | 78 | 19675
[11:15:45] 0.600 | 32519 | 31944 | 92 | 19671
[11:15:45] 0.650 | 34690 | 35026 | 73 | 19659
[11:15:45] 0.700 | 35311 | 28230 | 76 | 19646
[11:15:45] 0.750 | 27241 | 30363 | 62 | 19661
[11:15:45] 0.800 | 31735 | 31606 | 65 | 19680
[11:15:45] 0.850 | 29545 | 31155 | 57 | 19666
[11:15:45] 0.900 | 31958 | 32069 | 93 | 19691
[11:15:45] 0.950 | 30572 | 34607 | 86 | 19666
[11:15:45] 1.000 | 27790 | 34147 | 73 | 19669
[11:15:45] 1.050 | 34757 | 31179 | 74 | 19669
[11:15:45] 1.100 | 30642 | 33163 | 61 | 19661
[11:15:45] 1.150 | 31638 | 32988 | 77 | 19657
[11:15:45] 1.200 | 29606 | 26671 | 63 | 19660
[11:15:45] 1.250 | 27512 | 32705 | 77 | 19656
[11:15:45] 1.300 | 27214 | 30047 | 59 | 19649
[11:15:45] 1.350 | 32130 | 30561 | 76 | 19648
[11:15:46] 1.400 | 25531 | 29717 | 87 | 19643
[11:15:46] 1.450 | 29916 | 37482 | 68 | 19658
[11:15:46] 1.500 | 35268 | 34975 | 78 | 19655
