timestamped_line
[16:15:37] ▶ Starting baseline phase for 2.5 seconds...
[16:15:37] t (s) | A | B | C | D
[16:15:37] 0.050 | 41562 | 45108 | 49 | 47777
[16:15:38] 0.100 | 39482 | 37994 | 40 | 47826
[16:15:38] 0.150 | 38431 | 41954 | 42 | 47962
[16:15:38] 0.200 | 36488 | 35657 | 46 | 47992
[16:15:38] 0.250 | 37120 | 37886 | 44 | 47986
[16:15:38] 0.300 | 37465 | 39313 | 48 | 48027
[16:15:38] 0.350 | 40489 | 39755 | 43 | 47858
[16:15:38] 0.400 | 42909 | 37382 | 44 | 47831
[16:15:38] 0.450 | 39025 | 40690 | 50 | 47962
[16:15:38] 0.500 | 43575 | 36623 | 43 | 48153
[16:15:38] 0.550 | 39408 | 40397 | 44 | 48226
[16:15:38] 0.600 | 37376 | 36614 | 52 | 48336
[16:15:38] 0.650 | 35946 | 39159 | 41 | 48350
[16:15:38] 0.700 | 44307 | 38421 | 49 | 48398
[16:15:38] 0.750 | 38211 | 42107 | 45 | 48365
[16:15:38] 0.800 | 37782 | 41723 | 45 | 48430
[16:15:38] 0.850 | 37401 | 35791 | 42 | 48440
[16:15:38] 0.900 | 44701 | 42986 | 44 | 48481
[16:15:38] 0.950 | 43079 | 40402 | 42 | 48584
[16:15:38] 1.000 | 41008 | 39647 | 41 | 48631
[16:15:38] 1.050 | 45646 | 39182 | 39 | 48670
[16:15:39] 1.100 | 43920 | 38705 | 46 | 48678
[16:15:39] 1.150 | 41349 | 37576 | 51 | 48679
[16:15:39] 1.200 | 40279 | 40692 | 51 | 48622
[16:15:39] 1.250 | 40790 | 39131 | 49 | 48670
[16:15:39] 1.300 | 38953 | 41289 | 50 | 48654
[16:15:39] 1.350 | 38533 | 36014 | 50 | 48656
[16:15:39] 1.400 | 39239 | 35137 | 44 | 48655
[16:15:39] 1.450 | 41656 | 38507 | 42 | 48663
[16:15:39] 1.500 | 33187 | 37633 | 46 | 48721
[16:15:39] 1.550 | 38353 | 36615 | 44 | 48724
[16:15:39] 1.600 | 35204 | 35330 | 50 | 48665
[16:15:39] 1.650 | 42189 | 42329 | 45 | 48689
[16:15:39] 1.700 | 40671 | 41514 | 44 | 48669
[16:15:39] 1.750 | 41322 | 38851 | 52 | 48618
[16:15:39] 1.800 | 39168 | 37787 | 47 | 48557
[16:15:39] 1.850 | 40428 | 42875 | 49 | 48458
[16:15:39] 1.900 | 41363 | 37335 | 45 | 48441
[16:15:39] 1.950 | 37781 | 36672 | 39 | 48234
[16:15:39] 2.000 | 39982 | 39792 | 44 | 48376
[16:15:39] 2.050 | 39126 | 38592 | 46 | 48283
[16:15:40] 2.100 | 40987 | 38139 | 43 | 48212
[16:15:40] 2.150 | 39193 | 36926 | 49 | 48181
[16:15:40] 2.200 | 44157 | 37693 | 50 | 48207
[16:15:40] 2.250 | 38060 | 41675 | 48 | 47981
[16:15:40] 2.300 | 33360 | 40344 | 42 | 48024
[16:15:40] 2.350 | 38323 | 36758 | 46 | 47973
[16:15:40] 2.400 | 41727 | 41784 | 46 | 47994
[16:15:40] 2.450 | 44280 | 41080 | 43 | 48030
[16:15:40] 2.500 | 39365 | 41010 | 46 | 47947
[16:15:40] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:15:40] 2.550 | 37598 | 40218 | 41 | 47982
[16:15:40] 0.050 | 39164 | 36107 | 49 | 48007
[16:15:40] 0.100 | 42826 | 42104 | 49 | 48012
[16:15:40] 0.150 | 41804 | 34111 | 43 | 48034
[16:15:40] 0.200 | 41061 | 36254 | 54 | 47978
[16:15:40] 0.250 | 42153 | 41601 | 43 | 48077
[16:15:40] 0.300 | 34972 | 34535 | 41 | 48065
[16:15:40] 0.350 | 37202 | 35436 | 46 | 48103
[16:15:40] 0.400 | 40697 | 37617 | 46 | 48123
[16:15:40] 0.450 | 37408 | 40038 | 48 | 48232
[16:15:40] 0.500 | 42767 | 39067 | 46 | 48152
[16:15:41] 0.550 | 37318 | 37483 | 39 | 48144
[16:15:41] 0.600 | 44465 | 37934 | 47 | 48094
[16:15:41] 0.650 | 46315 | 42393 | 47 | 48117
[16:15:41] 0.700 | 40546 | 40318 | 36 | 48131
[16:15:41] 0.750 | 41469 | 40717 | 48 | 48123
[16:15:41] 0.800 | 43893 | 38811 | 43 | 48152
[16:15:41] 0.850 | 37929 | 40748 | 47 | 48166
[16:15:41] 0.900 | 40898 | 42743 | 43 | 48167
[16:15:41] 0.950 | 39667 | 38893 | 39 | 48189
[16:15:41] 1.000 | 38797 | 37014 | 39 | 48114
[16:15:41] 1.050 | 42415 | 37930 | 42 | 48146
[16:15:41] 1.100 | 42603 | 39078 | 48 | 48168
[16:15:41] 1.150 | 42254 | 38240 | 45 | 48170
[16:15:41] 1.200 | 41301 | 44067 | 40 | 48144
[16:15:41] 1.250 | 32883 | 35614 | 43 | 48161
[16:15:41] 1.300 | 37285 | 34243 | 43 | 48131
[16:15:41] 1.350 | 43147 | 43080 | 41 | 48105
[16:15:41] 1.400 | 38267 | 40198 | 46 | 48110
[16:15:41] 1.450 | 37688 | 39463 | 42 | 48090
[16:15:41] 1.500 | 42071 | 41773 | 41 | 48068
[16:15:42] 1.550 | 46971 | 38130 | 47 | 48099
