timestamped_line
[16:36:52] ▶ Starting baseline phase for 2.5 seconds...
[16:36:52] t (s) | A | B | C | D
[16:36:53] 0.050 | 72 | 74 | 80 | 72
[16:36:53] 0.100 | 68 | 79 | 89 | 73
[16:36:53] 0.150 | 70 | 65 | 93 | 78
[16:36:53] 0.200 | 73 | 77 | 88 | 85
[16:36:53] 0.250 | 88 | 79 | 85 | 86
[16:36:53] 0.300 | 153 | 76 | 77 | 73
[16:36:53] 0.350 | 150 | 63 | 98 | 91
[16:36:53] 0.400 | 180 | 75 | 80 | 81
[16:36:53] 0.450 | 208 | 73 | 84 | 76
[16:36:53] 0.500 | 223 | 86 | 81 | 95
[16:36:53] 0.550 | 233 | 80 | 82 | 67
[16:36:53] 0.600 | 264 | 70 | 72 | 76
[16:36:53] 0.650 | 206 | 67 | 76 | 88
[16:36:53] 0.700 | 238 | 82 | 85 | 69
[16:36:53] 0.750 | 222 | 63 | 73 | 72
[16:36:53] 0.800 | 229 | 72 | 80 | 74
[16:36:53] 0.850 | 225 | 69 | 84 | 83
[16:36:53] 0.900 | 222 | 77 | 76 | 71
[16:36:53] 0.950 | 224 | 76 | 95 | 85
[16:36:53] 1.000 | 209 | 72 | 84 | 79
[16:36:54] 1.050 | 193 | 72 | 94 | 70
[16:36:54] 1.100 | 222 | 77 | 91 | 85
[16:36:54] 1.150 | 209 | 66 | 85 | 67
[16:36:54] 1.200 | 213 | 73 | 86 | 73
[16:36:54] 1.250 | 232 | 68 | 78 | 81
[16:36:54] 1.300 | 268 | 77 | 77 | 81
[16:36:54] 1.350 | 206 | 77 | 86 | 77
[16:36:54] 1.400 | 225 | 75 | 81 | 88
[16:36:54] 1.450 | 236 | 64 | 71 | 79
[16:36:54] 1.500 | 238 | 67 | 97 | 79
[16:36:54] 1.550 | 261 | 83 | 83 | 85
[16:36:54] 1.600 | 231 | 64 | 85 | 70
[16:36:54] 1.650 | 211 | 63 | 72 | 69
[16:36:54] 1.700 | 199 | 64 | 79 | 77
[16:36:54] 1.750 | 181 | 64 | 88 | 83
[16:36:54] 1.800 | 144 | 73 | 91 | 95
[16:36:54] 1.850 | 120 | 83 | 83 | 73
[16:36:54] 1.900 | 69 | 63 | 85 | 81
[16:36:54] 1.950 | 65 | 68 | 73 | 87
[16:36:54] 2.000 | 61 | 62 | 79 | 86
[16:36:55] 2.050 | 51 | 84 | 82 | 78
[16:36:55] 2.100 | 56 | 77 | 80 | 86
[16:36:55] 2.150 | 57 | 68 | 74 | 78
[16:36:55] 2.200 | 38 | 69 | 87 | 68
[16:36:55] 2.250 | 38 | 82 | 91 | 87
[16:36:55] 2.300 | 60 | 67 | 100 | 73
[16:36:55] 2.350 | 60 | 72 | 92 | 61
[16:36:55] 2.400 | 84 | 59 | 86 | 87
[16:36:55] 2.450 | 102 | 76 | 88 | 76
[16:36:55] 2.500 | 187 | 68 | 81 | 74
[16:36:55] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:36:55] 2.550 | 219 | 74 | 67 | 84
[16:36:55] 0.050 | 223 | 76 | 79 | 80
[16:36:55] 0.100 | 237 | 72 | 77 | 90
[16:36:55] 0.150 | 189 | 73 | 77 | 79
[16:36:55] 0.200 | 256 | 82 | 88 | 84
[16:36:55] 0.250 | 245 | 72 | 74 | 81
[16:36:55] 0.300 | 178 | 71 | 79 | 76
[16:36:55] 0.350 | 250 | 74 | 88 | 88
[16:36:55] 0.400 | 216 | 70 | 89 | 77
[16:36:55] 0.450 | 242 | 71 | 70 | 78
[16:36:56] 0.500 | 213 | 72 | 80 | 75
[16:36:56] 0.550 | 243 | 65 | 85 | 88
[16:36:56] 0.600 | 213 | 59 | 77 | 73
[16:36:56] 0.650 | 226 | 77 | 75 | 70
[16:36:56] 0.700 | 230 | 73 | 84 | 73
[16:36:56] 0.750 | 201 | 73 | 83 | 82
[16:36:56] 0.800 | 116 | 63 | 74 | 63
[16:36:56] 0.850 | 83 | 73 | 85 | 80
[16:36:56] 0.900 | 35 | 79 | 84 | 75
[16:36:56] 0.950 | 35 | 68 | 70 | 73
[16:36:56] 1.000 | 50 | 74 | 78 | 79
[16:36:56] 1.050 | 44 | 73 | 89 | 87
[16:36:56] 1.100 | 32 | 66 | 87 | 78
[16:36:56] 1.150 | 42 | 69 | 85 | 82
[16:36:56] 1.200 | 33 | 82 | 60 | 71
[16:36:56] 1.250 | 42 | 75 | 84 | 58
[16:36:56] 1.300 | 39 | 71 | 97 | 78
[16:36:56] 1.350 | 30 | 80 | 74 | 76
[16:36:56] 1.400 | 33 | 79 | 96 | 87
[16:36:56] 1.450 | 29 | 64 | 84 | 62
[16:36:57] 1.500 | 46 | 76 | 84 | 61
[16:36:57] 1.550 | 38 | 80 | 94 | 64
[16:36:57] 1.600 | 34 | 81 | 94 | 58
[16:36:57] 1.650 | 35 | 72 | 76 | 66
[16:36:57] 1.700 | 24 | 77 | 81 | 61
[16:36:57] 1.750 | 42 | 74 | 74 | 64
[16:36:57] 1.800 | 25 | 71 | 76 | 55
[16:36:57] 1.850 | 28 | 66 | 69 | 71
[16:36:57] 1.900 | 38 | 70 | 76 | 57
[16:36:57] 1.950 | 29 | 63 | 84 | 58
[16:36:57] 2.000 | 21 | 76 | 63 | 67
[16:36:57] 2.050 | 36 | 73 | 71 | 56
[16:36:57] 2.100 | 28 | 68 | 72 | 65
[16:36:57] 2.150 | 28 | 63 | 66 | 66
[16:36:57] 2.200 | 30 | 62 | 71 | 66
[16:36:57] 2.250 | 20 | 55 | 75 | 57
[16:36:57] 2.300 | 26 | 61 | 77 | 77
[16:36:57] 2.350 | 27 | 59 | 72 | 62
[16:36:57] 2.400 | 29 | 62 | 64 | 55
[16:36:57] 2.450 | 16 | 63 | 69 | 66
[16:36:58] 2.500 | 22 | 59 | 70 | 60
[16:36:58] 2.550 | 24 | 63 | 86 | 57
[16:36:58] 2.600 | 16 | 57 | 74 | 69
[16:36:58] 2.650 | 27 | 55 | 65 | 71
[16:36:58] 2.700 | 10 | 59 | 83 | 47
[16:36:58] 2.750 | 13 | 62 | 75 | 61
[16:36:58] 2.800 | 26 | 65 | 61 | 50
[16:36:58] 2.850 | 15 | 68 | 76 | 57
[16:36:58] 2.900 | 14 | 63 | 71 | 76
