timestamped_line
[19:54:10] ▶ Starting baseline phase for 2.5 seconds...
[19:54:10] t (s) | A | B | C | D
[19:54:10] 0.050 | 33370 | 40362 | 72 | 9644
[19:54:10] 0.100 | 37031 | 39315 | 62 | 9585
[19:54:10] 0.150 | 34915 | 33176 | 66 | 9071
[19:54:10] 0.200 | 31603 | 35052 | 71 | 8918
[19:54:10] 0.250 | 34343 | 33158 | 60 | 9072
[19:54:10] 0.300 | 31430 | 32170 | 59 | 8920
[19:54:10] 0.350 | 37356 | 38178 | 54 | 8657
[19:54:10] 0.400 | 33914 | 38827 | 74 | 7965
[19:54:10] 0.450 | 32699 | 35422 | 67 | 7882
[19:54:10] 0.500 | 36103 | 39212 | 70 | 8353
[19:54:11] 0.550 | 31910 | 37336 | 62 | 8627
[19:54:11] 0.600 | 35351 | 35346 | 67 | 9455
[19:54:11] 0.650 | 33101 | 33811 | 68 | 9645
[19:54:11] 0.700 | 36767 | 33995 | 65 | 10066
[19:54:11] 0.750 | 34414 | 35051 | 62 | 10564
[19:54:11] 0.800 | 34916 | 36208 | 61 | 11246
[19:54:11] 0.850 | 34712 | 35373 | 65 | 11782
[19:54:11] 0.900 | 35584 | 31780 | 71 | 13754
[19:54:11] 0.950 | 36231 | 35948 | 74 | 14336
[19:54:11] 1.000 | 33479 | 37515 | 69 | 12591
[19:54:11] 1.050 | 33118 | 35800 | 72 | 12713
[19:54:11] 1.100 | 33725 | 34161 | 73 | 13246
[19:54:11] 1.150 | 32025 | 37034 | 75 | 13420
[19:54:11] 1.200 | 36856 | 34289 | 73 | 13467
[19:54:11] 1.250 | 33966 | 36233 | 72 | 13546
[19:54:11] 1.300 | 29291 | 37749 | 62 | 13569
[19:54:11] 1.350 | 34981 | 35582 | 59 | 13631
[19:54:11] 1.400 | 32302 | 32944 | 64 | 14002
[19:54:11] 1.450 | 32568 | 32222 | 68 | 14032
[19:54:11] 1.500 | 33907 | 36728 | 69 | 13894
[19:54:12] 1.550 | 34682 | 33388 | 74 | 14492
[19:54:12] 1.600 | 33424 | 36436 | 79 | 14524
[19:54:12] 1.650 | 32595 | 37637 | 65 | 14567
[19:54:12] 1.700 | 32656 | 34006 | 70 | 14246
[19:54:12] 1.750 | 31251 | 35129 | 70 | 14296
[19:54:12] 1.800 | 31859 | 36390 | 76 | 14533
[19:54:12] 1.850 | 33697 | 32680 | 68 | 14389
[19:54:12] 1.900 | 34181 | 41551 | 76 | 14516
[19:54:12] 1.950 | 35513 | 40263 | 65 | 14479
[19:54:12] 2.000 | 34365 | 40019 | 76 | 15484
[19:54:12] 2.050 | 32531 | 33937 | 74 | 15499
[19:54:12] 2.100 | 37358 | 39597 | 73 | 15269
[19:54:12] 2.150 | 34000 | 39197 | 75 | 15676
[19:54:12] 2.200 | 32511 | 34639 | 69 | 16092
[19:54:12] 2.250 | 32355 | 38765 | 68 | 16028
[19:54:12] 2.300 | 33220 | 38132 | 86 | 16299
[19:54:12] 2.350 | 33496 | 30371 | 68 | 16745
[19:54:12] 2.400 | 35073 | 38331 | 86 | 15495
[19:54:12] 2.450 | 37860 | 37197 | 67 | 15912
[19:54:12] 2.500 | 33110 | 36309 | 72 | 16558
[19:54:13] ✅ Baseline complete. Starting main recording for 10 seconds...
[19:54:13] 2.550 | 31462 | 40221 | 65 | 16507
[19:54:13] 0.050 | 36193 | 41285 | 84 | 15722
[19:54:13] 0.100 | 33368 | 37557 | 66 | 14954
[19:54:13] 0.150 | 32394 | 38568 | 67 | 14679
[19:54:13] 0.200 | 35329 | 36107 | 69 | 15018
[19:54:13] 0.250 | 35870 | 38399 | 74 | 14947
[19:54:13] 0.300 | 37084 | 37364 | 69 | 15545
[19:54:13] 0.350 | 34893 | 35090 | 65 | 14857
[19:54:13] 0.400 | 34448 | 34509 | 65 | 15508
[19:54:13] 0.450 | 33909 | 39833 | 58 | 14951
[19:54:13] 0.500 | 33541 | 36947 | 68 | 15266
[19:54:13] 0.550 | 33744 | 38446 | 68 | 15209
[19:54:13] 0.600 | 33197 | 40462 | 61 | 14807
[19:54:13] 0.650 | 31803 | 36621 | 69 | 15365
[19:54:13] 0.700 | 35428 | 33923 | 63 | 15489
[19:54:13] 0.750 | 37018 | 39037 | 70 | 15588
[19:54:13] 0.800 | 33844 | 36667 | 76 | 15858
[19:54:13] 0.850 | 34246 | 34164 | 73 | 16274
[19:54:13] 0.900 | 32516 | 35841 | 65 | 16136
[19:54:13] 0.950 | 33222 | 34095 | 64 | 16550
[19:54:14] 1.000 | 32130 | 38414 | 65 | 16720
[19:54:14] 1.050 | 33931 | 34752 | 72 | 17333
[19:54:14] 1.100 | 33086 | 33759 | 56 | 16736
[19:54:14] 1.150 | 33687 | 39530 | 62 | 15466
[19:54:14] 1.200 | 35585 | 34379 | 55 | 15852
[19:54:14] 1.250 | 34160 | 34349 | 68 | 15925
[19:54:14] 1.300 | 31987 | 37166 | 60 | 16120
[19:54:14] 1.350 | 32445 | 35839 | 64 | 16781
[19:54:14] 1.400 | 34133 | 32589 | 71 | 16904
[19:54:14] 1.450 | 34482 | 38529 | 67 | 16526
[19:54:14] 1.500 | 36477 | 37256 | 74 | 16331
[19:54:14] 1.550 | 36995 | 33454 | 67 | 16527
[19:54:14] 1.600 | 37159 | 33935 | 59 | 16586
[19:54:14] 1.650 | 33184 | 37076 | 66 | 16166
[19:54:14] 1.700 | 33020 | 35633 | 71 | 13887
[19:54:14] 1.750 | 36976 | 37363 | 63 | 13933
[19:54:14] 1.800 | 39392 | 38130 | 62 | 13981
[19:54:14] 1.850 | 37286 | 35915 | 72 | 14018
