timestamped_line
[19:51:00] ▶ Starting baseline phase for 2.5 seconds...
[19:51:00] t (s) | A | B | C | D
[19:51:00] 0.051 | 37135 | 38406 | 69 | 9149
[19:51:00] 0.101 | 33595 | 36676 | 71 | 9198
[19:51:00] 0.151 | 34656 | 34562 | 74 | 9148
[19:51:00] 0.201 | 33292 | 35158 | 52 | 9166
[19:51:00] 0.251 | 34010 | 39863 | 63 | 9251
[19:51:00] 0.301 | 33904 | 37207 | 71 | 9354
[19:51:00] 0.351 | 31403 | 36402 | 65 | 9374
[19:51:00] 0.401 | 32463 | 38009 | 63 | 9390
[19:51:00] 0.451 | 36628 | 36952 | 56 | 9403
[19:51:00] 0.501 | 36170 | 36461 | 55 | 9538
[19:51:00] 0.551 | 37311 | 34261 | 72 | 9520
[19:51:00] 0.601 | 32359 | 35378 | 61 | 9519
[19:51:00] 0.651 | 32594 | 38401 | 78 | 9513
[19:51:00] 0.701 | 30876 | 37077 | 65 | 9494
[19:51:00] 0.751 | 30769 | 33687 | 56 | 9511
[19:51:00] 0.801 | 36914 | 32705 | 66 | 9497
[19:51:00] 0.851 | 35835 | 37481 | 68 | 9524
[19:51:01] 0.901 | 32846 | 40799 | 68 | 9546
[19:51:01] 0.951 | 33731 | 36837 | 65 | 9566
[19:51:01] 1.001 | 34254 | 34359 | 60 | 9580
[19:51:01] 1.051 | 33053 | 37204 | 79 | 9532
[19:51:01] 1.101 | 33450 | 38772 | 82 | 9528
[19:51:01] 1.151 | 33269 | 36350 | 68 | 9495
[19:51:01] 1.201 | 36411 | 34317 | 60 | 9486
[19:51:01] 1.251 | 36187 | 34490 | 66 | 9465
[19:51:01] 1.301 | 35960 | 34246 | 70 | 9442
[19:51:01] 1.351 | 33839 | 36076 | 77 | 9402
[19:51:01] 1.401 | 32029 | 32259 | 56 | 9442
[19:51:01] 1.451 | 33324 | 33424 | 71 | 9383
[19:51:01] 1.501 | 35927 | 38415 | 72 | 9434
[19:51:01] 1.551 | 33713 | 36752 | 68 | 9407
[19:51:01] 1.601 | 35332 | 34811 | 70 | 9416
[19:51:01] 1.651 | 34503 | 36478 | 75 | 9453
[19:51:01] 1.701 | 33774 | 32652 | 65 | 9405
[19:51:01] 1.751 | 32671 | 39121 | 70 | 9428
[19:51:01] 1.801 | 34803 | 33594 | 80 | 9426
[19:51:01] 1.851 | 33007 | 42156 | 71 | 9429
[19:51:02] 1.901 | 37668 | 35354 | 66 | 9398
[19:51:02] 1.951 | 35717 | 39305 | 64 | 9445
[19:51:02] 2.001 | 37260 | 39108 | 62 | 9439
[19:51:02] 2.051 | 33426 | 39658 | 59 | 9410
[19:51:02] 2.101 | 33060 | 36487 | 78 | 9385
[19:51:02] 2.151 | 31600 | 36777 | 65 | 9358
[19:51:02] 2.201 | 31291 | 36787 | 71 | 9420
[19:51:02] 2.251 | 33826 | 32391 | 75 | 9422
[19:51:02] 2.301 | 32434 | 37456 | 70 | 9421
[19:51:02] 2.351 | 33476 | 32828 | 65 | 9423
[19:51:02] 2.401 | 29760 | 36599 | 58 | 9470
[19:51:02] 2.451 | 34908 | 31916 | 64 | 9639
[19:51:02] ✅ Baseline complete. Starting main recording for 10 seconds...
[19:51:02] 2.501 | 32845 | 36054 | 72 | 9639
[19:51:02] 0.050 | 30489 | 32781 | 79 | 9723
[19:51:02] 0.100 | 34380 | 35983 | 75 | 9754
[19:51:02] 0.150 | 34292 | 31252 | 69 | 9643
[19:51:02] 0.200 | 31986 | 33041 | 70 | 9564
[19:51:02] 0.250 | 35323 | 34595 | 76 | 9541
[19:51:02] 0.300 | 30532 | 31402 | 75 | 9548
[19:51:02] 0.350 | 32479 | 31286 | 76 | 9550
[19:51:03] 0.400 | 30499 | 34730 | 69 | 9602
[19:51:03] 0.450 | 30960 | 42399 | 55 | 9606
[19:51:03] 0.500 | 32546 | 31588 | 68 | 9607
[19:51:03] 0.550 | 34783 | 38853 | 75 | 9573
[19:51:03] 0.600 | 32037 | 37014 | 72 | 9522
[19:51:03] 0.650 | 38292 | 34455 | 66 | 9215
[19:51:03] 0.700 | 36236 | 38259 | 73 | 9162
[19:51:03] 0.750 | 32450 | 34931 | 59 | 8068
[19:51:03] 0.800 | 32664 | 33605 | 64 | 8096
[19:51:03] 0.850 | 31752 | 33532 | 75 | 8113
[19:51:03] 0.900 | 36612 | 34460 | 65 | 8872
[19:51:03] 0.950 | 34351 | 37391 | 70 | 8934
[19:51:03] 1.000 | 33148 | 37465 | 50 | 9498
[19:51:03] 1.050 | 36010 | 39847 | 72 | 9770
[19:51:03] 1.100 | 32912 | 33473 | 60 | 9824
[19:51:03] 1.150 | 31335 | 34572 | 65 | 9799
[19:51:03] 1.200 | 36961 | 35826 | 56 | 9786
[19:51:03] 1.250 | 31079 | 36957 | 72 | 9741
[19:51:03] 1.300 | 32670 | 32385 | 64 | 9747
[19:51:03] 1.350 | 32039 | 32634 | 77 | 9703
[19:51:04] 1.400 | 34134 | 38310 | 73 | 9635
[19:51:04] 1.450 | 33935 | 33368 | 73 | 9435
[19:51:04] 1.500 | 37048 | 39088 | 70 | 9134
[19:51:04] 1.550 | 33916 | 35513 | 66 | 8876
[19:51:04] 1.600 | 34867 | 35268 | 60 | 8212
[19:51:04] 1.650 | 29599 | 36366 | 76 | 8095
[19:51:04] 1.700 | 33656 | 41607 | 69 | 8126
[19:51:04] 1.750 | 33477 | 37365 | 76 | 8143
[19:51:04] 1.800 | 33961 | 35605 | 64 | 8149
[19:51:04] 1.850 | 32396 | 33919 | 59 | 8099
[19:51:04] 1.900 | 32739 | 33121 | 65 | 8045
[19:51:04] 1.950 | 34628 | 38956 | 74 | 8118
[19:51:04] 2.000 | 29818 | 34946 | 63 | 8370
[19:51:04] 2.050 | 32877 | 37894 | 67 | 9354
[19:51:04] 2.100 | 32368 | 32857 | 68 | 9442
[19:51:04] 2.150 | 33649 | 33980 | 77 | 9513
[19:51:04] 2.200 | 33708 | 37662 | 61 | 9406
[19:51:04] 2.250 | 35580 | 37815 | 69 | 8737
[19:51:04] 2.300 | 35022 | 39817 | 62 | 9340
[19:51:04] 2.350 | 32504 | 36001 | 64 | 9451
[19:51:05] 2.400 | 35367 | 41797 | 74 | 9506
[19:51:05] 2.450 | 34909 | 36405 | 67 | 9610
[19:51:05] 2.500 | 33838 | 37384 | 54 | 9511
[19:51:05] 2.550 | 30678 | 36165 | 71 | 9394
[19:51:05] 2.600 | 35294 | 36685 | 62 | 8561
[19:51:05] 2.650 | 29482 | 35722 | 59 | 8448
[19:51:05] 2.700 | 37430 | 34926 | 68 | 8364
[19:51:05] 2.750 | 30880 | 37896 | 68 | 8425
[19:51:05] 2.800 | 34388 | 33124 | 57 | 9503
[19:51:05] 2.850 | 32267 | 35506 | 70 | 9546
[19:51:05] 2.900 | 32581 | 41090 | 69 | 9567
[19:51:05] 2.950 | 32314 | 40699 | 73 | 9622
[19:51:05] 3.000 | 34414 | 34928 | 64 | 9648
[19:51:05] 3.050 | 33645 | 36323 | 63 | 9628
[19:51:05] 3.100 | 36180 | 32216 | 56 | 9509
[19:51:05] 3.150 | 31286 | 32805 | 76 | 9221
[19:51:05] 3.200 | 35257 | 35118 | 69 | 9272
[19:51:05] 3.250 | 32569 | 38198 | 74 | 9333
[19:51:05] 3.300 | 34689 | 37580 | 73 | 9352
[19:51:05] 3.350 | 34728 | 40598 | 75 | 9355
[19:51:06] 3.400 | 33586 | 38662 | 69 | 9380
[19:51:06] 3.450 | 34169 | 33754 | 68 | 9260
[19:51:06] 3.500 | 37441 | 31807 | 65 | 8628
[19:51:06] 3.550 | 31476 | 34407 | 66 | 8737
[19:51:06] 3.600 | 31833 | 38010 | 69 | 8513
[19:51:06] 3.650 | 32966 | 38433 | 70 | 8634
[19:51:06] 3.700 | 35221 | 38459 | 71 | 8345
[19:51:06] 3.750 | 32272 | 35872 | 64 | 8500
[19:51:06] 3.800 | 33748 | 38389 | 60 | 8349
[19:51:06] 3.850 | 35318 | 37361 | 67 | 8173
[19:51:06] 3.900 | 36170 | 31494 | 59 | 8307
[19:51:06] 3.950 | 35278 | 35083 | 57 | 8307
[19:51:06] 4.000 | 31428 | 34542 | 54 | 8390
[19:51:06] 4.050 | 39926 | 36849 | 64 | 8378
[19:51:06] 4.100 | 37396 | 35394 | 64 | 8321
[19:51:06] 4.150 | 35324 | 34351 | 67 | 8502
[19:51:06] 4.200 | 37786 | 39435 | 73 | 9244
[19:51:06] 4.250 | 35886 | 35273 | 73 | 9316
[19:51:06] 4.300 | 34651 | 36878 | 58 | 8535
[19:51:06] 4.350 | 38295 | 35609 | 62 | 8419
[19:51:07] 4.400 | 34989 | 40121 | 70 | 8293
[19:51:07] 4.450 | 30387 | 36513 | 59 | 7933
[19:51:07] 4.500 | 35132 | 36941 | 68 | 8115
[19:51:07] 4.550 | 36987 | 39641 | 77 | 8168
[19:51:07] 4.600 | 37374 | 34943 | 59 | 8150
[19:51:07] 4.650 | 37102 | 35825 | 83 | 8151
[19:51:07] 4.700 | 32578 | 38870 | 65 | 8160
[19:51:07] 4.750 | 30726 | 34939 | 65 | 8227
[19:51:07] 4.800 | 35661 | 31402 | 70 | 8171
[19:51:07] 4.850 | 33910 | 37559 | 72 | 8245
[19:51:07] 4.900 | 32010 | 37224 | 69 | 8396
[19:51:07] 4.950 | 31744 | 39706 | 63 | 8532
[19:51:07] 5.000 | 31803 | 37281 | 79 | 8621
[19:51:07] 5.050 | 32376 | 34053 | 66 | 8701
[19:51:07] 5.100 | 36790 | 37532 | 64 | 8464
[19:51:07] 5.150 | 36582 | 37843 | 52 | 9351
[19:51:07] 5.200 | 34406 | 36658 | 68 | 9393
[19:51:07] 5.250 | 36044 | 33747 | 63 | 9344
[19:51:07] 5.300 | 34473 | 38047 | 72 | 9458
[19:51:07] 5.350 | 32568 | 34493 | 67 | 9586
[19:51:08] 5.400 | 32212 | 34222 | 58 | 10007
[19:51:08] 5.450 | 32576 | 36737 | 60 | 10307
[19:51:08] 5.500 | 34857 | 35419 | 70 | 10369
[19:51:08] 5.550 | 34267 | 38153 | 65 | 10300
[19:51:08] 5.600 | 33973 | 36796 | 66 | 10305
[19:51:08] 5.650 | 35205 | 37063 | 66 | 10164
[19:51:08] 5.700 | 30665 | 33973 | 77 | 10258
[19:51:08] 5.750 | 34209 | 32951 | 69 | 10193
[19:51:08] 5.800 | 33214 | 34616 | 69 | 10062
[19:51:08] 5.850 | 34744 | 37682 | 59 | 10025
[19:51:08] 5.900 | 33133 | 35654 | 60 | 10090
[19:51:08] 5.950 | 31391 | 37938 | 66 | 9929
[19:51:08] 6.000 | 33452 | 39122 | 75 | 9984
[19:51:08] 6.050 | 34349 | 33905 | 76 | 9898
[19:51:08] 6.100 | 37719 | 33080 | 61 | 9874
[19:51:08] 6.150 | 32958 | 32710 | 67 | 9850
[19:51:08] 6.200 | 38860 | 35950 | 69 | 9686
[19:51:08] 6.250 | 33521 | 34003 | 50 | 9569
[19:51:08] 6.300 | 32895 | 33528 | 68 | 9555
[19:51:08] 6.350 | 32181 | 33635 | 59 | 9619
[19:51:09] 6.400 | 33216 | 33750 | 61 | 9458
[19:51:09] 6.450 | 34930 | 33819 | 76 | 9360
[19:51:09] 6.500 | 31785 | 37340 | 65 | 9458
[19:51:09] 6.550 | 31226 | 39800 | 66 | 9376
[19:51:09] 6.600 | 34350 | 37745 | 52 | 9593
[19:51:09] 6.650 | 35345 | 39189 | 75 | 9599
[19:51:09] 6.700 | 37611 | 38502 | 85 | 9605
[19:51:09] 6.750 | 29252 | 35632 | 75 | 9648
[19:51:09] 6.800 | 34452 | 31576 | 83 | 9625
[19:51:09] 6.850 | 28571 | 35438 | 70 | 9683
[19:51:09] 6.900 | 32655 | 39958 | 57 | 9780
[19:51:09] 6.950 | 31315 | 41348 | 74 | 10035
[19:51:09] 7.000 | 33461 | 34896 | 73 | 10558
[19:51:09] 7.050 | 36455 | 34778 | 62 | 10522
[19:51:09] 7.100 | 35330 | 32005 | 62 | 10525
[19:51:09] 7.150 | 30834 | 35358 | 67 | 10476
[19:51:09] 7.200 | 33660 | 33243 | 58 | 10327
[19:51:09] 7.250 | 31460 | 36688 | 68 | 10713
[19:51:09] 7.300 | 34214 | 33621 | 51 | 11655
[19:51:09] 7.350 | 33372 | 37068 | 72 | 11821
[19:51:10] 7.400 | 34568 | 32081 | 65 | 12117
[19:51:10] 7.450 | 32549 | 34031 | 66 | 11785
