timestamped_line
[18:50:34] ▶ Starting baseline phase for 2.5 seconds...
[18:50:34] t (s) | A | B | C | D
[18:50:34] 0.050 | 61 | 53165 | 46925 | 45412
[18:50:34] 0.100 | 47 | 53167 | 46934 | 45408
[18:50:34] 0.150 | 46 | 53149 | 46907 | 45415
[18:50:34] 0.200 | 54 | 53165 | 46915 | 45418
[18:50:34] 0.250 | 51 | 53161 | 46912 | 45405
[18:50:34] 0.300 | 60 | 53160 | 46934 | 45408
[18:50:34] 0.350 | 52 | 53154 | 46916 | 45400
[18:50:34] 0.400 | 53 | 53161 | 46923 | 45401
[18:50:34] 0.450 | 45 | 53178 | 46913 | 45414
[18:50:34] 0.500 | 55 | 53170 | 46916 | 45396
[18:50:34] 0.550 | 52 | 53152 | 46923 | 45403
[18:50:34] 0.600 | 51 | 53155 | 46921 | 45408
[18:50:34] 0.650 | 47 | 53161 | 46926 | 45416
[18:50:34] 0.700 | 54 | 53158 | 46913 | 45413
[18:50:34] 0.750 | 50 | 53165 | 46936 | 45413
[18:50:34] 0.800 | 62 | 53160 | 46936 | 45404
[18:50:34] 0.850 | 63 | 53162 | 46919 | 45409
[18:50:34] 0.900 | 59 | 53160 | 46931 | 45418
[18:50:35] 0.950 | 57 | 53157 | 46929 | 45414
[18:50:35] 1.000 | 52 | 53160 | 46928 | 45407
[18:50:35] 1.050 | 57 | 53169 | 46915 | 45413
[18:50:35] 1.100 | 52 | 53160 | 46909 | 45420
[18:50:35] 1.150 | 65 | 53160 | 46924 | 45408
[18:50:35] 1.200 | 56 | 53165 | 46916 | 45417
[18:50:35] 1.250 | 49 | 53167 | 46932 | 45421
[18:50:35] 1.300 | 46 | 53161 | 46934 | 45405
[18:50:35] 1.350 | 53 | 53153 | 46917 | 45418
[18:50:35] 1.400 | 56 | 53157 | 46903 | 45406
[18:50:35] 1.450 | 56 | 53162 | 46905 | 45411
[18:50:35] 1.500 | 66 | 53146 | 46909 | 45418
[18:50:35] 1.550 | 52 | 53167 | 46924 | 45411
[18:50:35] 1.600 | 46 | 53164 | 46914 | 45412
[18:50:35] 1.650 | 54 | 53160 | 46925 | 45403
[18:50:35] 1.700 | 56 | 53156 | 46920 | 45400
[18:50:35] 1.750 | 63 | 53155 | 46907 | 45405
[18:50:35] 1.800 | 56 | 53160 | 46917 | 45404
[18:50:35] 1.850 | 58 | 53156 | 46919 | 45416
[18:50:35] 1.900 | 49 | 53144 | 46918 | 45408
[18:50:36] 1.950 | 66 | 53167 | 46922 | 45411
[18:50:36] 2.000 | 67 | 53171 | 46915 | 45401
[18:50:36] 2.050 | 61 | 53161 | 46927 | 45413
[18:50:36] 2.100 | 49 | 53158 | 46941 | 45399
[18:50:36] 2.150 | 54 | 53168 | 46923 | 45413
[18:50:36] 2.200 | 62 | 53145 | 46922 | 45408
[18:50:36] 2.250 | 50 | 53159 | 46921 | 45425
[18:50:36] 2.300 | 62 | 53160 | 46916 | 45396
[18:50:36] 2.350 | 56 | 53147 | 46910 | 45419
[18:50:36] 2.400 | 53 | 53155 | 46907 | 45429
[18:50:36] 2.450 | 50 | 53155 | 46915 | 45413
[18:50:36] 2.500 | 56 | 53164 | 46914 | 45423
[18:50:36] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:50:36] 2.550 | 53 | 53160 | 46905 | 45430
[18:50:36] 0.050 | 49 | 53157 | 46905 | 45425
[18:50:36] 0.100 | 60 | 53159 | 46907 | 45431
[18:50:36] 0.150 | 53 | 53162 | 46905 | 45416
[18:50:36] 0.200 | 55 | 53151 | 46905 | 45436
[18:50:36] 0.250 | 59 | 53156 | 46901 | 45433
[18:50:36] 0.300 | 56 | 53154 | 46911 | 45431
[18:50:36] 0.350 | 55 | 53167 | 46911 | 45416
[18:50:37] 0.400 | 58 | 53168 | 46914 | 45421
[18:50:37] 0.450 | 46 | 53156 | 46907 | 45419
[18:50:37] 0.500 | 53 | 53153 | 46909 | 45414
[18:50:37] 0.550 | 39 | 53158 | 46911 | 45420
[18:50:37] 0.600 | 40 | 53156 | 46911 | 45433
[18:50:37] 0.650 | 48 | 53160 | 46920 | 45414
[18:50:37] 0.700 | 51 | 53159 | 46927 | 45412
[18:50:37] 0.750 | 55 | 53160 | 46913 | 45434
[18:50:37] 0.800 | 50 | 53160 | 46921 | 45425
[18:50:37] 0.850 | 54 | 53157 | 46915 | 45417
[18:50:37] 0.900 | 60 | 53162 | 46934 | 45426
[18:50:37] 0.950 | 68 | 53147 | 46922 | 45426
[18:50:37] 1.000 | 67 | 53156 | 46930 | 45417
[18:50:37] 1.050 | 51 | 53145 | 46922 | 45427
[18:50:37] 1.100 | 56 | 53151 | 46923 | 45423
[18:50:37] 1.150 | 59 | 53157 | 46925 | 45413
[18:50:37] 1.200 | 54 | 53161 | 46931 | 45416
[18:50:37] 1.250 | 34 | 53172 | 46937 | 45418
[18:50:37] 1.300 | 52 | 53152 | 46934 | 45412
[18:50:37] 1.350 | 41 | 53152 | 46930 | 45404
[18:50:38] 1.400 | 51 | 53148 | 46935 | 45418
[18:50:38] 1.450 | 54 | 53154 | 46950 | 45407
[18:50:38] 1.500 | 56 | 53157 | 46939 | 45421
[18:50:38] 1.550 | 46 | 53166 | 46954 | 45410
[18:50:38] 1.600 | 58 | 53160 | 46940 | 45405
[18:50:38] 1.650 | 56 | 53166 | 46936 | 45418
[18:50:38] 1.700 | 59 | 53162 | 46939 | 45412
[18:50:38] 1.750 | 44 | 53159 | 46932 | 45407
[18:50:38] 1.800 | 48 | 53151 | 46929 | 45415
[18:50:38] 1.850 | 49 | 53156 | 46912 | 45401
[18:50:38] 1.900 | 45 | 53150 | 46931 | 45426
[18:50:38] 1.950 | 48 | 53157 | 46937 | 45417
[18:50:38] 2.000 | 65 | 53159 | 46941 | 45419
[18:50:38] 2.050 | 56 | 53163 | 46943 | 45418
