timestamped_line
[16:29:09] ▶ Starting baseline phase for 2.5 seconds...
[16:29:09] t (s) | A | B | C | D
[16:29:09] 0.050 | 33955 | 37098 | 70 | 20856
[16:29:09] 0.100 | 27140 | 32918 | 50 | 20858
[16:29:09] 0.150 | 29421 | 35166 | 48 | 20842
[16:29:09] 0.200 | 32724 | 29984 | 68 | 20850
[16:29:09] 0.250 | 26216 | 31752 | 48 | 20816
[16:29:09] 0.300 | 31074 | 30606 | 60 | 20817
[16:29:09] 0.350 | 34510 | 31500 | 52 | 20823
[16:29:09] 0.400 | 32006 | 32673 | 65 | 20810
[16:29:10] 0.450 | 27367 | 31402 | 59 | 20791
[16:29:10] 0.500 | 29240 | 28046 | 57 | 20817
[16:29:10] 0.550 | 31193 | 33029 | 52 | 20865
[16:29:10] 0.600 | 33119 | 32157 | 46 | 20839
[16:29:10] 0.650 | 31051 | 32815 | 52 | 20825
[16:29:10] 0.700 | 32366 | 30134 | 63 | 20810
[16:29:10] 0.750 | 31645 | 35730 | 60 | 20828
[16:29:10] 0.800 | 29159 | 32540 | 58 | 20849
[16:29:10] 0.850 | 33189 | 29220 | 68 | 20844
[16:29:10] 0.900 | 31068 | 32036 | 64 | 20835
[16:29:10] 0.950 | 29107 | 32344 | 62 | 20827
[16:29:10] 1.000 | 32748 | 32481 | 66 | 20826
[16:29:10] 1.050 | 33858 | 33828 | 64 | 20838
[16:29:10] 1.100 | 28781 | 33226 | 64 | 20822
[16:29:10] 1.150 | 32757 | 36539 | 47 | 20823
[16:29:10] 1.200 | 29317 | 30882 | 55 | 20843
[16:29:10] 1.250 | 29302 | 30076 | 65 | 20846
[16:29:10] 1.300 | 30258 | 32638 | 54 | 20840
[16:29:10] 1.350 | 32401 | 31498 | 53 | 20860
[16:29:10] 1.400 | 30489 | 32625 | 69 | 20835
[16:29:11] 1.450 | 32927 | 36876 | 61 | 20836
[16:29:11] 1.500 | 32367 | 34743 | 60 | 20850
[16:29:11] 1.550 | 28160 | 33716 | 65 | 20857
[16:29:11] 1.600 | 32190 | 28421 | 43 | 20855
[16:29:11] 1.650 | 26939 | 30276 | 59 | 20853
[16:29:11] 1.700 | 29682 | 31176 | 54 | 20844
[16:29:11] 1.750 | 31643 | 34077 | 64 | 20846
[16:29:11] 1.800 | 26712 | 33979 | 53 | 20838
[16:29:11] 1.850 | 29103 | 30681 | 58 | 20826
[16:29:11] 1.900 | 32038 | 32206 | 58 | 20867
[16:29:11] 1.950 | 34330 | 30840 | 54 | 20844
[16:29:11] 2.000 | 31547 | 31229 | 48 | 20852
[16:29:11] 2.050 | 31275 | 31221 | 56 | 20832
[16:29:11] 2.100 | 30669 | 33826 | 63 | 20854
[16:29:11] 2.150 | 29067 | 33749 | 58 | 20845
[16:29:11] 2.200 | 28742 | 31602 | 37 | 20850
[16:29:11] 2.250 | 30516 | 33979 | 66 | 20856
[16:29:11] 2.300 | 33281 | 30100 | 61 | 20848
[16:29:11] 2.350 | 28484 | 29654 | 58 | 20855
[16:29:11] 2.400 | 30194 | 31722 | 56 | 20847
[16:29:12] 2.450 | 27907 | 35293 | 55 | 20833
[16:29:12] 2.500 | 26400 | 31692 | 53 | 20837
[16:29:12] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:29:12] 2.550 | 30316 | 32780 | 44 | 20819
[16:29:12] 0.050 | 32597 | 33376 | 47 | 20825
[16:29:12] 0.100 | 35140 | 31298 | 58 | 20856
[16:29:12] 0.150 | 28939 | 34280 | 55 | 20852
[16:29:12] 0.200 | 33590 | 33191 | 59 | 20853
[16:29:12] 0.250 | 30880 | 32946 | 62 | 20859
[16:29:12] 0.300 | 27304 | 26439 | 68 | 20861
[16:29:12] 0.350 | 26168 | 32715 | 61 | 20876
[16:29:12] 0.400 | 32466 | 31938 | 65 | 20876
[16:29:12] 0.450 | 30629 | 32824 | 54 | 20861
[16:29:12] 0.500 | 33768 | 31962 | 51 | 20858
[16:29:12] 0.550 | 32663 | 30812 | 63 | 20861
[16:29:12] 0.600 | 31987 | 34990 | 67 | 20859
[16:29:12] 0.650 | 35948 | 34134 | 57 | 20843
[16:29:12] 0.700 | 34225 | 36656 | 65 | 20859
[16:29:12] 0.750 | 33058 | 34767 | 59 | 20855
[16:29:12] 0.800 | 28453 | 37362 | 53 | 20859
[16:29:12] 0.850 | 30964 | 35642 | 55 | 20850
[16:29:13] 0.900 | 32332 | 31362 | 59 | 20855
[16:29:13] 0.950 | 25686 | 31095 | 48 | 20852
[16:29:13] 1.000 | 31790 | 31918 | 52 | 20859
[16:29:13] 1.050 | 30795 | 25985 | 65 | 20856
[16:29:13] 1.100 | 29921 | 32366 | 69 | 20853
[16:29:13] 1.150 | 28663 | 34096 | 62 | 20850
[16:29:13] 1.200 | 30202 | 33269 | 56 | 20851
[16:29:13] 1.250 | 29267 | 30577 | 42 | 20858
[16:29:13] 1.300 | 31104 | 27297 | 55 | 20858
[16:29:13] 1.350 | 33563 | 32797 | 63 | 20851
[16:29:13] 1.400 | 30268 | 29363 | 47 | 20841
[16:29:13] 1.450 | 31070 | 28212 | 52 | 20856
[16:29:13] 1.500 | 32165 | 32776 | 56 | 20844
