timestamped_line
[16:10:46] ▶ Starting baseline phase for 2.5 seconds...
[16:10:46] t (s) | A | B | C | D
[16:10:46] 0.050 | 40468 | 40749 | 8 | 37012
[16:10:46] 0.100 | 35516 | 40189 | 11 | 37015
[16:10:46] 0.150 | 36597 | 37075 | 10 | 36980
[16:10:46] 0.200 | 38100 | 34213 | 9 | 36964
[16:10:46] 0.250 | 38918 | 38574 | 4 | 36943
[16:10:46] 0.300 | 33974 | 39634 | 11 | 36926
[16:10:46] 0.350 | 36038 | 37665 | 9 | 36942
[16:10:46] 0.400 | 34893 | 38871 | 12 | 36946
[16:10:46] 0.450 | 38346 | 34585 | 11 | 36959
[16:10:46] 0.500 | 34514 | 33511 | 13 | 36974
[16:10:46] 0.550 | 35948 | 33797 | 10 | 36937
[16:10:46] 0.600 | 35379 | 35679 | 10 | 36925
[16:10:46] 0.650 | 34951 | 36402 | 10 | 36911
[16:10:46] 0.700 | 36197 | 33737 | 10 | 36912
[16:10:47] 0.750 | 32688 | 35655 | 17 | 36906
[16:10:47] 0.800 | 37449 | 40718 | 11 | 36890
[16:10:47] 0.850 | 36685 | 35635 | 10 | 36877
[16:10:47] 0.900 | 38166 | 36795 | 11 | 36902
[16:10:47] 0.950 | 41617 | 37260 | 9 | 36857
[16:10:47] 1.000 | 37688 | 33494 | 9 | 36863
[16:10:47] 1.050 | 34802 | 39706 | 7 | 36874
[16:10:47] 1.100 | 35185 | 34573 | 12 | 36850
[16:10:47] 1.150 | 34873 | 39154 | 12 | 36856
[16:10:47] 1.200 | 35200 | 36171 | 12 | 36860
[16:10:47] 1.250 | 37737 | 38951 | 8 | 36859
[16:10:47] 1.300 | 36966 | 34345 | 11 | 36844
[16:10:47] 1.350 | 32446 | 36522 | 14 | 36831
[16:10:47] 1.400 | 31840 | 36721 | 10 | 36859
[16:10:47] 1.450 | 34200 | 40313 | 11 | 36826
[16:10:47] 1.500 | 38155 | 36779 | 9 | 36812
[16:10:47] 1.550 | 32064 | 41744 | 8 | 36802
[16:10:47] 1.600 | 37940 | 32463 | 7 | 36780
[16:10:47] 1.650 | 41536 | 32821 | 13 | 36772
[16:10:47] 1.700 | 36772 | 33984 | 12 | 36762
[16:10:48] 1.750 | 36941 | 36210 | 9 | 36770
[16:10:48] 1.800 | 39327 | 43450 | 9 | 36784
[16:10:48] 1.850 | 37560 | 40459 | 11 | 36776
[16:10:48] 1.900 | 36522 | 36037 | 13 | 36768
[16:10:48] 1.950 | 32979 | 34820 | 13 | 36801
[16:10:48] 2.000 | 35775 | 36930 | 9 | 36775
[16:10:48] 2.050 | 36183 | 33059 | 7 | 36797
[16:10:48] 2.100 | 37334 | 34278 | 10 | 36775
[16:10:48] 2.150 | 35423 | 38166 | 12 | 36779
[16:10:48] 2.200 | 36814 | 36350 | 9 | 36786
[16:10:48] 2.250 | 35542 | 38576 | 10 | 36771
[16:10:48] 2.300 | 37029 | 39089 | 9 | 36772
[16:10:48] 2.350 | 37801 | 33437 | 7 | 36766
[16:10:48] 2.400 | 35385 | 35760 | 9 | 36784
[16:10:48] 2.450 | 35577 | 40470 | 4 | 36760
[16:10:48] 2.500 | 36725 | 34777 | 11 | 36753
[16:10:48] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:10:48] 2.550 | 37971 | 32143 | 9 | 36781
[16:10:48] 0.050 | 36521 | 30250 | 10 | 36767
[16:10:48] 0.100 | 37066 | 36120 | 6 | 36789
[16:10:48] 0.150 | 35903 | 37342 | 13 | 36776
[16:10:49] 0.200 | 36508 | 36212 | 9 | 36787
[16:10:49] 0.250 | 37058 | 36171 | 7 | 36775
[16:10:49] 0.300 | 34812 | 41233 | 12 | 36753
[16:10:49] 0.350 | 36480 | 33964 | 13 | 36750
[16:10:49] 0.400 | 41029 | 38472 | 11 | 36742
[16:10:49] 0.450 | 40891 | 35769 | 6 | 36755
[16:10:49] 0.500 | 34610 | 37062 | 12 | 36740
[16:10:49] 0.550 | 33834 | 43910 | 7 | 36752
[16:10:49] 0.600 | 37532 | 40703 | 9 | 36762
[16:10:49] 0.650 | 37062 | 35728 | 8 | 36790
[16:10:49] 0.700 | 34408 | 38419 | 12 | 36778
[16:10:49] 0.750 | 34141 | 34389 | 13 | 36783
[16:10:49] 0.800 | 36854 | 35407 | 16 | 36778
[16:10:49] 0.850 | 34558 | 37645 | 12 | 36803
[16:10:49] 0.900 | 35759 | 36715 | 13 | 36798
[16:10:49] 0.950 | 33280 | 36557 | 11 | 36817
[16:10:49] 1.000 | 36164 | 32436 | 9 | 36784
[16:10:49] 1.050 | 33777 | 36981 | 14 | 36790
[16:10:49] 1.100 | 38001 | 36166 | 9 | 36760
[16:10:49] 1.150 | 37528 | 34270 | 8 | 36770
[16:10:50] 1.200 | 36711 | 38191 | 10 | 36750
[16:10:50] 1.250 | 36276 | 34974 | 10 | 36751
