ADC
2812
2804
2804
2805
2810
2811
2804
2803
2808
2811
2805
2802
2804
2806
2805
2803
2804
2807
2808
2805
2803
2804
2806
2805
2805
2804
2809
2807
2804
2802
2805
2810
2804
2804
2805
2810
2807
2804
2803
2810
2811
2805
2804
2803
2808
2806
2805
2804
2807
2810
2804
2803
2803
2804
2805
2803
2803
2805
2810
2804
2803
2805
2806
2805
2803
2805
2808
2805
2804
2803
2805
2805
2804
2804
2805
2804
2805
2804
2804
2805
2805
2803
2805
2805
2806
2805
2804
2804
2805
2803
2803
2804
2803
2805
2804
2803
2805
2806
2804
2805
2804
2807
2805
2803
2803
2805
2806
2804
2804
2804
2806
2806
2803
2806
2808
2807
2806
2805
2806
2807
2808
2804
2806
2805
2805
2806
2805
2806
2805
2807
2805
2806
2807
2805
2806
2805
2805
2806
2805
