timestamped_line
[17:09:25] ▶ Starting baseline phase for 2.5 seconds...
[17:09:25] t (s) | A | B | C | D
[17:09:25] 0.051 | 31600 | 35163 | 82 | 44567
[17:09:25] 0.101 | 31540 | 33768 | 86 | 44636
[17:09:25] 0.151 | 35151 | 32433 | 61 | 44669
[17:09:25] 0.201 | 31152 | 34060 | 68 | 44666
[17:09:25] 0.251 | 32518 | 35924 | 74 | 44662
[17:09:25] 0.301 | 30270 | 32309 | 97 | 44620
[17:09:25] 0.351 | 33511 | 32044 | 66 | 44601
[17:09:25] 0.401 | 35742 | 35007 | 84 | 44566
[17:09:25] 0.451 | 34481 | 32237 | 87 | 44541
[17:09:25] 0.501 | 31297 | 36502 | 104 | 44556
[17:09:25] 0.551 | 30699 | 28064 | 61 | 44584
[17:09:25] 0.601 | 34494 | 31818 | 67 | 44598
[17:09:25] 0.651 | 35173 | 31776 | 50 | 44612
[17:09:25] 0.701 | 35255 | 29639 | 82 | 44583
[17:09:25] 0.751 | 31892 | 31611 | 75 | 44575
[17:09:25] 0.801 | 38193 | 37103 | 73 | 44573
[17:09:25] 0.851 | 35150 | 32183 | 72 | 44566
[17:09:25] 0.901 | 30697 | 35543 | 78 | 44547
[17:09:26] 0.951 | 33441 | 33904 | 73 | 44530
[17:09:26] 1.001 | 36509 | 30256 | 68 | 44506
[17:09:26] 1.051 | 30161 | 37015 | 72 | 44527
[17:09:26] 1.101 | 31685 | 34423 | 83 | 44546
[17:09:26] 1.151 | 34981 | 29625 | 61 | 44540
[17:09:26] 1.201 | 31886 | 32490 | 80 | 44554
[17:09:26] 1.251 | 32653 | 32597 | 64 | 44565
[17:09:26] 1.301 | 31654 | 31867 | 78 | 44548
[17:09:26] 1.351 | 31326 | 31951 | 55 | 44558
[17:09:26] 1.401 | 30900 | 29787 | 79 | 44571
[17:09:26] 1.451 | 29838 | 31883 | 75 | 44591
[17:09:26] 1.501 | 32030 | 34990 | 74 | 44595
[17:09:26] 1.551 | 35930 | 35740 | 73 | 44586
[17:09:26] 1.601 | 29982 | 29814 | 65 | 44601
[17:09:26] 1.651 | 33659 | 34533 | 86 | 44631
[17:09:26] 1.701 | 26718 | 32539 | 83 | 44611
[17:09:26] 1.751 | 33278 | 34984 | 68 | 44624
[17:09:26] 1.801 | 36512 | 29209 | 87 | 44687
[17:09:26] 1.851 | 31516 | 36277 | 74 | 44684
[17:09:26] 1.901 | 35971 | 33224 | 64 | 44667
[17:09:27] 1.951 | 35375 | 29749 | 61 | 44699
[17:09:27] 2.001 | 32297 | 33151 | 84 | 44698
[17:09:27] 2.051 | 31965 | 34421 | 84 | 44682
[17:09:27] 2.101 | 33977 | 32632 | 61 | 44695
[17:09:27] 2.151 | 29493 | 39804 | 73 | 44673
[17:09:27] 2.201 | 36810 | 33027 | 89 | 44686
[17:09:27] 2.251 | 30510 | 32179 | 79 | 44701
[17:09:27] 2.301 | 32518 | 32627 | 78 | 44717
[17:09:27] 2.351 | 38281 | 34634 | 62 | 44731
[17:09:27] 2.401 | 32783 | 31458 | 82 | 44722
[17:09:27] 2.451 | 35183 | 28476 | 59 | 44704
[17:09:27] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:09:27] 2.501 | 32054 | 31282 | 78 | 44699
[17:09:27] 0.050 | 37844 | 31802 | 85 | 44709
[17:09:27] 0.100 | 31718 | 28939 | 72 | 44722
[17:09:27] 0.150 | 34153 | 34412 | 82 | 44708
[17:09:27] 0.200 | 35693 | 29331 | 76 | 44689
[17:09:27] 0.250 | 31556 | 31542 | 74 | 44680
[17:09:27] 0.300 | 32867 | 30246 | 98 | 44666
[17:09:27] 0.350 | 30386 | 32437 | 83 | 44661
[17:09:27] 0.400 | 35054 | 31154 | 74 | 44664
[17:09:28] 0.450 | 32500 | 30827 | 86 | 44651
[17:09:28] 0.500 | 34417 | 37315 | 77 | 44685
[17:09:28] 0.550 | 32962 | 30582 | 73 | 44668
[17:09:28] 0.600 | 32518 | 31638 | 88 | 44641
[17:09:28] 0.650 | 39062 | 32961 | 78 | 44636
[17:09:28] 0.700 | 38765 | 34781 | 71 | 44651
[17:09:28] 0.750 | 33506 | 31052 | 73 | 44706
[17:09:28] 0.800 | 34200 | 30010 | 71 | 44709
[17:09:28] 0.850 | 32691 | 32067 | 69 | 44731
[17:09:28] 0.900 | 33652 | 34443 | 83 | 44727
[17:09:28] 0.950 | 32037 | 27803 | 65 | 44719
[17:09:28] 1.000 | 29139 | 30150 | 77 | 44753
[17:09:28] 1.050 | 33386 | 29487 | 64 | 44752
[17:09:28] 1.100 | 33115 | 31228 | 89 | 44751
[17:09:28] 1.150 | 29874 | 31083 | 81 | 44759
[17:09:28] 1.200 | 32026 | 30109 | 73 | 44759
[17:09:28] 1.250 | 33642 | 33789 | 76 | 44739
[17:09:28] 1.300 | 35086 | 31980 | 67 | 44734
[17:09:28] 1.350 | 35801 | 32168 | 66 | 44739
[17:09:28] 1.400 | 36796 | 32047 | 83 | 44750
[17:09:29] 1.450 | 36583 | 28432 | 89 | 44763
[17:09:29] 1.500 | 34085 | 35312 | 97 | 44764
[17:09:29] 1.550 | 33529 | 32007 | 58 | 44777
[17:09:29] 1.600 | 33873 | 30883 | 55 | 44795
[17:09:29] 1.650 | 34671 | 32267 | 88 | 44805
[17:09:29] 1.700 | 33077 | 33340 | 53 | 44804
[17:09:29] 1.750 | 33757 | 32995 | 76 | 44815
[17:09:29] 1.800 | 31475 | 29529 | 71 | 44805
[17:09:29] 1.850 | 30193 | 30822 | 69 | 44820
[17:09:29] 1.900 | 33379 | 28986 | 54 | 44833
[17:09:29] 1.950 | 34720 | 40105 | 76 | 44841
[17:09:29] 2.000 | 29424 | 31920 | 80 | 44837
[17:09:29] 2.050 | 35675 | 32580 | 57 | 44815
[17:09:29] 2.100 | 36930 | 30012 | 79 | 44813
[17:09:29] 2.150 | 32996 | 34481 | 69 | 44795
[17:09:29] 2.200 | 34524 | 32715 | 68 | 44771
[17:09:29] 2.250 | 33522 | 36107 | 81 | 44792
[17:09:29] 2.300 | 36269 | 34652 | 76 | 44764
[17:09:29] 2.350 | 41069 | 36816 | 85 | 44741
[17:09:29] 2.400 | 34847 | 35456 | 88 | 44739
[17:09:30] 2.450 | 33379 | 34187 | 67 | 44751
[17:09:30] 2.500 | 31311 | 31942 | 62 | 44757
[17:09:30] 2.550 | 32022 | 36626 | 96 | 44756
[17:09:30] 2.600 | 32629 | 31082 | 75 | 44762
[17:09:30] 2.650 | 31080 | 31879 | 93 | 44753
[17:09:30] 2.700 | 31643 | 37000 | 66 | 44761
[17:09:30] 2.750 | 32204 | 30817 | 81 | 44792
[17:09:30] 2.800 | 35947 | 32287 | 76 | 44768
[17:09:30] 2.850 | 32089 | 36725 | 67 | 44752
[17:09:30] 2.900 | 30946 | 31765 | 66 | 44755
[17:09:30] 2.950 | 32200 | 29952 | 97 | 44765
