timestamped_line
[18:49:21] ▶ Starting baseline phase for 2.5 seconds...
[18:49:21] t (s) | A | B | C | D
[18:49:21] 0.050 | 58 | 29530 | 29235 | 23177
[18:49:21] 0.100 | 59 | 29538 | 29231 | 23171
[18:49:21] 0.150 | 63 | 29545 | 29235 | 23177
[18:49:21] 0.200 | 43 | 29554 | 29253 | 23188
[18:49:21] 0.250 | 49 | 29561 | 29250 | 23177
[18:49:21] 0.300 | 49 | 29558 | 29234 | 23173
[18:49:21] 0.350 | 44 | 29562 | 29241 | 23172
[18:49:21] 0.400 | 52 | 29557 | 29264 | 23191
[18:49:21] 0.450 | 50 | 29560 | 29239 | 23160
[18:49:21] 0.500 | 47 | 29558 | 29242 | 23188
[18:49:21] 0.550 | 69 | 29567 | 29260 | 23176
[18:49:21] 0.600 | 64 | 29559 | 29249 | 23193
[18:49:21] 0.650 | 50 | 29551 | 29225 | 23183
[18:49:21] 0.700 | 52 | 29555 | 29223 | 23171
[18:49:21] 0.750 | 53 | 29554 | 29202 | 23171
[18:49:21] 0.800 | 58 | 29549 | 29236 | 23193
[18:49:22] 0.850 | 43 | 29550 | 29238 | 23203
[18:49:22] 0.900 | 51 | 29544 | 29229 | 23194
[18:49:22] 0.950 | 46 | 29541 | 29230 | 23211
[18:49:22] 1.000 | 48 | 29549 | 29227 | 23211
[18:49:22] 1.050 | 64 | 29542 | 29230 | 23195
[18:49:22] 1.100 | 54 | 29548 | 29248 | 23177
[18:49:22] 1.150 | 53 | 29541 | 29247 | 23194
[18:49:22] 1.200 | 69 | 29551 | 29209 | 23206
[18:49:22] 1.250 | 59 | 29541 | 29209 | 23198
[18:49:22] 1.300 | 55 | 29535 | 29199 | 23192
[18:49:22] 1.350 | 78 | 29533 | 29230 | 23207
[18:49:22] 1.400 | 69 | 29535 | 29209 | 23215
[18:49:22] 1.450 | 48 | 29548 | 29222 | 23174
[18:49:22] 1.500 | 46 | 29537 | 29218 | 23208
[18:49:22] 1.550 | 53 | 29546 | 29210 | 23209
[18:49:22] 1.600 | 43 | 29542 | 29210 | 23188
[18:49:22] 1.650 | 47 | 29551 | 29232 | 23195
[18:49:22] 1.700 | 49 | 29540 | 29236 | 23194
[18:49:22] 1.750 | 55 | 29535 | 29212 | 23206
[18:49:22] 1.800 | 44 | 29539 | 29214 | 23193
[18:49:23] 1.850 | 39 | 29540 | 29213 | 23151
[18:49:23] 1.900 | 47 | 29561 | 29208 | 23188
[18:49:23] 1.950 | 54 | 29562 | 29207 | 23173
[18:49:23] 2.000 | 33 | 29552 | 29211 | 23191
[18:49:23] 2.050 | 53 | 29549 | 29188 | 23183
[18:49:23] 2.100 | 32 | 29564 | 29181 | 23196
[18:49:23] 2.150 | 61 | 29537 | 29191 | 23205
[18:49:23] 2.200 | 63 | 29538 | 29181 | 23199
[18:49:23] 2.250 | 43 | 29554 | 29175 | 23210
[18:49:23] 2.300 | 39 | 29550 | 29156 | 23185
[18:49:23] 2.350 | 48 | 29542 | 29158 | 23178
[18:49:23] 2.400 | 40 | 29555 | 29177 | 23157
[18:49:23] 2.450 | 40 | 29539 | 29174 | 23189
[18:49:23] 2.500 | 37 | 29536 | 29183 | 23198
[18:49:23] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:49:23] 2.550 | 50 | 29561 | 29178 | 23202
[18:49:23] 0.050 | 45 | 29550 | 29169 | 23189
[18:49:23] 0.100 | 67 | 29543 | 29167 | 23228
[18:49:23] 0.150 | 62 | 29551 | 29144 | 23200
[18:49:23] 0.200 | 61 | 29526 | 29165 | 23193
[18:49:23] 0.250 | 46 | 29549 | 29159 | 23246
[18:49:24] 0.300 | 41 | 29545 | 29193 | 23242
[18:49:24] 0.350 | 49 | 29539 | 29167 | 23256
[18:49:24] 0.400 | 50 | 29548 | 29167 | 23243
[18:49:24] 0.450 | 52 | 29535 | 29151 | 23263
[18:49:24] 0.500 | 56 | 29540 | 29183 | 23259
[18:49:24] 0.550 | 50 | 29551 | 29168 | 23251
[18:49:24] 0.600 | 66 | 29548 | 29169 | 23278
[18:49:24] 0.650 | 65 | 29556 | 29137 | 23283
[18:49:24] 0.700 | 51 | 29550 | 29128 | 23284
[18:49:24] 0.750 | 45 | 29544 | 29153 | 23265
[18:49:24] 0.800 | 39 | 29546 | 29155 | 23256
[18:49:24] 0.850 | 26 | 29551 | 29140 | 23253
[18:49:24] 0.900 | 48 | 29548 | 29159 | 23238
[18:49:24] 0.950 | 40 | 29542 | 29130 | 23251
[18:49:24] 1.000 | 37 | 29550 | 29160 | 23259
[18:49:24] 1.050 | 45 | 29549 | 29134 | 23279
[18:49:24] 1.100 | 45 | 29547 | 29121 | 23250
[18:49:24] 1.150 | 24 | 29549 | 29159 | 23233
[18:49:24] 1.200 | 35 | 29546 | 29157 | 23233
[18:49:24] 1.250 | 40 | 29540 | 29186 | 23221
[18:49:25] 1.300 | 33 | 29546 | 29186 | 23249
[18:49:25] 1.350 | 26 | 29545 | 29201 | 23221
[18:49:25] 1.400 | 46 | 29536 | 29186 | 23230
[18:49:25] 1.450 | 30 | 29545 | 29209 | 23202
[18:49:25] 1.500 | 33 | 29547 | 29202 | 23224
[18:49:25] 1.550 | 54 | 29549 | 29182 | 23262
[18:49:25] 1.600 | 37 | 29547 | 29209 | 23249
[18:49:25] 1.650 | 38 | 29556 | 29192 | 23221
[18:49:25] 1.700 | 31 | 29549 | 29191 | 23249
[18:49:25] 1.750 | 24 | 29556 | 29185 | 23236
[18:49:25] 1.800 | 35 | 29543 | 29200 | 23213
[18:49:25] 1.850 | 47 | 29555 | 29202 | 23230
[18:49:25] 1.900 | 42 | 29555 | 29219 | 23233
[18:49:25] 1.950 | 40 | 29560 | 29209 | 23223
