timestamped_line
[13:43:14] analog A8 is: 1
[13:43:15] analog A8 is: 1
[13:43:15] analog A8 is: 1
[13:43:15] analog A8 is: 3
[13:43:15] analog A8 is: 1
[13:43:16] analog A8 is: 1
[13:43:16] analog A8 is: 1
[13:43:16] analog A8 is: 2
[13:43:16] analog A8 is: 1
[13:43:17] analog A8 is: 1
[13:43:17] analog A8 is: 1
[13:43:17] analog A8 is: 1
[13:43:17] analog A8 is: 1
[13:43:18] analog A8 is: 1
[13:43:18] analog A8 is: 1
[13:43:18] analog A8 is: 1
[13:43:18] analog A8 is: 1
[13:43:19] analog A8 is: 1
[13:43:19] analog A8 is: 1
[13:43:19] analog A8 is: 1
[13:43:19] analog A8 is: 1
[13:43:20] analog A8 is: 1
[13:43:20] analog A8 is: 1
[13:43:20] analog A8 is: 1
[13:43:20] analog A8 is: 1
[13:43:21] analog A8 is: 1
[13:43:21] analog A8 is: 1
[13:43:21] analog A8 is: 1
[13:43:21] analog A8 is: 1
[13:43:22] analog A8 is: 4
[13:43:22] analog A8 is: 1
[13:43:22] analog A8 is: 1
[13:43:22] analog A8 is: 1
[13:43:23] analog A8 is: 1
[13:43:23] analog A8 is: 1
[13:43:23] analog A8 is: 1
[13:43:23] analog A8 is: 1
[13:43:24] analog A8 is: 1
[13:43:24] analog A8 is: 1
[13:43:24] analog A8 is: 1
[13:43:24] analog A8 is: 1
[13:43:25] analog A8 is: 1
[13:43:25] analog A8 is: 1
[13:43:25] analog A8 is: 1
[13:43:25] analog A8 is: 1
[13:43:26] analog A8 is: 2
[13:43:26] analog A8 is: 1
[13:43:26] analog A8 is: 1
[13:43:26] analog A8 is: 1
[13:43:27] analog A8 is: 1
[13:43:27] analog A8 is: 1
[13:43:27] analog A8 is: 1
[13:43:27] analog A8 is: 1
[13:43:28] analog A8 is: 1
[13:43:28] analog A8 is: 1
[13:43:28] analog A8 is: 1
[13:43:28] analog A8 is: 1
[13:43:29] analog A8 is: 1
[13:43:29] analog A8 is: 1
[13:43:29] analog A8 is: 1
[13:43:29] analog A8 is: 1
[13:43:30] analog A8 is: 1
[13:43:30] analog A8 is: 1
[13:43:30] analog A8 is: 1
[13:43:30] analog A8 is: 1
[13:43:31] analog A8 is: 1
[13:43:31] analog A8 is: 1
[13:43:31] analog A8 is: 1
[13:43:31] analog A8 is: 1
[13:43:32] analog A8 is: 1
[13:43:32] analog A8 is: 1
[13:43:32] analog A8 is: 1
[13:43:32] analog A8 is: 1
[13:43:33] analog A8 is: 1
[13:43:33] analog A8 is: 1
[13:43:33] analog A8 is: 1
[13:43:33] analog A8 is: 1
[13:43:34] analog A8 is: 1
[13:43:34] analog A8 is: 1
[13:43:34] analog A8 is: 1
[13:43:34] analog A8 is: 1
[13:43:35] analog A8 is: 1
[13:43:35] analog A8 is: 1
[13:43:35] analog A8 is: 1
[13:43:35] analog A8 is: 1
[13:43:36] analog A8 is: 1
[13:43:36] analog A8 is: 1
[13:43:36] analog A8 is: 1
[13:43:36] analog A8 is: 1
[13:43:37] analog A8 is: 2
[13:43:37] analog A8 is: 1
[13:43:37] analog A8 is: 1
[13:43:37] analog A8 is: 1
[13:43:38] analog A8 is: 1
[13:43:38] analog A8 is: 1
[13:43:38] analog A8 is: 1
[13:43:38] analog A8 is: 1
[13:43:39] analog A8 is: 1
[13:43:39] analog A8 is: 1
[13:43:39] analog A8 is: 4
[13:43:39] analog A8 is: 1
[13:43:40] analog A8 is: 1
[13:43:40] analog A8 is: 1
[13:43:40] analog A8 is: 1
[13:43:40] analog A8 is: 1
[13:43:41] analog A8 is: 1
[13:43:41] analog A8 is: 1
[13:43:41] analog A8 is: 1
[13:43:41] analog A8 is: 1
[13:43:42] analog A8 is: 1
[13:43:42] analog A8 is: 1
[13:43:42] analog A8 is: 1
