timestamped_line
[17:24:37] ▶ Starting baseline phase for 2.5 seconds...
[17:24:37] t (s) | A | B | C | D
[17:24:37] 0.050 | 31 | 73 | 68 | 34464
[17:24:37] 0.100 | 43 | 74 | 64 | 34477
[17:24:37] 0.150 | 42 | 72 | 73 | 34475
[17:24:37] 0.200 | 38 | 70 | 76 | 34485
[17:24:37] 0.250 | 42 | 76 | 66 | 34475
[17:24:37] 0.300 | 47 | 67 | 77 | 34477
[17:24:37] 0.350 | 48 | 68 | 72 | 34466
[17:24:37] 0.400 | 36 | 75 | 64 | 34477
[17:24:37] 0.450 | 28 | 68 | 67 | 34469
[17:24:38] 0.500 | 39 | 77 | 68 | 34479
[17:24:38] 0.550 | 49 | 65 | 62 | 34479
[17:24:38] 0.600 | 47 | 68 | 66 | 34476
[17:24:38] 0.650 | 40 | 69 | 72 | 34474
[17:24:38] 0.700 | 36 | 65 | 66 | 34466
[17:24:38] 0.750 | 37 | 79 | 63 | 34473
[17:24:38] 0.800 | 49 | 68 | 64 | 34469
[17:24:38] 0.850 | 42 | 80 | 68 | 34470
[17:24:38] 0.900 | 32 | 62 | 63 | 34465
[17:24:38] 0.950 | 42 | 69 | 62 | 34465
[17:24:38] 1.000 | 46 | 68 | 59 | 34458
[17:24:38] 1.050 | 37 | 76 | 66 | 34465
[17:24:38] 1.100 | 50 | 68 | 61 | 34467
[17:24:38] 1.150 | 49 | 64 | 66 | 34468
[17:24:38] 1.200 | 56 | 73 | 62 | 34459
[17:24:38] 1.250 | 41 | 74 | 57 | 34470
[17:24:38] 1.300 | 37 | 66 | 61 | 34464
[17:24:38] 1.350 | 44 | 72 | 59 | 34465
[17:24:38] 1.400 | 33 | 74 | 57 | 34469
[17:24:38] 1.450 | 49 | 75 | 60 | 34465
[17:24:39] 1.500 | 37 | 77 | 70 | 34468
[17:24:39] 1.550 | 40 | 69 | 71 | 34464
[17:24:39] 1.600 | 43 | 69 | 73 | 34462
[17:24:39] 1.650 | 43 | 65 | 58 | 34466
[17:24:39] 1.700 | 54 | 83 | 62 | 34475
[17:24:39] 1.750 | 44 | 69 | 68 | 34466
[17:24:39] 1.800 | 43 | 70 | 65 | 34469
[17:24:39] 1.850 | 42 | 69 | 69 | 34477
[17:24:39] 1.900 | 48 | 67 | 58 | 34459
[17:24:39] 1.950 | 38 | 69 | 54 | 34466
[17:24:39] 2.000 | 38 | 66 | 61 | 34473
[17:24:39] 2.050 | 59 | 73 | 63 | 34464
[17:24:39] 2.100 | 40 | 72 | 66 | 34467
[17:24:39] 2.150 | 38 | 90 | 65 | 34480
[17:24:39] 2.200 | 52 | 62 | 66 | 34471
[17:24:39] 2.250 | 43 | 67 | 72 | 34470
[17:24:39] 2.300 | 45 | 69 | 55 | 34483
[17:24:39] 2.350 | 41 | 73 | 58 | 34485
[17:24:39] 2.400 | 41 | 76 | 54 | 34487
[17:24:39] 2.450 | 40 | 69 | 58 | 34486
[17:24:40] 2.500 | 49 | 67 | 58 | 34474
[17:24:40] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:24:40] 2.550 | 38 | 73 | 60 | 34476
[17:24:40] 0.050 | 44 | 71 | 61 | 34478
[17:24:40] 0.100 | 51 | 67 | 61 | 34484
[17:24:40] 0.150 | 48 | 72 | 60 | 34480
[17:24:40] 0.200 | 37 | 70 | 64 | 34479
[17:24:40] 0.250 | 46 | 68 | 56 | 34485
[17:24:40] 0.300 | 30 | 62 | 63 | 34473
[17:24:40] 0.350 | 50 | 64 | 68 | 34473
[17:24:40] 0.400 | 44 | 75 | 59 | 34483
[17:24:40] 0.450 | 43 | 78 | 49 | 34482
[17:24:40] 0.500 | 36 | 68 | 58 | 34477
[17:24:40] 0.550 | 38 | 71 | 76 | 34463
[17:24:40] 0.600 | 41 | 72 | 77 | 34478
[17:24:40] 0.650 | 43 | 72 | 68 | 34474
[17:24:40] 0.700 | 56 | 69 | 62 | 34474
[17:24:40] 0.750 | 35 | 80 | 61 | 34470
[17:24:40] 0.800 | 41 | 81 | 73 | 34474
