timestamped_line
[18:42:17] ▶ Starting baseline phase for 2.5 seconds...
[18:42:17] t (s) | A | B | C | D
[18:42:17] 0.050 | 50 | 13989 | 36282 | 29872
[18:42:17] 0.100 | 65 | 14049 | 36265 | 29878
[18:42:17] 0.150 | 49 | 13998 | 36288 | 29871
[18:42:17] 0.200 | 53 | 13952 | 36273 | 29889
[18:42:17] 0.250 | 47 | 13990 | 36265 | 29875
[18:42:17] 0.300 | 36 | 13963 | 36295 | 29883
[18:42:17] 0.350 | 43 | 13983 | 36274 | 29872
[18:42:17] 0.400 | 49 | 13953 | 36290 | 29882
[18:42:17] 0.450 | 49 | 13948 | 36271 | 29876
[18:42:17] 0.500 | 43 | 13927 | 36272 | 29879
[18:42:17] 0.550 | 49 | 13988 | 36268 | 29884
[18:42:17] 0.600 | 33 | 13941 | 36262 | 29888
[18:42:17] 0.650 | 31 | 13948 | 36262 | 29839
[18:42:17] 0.700 | 45 | 13985 | 36272 | 29851
[18:42:17] 0.750 | 42 | 13984 | 36276 | 29846
[18:42:17] 0.800 | 31 | 13991 | 36276 | 29829
[18:42:18] 0.850 | 36 | 13960 | 36271 | 29834
[18:42:18] 0.900 | 45 | 13935 | 36258 | 29846
[18:42:18] 0.950 | 26 | 13921 | 36265 | 29834
[18:42:18] 1.000 | 31 | 13851 | 36264 | 29840
[18:42:18] 1.050 | 48 | 13865 | 36258 | 29848
[18:42:18] 1.100 | 39 | 13925 | 36248 | 29850
[18:42:18] 1.150 | 32 | 13973 | 36267 | 29832
[18:42:18] 1.200 | 38 | 13979 | 36273 | 29837
[18:42:18] 1.250 | 31 | 13976 | 36259 | 29834
[18:42:18] 1.300 | 21 | 13981 | 36273 | 29831
[18:42:18] 1.350 | 31 | 14000 | 36278 | 29833
[18:42:18] 1.400 | 37 | 13976 | 36281 | 29852
[18:42:18] 1.450 | 34 | 13939 | 36273 | 29843
[18:42:18] 1.500 | 39 | 13951 | 36281 | 29835
[18:42:18] 1.550 | 46 | 13960 | 36275 | 29833
[18:42:18] 1.600 | 36 | 13940 | 36271 | 29841
[18:42:18] 1.650 | 39 | 13942 | 36291 | 29831
[18:42:18] 1.700 | 34 | 13896 | 36277 | 29845
[18:42:18] 1.750 | 32 | 13898 | 36277 | 29830
[18:42:18] 1.800 | 35 | 13919 | 36272 | 29819
[18:42:19] 1.850 | 42 | 13889 | 36303 | 29819
[18:42:19] 1.900 | 42 | 13944 | 36268 | 29852
[18:42:19] 1.950 | 54 | 13969 | 36278 | 29843
[18:42:19] 2.000 | 33 | 13936 | 36284 | 29842
[18:42:19] 2.050 | 39 | 13928 | 36269 | 29837
[18:42:19] 2.100 | 36 | 13926 | 36279 | 29857
[18:42:19] 2.150 | 24 | 13888 | 36285 | 29836
[18:42:19] 2.200 | 34 | 13908 | 36300 | 29855
[18:42:19] 2.250 | 42 | 13919 | 36267 | 29868
[18:42:19] 2.300 | 42 | 13975 | 36278 | 29884
[18:42:19] 2.350 | 37 | 13951 | 36284 | 29872
[18:42:19] 2.400 | 42 | 13938 | 36279 | 29856
[18:42:19] 2.450 | 44 | 13976 | 36273 | 29832
[18:42:19] 2.500 | 44 | 13975 | 36299 | 29834
[18:42:19] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:42:19] 2.550 | 33 | 13978 | 36284 | 29836
[18:42:19] 0.050 | 33 | 13985 | 36278 | 29842
[18:42:19] 0.100 | 40 | 13987 | 36282 | 29851
[18:42:19] 0.150 | 37 | 13901 | 36260 | 29853
[18:42:19] 0.200 | 34 | 13916 | 36280 | 29848
[18:42:19] 0.250 | 44 | 13822 | 36296 | 29812
[18:42:20] 0.300 | 44 | 13813 | 36278 | 29845
[18:42:20] 0.350 | 42 | 13815 | 36279 | 29812
[18:42:20] 0.400 | 58 | 13801 | 36279 | 29849
[18:42:20] 0.450 | 53 | 13789 | 36270 | 29858
[18:42:20] 0.500 | 53 | 13789 | 36272 | 29826
[18:42:20] 0.550 | 50 | 13740 | 36272 | 29825
[18:42:20] 0.600 | 48 | 13808 | 36293 | 29832
[18:42:20] 0.650 | 49 | 13767 | 36283 | 29828
[18:42:20] 0.700 | 41 | 13835 | 36281 | 29812
[18:42:20] 0.750 | 56 | 13786 | 36285 | 29844
[18:42:20] 0.800 | 48 | 13773 | 36275 | 29833
[18:42:20] 0.850 | 48 | 13787 | 36288 | 29848
[18:42:20] 0.900 | 46 | 13779 | 36292 | 29833
