Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
14.60,40.869,-1.011,476,1023,1023
14.72,36.826,-4.043,574,1023,1022
14.83,31.772,-5.054,624,1023,1023
14.94,27.729,-4.043,679,1023,1023
15.05,26.719,-1.011,725,1023,1023
15.17,25.708,-1.011,733,1023,1023
15.28,23.687,-2.021,787,1023,1023
15.39,22.676,-1.011,806,1023,1023
15.51,21.665,-1.011,826,1023,1023
15.62,22.676,1.011,827,1023,1022
15.73,21.665,-1.011,845,1023,1023
15.84,20.654,-1.011,838,1023,1023
16.06,21.665,1.011,843,1023,1023
16.17,20.654,-1.011,843,1023,1023
16.38,21.665,1.011,832,1023,1023
16.70,22.676,1.011,825,1023,1023
16.81,21.665,-1.011,818,1023,1023
17.02,20.654,-1.011,819,1023,1022
17.24,21.665,1.011,833,1023,1023
17.35,22.676,1.011,824,1023,1023
17.46,21.665,-1.011,817,1023,1023
17.57,22.676,1.011,793,1023,1023
17.69,23.687,1.011,755,1023,1023
17.80,24.697,1.011,745,1023,1023
17.91,25.708,1.011,732,1022,1023
18.12,26.719,1.011,702,1023,1022
18.23,27.729,1.011,682,1023,1023
18.45,28.740,1.011,671,1023,1023
18.56,29.751,1.011,661,1023,1023
18.67,31.772,2.021,647,1023,1023
18.98,32.783,1.011,632,1023,1023
19.20,33.794,1.011,629,1023,1023
19.41,34.805,1.011,620,1023,1023
19.52,33.794,-1.011,614,1023,1023
19.74,35.815,2.021,596,1023,1023
19.95,36.826,1.011,580,1023,1023
20.16,38.848,2.021,575,1023,1023
20.28,37.837,-1.011,571,1023,1023
20.49,39.858,2.021,544,1023,1023
20.70,40.869,1.011,497,1023,1023
20.81,41.880,1.011,481,1023,1023
21.13,43.901,2.021,461,1023,1023
21.34,44.912,1.011,450,1023,1023
21.45,39.858,-5.054,533,1023,1023
21.57,32.783,-7.075,638,1023,1023
21.68,27.729,-5.054,680,1023,1023
21.79,25.708,-2.021,761,1023,1023
21.91,23.687,-2.021,787,1023,1023
22.02,22.676,-1.011,819,1023,1023
22.13,21.665,-1.011,827,1023,1023
22.25,20.654,-1.011,834,1023,1023
22.36,21.665,1.011,861,1023,1023
22.47,19.644,-2.021,959,1023,1022
22.58,20.654,1.011,953,1023,1023
23.00,19.644,-1.011,920,1023,1023
23.11,20.654,1.011,934,1023,1023
23.42,21.665,1.011,932,1023,1023
23.64,20.654,-1.011,931,1023,1023
24.36,21.665,1.011,865,1023,1023
24.47,20.654,-1.011,842,1023,1023
24.58,21.665,1.011,837,1023,1023
25.00,22.676,1.011,797,1023,1023
25.11,21.665,-1.011,756,1023,1023
25.22,24.697,3.032,709,1023,1023
25.33,26.719,2.021,670,1023,1023
25.55,28.740,2.021,640,1023,1023
25.66,29.751,1.011,631,1023,1023
25.77,31.772,2.021,624,1023,1023
25.88,30.762,-1.011,620,1023,1023
26.00,31.772,1.011,619,1023,1023
26.21,34.805,3.032,598,1023,1023
26.32,36.826,2.021,593,1023,1023
26.74,38.848,2.021,546,1022,1023
26.85,39.858,1.011,529,1022,1023
27.06,38.848,-1.011,505,1023,1023
27.17,40.869,2.021,496,1023,1023
27.39,41.880,1.011,478,1023,1023
27.60,42.891,1.011,457,1023,1023
27.71,41.880,-1.011,453,1023,1023
27.83,42.891,1.011,450,1023,1023
28.34,40.869,-2.021,485,1023,1023
28.45,33.794,-7.075,600,1023,1023
28.57,30.762,-3.032,610,1023,1023
28.68,28.740,-2.021,631,1023,1023
28.79,25.708,-3.032,719,1023,1023
28.91,22.676,-3.032,778,1023,1023
29.22,21.665,-1.011,826,1023,1023
29.43,20.654,-1.011,830,1023,1023
29.65,19.644,-1.011,888,1023,1023
29.76,20.654,1.011,905,1023,1023
30.18,21.665,1.011,817,1023,1023
30.49,20.654,-1.011,842,1022,1023
30.61,21.665,1.011,823,1023,1023
30.72,20.654,-1.011,840,1023,1023
30.83,21.665,1.011,815,1023,1023
31.04,22.676,1.011,788,1023,1023
31.26,24.697,2.021,742,1023,1023
31.37,25.708,1.011,718,1023,1023
31.48,26.719,1.011,703,1023,1023
31.79,28.740,2.021,657,1023,1023
32.01,29.751,1.011,637,1023,1023
32.12,31.772,2.021,629,1023,1023
32.33,33.794,2.021,628,1023,1023
32.54,36.826,3.032,586,1023,1023
32.66,37.837,1.011,576,1023,1023
32.87,38.848,1.011,551,1023,1023
33.08,39.858,1.011,525,1023,1023
33.30,40.869,1.011,518,1023,1023
33.61,41.880,1.011,478,1023,1023
33.82,42.891,1.011,466,1023,1023
33.94,43.901,1.011,461,1023,1023
34.05,41.880,-2.021,459,1023,1023
34.16,39.858,-2.021,512,1023,1023
34.27,35.815,-4.043,610,1023,1023
34.39,32.783,-3.032,623,1023,1023
34.50,31.772,-1.011,627,1023,1023
34.61,27.729,-4.043,668,1023,1022
34.72,26.719,-1.011,717,1023,1023
34.84,25.708,-1.011,732,1023,1023
34.95,22.676,-3.032,789,1023,1023
35.06,21.665,-1.011,796,1023,1023
35.28,20.654,-1.011,806,1023,1023
35.49,21.665,1.011,824,1023,1023
35.60,20.654,-1.011,828,1023,1023
35.72,21.665,1.011,825,1023,1023
35.93,22.676,1.011,790,1023,1022
36.04,21.665,-1.011,787,1023,1023
36.15,20.654,-1.011,788,1023,1023
36.37,22.676,2.021,785,1023,1023
36.48,21.665,-1.011,786,1023,1023
36.80,22.676,1.011,780,1023,1023
37.21,24.697,2.021,730,1023,1023
37.32,25.708,1.011,702,1023,1023
37.44,24.697,-1.011,692,1023,1023
37.55,27.729,3.032,655,1023,1023
37.66,28.740,1.011,650,1023,1023
37.87,29.751,1.011,625,1023,1023
37.99,31.772,2.021,615,1023,1023
38.20,33.794,2.021,607,1023,1023
38.41,34.805,1.011,587,1023,1023
38.52,35.815,1.011,570,1023,1023
38.63,36.826,1.011,559,1023,1023
38.75,37.837,1.011,547,1023,1023
38.86,38.848,1.011,527,1023,1023
38.97,39.858,1.011,514,1023,1023
39.39,38.848,-1.011,531,1023,1023
39.50,37.837,-1.011,516,1023,1023
39.61,38.848,1.011,508,1023,1023
39.72,39.858,1.011,499,1023,1023
39.94,40.869,1.011,482,1023,1023
40.05,41.880,1.011,462,1023,1023
40.16,42.891,1.011,448,1023,1023
40.27,43.901,1.011,443,1023,1023
40.48,44.912,1.011,430,1023,1023
40.60,43.901,-1.011,424,1023,1023
40.71,44.912,1.011,432,1023,1023
40.82,36.826,-8.086,559,1023,1023
40.93,32.783,-4.043,608,1023,1023
41.05,28.740,-4.043,645,1023,1023
41.16,25.708,-3.032,709,1023,1023
41.27,24.697,-1.011,768,1023,1023
41.38,22.676,-2.021,795,1023,1023
41.70,21.665,-1.011,822,1023,1023
42.02,20.654,-1.011,851,1023,1023
42.13,19.644,-1.011,883,1023,1023
42.34,20.654,1.011,862,1023,1023
42.66,18.633,-2.021,876,1023,1023
42.77,19.644,1.011,909,1023,1023
42.88,20.654,1.011,900,1023,1023
43.20,21.665,1.011,809,1023,1023
43.31,20.654,-1.011,791,1023,1023
43.52,21.665,1.011,788,1023,1023
43.74,20.654,-1.011,788,1023,1023
43.95,21.665,1.011,801,1023,1023
44.26,23.687,2.021,770,1023,1023
44.38,22.676,-1.011,729,1023,1023
44.49,24.697,2.021,704,1023,1023
44.60,26.719,2.021,662,1023,1023
44.71,28.740,2.021,631,1023,1023
44.82,30.762,2.021,609,1023,1023
44.94,31.772,1.011,595,1023,1023
45.05,33.794,2.021,585,1023,1023
45.16,34.805,1.011,584,1023,1023
45.27,35.815,1.011,576,1023,1023
45.38,34.805,-1.011,559,1023,1023
45.50,36.826,2.021,553,1023,1023
45.61,37.837,1.011,539,1023,1023
45.72,38.848,1.011,516,1023,1023
46.14,39.858,1.011,483,1023,1023
46.55,40.869,1.011,462,1023,1023
46.66,41.880,1.011,459,1023,1023
47.08,40.869,-1.011,455,1023,1023
47.19,41.880,1.011,451,1023,1023
47.30,39.858,-2.021,474,1023,1023
47.42,35.815,-4.043,581,1023,1023
47.53,30.762,-5.054,603,1023,1023
47.64,27.729,-3.032,644,1023,1023
47.76,24.697,-3.032,709,1023,1023
47.87,23.687,-1.011,716,1023,1023
47.98,22.676,-1.011,777,1023,1023
48.09,21.665,-1.011,795,1023,1022
48.31,20.654,-1.011,799,1023,1023
49.23,19.644,-1.011,888,1023,1023
49.34,20.654,1.011,873,1023,1023
49.86,19.644,-1.011,926,1023,1023
49.97,20.654,1.011,925,1023,1023
50.08,21.665,1.011,878,1023,1023
50.20,20.654,-1.011,854,1023,1023
51.12,21.665,1.011,789,1023,1023
51.33,23.687,2.021,721,1023,1023
51.44,26.719,3.032,646,1023,1023
51.56,28.740,2.021,612,1023,1023
51.67,32.783,4.043,594,1023,1023
51.78,33.794,1.011,591,1023,1023
51.89,36.826,3.032,561,1023,1023
52.10,37.837,1.011,542,1023,1023
52.42,39.858,2.021,496,1023,1023
52.53,38.848,-1.011,495,1023,1023
52.64,40.869,2.021,479,1023,1023
52.76,41.880,1.011,462,1023,1023
52.97,42.891,1.011,444,1023,1023
53.18,43.901,1.011,434,1023,1023
53.29,42.891,-1.011,437,1023,1023
53.51,41.880,-1.011,440,1023,1023
53.62,39.858,-2.021,487,1023,1023
53.73,33.794,-6.064,604,1023,1023
53.85,27.729,-6.064,672,1023,1023
53.96,24.697,-3.032,736,1023,1023
54.07,22.676,-2.021,835,1023,1023
54.18,20.654,-2.021,1022,1023,1023
54.30,19.644,-1.011,1023,1023,1022
54.41,20.654,1.011,1022,1023,1023
54.63,19.644,-1.011,1023,1022,1023
54.94,18.633,-1.011,1023,1023,1022
55.16,19.644,1.011,1022,1023,1023
55.37,20.654,1.011,1023,1023,1023
55.49,19.644,-1.011,1023,1023,1023
56.21,20.654,1.011,1023,1023,1023
56.42,19.644,-1.011,1022,1023,1023
56.64,20.654,1.011,1022,1023,1023
57.05,19.644,-1.011,1023,1023,1023
57.47,18.633,-1.011,1022,1023,1023
57.58,19.644,1.011,1023,1023,1023
58.00,20.654,1.011,1022,1023,1023
58.11,19.644,-1.011,1023,1023,1023
58.23,20.654,1.011,1023,1023,1023
58.54,19.644,-1.011,1023,1023,1023
58.66,20.654,1.011,1023,1023,1023
58.77,19.644,-1.011,1023,1023,1023
59.49,20.654,1.011,1023,1023,1023
59.60,19.644,-1.011,1023,1023,1023
60.22,20.654,1.011,1023,1023,1023
60.34,19.644,-1.011,1023,1023,1023
60.45,20.654,1.011,1023,1023,1022
60.77,19.644,-1.011,1023,1022,1023
60.98,18.633,-1.011,1023,1023,1023
61.09,19.644,1.011,1023,1023,1023
61.21,20.654,1.011,1023,1023,1023
61.32,19.644,-1.011,1023,1023,1023
