Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.65,15.601,-1.011,1023,1023,1023
4.86,16.611,1.011,1023,1023,1023
5.08,15.601,-1.011,1023,1023,1023
5.19,16.611,1.011,1023,1023,1023
6.21,17.622,1.011,1023,1023,1023
6.32,15.601,-2.021,1023,1023,1023
6.44,16.611,1.011,1023,1023,1023
6.85,15.601,-1.011,1023,1023,1023
6.97,16.611,1.011,1023,1023,1023
7.08,17.622,1.011,1023,1023,1023
7.19,16.611,-1.011,1023,1023,1023
8.42,17.622,1.011,1022,1023,1023
8.53,15.601,-2.021,1022,1023,1023
8.64,16.611,1.011,1023,1023,1023
8.75,15.601,-1.011,1022,1023,1023
9.07,16.611,1.011,1023,1023,1023
9.18,15.601,-1.011,1023,1023,1023
9.29,16.611,1.011,1022,1023,1023
9.61,15.601,-1.011,1023,1023,1023
9.72,16.611,1.011,1023,1023,1023
9.83,15.601,-1.011,1023,1023,1023
9.94,16.611,1.011,1023,1022,1023
10.36,15.601,-1.011,1023,1022,1023
10.47,17.622,2.021,1023,1023,1023
10.59,16.611,-1.011,1023,1023,1023
11.11,15.601,-1.011,1023,1023,1023
11.22,16.611,1.011,1023,1023,1023
