timestamped_line
[15:06:55] ▶ Starting baseline phase for 2.5 seconds...
[15:06:55] t (s) | A | B | C | D
[15:06:55] 0.051 | 37310 | 44199 | 52 | 26785
[15:06:55] 0.101 | 37247 | 36742 | 40 | 26793
[15:06:55] 0.151 | 36406 | 34077 | 38 | 26783
[15:06:55] 0.201 | 33069 | 36199 | 39 | 26769
[15:06:55] 0.251 | 35567 | 35278 | 40 | 26773
[15:06:55] 0.301 | 35664 | 34461 | 51 | 26805
[15:06:55] 0.351 | 38899 | 40063 | 36 | 26817
[15:06:55] 0.401 | 39867 | 41674 | 36 | 26849
[15:06:55] 0.451 | 39759 | 35807 | 50 | 26871
[15:06:55] 0.501 | 34791 | 41748 | 39 | 26860
[15:06:55] 0.551 | 38049 | 37387 | 38 | 26858
[15:06:55] 0.601 | 34804 | 40129 | 48 | 26868
[15:06:55] 0.651 | 34442 | 41075 | 34 | 26852
[15:06:55] 0.701 | 35385 | 36782 | 39 | 26856
[15:06:55] 0.751 | 37138 | 35137 | 40 | 26836
[15:06:55] 0.801 | 40467 | 40149 | 46 | 26824
[15:06:55] 0.851 | 39027 | 37763 | 36 | 26823
[15:06:56] 0.901 | 35469 | 39618 | 35 | 26854
[15:06:56] 0.951 | 40403 | 40893 | 39 | 26809
[15:06:56] 1.001 | 38813 | 36902 | 37 | 26767
[15:06:56] 1.051 | 37095 | 40704 | 39 | 26769
[15:06:56] 1.101 | 34363 | 42353 | 45 | 26765
[15:06:56] 1.151 | 37881 | 36919 | 34 | 26807
[15:06:56] 1.201 | 40964 | 36299 | 39 | 26806
[15:06:56] 1.251 | 36679 | 40490 | 40 | 26772
[15:06:56] 1.301 | 34104 | 44793 | 45 | 26760
[15:06:56] 1.351 | 39467 | 39855 | 43 | 26777
[15:06:56] 1.401 | 35067 | 42984 | 44 | 26761
[15:06:56] 1.451 | 39591 | 36319 | 38 | 26773
[15:06:56] 1.501 | 38951 | 42215 | 38 | 26764
[15:06:56] 1.551 | 39196 | 39479 | 36 | 26749
[15:06:56] 1.601 | 32699 | 41122 | 45 | 26719
[15:06:56] 1.651 | 34587 | 36198 | 40 | 26689
[15:06:56] 1.701 | 37960 | 36676 | 48 | 26665
[15:06:56] 1.751 | 38790 | 40820 | 41 | 26642
[15:06:56] 1.801 | 35999 | 36238 | 39 | 26649
[15:06:57] 1.851 | 39490 | 35945 | 38 | 26655
[15:06:57] 1.901 | 37192 | 42398 | 40 | 26648
[15:06:57] 1.951 | 34668 | 35786 | 45 | 26659
[15:06:57] 2.001 | 34897 | 36257 | 40 | 26626
[15:06:57] 2.051 | 40876 | 36433 | 42 | 26628
[15:06:57] 2.101 | 39890 | 40868 | 45 | 26619
[15:06:57] 2.151 | 33672 | 39728 | 38 | 26604
[15:06:57] 2.201 | 39930 | 33121 | 41 | 26601
[15:06:57] 2.251 | 37773 | 35730 | 36 | 26613
[15:06:57] 2.301 | 35823 | 37405 | 35 | 26589
[15:06:57] 2.351 | 38827 | 38328 | 33 | 26601
[15:06:57] 2.401 | 38092 | 35489 | 40 | 26581
[15:06:57] 2.451 | 35044 | 37802 | 47 | 26576
[15:06:57] ✅ Baseline complete. Starting main recording for 10 seconds...
[15:06:57] 2.501 | 39982 | 38202 | 40 | 26511
[15:06:57] 0.050 | 42577 | 38784 | 39 | 26516
[15:06:57] 0.100 | 33594 | 38779 | 43 | 26559
[15:06:57] 0.150 | 38156 | 39155 | 43 | 26566
[15:06:57] 0.200 | 40121 | 40173 | 45 | 26559
[15:06:57] 0.250 | 40117 | 39368 | 35 | 26517
[15:06:57] 0.300 | 32553 | 40814 | 38 | 26487
[15:06:57] 0.350 | 36805 | 44713 | 42 | 26461
[15:06:58] 0.400 | 32635 | 38149 | 39 | 26465
[15:06:58] 0.450 | 37356 | 35686 | 36 | 26512
[15:06:58] 0.500 | 38805 | 39128 | 42 | 26485
[15:06:58] 0.550 | 35085 | 34324 | 38 | 26437
[15:06:58] 0.600 | 37704 | 38896 | 50 | 26405
[15:06:58] 0.650 | 35884 | 43262 | 34 | 26433
[15:06:58] 0.700 | 41688 | 38496 | 34 | 26407
[15:06:58] 0.750 | 39466 | 39826 | 41 | 26447
[15:06:58] 0.800 | 36406 | 42222 | 42 | 26431
[15:06:58] 0.850 | 43108 | 36828 | 42 | 26444
[15:06:58] 0.900 | 37602 | 35776 | 45 | 26434
[15:06:58] 0.950 | 36146 | 37427 | 47 | 26505
[15:06:58] 1.000 | 36081 | 41456 | 49 | 26505
[15:06:58] 1.050 | 33507 | 33226 | 39 | 26481
[15:06:58] 1.100 | 33768 | 39454 | 47 | 26455
[15:06:58] 1.150 | 38105 | 42638 | 38 | 26502
[15:06:58] 1.200 | 38492 | 37729 | 44 | 26501
[15:06:58] 1.250 | 36347 | 35582 | 40 | 26459
[15:06:58] 1.300 | 34509 | 33814 | 40 | 26457
[15:06:58] 1.350 | 35268 | 37115 | 43 | 26452
[15:06:59] 1.400 | 30492 | 36628 | 36 | 26443
[15:06:59] 1.450 | 37756 | 39118 | 36 | 26428
[15:06:59] 1.500 | 38737 | 34890 | 41 | 26433
[15:06:59] 1.550 | 37426 | 33967 | 38 | 26477
[15:06:59] 1.600 | 39784 | 36203 | 39 | 26422
[15:06:59] 1.650 | 38170 | 37388 | 39 | 26423
[15:06:59] 1.700 | 35860 | 38552 | 40 | 26398
[15:06:59] 1.750 | 37239 | 42575 | 40 | 26418
[15:06:59] 1.800 | 36008 | 40085 | 50 | 26404
[15:06:59] 1.850 | 35704 | 41200 | 34 | 26402
[15:06:59] 1.900 | 34711 | 42369 | 38 | 26388
[15:06:59] 1.950 | 34873 | 41106 | 37 | 26384
[15:06:59] 2.000 | 38370 | 36366 | 27 | 26425
[15:06:59] 2.050 | 31675 | 40752 | 47 | 26364
[15:06:59] 2.100 | 36978 | 37460 | 46 | 26390
[15:06:59] 2.150 | 39744 | 44659 | 41 | 26379
[15:06:59] 2.200 | 44189 | 36449 | 45 | 26370
[15:06:59] 2.250 | 35716 | 38080 | 39 | 26389
