timestamped_line
[11:36:13] ▶ Starting baseline phase for 2.5 seconds...
[11:36:13] t (s) | A | B | C | D
[11:36:13] 0.051 | 34100 | 35975 | 70 | 27743
[11:36:13] 0.101 | 31148 | 29248 | 79 | 27740
[11:36:14] 0.151 | 29486 | 30123 | 93 | 27750
[11:36:14] 0.201 | 26843 | 35240 | 68 | 27750
[11:36:14] 0.251 | 31660 | 29648 | 88 | 27746
[11:36:14] 0.301 | 33634 | 34604 | 84 | 27766
[11:36:14] 0.351 | 31431 | 31737 | 101 | 27773
[11:36:14] 0.401 | 30207 | 31641 | 87 | 27773
[11:36:14] 0.451 | 29055 | 32657 | 95 | 27754
[11:36:14] 0.501 | 31126 | 35673 | 88 | 27776
[11:36:14] 0.551 | 33358 | 35049 | 85 | 27785
[11:36:14] 0.601 | 31731 | 30560 | 79 | 27775
[11:36:14] 0.651 | 32775 | 30586 | 63 | 27776
[11:36:14] 0.701 | 32348 | 31028 | 70 | 27780
[11:36:14] 0.751 | 32594 | 27402 | 76 | 27770
[11:36:14] 0.801 | 30653 | 29577 | 79 | 27785
[11:36:14] 0.851 | 28777 | 36101 | 88 | 27778
[11:36:14] 0.901 | 29301 | 32914 | 59 | 27778
[11:36:14] 0.951 | 34240 | 33653 | 88 | 27768
[11:36:14] 1.001 | 31627 | 37429 | 68 | 27765
[11:36:14] 1.051 | 31956 | 33805 | 85 | 27766
[11:36:14] 1.101 | 29399 | 32451 | 89 | 27777
[11:36:15] 1.151 | 31006 | 33473 | 56 | 27778
[11:36:15] 1.201 | 24802 | 29616 | 79 | 27782
[11:36:15] 1.251 | 35013 | 32234 | 72 | 27789
[11:36:15] 1.301 | 32977 | 36716 | 74 | 27794
[11:36:15] 1.351 | 32446 | 34415 | 71 | 27786
[11:36:15] 1.401 | 29223 | 34784 | 74 | 27799
[11:36:15] 1.451 | 35190 | 30211 | 78 | 27797
[11:36:15] 1.501 | 32943 | 33511 | 83 | 27803
[11:36:15] 1.551 | 30740 | 34704 | 96 | 27786
[11:36:15] 1.601 | 30407 | 31269 | 72 | 27805
[11:36:15] 1.651 | 33362 | 32978 | 66 | 27797
