timestamped_line
[16:15:07] ▶ Starting baseline phase for 2.5 seconds...
[16:15:07] t (s) | A | B | C | D
[16:15:07] 0.050 | 42530 | 47725 | 48 | 37600
[16:15:07] 0.100 | 34113 | 40785 | 44 | 37608
[16:15:07] 0.150 | 35602 | 35275 | 44 | 37599
[16:15:07] 0.200 | 40920 | 40014 | 41 | 37598
[16:15:07] 0.250 | 38452 | 40614 | 40 | 37585
[16:15:07] 0.300 | 39138 | 35205 | 42 | 37576
[16:15:07] 0.350 | 35548 | 41016 | 43 | 37572
[16:15:08] 0.400 | 38478 | 41918 | 43 | 37582
[16:15:08] 0.450 | 36650 | 38856 | 42 | 37574
[16:15:08] 0.500 | 35570 | 36783 | 47 | 37599
[16:15:08] 0.550 | 36563 | 36574 | 39 | 37588
[16:15:08] 0.600 | 41666 | 38334 | 42 | 37581
[16:15:08] 0.650 | 38490 | 43157 | 42 | 37589
[16:15:08] 0.700 | 37474 | 37187 | 37 | 37593
[16:15:08] 0.750 | 44564 | 44153 | 43 | 37571
[16:15:08] 0.800 | 36757 | 37663 | 48 | 37606
[16:15:08] 0.850 | 33718 | 37430 | 44 | 37631
[16:15:08] 0.900 | 35667 | 42930 | 38 | 37612
[16:15:08] 0.950 | 42692 | 39085 | 40 | 37622
[16:15:08] 1.000 | 40137 | 39393 | 38 | 37624
[16:15:08] 1.050 | 41702 | 37919 | 42 | 37619
[16:15:08] 1.100 | 40880 | 35992 | 44 | 37638
[16:15:08] 1.150 | 40542 | 35421 | 39 | 37630
[16:15:08] 1.200 | 37489 | 41206 | 42 | 37651
[16:15:08] 1.250 | 36340 | 40126 | 48 | 37644
[16:15:08] 1.300 | 37034 | 40442 | 38 | 37670
[16:15:08] 1.350 | 36448 | 36007 | 36 | 37661
[16:15:09] 1.400 | 37599 | 42054 | 41 | 37657
[16:15:09] 1.450 | 38322 | 38600 | 42 | 37648
[16:15:09] 1.500 | 37262 | 42450 | 40 | 37643
[16:15:09] 1.550 | 40442 | 41924 | 43 | 37670
[16:15:09] 1.600 | 37034 | 37821 | 48 | 37658
[16:15:09] 1.650 | 39436 | 34879 | 40 | 37667
[16:15:09] 1.700 | 36417 | 35705 | 41 | 37646
[16:15:09] 1.750 | 39721 | 37643 | 41 | 37660
[16:15:09] 1.800 | 36468 | 41775 | 45 | 37645
[16:15:09] 1.850 | 37410 | 43242 | 46 | 37644
[16:15:09] 1.900 | 37607 | 37755 | 42 | 37635
[16:15:09] 1.950 | 38871 | 39425 | 42 | 37639
[16:15:09] 2.000 | 35545 | 37398 | 40 | 37668
[16:15:09] 2.050 | 41380 | 37577 | 48 | 37680
[16:15:09] 2.100 | 39999 | 42659 | 40 | 37688
[16:15:09] 2.150 | 42487 | 39395 | 43 | 37679
[16:15:09] 2.200 | 40183 | 35553 | 40 | 37672
[16:15:09] 2.250 | 38934 | 41265 | 40 | 37678
[16:15:09] 2.300 | 34597 | 40603 | 42 | 37671
[16:15:09] 2.350 | 40882 | 36717 | 42 | 37678
[16:15:10] 2.400 | 34318 | 35314 | 50 | 37708
[16:15:10] 2.450 | 35355 | 39065 | 38 | 37710
[16:15:10] 2.500 | 41341 | 36835 | 36 | 37727
[16:15:10] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:15:10] 2.550 | 38483 | 40900 | 45 | 37714
[16:15:10] 0.050 | 37461 | 40747 | 37 | 37729
[16:15:10] 0.100 | 35741 | 38373 | 50 | 37739
[16:15:10] 0.150 | 37866 | 40913 | 44 | 37752
[16:15:10] 0.200 | 42303 | 42326 | 41 | 37732
[16:15:10] 0.250 | 41422 | 39614 | 53 | 37759
[16:15:10] 0.300 | 40267 | 39409 | 44 | 37773
[16:15:10] 0.350 | 43618 | 38954 | 48 | 37767
[16:15:10] 0.400 | 37402 | 35154 | 41 | 37766
[16:15:10] 0.450 | 37396 | 42368 | 45 | 37794
[16:15:10] 0.500 | 39262 | 37312 | 43 | 37784
[16:15:10] 0.550 | 43121 | 38937 | 48 | 37783
[16:15:10] 0.600 | 38501 | 37679 | 41 | 37776
[16:15:10] 0.650 | 35182 | 39208 | 38 | 37786
[16:15:10] 0.700 | 32775 | 33961 | 41 | 37776
[16:15:10] 0.750 | 34315 | 37885 | 42 | 37768
[16:15:10] 0.800 | 36916 | 44456 | 57 | 37772
[16:15:11] 0.850 | 36303 | 39324 | 45 | 37762
[16:15:11] 0.900 | 35502 | 42763 | 42 | 37770
[16:15:11] 0.950 | 37102 | 37359 | 42 | 37777
[16:15:11] 1.000 | 38989 | 35530 | 46 | 37775
[16:15:11] 1.050 | 34083 | 36520 | 46 | 37777
[16:15:11] 1.100 | 38089 | 32886 | 45 | 37774
[16:15:11] 1.150 | 41726 | 41969 | 47 | 37770
[16:15:11] 1.200 | 41760 | 40442 | 44 | 37759
[16:15:11] 1.250 | 35473 | 41228 | 47 | 37788
[16:15:11] 1.300 | 33273 | 36732 | 45 | 37791
[16:15:11] 1.350 | 37564 | 40898 | 38 | 37815
[16:15:11] 1.400 | 42285 | 42277 | 49 | 37799
[16:15:11] 1.450 | 35383 | 40948 | 45 | 37795
[16:15:11] 1.500 | 39933 | 38007 | 46 | 37823
[16:15:11] 1.550 | 35532 | 35312 | 36 | 37802
[16:15:11] 1.600 | 33169 | 38402 | 42 | 37810
[16:15:11] 1.650 | 35012 | 39953 | 45 | 37794
[16:15:11] 1.700 | 41505 | 39472 | 41 | 37799
[16:15:11] 1.750 | 36420 | 34443 | 49 | 37806
[16:15:11] 1.800 | 32522 | 38229 | 44 | 37812
[16:15:12] 1.850 | 38348 | 41103 | 44 | 37835
[16:15:12] 1.900 | 40595 | 37351 | 42 | 37830
[16:15:12] 1.950 | 41853 | 38618 | 44 | 37823
[16:15:12] 2.000 | 41353 | 41851 | 53 | 37835
[16:15:12] 2.050 | 37268 | 40947 | 44 | 37822
[16:15:12] 2.100 | 37391 | 39956 | 44 | 37838
[16:15:12] 2.150 | 35876 | 42426 | 40 | 37815
[16:15:12] 2.200 | 38263 | 42410 | 42 | 37820
[16:15:12] 2.250 | 40899 | 36118 | 42 | 37813
[16:15:12] 2.300 | 37429 | 36392 | 44 | 37824
[16:15:12] 2.350 | 42190 | 36690 | 45 | 37827
[16:15:12] 2.400 | 31950 | 37149 | 43 | 37814
[16:15:12] 2.450 | 40730 | 41573 | 43 | 37810
[16:15:12] 2.500 | 38641 | 42030 | 47 | 37827
[16:15:12] 2.550 | 37988 | 41168 | 44 | 37845
[16:15:12] 2.600 | 35757 | 41293 | 40 | 37858
[16:15:12] 2.650 | 35912 | 37998 | 35 | 37840
[16:15:12] 2.700 | 38206 | 37250 | 37 | 37865
[16:15:12] 2.750 | 33268 | 34825 | 38 | 37849
[16:15:12] 2.800 | 38925 | 42537 | 44 | 37843
[16:15:13] 2.850 | 37748 | 40238 | 47 | 37852
[16:15:13] 2.900 | 38731 | 38442 | 44 | 37829
[16:15:13] 2.950 | 40166 | 36909 | 43 | 37854
[16:15:13] 3.000 | 38634 | 42513 | 46 | 37856
[16:15:13] 3.050 | 42764 | 38570 | 41 | 37844
[16:15:13] 3.100 | 37256 | 33045 | 38 | 37848
[16:15:13] 3.150 | 33496 | 38114 | 41 | 37854
[16:15:13] 3.200 | 41100 | 35811 | 43 | 37862
[16:15:13] 3.250 | 34959 | 37259 | 47 | 37858
[16:15:13] 3.300 | 36574 | 39003 | 35 | 37869
[16:15:13] 3.350 | 38127 | 43000 | 48 | 37863
[16:15:13] 3.400 | 37575 | 39141 | 39 | 37865
[16:15:13] 3.450 | 39076 | 40656 | 38 | 37866
[16:15:13] 3.500 | 39455 | 35857 | 41 | 37859
[16:15:13] 3.550 | 42309 | 41590 | 41 | 37860
[16:15:13] 3.600 | 41798 | 42107 | 46 | 37862
[16:15:13] 3.650 | 40636 | 39466 | 35 | 37846
[16:15:13] 3.700 | 36543 | 38074 | 47 | 37829
[16:15:13] 3.750 | 38997 | 34882 | 43 | 37852
[16:15:13] 3.800 | 38980 | 39062 | 48 | 37843
[16:15:14] 3.850 | 38078 | 36597 | 45 | 37830
[16:15:14] 3.900 | 40203 | 38202 | 41 | 37830
[16:15:14] 3.950 | 42259 | 38688 | 43 | 37852
[16:15:14] 4.000 | 38346 | 36230 | 38 | 37833
[16:15:14] 4.050 | 36152 | 36584 | 41 | 37838
[16:15:14] 4.100 | 35826 | 39840 | 42 | 37840
[16:15:14] 4.150 | 35209 | 40268 | 41 | 37849
[16:15:14] 4.200 | 41097 | 36489 | 42 | 37836
[16:15:14] 4.250 | 37865 | 40754 | 47 | 37850
[16:15:14] 4.300 | 34334 | 39469 | 40 | 37832
[16:15:14] 4.350 | 34965 | 34432 | 43 | 37834
[16:15:14] 4.400 | 39289 | 37968 | 46 | 37832
[16:15:14] 4.450 | 43970 | 39408 | 38 | 37842
[16:15:14] 4.500 | 37625 | 40124 | 40 | 37828
[16:15:14] 4.550 | 35846 | 34042 | 48 | 37835
[16:15:14] 4.600 | 38456 | 38150 | 45 | 37844
[16:15:14] 4.650 | 38387 | 38496 | 39 | 37849
[16:15:14] 4.700 | 40823 | 38758 | 41 | 37860
[16:15:14] 4.750 | 36156 | 38906 | 44 | 37834
[16:15:14] 4.800 | 32304 | 43634 | 47 | 37831
[16:15:15] 4.850 | 35573 | 33766 | 44 | 37829
[16:15:15] 4.900 | 37306 | 41672 | 37 | 37843
[16:15:15] 4.950 | 38100 | 46385 | 43 | 37840
[16:15:15] 5.000 | 35201 | 35991 | 35 | 37843
[16:15:15] 5.050 | 39441 | 35872 | 39 | 37850
[16:15:15] 5.100 | 35934 | 38461 | 42 | 37847
[16:15:15] 5.150 | 44293 | 43269 | 42 | 37846
[16:15:15] 5.200 | 38650 | 41727 | 44 | 37843
[16:15:15] 5.250 | 38891 | 40865 | 38 | 37835
[16:15:15] 5.300 | 40045 | 39591 | 42 | 37838
[16:15:15] 5.350 | 33961 | 37239 | 33 | 37817
[16:15:15] 5.400 | 36761 | 36072 | 32 | 37823
[16:15:15] 5.450 | 40165 | 39091 | 47 | 37835
[16:15:15] 5.500 | 38627 | 38093 | 43 | 37839
[16:15:15] 5.550 | 36102 | 44409 | 47 | 37830
[16:15:15] 5.600 | 39931 | 35856 | 39 | 37839
[16:15:15] 5.650 | 42205 | 37796 | 49 | 37836
[16:15:15] 5.700 | 35791 | 38266 | 44 | 37831
[16:15:15] 5.750 | 39431 | 35088 | 40 | 37830
[16:15:15] 5.800 | 38277 | 41230 | 41 | 37817
