Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
15.70,19.644,-1.011,943,1023,1023
15.91,18.633,-1.011,1012,1023,1023
16.33,17.622,-1.011,1023,1023,1023
16.64,18.633,1.011,1023,1023,1023
17.06,17.622,-1.011,980,1023,1023
17.27,18.633,1.011,975,1023,1023
17.39,17.622,-1.011,1020,1023,1023
17.50,18.633,1.011,1001,1023,1023
17.92,17.622,-1.011,1023,1023,1023
18.03,18.633,1.011,1023,1023,1023
18.14,17.622,-1.011,992,1023,1023
18.26,18.633,1.011,973,1023,1023
18.47,19.644,1.011,973,1023,1023
18.88,20.654,1.011,935,1023,1023
19.10,22.676,2.021,902,1023,1023
19.21,23.687,1.011,856,1023,1023
19.32,24.697,1.011,795,1023,1023
19.43,26.719,2.021,729,1023,1023
19.55,27.729,1.011,690,1023,1023
19.66,30.762,3.032,669,1023,1023
19.87,32.783,2.021,616,1023,1023
19.98,34.805,2.021,591,1023,1023
20.09,35.815,1.011,576,1023,1023
20.21,36.826,1.011,560,1023,1023
20.32,37.837,1.011,560,1023,1023
20.63,38.848,1.011,541,1023,1023
20.75,39.858,1.011,539,1023,1023
21.06,40.869,1.011,534,1023,1023
21.47,39.858,-1.011,525,1023,1023
21.59,41.880,2.021,518,1023,1023
21.70,40.869,-1.011,523,1023,1023
21.81,41.880,1.011,517,1023,1023
21.92,40.869,-1.011,524,1023,1023
22.04,37.837,-3.032,550,1023,1023
22.15,33.794,-4.043,583,1023,1023
22.26,32.783,-1.011,603,1023,1023
22.37,30.762,-2.021,680,1023,1023
22.49,27.729,-3.032,746,1023,1023
22.60,25.708,-2.021,763,1023,1023
22.71,24.697,-1.011,833,1023,1023
22.83,22.676,-2.021,878,1023,1023
23.04,20.654,-2.021,911,1023,1023
23.15,19.644,-1.011,942,1023,1022
23.57,18.633,-1.011,959,1023,1023
23.68,17.622,-1.011,958,1023,1023
23.80,18.633,1.011,960,1023,1023
24.11,17.622,-1.011,1023,1023,1023
24.33,18.633,1.011,1023,1023,1023
24.54,17.622,-1.011,1023,1023,1023
24.75,18.633,1.011,1023,1023,1023
24.87,17.622,-1.011,1023,1023,1023
25.28,18.633,1.011,1023,1023,1023
25.40,17.622,-1.011,1023,1023,1023
25.71,18.633,1.011,1023,1023,1023
25.83,17.622,-1.011,1023,1023,1023
26.25,18.633,1.011,1023,1023,1023
26.36,17.622,-1.011,1023,1023,1023
26.57,18.633,1.011,992,1023,1023
26.68,17.622,-1.011,992,1023,1023
27.10,18.633,1.011,975,1023,1023
27.31,20.654,2.021,942,1023,1023
27.43,21.665,1.011,894,1023,1023
27.54,22.676,1.011,880,1023,1023
27.65,24.697,2.021,839,1023,1023
27.86,26.719,2.021,779,1023,1023
27.97,27.729,1.011,733,1023,1023
28.29,30.762,3.032,656,1023,1023
28.50,31.772,1.011,625,1023,1023
28.61,32.783,1.011,615,1023,1023
28.73,33.794,1.011,610,1023,1023
28.84,34.805,1.011,600,1023,1023
28.95,35.815,1.011,596,1023,1023
29.06,36.826,1.011,583,1023,1023
29.27,37.837,1.011,575,1023,1023
29.39,38.848,1.011,566,1023,1023
29.80,39.858,1.011,560,1023,1023
29.91,40.869,1.011,555,1023,1023
30.13,41.880,1.011,543,1023,1023
30.34,42.891,1.011,537,1023,1023
30.45,41.880,-1.011,532,1023,1023
30.56,42.891,1.011,521,1023,1023
30.78,43.901,1.011,503,1023,1023
30.89,42.891,-1.011,497,1023,1023
31.00,44.912,2.021,494,1022,1023
31.11,43.901,-1.011,496,1023,1023
31.33,42.891,-1.011,491,1023,1023
31.44,43.901,1.011,491,1023,1023
31.76,44.912,1.011,483,1023,1023
31.97,43.901,-1.011,493,1023,1023
32.08,41.880,-2.021,517,1023,1023
32.19,42.891,1.011,521,1023,1022
32.31,40.869,-2.021,527,1023,1023
32.42,37.837,-3.032,552,1023,1023
32.53,31.772,-6.064,632,1023,1023
32.65,27.729,-4.043,766,1023,1023
32.76,23.687,-4.043,882,1023,1023
32.87,21.665,-2.021,914,1023,1023
32.98,19.644,-2.021,950,1023,1023
33.20,18.633,-1.011,959,1023,1023
33.61,17.622,-1.011,1023,1023,1023
33.73,18.633,1.011,1022,1023,1023
33.84,16.611,-2.021,1022,1023,1023
33.96,17.622,1.011,1023,1023,1023
34.17,18.633,1.011,975,1023,1023
34.38,17.622,-1.011,969,1023,1023
34.90,18.633,1.011,966,1023,1023
35.11,17.622,-1.011,963,1023,1023
35.63,18.633,1.011,971,1023,1023
35.74,17.622,-1.011,975,1023,1022
36.16,18.633,1.011,968,1023,1023
36.27,19.644,1.011,969,1023,1023
36.38,18.633,-1.011,967,1023,1023
36.50,19.644,1.011,958,1023,1023
36.61,20.654,1.011,938,1023,1023
36.72,21.665,1.011,903,1023,1023
36.83,22.676,1.011,884,1023,1023
36.94,23.687,1.011,842,1023,1023
37.06,25.708,2.021,786,1023,1023
37.27,27.729,2.021,715,1023,1023
37.38,29.751,2.021,681,1023,1023
37.49,30.762,1.011,620,1023,1023
37.70,32.783,2.021,593,1023,1023
37.82,33.794,1.011,584,1023,1023
37.93,35.815,2.021,564,1023,1023
38.14,34.805,-1.011,562,1023,1023
38.25,33.794,-1.011,570,1023,1023
38.37,34.805,1.011,560,1023,1023
38.48,35.815,1.011,552,1023,1023
38.59,36.826,1.011,548,1023,1023
39.01,35.815,-1.011,555,1023,1023
39.32,36.826,1.011,545,1022,1023
39.43,37.837,1.011,536,1023,1023
39.54,41.880,4.043,527,1023,1023
39.66,40.869,-1.011,527,1023,1023
39.77,39.858,-1.011,529,1023,1023
39.99,37.837,-2.021,539,1023,1023
40.20,35.815,-2.021,547,1022,1023
40.31,31.772,-4.043,602,1023,1023
40.42,28.740,-3.032,684,1023,1023
40.54,25.708,-3.032,757,1023,1023
40.65,24.697,-1.011,811,1023,1023
40.76,22.676,-2.021,868,1022,1023
40.88,21.665,-1.011,909,1023,1023
40.99,19.644,-2.021,924,1023,1023
41.10,20.654,1.011,914,1023,1023
41.21,21.665,1.011,941,1023,1023
41.33,18.633,-3.032,944,1023,1023
41.44,19.644,1.011,951,1023,1023
41.55,18.633,-1.011,951,1023,1023
41.66,19.644,1.011,952,1023,1023
41.78,18.633,-1.011,955,1023,1023
42.29,17.622,-1.011,967,1023,1023
42.40,18.633,1.011,962,1023,1023
42.72,17.622,-1.011,973,1023,1023
42.93,18.633,1.011,974,1023,1023
43.35,19.644,1.011,970,1023,1023
43.56,18.633,-1.011,946,1023,1023
43.68,19.644,1.011,945,1023,1023
43.79,18.633,-1.011,944,1023,1023
43.90,21.665,3.032,910,1023,1023
44.01,20.654,-1.011,888,1023,1023
44.13,22.676,2.021,867,1023,1023
44.24,24.697,2.021,798,1023,1023
44.35,25.708,1.011,753,1023,1023
44.46,28.740,3.032,695,1023,1023
44.57,31.772,3.032,610,1023,1023
44.68,33.794,2.021,591,1023,1023
44.79,35.815,2.021,565,1023,1023
44.91,37.837,2.021,555,1023,1023
45.02,38.848,1.011,547,1023,1023
45.13,39.858,1.011,537,1023,1023
45.24,37.837,-2.021,534,1023,1023
45.36,40.869,3.032,531,1023,1023
45.47,39.858,-1.011,528,1023,1023
45.78,40.869,1.011,520,1023,1023
45.90,39.858,-1.011,518,1023,1023
46.01,40.869,1.011,512,1023,1023
46.12,39.858,-1.011,516,1023,1023
46.23,40.869,1.011,510,1023,1023
46.45,41.880,1.011,498,1023,1023
46.56,40.869,-1.011,511,1023,1023
46.77,39.858,-1.011,510,1023,1023
46.99,41.880,2.021,501,1023,1023
47.20,42.891,1.011,478,1023,1023
47.31,41.880,-1.011,477,1023,1023
47.42,42.891,1.011,469,1023,1023
47.64,40.869,-2.021,519,1023,1023
47.75,33.794,-7.075,566,1023,1023
47.86,29.751,-4.043,637,1023,1023
47.97,25.708,-4.043,758,1023,1023
48.09,22.676,-3.032,825,1023,1023
48.20,21.665,-1.011,879,1023,1023
48.31,20.654,-1.011,939,1023,1023
48.43,18.633,-2.021,959,1023,1023
48.54,19.644,1.011,963,1023,1023
48.65,18.633,-1.011,969,1023,1023
48.87,17.622,-1.011,975,1023,1023
49.38,16.611,-1.011,1023,1023,1023
49.60,17.622,1.011,1023,1023,1023
49.71,16.611,-1.011,1023,1023,1023
49.83,17.622,1.011,1023,1023,1023
49.94,16.611,-1.011,1023,1023,1023
50.05,17.622,1.011,1023,1023,1023
50.77,16.611,-1.011,1023,1023,1023
50.89,17.622,1.011,1023,1023,1023
51.00,16.611,-1.011,1023,1023,1023
51.11,17.622,1.011,998,1023,1023
51.43,18.633,1.011,976,1023,1023
51.64,20.654,2.021,945,1023,1023
51.75,19.644,-1.011,946,1023,1023
51.87,20.654,1.011,918,1023,1023
51.98,22.676,2.021,893,1023,1022
52.09,23.687,1.011,860,1023,1023
52.20,24.697,1.011,815,1023,1023
52.31,26.719,2.021,757,1023,1023
52.42,28.740,2.021,701,1023,1023
52.54,30.762,2.021,617,1023,1023
52.65,32.783,2.021,597,1023,1023
52.76,33.794,1.011,576,1023,1023
52.87,35.815,2.021,565,1023,1023
52.98,37.837,2.021,554,1023,1023
53.20,38.848,1.011,548,1023,1023
53.51,39.858,1.011,540,1023,1023
53.62,38.848,-1.011,541,1023,1023
53.74,40.869,2.021,529,1023,1023
54.05,43.901,3.032,487,1023,1023
54.16,38.848,-5.054,554,1023,1023
54.28,27.729,-11.118,734,1023,1023
54.39,26.719,-1.011,729,1023,1023
54.50,30.762,4.043,617,1023,1023
54.82,23.687,-7.075,873,1023,1023
54.93,18.633,-5.054,972,1023,1023
55.04,17.622,-1.011,971,1023,1023
55.15,16.611,-1.011,1023,1023,1023
55.57,15.601,-1.011,1023,1023,1023
55.69,17.622,2.021,1023,1023,1023
55.80,16.611,-1.011,1023,1023,1023
56.42,17.622,1.011,1023,1023,1023
56.53,16.611,-1.011,1023,1023,1023
56.75,17.622,1.011,1023,1023,1023
56.96,16.611,-1.011,1023,1023,1023
57.99,17.622,1.011,1023,1023,1023
58.20,16.611,-1.011,1023,1023,1023
58.42,17.622,1.011,1023,1023,1023
58.53,16.611,-1.011,1023,1023,1023
58.64,15.601,-1.011,1023,1023,1023
58.76,16.611,1.011,1023,1023,1023
59.58,17.622,1.011,1022,1023,1023
59.69,16.611,-1.011,1022,1023,1023
60.01,17.622,1.011,1022,1023,1023
60.12,16.611,-1.011,1023,1023,1023
