Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.35,19.644,-1.011,1022,1023,1023
4.76,20.654,1.011,1022,1023,1022
4.88,19.644,-1.011,1022,1022,1022
5.19,22.676,3.032,1022,1022,1022
5.30,25.708,3.032,1022,1022,1022
5.41,24.697,-1.011,1022,1022,1022
5.53,22.676,-2.021,1022,1022,1022
5.64,21.665,-1.011,1022,1022,1022
5.75,22.676,1.011,1022,1023,1023
5.86,21.665,-1.011,1023,1022,1023
6.18,23.687,2.021,1022,1022,1023
6.29,20.654,-3.032,1023,1023,1022
6.41,19.644,-1.011,1022,1023,1023
6.82,21.665,2.021,1023,1023,1023
7.14,20.654,-1.011,1022,1023,1023
8.36,19.644,-1.011,673,1023,1023
8.78,20.654,1.011,634,1023,1023
9.09,19.644,-1.011,687,1023,1023
9.30,18.633,-1.011,660,1023,1023
9.42,20.654,2.021,646,1022,1023
9.63,19.644,-1.011,527,1023,1023
9.74,20.654,1.011,544,1023,1023
10.05,18.633,-2.021,590,1023,1023
10.17,19.644,1.011,568,1023,1022
10.48,20.654,1.011,582,1023,1023
10.59,19.644,-1.011,558,1023,1023
10.70,20.654,1.011,578,1023,1023
10.82,19.644,-1.011,625,1023,1023
11.03,20.654,1.011,583,1023,1023
11.14,19.644,-1.011,612,1023,1022
11.25,20.654,1.011,601,1023,1023
11.37,19.644,-1.011,608,1023,1023
11.58,18.633,-1.011,787,1023,1023
11.69,19.644,1.011,1023,1023,1023
12.21,20.654,1.011,1022,1022,1023
12.32,19.644,-1.011,1022,1023,1023
12.74,18.633,-1.011,1023,1023,1023
12.96,19.644,1.011,1023,1022,1023
13.07,18.633,-1.011,1023,1023,1023
13.28,19.644,1.011,1022,1023,1023
13.90,18.633,-1.011,1020,1023,1023
14.12,20.654,2.021,1018,1022,1023
14.23,21.665,1.011,470,1023,1023
14.34,23.687,2.021,442,1022,1023
14.66,25.708,2.021,316,1022,1023
14.77,24.697,-1.011,318,1023,1023
14.98,25.708,1.011,320,1023,1023
15.10,24.697,-1.011,324,1023,1022
15.31,23.687,-1.011,344,1023,1023
15.73,22.676,-1.011,370,1023,1023
15.84,21.665,-1.011,396,1023,1023
