timestamped_line
[16:14:07] ▶ Starting baseline phase for 2.5 seconds...
[16:14:07] t (s) | A | B | C | D
[16:14:07] 0.050 | 38321 | 46785 | 41 | 34345
[16:14:07] 0.100 | 36564 | 40573 | 35 | 34281
[16:14:07] 0.150 | 37998 | 38398 | 47 | 34267
[16:14:07] 0.200 | 37595 | 39338 | 47 | 34252
[16:14:07] 0.250 | 40185 | 35846 | 47 | 34390
[16:14:07] 0.300 | 37416 | 41351 | 51 | 34385
[16:14:07] 0.350 | 40787 | 41655 | 50 | 34451
[16:14:07] 0.400 | 38619 | 40411 | 47 | 34455
[16:14:07] 0.450 | 34381 | 38733 | 44 | 34465
[16:14:07] 0.500 | 39318 | 35269 | 39 | 34467
[16:14:07] 0.550 | 39758 | 40561 | 41 | 34380
[16:14:07] 0.600 | 38629 | 35158 | 36 | 34270
[16:14:07] 0.650 | 38579 | 36154 | 45 | 34271
[16:14:08] 0.700 | 35891 | 38966 | 47 | 34280
[16:14:08] 0.750 | 37377 | 38591 | 38 | 34309
[16:14:08] 0.800 | 41243 | 34839 | 42 | 34534
[16:14:08] 0.850 | 39792 | 37077 | 38 | 34528
[16:14:08] 0.900 | 37393 | 38907 | 34 | 34553
[16:14:08] 0.950 | 40046 | 42295 | 39 | 34569
[16:14:08] 1.000 | 40130 | 38232 | 40 | 34452
[16:14:08] 1.050 | 39396 | 36691 | 45 | 34473
[16:14:08] 1.100 | 38954 | 38757 | 40 | 34519
[16:14:08] 1.150 | 35380 | 39750 | 46 | 34475
[16:14:08] 1.200 | 38101 | 36834 | 46 | 34498
[16:14:08] 1.250 | 35123 | 38157 | 35 | 34638
[16:14:08] 1.300 | 35015 | 35337 | 36 | 34606
[16:14:08] 1.350 | 38291 | 37185 | 39 | 34659
[16:14:08] 1.400 | 35468 | 39685 | 40 | 34717
[16:14:08] 1.450 | 38957 | 37587 | 45 | 34751
[16:14:08] 1.500 | 39679 | 40364 | 47 | 34768
[16:14:08] 1.550 | 33786 | 39127 | 37 | 34762
[16:14:08] 1.600 | 35365 | 38317 | 40 | 34701
[16:14:08] 1.650 | 41927 | 36300 | 35 | 34723
[16:14:09] 1.700 | 41369 | 33900 | 44 | 34604
[16:14:09] 1.750 | 38754 | 35505 | 39 | 34538
[16:14:09] 1.800 | 42419 | 37617 | 36 | 34551
[16:14:09] 1.850 | 42277 | 43598 | 38 | 34540
[16:14:09] 1.900 | 35883 | 35242 | 41 | 34518
[16:14:09] 1.950 | 35642 | 41338 | 39 | 34497
[16:14:09] 2.000 | 34119 | 41372 | 40 | 34648
[16:14:09] 2.050 | 37898 | 37192 | 41 | 34706
[16:14:09] 2.100 | 37124 | 44838 | 44 | 34726
[16:14:09] 2.150 | 34111 | 39378 | 51 | 34707
[16:14:09] 2.200 | 38115 | 40746 | 50 | 34635
[16:14:09] 2.250 | 38611 | 40749 | 36 | 34751
[16:14:09] 2.300 | 44035 | 37742 | 48 | 34740
[16:14:09] 2.350 | 44093 | 36479 | 38 | 34853
[16:14:09] 2.400 | 34377 | 40273 | 47 | 34869
[16:14:09] 2.450 | 40104 | 40173 | 40 | 34812
[16:14:09] 2.500 | 37397 | 40000 | 50 | 34875
[16:14:09] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:14:09] 2.550 | 40662 | 41318 | 43 | 34843
[16:14:09] 0.050 | 43366 | 37164 | 40 | 34801
[16:14:09] 0.100 | 36926 | 39636 | 43 | 34756
[16:14:10] 0.150 | 36077 | 35849 | 37 | 34810
[16:14:10] 0.200 | 34981 | 36702 | 41 | 34598
[16:14:10] 0.250 | 37637 | 38643 | 35 | 34558
[16:14:10] 0.300 | 32850 | 41784 | 31 | 34591
[16:14:10] 0.350 | 36085 | 38700 | 44 | 34608
[16:14:10] 0.400 | 39696 | 35712 | 38 | 34621
[16:14:10] 0.450 | 37690 | 40486 | 51 | 34598
[16:14:10] 0.500 | 41535 | 37912 | 41 | 34657
[16:14:10] 0.550 | 36043 | 38720 | 40 | 34755
[16:14:10] 0.600 | 38172 | 39994 | 42 | 34723
[16:14:10] 0.650 | 38768 | 37873 | 48 | 34671
[16:14:10] 0.700 | 39091 | 40017 | 44 | 34748
[16:14:10] 0.750 | 39856 | 43132 | 40 | 34698
[16:14:10] 0.800 | 38740 | 40274 | 39 | 34706
[16:14:10] 0.850 | 36747 | 37503 | 48 | 34870
[16:14:10] 0.900 | 40061 | 32930 | 40 | 34927
[16:14:10] 0.950 | 38189 | 44031 | 44 | 34936
[16:14:10] 1.000 | 35126 | 36914 | 38 | 34970
[16:14:10] 1.050 | 32730 | 38994 | 45 | 34913
[16:14:10] 1.100 | 37133 | 42574 | 44 | 34905
[16:14:11] 1.150 | 39195 | 41778 | 45 | 34922
[16:14:11] 1.200 | 37589 | 40353 | 47 | 34868
[16:14:11] 1.250 | 38776 | 39977 | 45 | 34875
[16:14:11] 1.300 | 38171 | 37346 | 32 | 34861
[16:14:11] 1.350 | 35886 | 36774 | 42 | 34847
[16:14:11] 1.400 | 33956 | 32201 | 44 | 34765
[16:14:11] 1.450 | 37872 | 36907 | 46 | 34798
[16:14:11] 1.500 | 39109 | 35416 | 43 | 34739
[16:14:11] 1.550 | 34265 | 41118 | 38 | 34699
[16:14:11] 1.600 | 35855 | 38492 | 38 | 34683
[16:14:11] 1.650 | 38682 | 36746 | 38 | 34662
[16:14:11] 1.700 | 40397 | 39645 | 40 | 34802
[16:14:11] 1.750 | 31970 | 38295 | 42 | 34878
[16:14:11] 1.800 | 38915 | 38661 | 39 | 34906
[16:14:11] 1.850 | 42919 | 41318 | 49 | 34844
[16:14:11] 1.900 | 41294 | 38794 | 40 | 34773
[16:14:11] 1.950 | 40463 | 38486 | 30 | 34769
[16:14:11] 2.000 | 35804 | 37548 | 51 | 34770
[16:14:11] 2.050 | 38082 | 37937 | 38 | 34759
[16:14:11] 2.100 | 35185 | 40089 | 41 | 34739
[16:14:12] 2.150 | 36680 | 39081 | 47 | 34734
[16:14:12] 2.200 | 42776 | 40150 | 48 | 34748
[16:14:12] 2.250 | 36585 | 35304 | 40 | 34755
[16:14:12] 2.300 | 37283 | 38352 | 36 | 34739
[16:14:12] 2.350 | 36119 | 37807 | 52 | 34757
[16:14:12] 2.400 | 39098 | 40025 | 41 | 34734
[16:14:12] 2.450 | 40005 | 40213 | 41 | 34737
[16:14:12] 2.500 | 34703 | 38257 | 43 | 34734
[16:14:12] 2.550 | 39389 | 40126 | 45 | 34726
[16:14:12] 2.600 | 39340 | 39703 | 48 | 34699
[16:14:12] 2.650 | 39177 | 39632 | 47 | 34782
[16:14:12] 2.700 | 39174 | 37705 | 43 | 34784
[16:14:12] 2.750 | 36320 | 38386 | 32 | 34810
[16:14:12] 2.800 | 38406 | 37992 | 39 | 34779
[16:14:12] 2.850 | 34143 | 35226 | 36 | 34768
[16:14:12] 2.900 | 39684 | 38516 | 44 | 34716
[16:14:12] 2.950 | 37279 | 37417 | 40 | 34698
[16:14:12] 3.000 | 41824 | 39680 | 51 | 34678
[16:14:12] 3.050 | 39053 | 40491 | 46 | 34741
[16:14:12] 3.100 | 37937 | 39915 | 38 | 34841
[16:14:13] 3.150 | 33220 | 34909 | 40 | 34851
[16:14:13] 3.200 | 37022 | 35168 | 39 | 34829
[16:14:13] 3.250 | 39243 | 38497 | 50 | 34816
[16:14:13] 3.300 | 37119 | 44049 | 45 | 34799
[16:14:13] 3.350 | 35275 | 41009 | 43 | 34746
[16:14:13] 3.400 | 37541 | 43669 | 49 | 34713
[16:14:13] 3.450 | 35557 | 36899 | 45 | 34741
[16:14:13] 3.500 | 38770 | 38587 | 50 | 34659
[16:14:13] 3.550 | 38439 | 38233 | 44 | 34646
[16:14:13] 3.600 | 36906 | 42679 | 48 | 34681
[16:14:13] 3.650 | 39751 | 37697 | 39 | 34684
[16:14:13] 3.700 | 36512 | 38668 | 44 | 34706
[16:14:13] 3.750 | 36205 | 37423 | 45 | 34671
[16:14:13] 3.800 | 36595 | 36628 | 38 | 34696
[16:14:13] 3.850 | 38925 | 39548 | 37 | 34680
[16:14:13] 3.900 | 34695 | 40820 | 45 | 34738
[16:14:13] 3.950 | 39459 | 40047 | 39 | 34653
[16:14:13] 4.000 | 45123 | 38666 | 44 | 34653
[16:14:13] 4.050 | 41765 | 38702 | 39 | 34646
[16:14:13] 4.100 | 35537 | 33659 | 45 | 34649
[16:14:14] 4.150 | 34635 | 37489 | 45 | 34646
[16:14:14] 4.200 | 37737 | 32619 | 37 | 34621
[16:14:14] 4.250 | 37854 | 32839 | 40 | 34680
[16:14:14] 4.300 | 40792 | 42373 | 39 | 34709
[16:14:14] 4.350 | 39050 | 38039 | 43 | 34761
[16:14:14] 4.400 | 37743 | 41457 | 40 | 34787
[16:14:14] 4.450 | 36901 | 40074 | 40 | 34871
[16:14:14] 4.500 | 34115 | 41381 | 49 | 34862
[16:14:14] 4.550 | 36484 | 38967 | 43 | 34876
[16:14:14] 4.600 | 37575 | 36823 | 48 | 34870
[16:14:14] 4.650 | 36998 | 42842 | 44 | 34864
[16:14:14] 4.700 | 38642 | 36483 | 42 | 34820
[16:14:14] 4.750 | 36264 | 35395 | 46 | 34828
[16:14:14] 4.800 | 34196 | 38337 | 38 | 34804
[16:14:14] 4.850 | 34590 | 46294 | 46 | 34809
[16:14:14] 4.900 | 38954 | 42489 | 41 | 34814
[16:14:14] 4.950 | 38358 | 41820 | 51 | 34826
[16:14:14] 5.000 | 35085 | 39528 | 51 | 34751
[16:14:14] 5.050 | 40223 | 35199 | 47 | 34740
[16:14:14] 5.100 | 35637 | 37303 | 41 | 34764
[16:14:15] 5.150 | 36563 | 36774 | 38 | 34745
[16:14:15] 5.200 | 34826 | 35272 | 50 | 34734
[16:14:15] 5.250 | 35295 | 45341 | 40 | 34713
[16:14:15] 5.300 | 33466 | 37008 | 38 | 34705
[16:14:15] 5.350 | 36271 | 36157 | 44 | 34692
[16:14:15] 5.400 | 36980 | 37437 | 51 | 34695
[16:14:15] 5.450 | 38236 | 42694 | 47 | 34717
[16:14:15] 5.500 | 35548 | 34868 | 46 | 34723
[16:14:15] 5.550 | 32199 | 34482 | 40 | 34738
[16:14:15] 5.600 | 36819 | 42007 | 40 | 34775
[16:14:15] 5.650 | 37184 | 38050 | 43 | 34748
[16:14:15] 5.700 | 40431 | 43012 | 42 | 34761
[16:14:15] 5.750 | 34700 | 37641 | 37 | 34794
[16:14:15] 5.800 | 40606 | 40277 | 39 | 34774
[16:14:15] 5.850 | 37837 | 36570 | 38 | 34808
[16:14:15] 5.900 | 41092 | 37389 | 40 | 34872
[16:14:15] 5.950 | 33615 | 41769 | 43 | 34747
[16:14:15] 6.000 | 35686 | 36178 | 37 | 34776
[16:14:15] 6.050 | 36468 | 33407 | 37 | 34789
[16:14:15] 6.100 | 33720 | 35833 | 45 | 34780
[16:14:16] 6.150 | 35790 | 37547 | 39 | 34776
[16:14:16] 6.200 | 38990 | 33406 | 44 | 34782
[16:14:16] 6.250 | 33804 | 40460 | 44 | 34769
[16:14:16] 6.300 | 31543 | 32999 | 40 | 34773
[16:14:16] 6.350 | 37460 | 39285 | 47 | 34802
