Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.15,17.622,-1.011,1023,1023,1023
4.42,16.611,-1.011,1023,1023,1023
4.54,17.622,1.011,1022,1023,1023
4.65,18.633,1.011,1023,1023,1023
4.76,17.622,-1.011,1022,1023,1023
4.97,16.611,-1.011,1023,1023,1023
5.09,17.622,1.011,1022,1023,1023
6.01,16.611,-1.011,1023,1023,1023
6.22,17.622,1.011,1023,1023,1023
6.33,16.611,-1.011,1023,1023,1023
6.45,17.622,1.011,1023,1023,1023
7.27,16.611,-1.011,1023,1023,1023
7.38,17.622,1.011,1023,1023,1023
7.59,16.611,-1.011,1023,1023,1023
7.71,17.622,1.011,1023,1023,1023
7.82,16.611,-1.011,1023,1023,1023
8.03,17.622,1.011,1023,1023,1023
8.35,16.611,-1.011,1023,1022,1023
8.46,17.622,1.011,1023,1023,1023
8.67,16.611,-1.011,1023,1023,1023
9.09,17.622,1.011,1023,1023,1023
9.20,18.633,1.011,1022,868,1023
9.41,20.654,2.021,1023,843,1023
9.52,21.665,1.011,1023,813,1023
9.63,22.676,1.011,1023,793,1023
9.85,23.687,1.011,1023,745,1023
9.96,24.697,1.011,1023,731,1023
10.07,25.708,1.011,1022,731,1023
10.18,24.697,-1.011,1023,694,1023
10.29,27.729,3.032,1023,650,1023
10.61,29.751,2.021,1023,574,1023
10.72,30.762,1.011,1023,570,1023
10.93,31.772,1.011,1023,557,1023
11.04,30.762,-1.011,1023,552,1023
11.26,31.772,1.011,1023,548,1023
11.37,32.783,1.011,1023,545,1023
11.58,33.794,1.011,1023,535,1023
11.69,32.783,-1.011,1023,534,1023
11.81,33.794,1.011,1023,530,1023
11.92,34.805,1.011,1022,526,1023
12.03,33.794,-1.011,1023,529,1023
12.14,34.805,1.011,1022,525,1023
12.26,35.815,1.011,1023,521,1023
12.37,33.794,-2.021,1023,518,1023
12.48,35.815,2.021,1023,517,1023
12.59,36.826,1.011,1023,513,1023
12.70,35.815,-1.011,1023,512,1023
12.82,36.826,1.011,1023,511,1023
13.03,37.837,1.011,1023,496,1023
13.24,38.848,1.011,1023,481,1023
13.56,37.837,-1.011,1022,464,1023
13.67,38.848,1.011,1022,460,1023
13.88,39.858,1.011,1023,440,1023
14.00,40.869,1.011,1023,444,1023
14.11,39.858,-1.011,1023,440,1023
14.42,40.869,1.011,1023,436,1023
14.64,38.848,-2.021,1023,438,1023
14.75,36.826,-2.021,1023,504,1023
14.86,29.751,-7.075,1023,598,1023
14.97,24.697,-5.054,1023,729,1023
15.09,22.676,-2.021,1022,794,1023
15.30,19.644,-3.032,1023,853,1023
15.52,20.654,1.011,1023,878,1023
15.63,18.633,-2.021,1022,872,1023
15.74,17.622,-1.011,1023,873,1023
16.05,18.633,1.011,1022,916,1023
16.17,17.622,-1.011,1023,947,1023
16.28,16.611,-1.011,1023,958,1023
16.39,17.622,1.011,1022,950,1023
16.71,16.611,-1.011,1022,874,1023
16.82,17.622,1.011,1023,870,1023
17.23,18.633,1.011,1023,869,1023
17.45,19.644,1.011,1023,869,1023
18.37,20.654,1.011,1022,808,1023
18.58,21.665,1.011,1023,816,1023
18.69,22.676,1.011,1023,805,1023
18.81,24.697,2.021,1023,770,1023
18.92,23.687,-1.011,1023,734,1022
19.03,25.708,2.021,1023,692,1023
19.14,28.740,3.032,1023,617,1023
19.26,30.762,2.021,1023,567,1023
19.57,33.794,3.032,1023,549,1023
19.68,32.783,-1.011,1023,545,1023
19.79,33.794,1.011,1022,539,1023
19.91,32.783,-1.011,1023,542,1023
20.42,33.794,1.011,1023,536,1023
20.64,34.805,1.011,1023,524,1023
20.85,35.815,1.011,1023,513,1023
21.06,36.826,1.011,1023,486,1023
21.17,37.837,1.011,1023,473,1023
21.39,36.826,-1.011,1023,477,1023
21.60,37.837,1.011,1023,473,1023
21.81,38.848,1.011,1023,467,1023
22.13,36.826,-2.021,1023,465,1023
22.24,37.837,1.011,1022,466,1023
22.46,38.848,1.011,1023,462,1023
22.57,37.837,-1.011,1023,462,1023
22.68,38.848,1.011,1023,460,1023
22.99,39.858,1.011,1022,446,1023
23.11,38.848,-1.011,1023,454,1023
23.52,40.869,2.021,1023,437,1023
23.63,38.848,-2.021,1023,442,1023
23.75,39.858,1.011,1022,441,1023
23.86,40.869,1.011,1023,443,1023
23.97,39.858,-1.011,1023,438,1023
24.08,40.869,1.011,1023,439,1023
24.40,41.880,1.011,1023,419,1023
24.61,42.891,1.011,1023,401,1023
24.72,36.826,-6.064,1023,503,1023
24.84,26.719,-10.107,1023,695,1023
24.95,21.665,-5.054,1023,825,1023
25.06,18.633,-3.032,1023,851,1023
25.18,17.622,-1.011,1023,862,1023
25.29,18.633,1.011,1023,883,1022
25.40,17.622,-1.011,1023,888,1022
25.72,16.611,-1.011,1022,933,1023
25.93,17.622,1.011,1023,968,1023
