timestamped_line
[16:17:28] ▶ Starting baseline phase for 2.5 seconds...
[16:17:28] t (s) | A | B | C | D
[16:17:28] 0.050 | 38461 | 41180 | 47 | 24931
[16:17:29] 0.100 | 36241 | 40712 | 53 | 24914
[16:17:29] 0.150 | 33616 | 40842 | 38 | 24929
[16:17:29] 0.200 | 32152 | 39104 | 48 | 24919
[16:17:29] 0.250 | 37207 | 40119 | 39 | 24915
[16:17:29] 0.300 | 40403 | 37447 | 40 | 24878
[16:17:29] 0.350 | 38025 | 39739 | 43 | 24881
[16:17:29] 0.400 | 39399 | 40034 | 45 | 24879
[16:17:29] 0.450 | 37723 | 41745 | 43 | 24874
[16:17:29] 0.500 | 39490 | 36529 | 46 | 24880
[16:17:29] 0.550 | 41434 | 37759 | 42 | 24882
[16:17:29] 0.600 | 34562 | 37031 | 42 | 24864
[16:17:29] 0.650 | 36781 | 38664 | 49 | 24876
[16:17:29] 0.700 | 38572 | 41801 | 35 | 24888
[16:17:29] 0.750 | 36094 | 37896 | 48 | 24884
[16:17:29] 0.800 | 31150 | 32642 | 38 | 24882
[16:17:29] 0.850 | 33297 | 35247 | 36 | 24898
[16:17:29] 0.900 | 33160 | 35430 | 43 | 24881
[16:17:29] 0.950 | 42486 | 37218 | 37 | 24861
[16:17:29] 1.000 | 40499 | 39087 | 38 | 24870
[16:17:29] 1.050 | 37259 | 43889 | 46 | 24861
[16:17:30] 1.100 | 34419 | 40921 | 40 | 24853
[16:17:30] 1.150 | 29801 | 38867 | 34 | 24851
[16:17:30] 1.200 | 33156 | 38975 | 40 | 24850
[16:17:30] 1.250 | 38712 | 38667 | 41 | 24847
[16:17:30] 1.300 | 40371 | 36605 | 45 | 24839
[16:17:30] 1.350 | 34349 | 33108 | 43 | 24862
[16:17:30] 1.400 | 34464 | 35412 | 46 | 24875
[16:17:30] 1.450 | 34383 | 40225 | 43 | 24865
[16:17:30] 1.500 | 35575 | 34489 | 41 | 24868
[16:17:30] 1.550 | 37774 | 37507 | 47 | 24883
[16:17:30] 1.600 | 40167 | 39987 | 49 | 24882
[16:17:30] 1.650 | 36818 | 41051 | 47 | 24879
[16:17:30] 1.700 | 35170 | 37388 | 44 | 24895
[16:17:30] 1.750 | 32863 | 38558 | 41 | 24913
[16:17:30] 1.800 | 37813 | 37585 | 49 | 24912
[16:17:30] 1.850 | 36066 | 38287 | 39 | 24925
[16:17:30] 1.900 | 42627 | 34944 | 46 | 24915
[16:17:30] 1.950 | 35864 | 39055 | 45 | 24916
[16:17:30] 2.000 | 35788 | 38534 | 42 | 24933
[16:17:30] 2.050 | 41375 | 40244 | 46 | 24919
[16:17:31] 2.100 | 32986 | 39608 | 40 | 24903
[16:17:31] 2.150 | 36041 | 37743 | 36 | 24911
[16:17:31] 2.200 | 32673 | 38349 | 39 | 24898
[16:17:31] 2.250 | 37167 | 34187 | 45 | 24903
[16:17:31] 2.300 | 38263 | 39991 | 45 | 24888
[16:17:31] 2.350 | 34400 | 37034 | 42 | 24889
[16:17:31] 2.400 | 38309 | 38133 | 34 | 24903
[16:17:31] 2.450 | 37273 | 38411 | 46 | 24908
[16:17:31] 2.500 | 31624 | 36181 | 40 | 24891
[16:17:31] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:17:31] 2.550 | 39483 | 38901 | 40 | 24901
[16:17:31] 0.050 | 35091 | 42158 | 38 | 24901
[16:17:31] 0.100 | 38687 | 35657 | 38 | 24911
[16:17:31] 0.150 | 33951 | 34591 | 39 | 24908
[16:17:31] 0.200 | 35854 | 32594 | 42 | 24915
[16:17:31] 0.250 | 37946 | 35700 | 40 | 24919
[16:17:31] 0.300 | 35615 | 39113 | 42 | 24909
[16:17:31] 0.350 | 38109 | 36874 | 40 | 24920
[16:17:31] 0.400 | 38500 | 37872 | 33 | 24928
[16:17:31] 0.450 | 37642 | 41022 | 37 | 24916
[16:17:31] 0.500 | 38179 | 41135 | 45 | 24934
[16:17:32] 0.550 | 34215 | 41516 | 44 | 24925
[16:17:32] 0.600 | 34097 | 37562 | 36 | 24914
[16:17:32] 0.650 | 33236 | 35156 | 41 | 24934
[16:17:32] 0.700 | 32476 | 34152 | 36 | 24932
[16:17:32] 0.750 | 32081 | 40964 | 43 | 24942
[16:17:32] 0.800 | 32730 | 34132 | 44 | 24924
[16:17:32] 0.850 | 38973 | 37066 | 39 | 24928
[16:17:32] 0.900 | 37946 | 35674 | 42 | 24926
[16:17:32] 0.950 | 38848 | 43196 | 41 | 24932
[16:17:32] 1.000 | 37346 | 35831 | 39 | 24930
[16:17:32] 1.050 | 36245 | 39484 | 47 | 24927
[16:17:32] 1.100 | 36815 | 36006 | 36 | 24911
[16:17:32] 1.150 | 35023 | 38117 | 46 | 24914
[16:17:32] 1.200 | 33932 | 32720 | 38 | 24918
[16:17:32] 1.250 | 39547 | 38084 | 35 | 24925
[16:17:32] 1.300 | 37684 | 36758 | 43 | 24918
[16:17:32] 1.350 | 37210 | 37899 | 39 | 24914
[16:17:32] 1.400 | 36768 | 39770 | 41 | 24920
[16:17:32] 1.450 | 35889 | 36320 | 40 | 24915
