timestamped_line
[11:11:29] ▶ Starting baseline phase for 2.5 seconds...
[11:11:29] t (s) | A | B | C | D
[11:11:29] 0.050 | 34166 | 36414 | 89 | 28947
[11:11:29] 0.100 | 33156 | 36401 | 82 | 28930
[11:11:29] 0.150 | 34208 | 34175 | 87 | 28888
[11:11:29] 0.200 | 32220 | 32986 | 84 | 28889
[11:11:29] 0.250 | 34493 | 30012 | 85 | 28868
[11:11:29] 0.300 | 33525 | 30069 | 94 | 28881
[11:11:29] 0.350 | 27277 | 32363 | 81 | 28903
[11:11:29] 0.400 | 29837 | 32025 | 93 | 28927
[11:11:30] 0.450 | 31512 | 31500 | 72 | 28923
[11:11:30] 0.500 | 25263 | 24048 | 78 | 28937
[11:11:30] 0.550 | 28658 | 30490 | 79 | 28968
[11:11:30] 0.600 | 32156 | 37058 | 69 | 28978
[11:11:30] 0.650 | 34781 | 34612 | 85 | 28979
[11:11:30] 0.700 | 34064 | 31864 | 75 | 28980
[11:11:30] 0.750 | 30409 | 33573 | 69 | 28979
[11:11:30] 0.800 | 33200 | 34470 | 83 | 29005
[11:11:30] 0.850 | 28705 | 34191 | 74 | 29018
[11:11:30] 0.900 | 30063 | 32006 | 69 | 29037
[11:11:30] 0.950 | 37513 | 27672 | 80 | 29040
[11:11:30] 1.000 | 35901 | 34247 | 81 | 29082
[11:11:30] 1.050 | 32890 | 34625 | 86 | 29095
[11:11:30] 1.100 | 32772 | 35547 | 75 | 29105
[11:11:30] 1.150 | 35144 | 32298 | 90 | 29138
[11:11:30] 1.200 | 33627 | 31795 | 86 | 29154
[11:11:30] 1.250 | 33471 | 32037 | 74 | 29127
[11:11:30] 1.300 | 34966 | 30658 | 72 | 29137
[11:11:30] 1.350 | 29800 | 34847 | 91 | 29134
[11:11:30] 1.400 | 28984 | 28928 | 69 | 29155
[11:11:31] 1.450 | 35964 | 36268 | 88 | 29130
[11:11:31] 1.500 | 32046 | 31102 | 68 | 29142
[11:11:31] 1.550 | 30805 | 30814 | 75 | 29133
[11:11:31] 1.600 | 32636 | 30843 | 66 | 29155
[11:11:31] 1.650 | 32071 | 36395 | 92 | 29131
[11:11:31] 1.700 | 31953 | 33350 | 73 | 29146
[11:11:31] 1.750 | 35093 | 38271 | 74 | 29164
[11:11:31] 1.800 | 30069 | 30479 | 67 | 29154
[11:11:31] 1.850 | 26154 | 32952 | 73 | 29154
[11:11:31] 1.900 | 31857 | 32665 | 91 | 29153
[11:11:31] 1.950 | 30322 | 32944 | 71 | 29157
[11:11:31] 2.000 | 29348 | 33032 | 85 | 29182
[11:11:31] 2.050 | 38190 | 35806 | 89 | 29205
[11:11:31] 2.100 | 30743 | 32191 | 71 | 29211
[11:11:31] 2.150 | 31962 | 30080 | 71 | 29211
[11:11:31] 2.200 | 31960 | 31132 | 83 | 29234
[11:11:31] 2.250 | 33525 | 31166 | 73 | 29238
[11:11:31] 2.300 | 31296 | 37928 | 71 | 29269
[11:11:31] 2.350 | 29693 | 34957 | 74 | 29257
[11:11:31] 2.400 | 30931 | 33821 | 78 | 29226
[11:11:32] 2.450 | 33900 | 38137 | 75 | 29200
[11:11:32] 2.500 | 31955 | 35755 | 60 | 29191
[11:11:32] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:11:32] 2.550 | 32628 | 32407 | 84 | 29225
[11:11:32] 0.050 | 31927 | 32277 | 69 | 29213
[11:11:32] 0.100 | 34369 | 31686 | 78 | 29195
[11:11:32] 0.150 | 32352 | 36183 | 96 | 29178
[11:11:32] 0.200 | 30429 | 32517 | 67 | 29136
[11:11:32] 0.250 | 34405 | 33598 | 55 | 29147
[11:11:32] 0.300 | 33349 | 38814 | 83 | 29149
[11:11:32] 0.350 | 29328 | 32602 | 83 | 29163
[11:11:32] 0.400 | 35833 | 30668 | 83 | 29192
[11:11:32] 0.450 | 34606 | 33060 | 80 | 29166
[11:11:32] 0.500 | 30607 | 33141 | 79 | 29168
[11:11:32] 0.550 | 33755 | 35601 | 66 | 29126
[11:11:32] 0.600 | 33942 | 33091 | 87 | 29127
