Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
26.23,17.622,-1.011,1021,1023,1023
26.34,18.633,1.011,1021,1023,1023
26.45,17.622,-1.011,1020,1023,1023
26.67,18.633,1.011,1021,1023,1023
26.78,17.622,-1.011,1021,1023,1023
26.89,16.611,-1.011,1021,1023,1023
27.01,18.633,2.021,1021,1023,1023
27.22,17.622,-1.011,1021,1023,1023
27.34,18.633,1.011,1023,1022,1023
27.55,17.622,-1.011,1023,1023,1023
27.67,18.633,1.011,1023,1023,1023
27.78,16.611,-2.021,1022,1023,1023
27.89,17.622,1.011,1023,1023,1023
28.00,16.611,-1.011,1023,1023,1023
28.12,17.622,1.011,1022,1023,1023
28.43,18.633,1.011,1023,1023,1023
28.65,17.622,-1.011,1023,1023,1023
28.76,18.633,1.011,1023,1023,1023
28.87,17.622,-1.011,1023,1022,1023
29.29,18.633,1.011,1023,1023,1023
30.01,19.644,1.011,473,1023,1023
30.12,18.633,-1.011,457,1023,1023
30.24,19.644,1.011,450,1023,1023
30.45,18.633,-1.011,438,1023,1023
30.77,20.654,2.021,427,1023,1023
30.98,19.644,-1.011,411,1023,1022
31.09,21.665,2.021,406,1023,1022
31.20,22.676,1.011,400,1023,1023
31.31,20.654,-2.021,398,1022,1023
31.43,21.665,1.011,395,1023,1023
31.64,23.687,2.021,383,1023,1023
31.85,25.708,2.021,377,1023,1023
31.97,24.697,-1.011,373,1023,1023
32.28,25.708,1.011,358,1022,1023
32.39,26.719,1.011,354,1023,1023
32.61,27.729,1.011,344,1023,1022
32.72,28.740,1.011,341,1022,1023
32.83,29.751,1.011,339,1022,1023
33.04,28.740,-1.011,335,1023,1023
33.16,29.751,1.011,333,1023,1023
33.27,30.762,1.011,331,1023,1023
33.48,31.772,1.011,328,1023,1023
33.69,32.783,1.011,322,1023,1023
33.81,33.794,1.011,320,1023,1023
34.02,34.805,1.011,318,1023,1023
34.13,35.815,1.011,316,1023,1023
34.45,36.826,1.011,310,1023,1023
34.56,38.848,2.021,309,1023,1022
34.77,37.837,-1.011,305,1023,1023
34.88,38.848,1.011,303,1023,1023
35.10,37.837,-1.011,299,1022,1023
35.21,38.848,1.011,299,1023,1023
35.42,39.858,1.011,295,1023,1023
35.63,38.848,-1.011,296,1023,1023
35.85,40.869,2.021,294,1023,1023
36.47,39.858,-1.011,293,1023,1023
36.68,40.869,1.011,289,1022,1023
36.79,39.858,-1.011,289,1022,1023
36.90,38.848,-1.011,295,1023,1023
37.02,33.794,-5.054,317,1023,1023
37.13,31.772,-2.021,326,1023,1023
37.24,29.751,-2.021,326,1023,1023
37.36,28.740,-1.011,329,1023,1022
37.47,27.729,-1.011,331,1023,1023
37.79,26.719,-1.011,343,1022,1023
37.90,24.697,-2.021,352,1023,1023
38.01,23.687,-1.011,357,1023,1023
38.12,22.676,-1.011,364,1022,1023
38.44,21.665,-1.011,366,1023,1023
38.65,20.654,-1.011,379,1023,1023
38.77,21.665,1.011,385,1022,1023
38.98,19.644,-2.021,409,1023,1023
39.09,20.654,1.011,416,1022,1023
39.20,19.644,-1.011,427,1023,1023
39.42,18.633,-1.011,474,1023,1023
39.53,19.644,1.011,508,1023,1023
39.64,18.633,-1.011,548,1022,1023
40.26,19.644,1.011,1020,1023,1023
40.38,18.633,-1.011,1021,1023,1023
40.59,17.622,-1.011,1020,1023,1023
40.71,18.633,1.011,1022,1023,1023
40.82,17.622,-1.011,1022,1023,1023
41.03,18.633,1.011,1023,1023,1023
41.25,17.622,-1.011,1022,1023,1023
41.36,18.633,1.011,1023,1023,1023
41.68,17.622,-1.011,1023,1023,1023
41.89,18.633,1.011,1023,1023,1023
42.00,17.622,-1.011,1022,1023,1022
42.52,18.633,1.011,1023,1023,1023
42.74,16.611,-2.021,1022,1023,1023
42.85,17.622,1.011,1022,1023,1023
43.06,18.633,1.011,1023,1023,1023
43.28,17.622,-1.011,1022,1022,1023
43.39,18.633,1.011,1023,1022,1023
43.51,17.622,-1.011,1022,1023,1023
43.62,18.633,1.011,1023,1023,1023
44.14,17.622,-1.011,1023,1023,1023
44.25,18.633,1.011,1023,1023,1023
44.36,17.622,-1.011,1022,1023,1023
44.48,18.633,1.011,1023,1023,1023
44.59,17.622,-1.011,1023,1023,1023
44.70,18.633,1.011,1022,1023,1023
44.82,17.622,-1.011,1023,1023,1023
45.13,18.633,1.011,1023,1023,1023
45.25,17.622,-1.011,1022,1023,1023
45.36,18.633,1.011,1022,1023,1023
45.68,19.644,1.011,1023,1023,1023
45.99,20.654,1.011,875,1023,1023
46.31,22.676,2.021,891,1022,1023
46.42,21.665,-1.011,856,1023,1023
46.63,23.687,2.021,720,1023,1023
46.74,24.697,1.011,654,1022,1023
46.96,26.719,2.021,608,1023,1023
47.07,27.729,1.011,593,1022,1023
47.28,29.751,2.021,560,1022,1022
47.60,31.772,2.021,527,1023,1023
47.81,32.783,1.011,508,1023,1023
48.22,34.805,2.021,474,1023,1023
48.54,35.815,1.011,472,1023,1023
48.75,34.805,-1.011,466,1023,1023
48.87,36.826,2.021,459,1023,1023
49.08,37.837,1.011,445,1023,1022
49.29,36.826,-1.011,446,1022,1023
49.40,37.837,1.011,440,1023,1023
49.62,38.848,1.011,416,1023,1023
49.73,37.837,-1.011,416,1022,1023
49.84,38.848,1.011,410,1023,1023
49.95,39.858,1.011,404,1023,1023
50.06,38.848,-1.011,398,1023,1023
50.18,39.858,1.011,394,1023,1023
50.29,40.869,1.011,392,1023,1022
50.40,39.858,-1.011,390,1023,1023
50.51,41.880,2.021,385,1022,1023
50.63,40.869,-1.011,385,1022,1023
50.74,41.880,1.011,379,1023,1023
50.85,42.891,1.011,371,1022,1023
50.96,41.880,-1.011,366,1023,1023
51.18,42.891,1.011,362,1023,1023
51.39,40.869,-2.021,379,1023,1023
51.50,36.826,-4.043,464,1022,1023
51.62,32.783,-4.043,483,1023,1023
51.73,30.762,-2.021,515,1023,1023
51.84,29.751,-1.011,540,1023,1023
51.95,27.729,-2.021,548,1023,1023
52.07,26.719,-1.011,556,1023,1023
52.18,25.708,-1.011,593,1023,1023
52.40,24.697,-1.011,615,1023,1022
52.51,23.687,-1.011,649,1023,1022
52.62,22.676,-1.011,688,1023,1023
52.83,21.665,-1.011,850,1022,1023
52.95,20.654,-1.011,882,1023,1023
53.36,19.644,-1.011,865,1023,1023
53.78,18.633,-1.011,1023,1023,1023
54.60,17.622,-1.011,1023,1023,1023
54.72,18.633,1.011,1023,1022,1023
55.44,17.622,-1.011,1023,1023,1023
55.65,18.633,1.011,1023,1023,1023
55.87,19.644,1.011,1023,1023,1023
55.98,17.622,-2.021,1022,1023,1023
56.09,18.633,1.011,1023,1023,1023
56.21,17.622,-1.011,1023,1023,1023
56.32,18.633,1.011,1023,1023,1023
56.43,17.622,-1.011,1023,1023,1023
56.55,18.633,1.011,1022,1023,1023
56.76,17.622,-1.011,1023,1023,1023
57.08,18.633,1.011,1022,1023,1023
57.19,17.622,-1.011,1023,1022,1023
57.61,18.633,1.011,1023,1023,1023
57.72,17.622,-1.011,1023,1022,1023
58.04,16.611,-1.011,1022,1023,1023
58.15,18.633,2.021,1023,1023,1023
58.26,17.622,-1.011,1023,1023,1023
58.38,18.633,1.011,1022,1023,1023
58.49,17.622,-1.011,1023,1023,1023
58.60,18.633,1.011,1022,1023,1023
58.82,17.622,-1.011,1023,1023,1023
58.93,18.633,1.011,1023,1022,1022
59.25,17.622,-1.011,1023,1023,1023
59.56,18.633,1.011,1023,1023,1023
59.68,17.622,-1.011,1022,1023,1023
59.79,18.633,1.011,1023,1023,1023
60.01,17.622,-1.011,1022,1023,1023
60.12,18.633,1.011,1022,1023,1023
60.23,17.622,-1.011,1023,1023,1023
60.65,16.611,-1.011,1022,1023,1023
60.76,18.633,2.021,1022,1023,1023
61.08,17.622,-1.011,1022,1023,1023
