timestamped_line
[11:52:14] ▶ Starting baseline phase for 2.5 seconds...
[11:52:14] t (s) | A | B | C | D
[11:52:14] 0.050 | 32771 | 34898 | 70 | 22031
[11:52:14] 0.100 | 30142 | 28564 | 87 | 22035
[11:52:14] 0.150 | 32639 | 31395 | 105 | 22056
[11:52:14] 0.200 | 32589 | 34150 | 72 | 22033
[11:52:14] 0.250 | 34697 | 30586 | 83 | 22029
[11:52:14] 0.300 | 32794 | 33588 | 88 | 22050
[11:52:14] 0.350 | 32548 | 33526 | 85 | 22047
[11:52:14] 0.400 | 35371 | 34675 | 74 | 22028
[11:52:14] 0.450 | 25642 | 30678 | 84 | 22039
[11:52:14] 0.500 | 30733 | 32143 | 71 | 22030
[11:52:14] 0.550 | 32361 | 30857 | 82 | 22030
[11:52:14] 0.600 | 33521 | 27193 | 69 | 22033
[11:52:14] 0.650 | 29216 | 31168 | 69 | 22033
[11:52:14] 0.700 | 33462 | 34306 | 72 | 22038
[11:52:14] 0.750 | 27041 | 25424 | 58 | 22038
[11:52:14] 0.800 | 29567 | 30053 | 84 | 22050
[11:52:14] 0.850 | 28163 | 33193 | 72 | 22041
[11:52:14] 0.900 | 31652 | 33533 | 71 | 22038
[11:52:14] 0.950 | 32461 | 30769 | 77 | 22037
[11:52:15] 1.000 | 31950 | 37189 | 80 | 22042
[11:52:15] 1.050 | 36501 | 39798 | 66 | 22036
[11:52:15] 1.100 | 35542 | 34652 | 85 | 22040
[11:52:15] 1.150 | 30479 | 38393 | 70 | 22024
[11:52:15] 1.200 | 26465 | 27747 | 64 | 22017
[11:52:15] 1.250 | 26563 | 35752 | 64 | 22018
[11:52:15] 1.300 | 28546 | 33538 | 68 | 22032
[11:52:15] 1.350 | 27667 | 32676 | 66 | 22026
[11:52:15] 1.400 | 31282 | 33793 | 87 | 22040
[11:52:15] 1.450 | 32045 | 32133 | 64 | 22024
[11:52:15] 1.500 | 32160 | 32143 | 81 | 22036
[11:52:15] 1.550 | 30772 | 33296 | 77 | 22028
[11:52:15] 1.600 | 30357 | 31921 | 79 | 22030
[11:52:15] 1.650 | 31793 | 33154 | 70 | 22029
[11:52:15] 1.700 | 32784 | 28818 | 77 | 22025
[11:52:15] 1.750 | 26480 | 31130 | 67 | 22019
[11:52:15] 1.800 | 28419 | 35108 | 82 | 22047
[11:52:15] 1.850 | 35684 | 34722 | 69 | 22036
[11:52:15] 1.900 | 34187 | 32233 | 79 | 22033
[11:52:15] 1.950 | 30287 | 32851 | 86 | 22035
[11:52:16] 2.000 | 33945 | 31014 | 81 | 22041
[11:52:16] 2.050 | 31165 | 33933 | 83 | 22037
[11:52:16] 2.100 | 29076 | 32117 | 75 | 22046
[11:52:16] 2.150 | 31624 | 31943 | 91 | 22031
[11:52:16] 2.200 | 30865 | 33749 | 62 | 22035
[11:52:16] 2.250 | 29238 | 29458 | 75 | 22039
[11:52:16] 2.300 | 30948 | 30061 | 90 | 22030
[11:52:16] 2.350 | 30664 | 29180 | 65 | 22030
[11:52:16] 2.400 | 30479 | 29392 | 70 | 22023
[11:52:16] 2.450 | 31695 | 36045 | 72 | 22016
[11:52:16] 2.500 | 30824 | 29604 | 91 | 22033
[11:52:16] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:52:16] 2.550 | 31528 | 29719 | 63 | 22020
[11:52:16] 0.050 | 29176 | 32054 | 70 | 22019
[11:52:16] 0.100 | 29109 | 35923 | 72 | 22017
[11:52:16] 0.150 | 33684 | 34468 | 62 | 22024
[11:52:16] 0.200 | 37507 | 32258 | 76 | 22019
[11:52:16] 0.250 | 30968 | 35339 | 86 | 22039
[11:52:16] 0.300 | 35763 | 28191 | 76 | 22028
[11:52:16] 0.350 | 30674 | 36450 | 77 | 22038
[11:52:16] 0.400 | 29979 | 32012 | 82 | 22049
[11:52:17] 0.450 | 25029 | 33770 | 75 | 22029
[11:52:17] 0.500 | 31200 | 29827 | 65 | 22036
[11:52:17] 0.550 | 35516 | 30114 | 67 | 22061
[11:52:17] 0.600 | 34541 | 27650 | 68 | 22034
[11:52:17] 0.650 | 32597 | 32991 | 74 | 22028
[11:52:17] 0.700 | 31341 | 33165 | 78 | 22028
[11:52:17] 0.750 | 35797 | 27374 | 95 | 22029
[11:52:17] 0.800 | 30232 | 32023 | 83 | 22022
[11:52:17] 0.850 | 31629 | 33942 | 80 | 22021
[11:52:17] 0.900 | 27943 | 27866 | 83 | 22038
[11:52:17] 0.950 | 28216 | 30026 | 74 | 22013
[11:52:17] 1.000 | 31566 | 31091 | 84 | 22017
[11:52:17] 1.050 | 31867 | 37514 | 86 | 22030
[11:52:17] 1.100 | 27981 | 32938 | 93 | 22022
[11:52:17] 1.150 | 28888 | 37330 | 88 | 22035
[11:52:17] 1.200 | 40083 | 33210 | 61 | 22037
[11:52:17] 1.250 | 34800 | 28593 | 79 | 22023
[11:52:17] 1.300 | 31522 | 33829 | 77 | 22020
[11:52:17] 1.350 | 32598 | 33420 | 80 | 22012
[11:52:17] 1.400 | 32141 | 34591 | 71 | 22029
[11:52:18] 1.450 | 32457 | 35751 | 63 | 22032
[11:52:18] 1.500 | 31704 | 33432 | 74 | 22032
[11:52:18] 1.550 | 30302 | 37132 | 75 | 22025
[11:52:18] 1.600 | 30632 | 38644 | 91 | 22016
[11:52:18] 1.650 | 28986 | 35731 | 65 | 22023
[11:52:18] 1.700 | 32962 | 32551 | 81 | 22014
[11:52:18] 1.750 | 26759 | 32855 | 71 | 22036
[11:52:18] 1.800 | 27084 | 29416 | 88 | 22013
[11:52:18] 1.850 | 33543 | 26877 | 82 | 22016
[11:52:18] 1.900 | 29808 | 28654 | 87 | 22022
