timestamped_line
[14:53:23] ▶ Starting baseline phase for 2.5 seconds...
[14:53:23] t (s) | A | B | C | D
[14:53:23] 0.051 | 34411 | 45947 | 40 | 22685
[14:53:23] 0.101 | 33667 | 36752 | 33 | 22611
[14:53:23] 0.151 | 34277 | 43714 | 41 | 22580
[14:53:23] 0.201 | 38538 | 37433 | 36 | 22598
[14:53:24] 0.251 | 35322 | 36796 | 35 | 22588
[14:53:24] 0.301 | 33132 | 35658 | 42 | 22553
[14:53:24] 0.351 | 36165 | 40936 | 45 | 22588
[14:53:24] 0.401 | 36139 | 35352 | 44 | 22591
[14:53:24] 0.451 | 33525 | 39508 | 38 | 22621
[14:53:24] 0.501 | 33529 | 37046 | 38 | 22564
[14:53:24] 0.551 | 35095 | 36584 | 32 | 22590
[14:53:24] 0.601 | 33343 | 39910 | 37 | 22606
[14:53:24] 0.651 | 38576 | 38920 | 37 | 22623
[14:53:24] 0.701 | 42913 | 36783 | 37 | 22636
[14:53:24] 0.751 | 41030 | 45073 | 44 | 22620
[14:53:24] 0.801 | 37602 | 39533 | 47 | 22813
[14:53:24] 0.851 | 39605 | 37397 | 41 | 22843
[14:53:24] 0.901 | 41899 | 35903 | 41 | 22833
[14:53:24] 0.951 | 39562 | 39569 | 40 | 22773
[14:53:24] 1.001 | 34254 | 41569 | 49 | 22694
[14:53:24] 1.051 | 35818 | 37479 | 37 | 22698
[14:53:24] 1.101 | 35725 | 37324 | 36 | 22716
[14:53:24] 1.151 | 33348 | 33131 | 37 | 22806
[14:53:24] 1.201 | 37351 | 41654 | 38 | 22796
[14:53:25] 1.251 | 39450 | 39870 | 40 | 22824
[14:53:25] 1.301 | 32614 | 36346 | 39 | 22791
[14:53:25] 1.351 | 36779 | 36266 | 43 | 22818
[14:53:25] 1.401 | 33847 | 35493 | 41 | 22813
[14:53:25] 1.451 | 32972 | 36425 | 36 | 22799
[14:53:25] 1.501 | 35471 | 33783 | 33 | 22726
[14:53:25] 1.551 | 33285 | 40993 | 41 | 22703
[14:53:25] 1.601 | 37525 | 39213 | 41 | 22698
[14:53:25] 1.651 | 34389 | 37510 | 37 | 22753
[14:53:25] 1.701 | 34671 | 43772 | 46 | 22940
[14:53:25] 1.751 | 41890 | 43911 | 38 | 22843
[14:53:25] 1.801 | 35192 | 43435 | 41 | 22826
[14:53:25] 1.851 | 36309 | 37981 | 37 | 22892
[14:53:25] 1.901 | 33262 | 38963 | 43 | 22975
[14:53:25] 1.951 | 35508 | 42424 | 42 | 22952
[14:53:25] 2.001 | 33197 | 37125 | 34 | 22949
[14:53:25] 2.051 | 35190 | 36733 | 37 | 22957
[14:53:25] 2.101 | 36979 | 39099 | 37 | 22916
[14:53:25] 2.151 | 36264 | 39774 | 34 | 22887
[14:53:25] 2.201 | 33025 | 34689 | 33 | 22984
[14:53:26] 2.251 | 34824 | 37269 | 37 | 22947
[14:53:26] 2.301 | 37197 | 37971 | 52 | 22965
[14:53:26] 2.351 | 38716 | 35951 | 32 | 22984
[14:53:26] 2.401 | 37959 | 37308 | 36 | 22987
[14:53:26] 2.451 | 33134 | 37065 | 39 | 22969
[14:53:26] ✅ Baseline complete. Starting main recording for 10 seconds...
[14:53:26] 2.501 | 38783 | 42616 | 39 | 22936
[14:53:26] 0.050 | 34645 | 37525 | 40 | 23017
[14:53:26] 0.100 | 30645 | 36003 | 40 | 23053
[14:53:26] 0.150 | 33915 | 40105 | 36 | 23086
[14:53:26] 0.200 | 36054 | 37742 | 36 | 23075
[14:53:26] 0.250 | 36526 | 40469 | 40 | 23073
[14:53:26] 0.300 | 39818 | 37867 | 38 | 23143
[14:53:26] 0.350 | 35514 | 34576 | 41 | 23152
[14:53:26] 0.400 | 36397 | 36277 | 46 | 23169
[14:53:26] 0.450 | 31827 | 37365 | 28 | 23156
[14:53:26] 0.500 | 38347 | 35781 | 40 | 23194
[14:53:26] 0.550 | 37228 | 39118 | 37 | 23201
[14:53:26] 0.600 | 35324 | 42694 | 45 | 23185
[14:53:26] 0.650 | 37432 | 43346 | 36 | 23224
[14:53:26] 0.700 | 36059 | 39222 | 41 | 23196
[14:53:27] 0.750 | 39806 | 43995 | 49 | 23099
[14:53:27] 0.800 | 38950 | 42261 | 38 | 23102
[14:53:27] 0.850 | 38870 | 40748 | 38 | 23077
[14:53:27] 0.900 | 32299 | 41113 | 36 | 23102
[14:53:27] 0.950 | 38300 | 35086 | 37 | 23044
