timestamped_line
[18:46:23] ▶ Starting baseline phase for 2.5 seconds...
[18:46:23] t (s) | A | B | C | D
[18:46:24] 0.050 | 58 | 48821 | 50986 | 47498
[18:46:24] 0.100 | 57 | 48831 | 50980 | 47496
[18:46:24] 0.150 | 51 | 48819 | 50981 | 47498
[18:46:24] 0.200 | 67 | 48824 | 50976 | 47494
[18:46:24] 0.250 | 68 | 48817 | 50987 | 47504
[18:46:24] 0.300 | 73 | 48839 | 50977 | 47515
[18:46:24] 0.350 | 73 | 48824 | 50989 | 47510
[18:46:24] 0.400 | 66 | 48822 | 50988 | 47510
[18:46:24] 0.450 | 68 | 48822 | 50999 | 47508
[18:46:24] 0.500 | 63 | 48817 | 51001 | 47508
[18:46:24] 0.550 | 76 | 48825 | 50989 | 47514
[18:46:24] 0.600 | 53 | 48828 | 50997 | 47504
[18:46:24] 0.650 | 63 | 48823 | 51002 | 47514
[18:46:24] 0.700 | 71 | 48830 | 50999 | 47495
[18:46:24] 0.750 | 81 | 48827 | 51002 | 47504
[18:46:24] 0.800 | 79 | 48811 | 50993 | 47521
[18:46:24] 0.850 | 66 | 48835 | 51000 | 47512
[18:46:24] 0.900 | 55 | 48829 | 50995 | 47511
[18:46:24] 0.950 | 63 | 48825 | 51010 | 47513
[18:46:24] 1.000 | 58 | 48820 | 50998 | 47521
[18:46:25] 1.050 | 65 | 48818 | 51003 | 47507
[18:46:25] 1.100 | 61 | 48836 | 51004 | 47522
[18:46:25] 1.150 | 77 | 48817 | 51005 | 47527
[18:46:25] 1.200 | 81 | 48835 | 51013 | 47517
[18:46:25] 1.250 | 62 | 48829 | 51001 | 47520
[18:46:25] 1.300 | 82 | 48826 | 51014 | 47501
[18:46:25] 1.350 | 78 | 48829 | 51016 | 47494
[18:46:25] 1.400 | 75 | 48811 | 51007 | 47500
[18:46:25] 1.450 | 84 | 48822 | 50996 | 47508
[18:46:25] 1.500 | 58 | 48811 | 51008 | 47502
[18:46:25] 1.550 | 67 | 48827 | 51015 | 47508
[18:46:25] 1.600 | 61 | 48821 | 51006 | 47504
[18:46:25] 1.650 | 70 | 48817 | 51003 | 47509
[18:46:25] 1.700 | 72 | 48816 | 51004 | 47507
[18:46:25] 1.750 | 66 | 48819 | 50994 | 47519
[18:46:25] 1.800 | 76 | 48817 | 51007 | 47511
[18:46:25] 1.850 | 81 | 48809 | 50996 | 47508
[18:46:25] 1.900 | 71 | 48816 | 50993 | 47508
[18:46:25] 1.950 | 64 | 48809 | 51005 | 47504
[18:46:25] 2.000 | 75 | 48813 | 50997 | 47508
[18:46:26] 2.050 | 74 | 48815 | 50996 | 47516
[18:46:26] 2.100 | 67 | 48816 | 50995 | 47499
[18:46:26] 2.150 | 46 | 48808 | 50993 | 47517
[18:46:26] 2.200 | 68 | 48820 | 50990 | 47510
[18:46:26] 2.250 | 58 | 48799 | 50988 | 47511
[18:46:26] 2.300 | 72 | 48799 | 50988 | 47513
[18:46:26] 2.350 | 63 | 48784 | 50990 | 47513
[18:46:26] 2.400 | 71 | 48788 | 50993 | 47517
[18:46:26] 2.450 | 56 | 48787 | 50990 | 47516
[18:46:26] 2.500 | 65 | 48775 | 50991 | 47500
[18:46:26] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:46:26] 2.550 | 62 | 48794 | 50993 | 47526
[18:46:26] 0.050 | 73 | 48780 | 51001 | 47519
[18:46:26] 0.100 | 80 | 48786 | 51007 | 47528
[18:46:26] 0.150 | 73 | 48784 | 51008 | 47521
[18:46:26] 0.200 | 69 | 48797 | 50996 | 47526
[18:46:26] 0.250 | 65 | 48802 | 51015 | 47509
[18:46:26] 0.300 | 61 | 48817 | 51001 | 47526
[18:46:26] 0.350 | 69 | 48837 | 51006 | 47526
[18:46:26] 0.400 | 65 | 48822 | 51005 | 47523
[18:46:26] 0.450 | 64 | 48830 | 51012 | 47510
[18:46:27] 0.500 | 59 | 48828 | 51006 | 47513
[18:46:27] 0.550 | 56 | 48832 | 51009 | 47520
[18:46:27] 0.600 | 62 | 48830 | 51014 | 47513
[18:46:27] 0.650 | 70 | 48816 | 51010 | 47524
[18:46:27] 0.700 | 59 | 48830 | 51020 | 47524
[18:46:27] 0.750 | 78 | 48816 | 51025 | 47525
[18:46:27] 0.800 | 64 | 48818 | 51020 | 47521
[18:46:27] 0.850 | 60 | 48816 | 51026 | 47524
[18:46:27] 0.900 | 62 | 48815 | 51029 | 47530
[18:46:27] 0.950 | 67 | 48805 | 51025 | 47523
[18:46:27] 1.000 | 65 | 48793 | 51016 | 47523
[18:46:27] 1.050 | 62 | 48802 | 51032 | 47532
[18:46:27] 1.100 | 60 | 48795 | 51018 | 47526
[18:46:27] 1.150 | 75 | 48792 | 51020 | 47536
[18:46:27] 1.200 | 66 | 48798 | 51022 | 47527
[18:46:27] 1.250 | 64 | 48805 | 51022 | 47532
[18:46:27] 1.300 | 50 | 48810 | 51027 | 47535
[18:46:27] 1.350 | 71 | 48800 | 51017 | 47528
[18:46:27] 1.400 | 60 | 48792 | 51026 | 47529
[18:46:27] 1.450 | 57 | 48795 | 51018 | 47526
[18:46:28] 1.500 | 66 | 48794 | 51015 | 47527
[18:46:28] 1.550 | 54 | 48803 | 51013 | 47526
[18:46:28] 1.600 | 51 | 48788 | 51023 | 47525
[18:46:28] 1.650 | 56 | 48800 | 51013 | 47519
[18:46:28] 1.700 | 61 | 48800 | 51013 | 47508
[18:46:28] 1.750 | 54 | 48802 | 51011 | 47526
[18:46:28] 1.800 | 58 | 48802 | 51000 | 47524
[18:46:28] 1.850 | 51 | 48809 | 51007 | 47513
[18:46:28] 1.900 | 57 | 48808 | 50995 | 47528
[18:46:28] 1.950 | 61 | 48802 | 51001 | 47525
[18:46:28] 2.000 | 69 | 48804 | 51006 | 47514
[18:46:28] 2.050 | 54 | 48804 | 51009 | 47528
[18:46:28] 2.100 | 55 | 48792 | 51009 | 47531
[18:46:28] 2.150 | 47 | 48797 | 51014 | 47530
[18:46:28] 2.200 | 58 | 48796 | 51017 | 47525
[18:46:28] 2.250 | 76 | 48789 | 51021 | 47533
[18:46:28] 2.300 | 75 | 48800 | 51015 | 47522
[18:46:28] 2.350 | 63 | 48799 | 51017 | 47529
[18:46:28] 2.400 | 68 | 48797 | 51021 | 47536
[18:46:28] 2.450 | 59 | 48801 | 51029 | 47535
[18:46:29] 2.500 | 75 | 48810 | 51025 | 47533
[18:46:29] 2.550 | 57 | 48808 | 51034 | 47525
[18:46:29] 2.600 | 67 | 48806 | 51032 | 47540
[18:46:29] 2.650 | 58 | 48796 | 51034 | 47531
[18:46:29] 2.700 | 68 | 48795 | 51045 | 47532
[18:46:29] 2.750 | 62 | 48795 | 51028 | 47530
[18:46:29] 2.800 | 54 | 48798 | 51029 | 47532
[18:46:29] 2.850 | 52 | 48789 | 51040 | 47533
[18:46:29] 2.900 | 51 | 48788 | 51039 | 47534
[18:46:29] 2.950 | 63 | 48789 | 51036 | 47532
[18:46:29] 3.000 | 55 | 48795 | 51051 | 47530
[18:46:29] 3.050 | 52 | 48799 | 51046 | 47540
[18:46:29] 3.100 | 58 | 48793 | 51041 | 47531
[18:46:29] 3.150 | 43 | 48785 | 51039 | 47536
[18:46:29] 3.200 | 64 | 48791 | 51038 | 47532
[18:46:29] 3.250 | 55 | 48781 | 51034 | 47541
[18:46:29] 3.300 | 65 | 48781 | 51043 | 47529
[18:46:29] 3.350 | 56 | 48789 | 51036 | 47533
[18:46:29] 3.400 | 52 | 48787 | 51044 | 47530
[18:46:29] 3.450 | 63 | 48787 | 51026 | 47535
[18:46:30] 3.500 | 50 | 48791 | 51055 | 47542
[18:46:30] 3.550 | 59 | 48792 | 51040 | 47539
[18:46:30] 3.600 | 57 | 48771 | 51054 | 47549
[18:46:30] 3.650 | 63 | 48799 | 51056 | 47537
[18:46:30] 3.700 | 60 | 48784 | 51049 | 47534
[18:46:30] 3.750 | 55 | 48782 | 51048 | 47539
[18:46:30] 3.800 | 48 | 48786 | 51054 | 47527
[18:46:30] 3.850 | 64 | 48782 | 51059 | 47543
[18:46:30] 3.900 | 64 | 48781 | 51048 | 47546
[18:46:30] 3.950 | 57 | 48783 | 51047 | 47550
[18:46:30] 4.000 | 54 | 48780 | 51056 | 47540
[18:46:30] 4.050 | 61 | 48791 | 51054 | 47545
[18:46:30] 4.100 | 67 | 48783 | 51045 | 47543
[18:46:30] 4.150 | 42 | 48774 | 51048 | 47543
[18:46:30] 4.200 | 45 | 48775 | 51057 | 47550
[18:46:30] 4.250 | 56 | 48769 | 51059 | 47542
[18:46:30] 4.300 | 72 | 48771 | 51058 | 47552
[18:46:30] 4.350 | 52 | 48776 | 51054 | 47545
[18:46:30] 4.400 | 53 | 48766 | 51048 | 47539
[18:46:30] 4.450 | 54 | 48764 | 51058 | 47548
[18:46:31] 4.500 | 61 | 48772 | 51059 | 47547
[18:46:31] 4.550 | 48 | 48763 | 51047 | 47554
[18:46:31] 4.600 | 52 | 48768 | 51060 | 47555
[18:46:31] 4.650 | 44 | 48764 | 51058 | 47559
[18:46:31] 4.700 | 63 | 48755 | 51064 | 47547
[18:46:31] 4.750 | 63 | 48762 | 51064 | 47549
[18:46:31] 4.800 | 43 | 48761 | 51063 | 47556
[18:46:31] 4.850 | 55 | 48767 | 51061 | 47564
[18:46:31] 4.900 | 60 | 48766 | 51054 | 47559
[18:46:31] 4.950 | 44 | 48768 | 51060 | 47560
