timestamped_line
[11:21:45] ▶ Starting baseline phase for 2.5 seconds...
[11:21:45] t (s) | A | B | C | D
[11:21:45] 0.050 | 29714 | 36966 | 96 | 21122
[11:21:45] 0.100 | 27095 | 34292 | 67 | 21136
[11:21:45] 0.150 | 31351 | 33854 | 75 | 21129
[11:21:45] 0.200 | 30234 | 34438 | 70 | 21132
[11:21:45] 0.250 | 30376 | 33829 | 87 | 21122
[11:21:45] 0.300 | 31704 | 33041 | 74 | 21124
[11:21:45] 0.350 | 30968 | 31251 | 85 | 21127
[11:21:46] 0.400 | 32301 | 29797 | 76 | 21127
[11:21:46] 0.450 | 35052 | 29317 | 69 | 21134
[11:21:46] 0.500 | 29460 | 30256 | 75 | 21134
[11:21:46] 0.550 | 32011 | 31972 | 78 | 21131
[11:21:46] 0.600 | 29085 | 33375 | 79 | 21136
[11:21:46] 0.650 | 29635 | 30842 | 86 | 21117
[11:21:46] 0.700 | 32449 | 28222 | 90 | 21118
[11:21:46] 0.750 | 30822 | 36216 | 76 | 21164
[11:21:46] 0.800 | 29126 | 30494 | 68 | 21149
[11:21:46] 0.850 | 33651 | 31950 | 62 | 21170
[11:21:46] 0.900 | 32188 | 33449 | 81 | 21157
[11:21:46] 0.950 | 31258 | 29884 | 76 | 21162
[11:21:46] 1.000 | 30765 | 32774 | 67 | 21177
[11:21:46] 1.050 | 27653 | 33396 | 95 | 21150
[11:21:46] 1.100 | 29627 | 29872 | 80 | 21158
[11:21:46] 1.150 | 29987 | 29418 | 80 | 21166
[11:21:46] 1.200 | 34234 | 31193 | 67 | 21167
[11:21:46] 1.250 | 34305 | 28641 | 69 | 21157
[11:21:46] 1.300 | 31896 | 28960 | 91 | 21168
[11:21:46] 1.350 | 32413 | 33191 | 52 | 21152
[11:21:47] 1.400 | 28780 | 31187 | 55 | 21182
[11:21:47] 1.450 | 34453 | 35065 | 75 | 21173
[11:21:47] 1.500 | 32899 | 28729 | 85 | 21187
[11:21:47] 1.550 | 28482 | 30510 | 89 | 21177
[11:21:47] 1.600 | 32819 | 24103 | 72 | 21182
[11:21:47] 1.650 | 28096 | 31643 | 84 | 21205
[11:21:47] 1.700 | 34092 | 35477 | 74 | 21157
[11:21:47] 1.750 | 30263 | 30114 | 87 | 21159
[11:21:47] 1.800 | 34585 | 31328 | 71 | 21128
[11:21:47] 1.850 | 29608 | 30902 | 71 | 21181
[11:21:47] 1.900 | 31776 | 31205 | 64 | 21186
[11:21:47] 1.950 | 28541 | 32093 | 87 | 21195
[11:21:47] 2.000 | 35989 | 29943 | 79 | 21171
[11:21:47] 2.050 | 31188 | 31486 | 68 | 21161
[11:21:47] 2.100 | 29554 | 32320 | 88 | 21158
[11:21:47] 2.150 | 30126 | 32520 | 73 | 21171
[11:21:47] 2.200 | 35310 | 33888 | 78 | 21155
[11:21:47] 2.250 | 31435 | 33174 | 75 | 21148
[11:21:47] 2.300 | 33833 | 36260 | 60 | 21186
[11:21:47] 2.350 | 34151 | 33088 | 75 | 21190
[11:21:48] 2.400 | 33310 | 33156 | 61 | 21184
[11:21:48] 2.450 | 32877 | 30172 | 102 | 21174
[11:21:48] 2.500 | 34853 | 27430 | 61 | 21172
[11:21:48] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:21:48] 2.550 | 37545 | 29716 | 74 | 21167
[11:21:48] 0.050 | 33621 | 32816 | 69 | 21153
[11:21:48] 0.100 | 31096 | 37645 | 77 | 21135
