timestamped_line
[18:16:24] ▶ Starting baseline phase for 2.5 seconds...
[18:16:24] t (s) | A | B | C | D
[18:16:24] 0.050 | 30 | 21420 | 65 | 46
[18:16:24] 0.100 | 43 | 21654 | 55 | 63
[18:16:24] 0.150 | 41 | 21755 | 59 | 50
[18:16:24] 0.200 | 28 | 21803 | 57 | 50
[18:16:24] 0.250 | 34 | 22083 | 60 | 64
[18:16:24] 0.300 | 27 | 22216 | 66 | 57
[18:16:24] 0.350 | 37 | 22326 | 59 | 63
[18:16:24] 0.400 | 37 | 22295 | 63 | 59
[18:16:24] 0.450 | 27 | 22367 | 48 | 54
[18:16:24] 0.500 | 32 | 22470 | 53 | 44
[18:16:24] 0.550 | 34 | 22203 | 49 | 54
[18:16:24] 0.600 | 25 | 22391 | 56 | 43
[18:16:24] 0.650 | 31 | 22369 | 60 | 68
[18:16:24] 0.700 | 35 | 22250 | 47 | 64
[18:16:25] 0.750 | 42 | 22438 | 59 | 58
[18:16:25] 0.800 | 39 | 22439 | 62 | 64
[18:16:25] 0.850 | 28 | 22550 | 55 | 54
[18:16:25] 0.900 | 46 | 22520 | 66 | 48
[18:16:25] 0.950 | 40 | 22553 | 60 | 49
[18:16:25] 1.000 | 40 | 22650 | 60 | 59
[18:16:25] 1.050 | 37 | 22795 | 52 | 54
[18:16:25] 1.100 | 19 | 22647 | 61 | 45
[18:16:25] 1.150 | 39 | 22504 | 62 | 45
[18:16:25] 1.200 | 36 | 22698 | 54 | 62
[18:16:25] 1.250 | 45 | 22686 | 51 | 60
[18:16:25] 1.300 | 34 | 22759 | 61 | 52
[18:16:25] 1.350 | 32 | 22409 | 55 | 48
[18:16:25] 1.400 | 36 | 22565 | 52 | 39
[18:16:25] 1.450 | 28 | 22640 | 55 | 58
[18:16:25] 1.500 | 36 | 22889 | 50 | 50
[18:16:25] 1.550 | 30 | 22928 | 67 | 75
[18:16:25] 1.600 | 40 | 22848 | 58 | 64
[18:16:25] 1.650 | 40 | 22962 | 71 | 68
[18:16:25] 1.700 | 37 | 23055 | 54 | 56
[18:16:26] 1.750 | 22 | 23101 | 56 | 42
[18:16:26] 1.800 | 36 | 22501 | 57 | 54
[18:16:26] 1.850 | 31 | 21886 | 61 | 53
[18:16:26] 1.900 | 27 | 22393 | 64 | 52
[18:16:26] 1.950 | 30 | 22875 | 51 | 54
[18:16:26] 2.000 | 44 | 22778 | 50 | 60
[18:16:26] 2.050 | 43 | 22153 | 57 | 71
[18:16:26] 2.100 | 36 | 21712 | 58 | 66
[18:16:26] 2.150 | 23 | 22260 | 62 | 50
[18:16:26] 2.200 | 35 | 22798 | 51 | 52
[18:16:26] 2.250 | 42 | 22829 | 60 | 59
[18:16:26] 2.300 | 27 | 22845 | 51 | 53
[18:16:26] 2.350 | 28 | 22806 | 43 | 38
[18:16:26] 2.400 | 34 | 22877 | 52 | 56
[18:16:26] 2.450 | 39 | 22927 | 46 | 61
[18:16:26] 2.500 | 32 | 22884 | 63 | 68
[18:16:26] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:16:26] 2.550 | 33 | 22914 | 53 | 64
[18:16:26] 0.050 | 27 | 22969 | 62 | 56
[18:16:26] 0.100 | 42 | 22769 | 69 | 61
[18:16:26] 0.150 | 43 | 22940 | 60 | 55
[18:16:27] 0.200 | 32 | 23191 | 50 | 51
[18:16:27] 0.250 | 33 | 23173 | 52 | 59
[18:16:27] 0.300 | 32 | 23157 | 60 | 57
[18:16:27] 0.350 | 52 | 23225 | 49 | 48
[18:16:27] 0.400 | 42 | 23237 | 53 | 64
[18:16:27] 0.450 | 34 | 23276 | 68 | 60
[18:16:27] 0.500 | 35 | 23382 | 56 | 63
[18:16:27] 0.550 | 32 | 23332 | 60 | 55
[18:16:27] 0.600 | 39 | 22860 | 52 | 76
[18:16:27] 0.650 | 18 | 22458 | 59 | 63
[18:16:27] 0.700 | 44 | 22926 | 54 | 70
[18:16:27] 0.750 | 46 | 23097 | 45 | 58
[18:16:27] 0.800 | 53 | 23120 | 57 | 51
[18:16:27] 0.850 | 45 | 23157 | 53 | 63
[18:16:27] 0.900 | 31 | 23302 | 61 | 70
[18:16:27] 0.950 | 29 | 23430 | 65 | 72
[18:16:27] 1.000 | 35 | 23148 | 50 | 47
[18:16:27] 1.050 | 31 | 23176 | 66 | 49
[18:16:27] 1.100 | 44 | 23220 | 52 | 56
[18:16:27] 1.150 | 31 | 23218 | 55 | 58
[18:16:28] 1.200 | 35 | 23042 | 72 | 51
[18:16:28] 1.250 | 26 | 22239 | 61 | 74
[18:16:28] 1.300 | 37 | 22476 | 57 | 65
[18:16:28] 1.350 | 30 | 22926 | 51 | 60
[18:16:28] 1.400 | 29 | 23163 | 72 | 57
[18:16:28] 1.450 | 39 | 23285 | 65 | 67
[18:16:28] 1.500 | 28 | 23170 | 58 | 61
[18:16:28] 1.550 | 43 | 23283 | 55 | 51
[18:16:28] 1.600 | 35 | 23386 | 63 | 63
[18:16:28] 1.650 | 39 | 23379 | 72 | 52
[18:16:28] 1.700 | 29 | 23374 | 53 | 60
[18:16:28] 1.750 | 32 | 23476 | 54 | 48
[18:16:28] 1.800 | 47 | 23495 | 63 | 52
[18:16:28] 1.850 | 36 | 23506 | 52 | 69
[18:16:28] 1.900 | 39 | 23401 | 58 | 72
[18:16:28] 1.950 | 29 | 23499 | 51 | 51
[18:16:28] 2.000 | 32 | 22974 | 66 | 49
[18:16:28] 2.050 | 37 | 23009 | 57 | 53
[18:16:28] 2.100 | 31 | 23099 | 47 | 76
[18:16:28] 2.150 | 29 | 23216 | 60 | 66
[18:16:29] 2.200 | 34 | 23401 | 53 | 59
[18:16:29] 2.250 | 33 | 23297 | 67 | 55
[18:16:29] 2.300 | 43 | 23303 | 63 | 75
[18:16:29] 2.350 | 30 | 23358 | 50 | 53
[18:16:29] 2.400 | 43 | 23332 | 72 | 57
[18:16:29] 2.450 | 32 | 23311 | 61 | 60
[18:16:29] 2.500 | 33 | 23311 | 66 | 70
[18:16:29] 2.550 | 39 | 23398 | 61 | 81
[18:16:29] 2.600 | 36 | 23415 | 64 | 66
[18:16:29] 2.650 | 38 | 23514 | 67 | 61
[18:16:29] 2.700 | 39 | 23537 | 59 | 59
[18:16:29] 2.750 | 38 | 23499 | 58 | 66
[18:16:29] 2.800 | 29 | 23483 | 54 | 56
[18:16:29] 2.850 | 33 | 23568 | 54 | 61
[18:16:29] 2.900 | 29 | 23515 | 59 | 59
[18:16:29] 2.950 | 45 | 23501 | 53 | 56
[18:16:29] 3.000 | 23 | 23501 | 67 | 61
[18:16:29] 3.050 | 29 | 23538 | 51 | 61
[18:16:29] 3.100 | 34 | 23490 | 65 | 53
[18:16:29] 3.150 | 43 | 23387 | 70 | 56
[18:16:30] 3.200 | 37 | 23304 | 60 | 51
[18:16:30] 3.250 | 44 | 23685 | 63 | 50
[18:16:30] 3.300 | 29 | 23687 | 62 | 67
[18:16:30] 3.350 | 43 | 23803 | 54 | 44
[18:16:30] 3.400 | 39 | 23699 | 64 | 57
[18:16:30] 3.450 | 28 | 23601 | 66 | 70
[18:16:30] 3.500 | 35 | 23767 | 54 | 65
[18:16:30] 3.550 | 46 | 23749 | 52 | 62
[18:16:30] 3.600 | 33 | 23771 | 67 | 53
