timestamped_line
[18:15:43] ▶ Starting baseline phase for 2.5 seconds...
[18:15:43] t (s) | A | B | C | D
[18:15:44] 0.051 | 42 | 119 | 70 | 68
[18:15:44] 0.101 | 27 | 137 | 54 | 70
[18:15:44] 0.151 | 35 | 114 | 64 | 68
[18:15:44] 0.201 | 36 | 125 | 58 | 68
[18:15:44] 0.251 | 32 | 137 | 59 | 80
[18:15:44] 0.301 | 34 | 133 | 68 | 70
[18:15:44] 0.351 | 40 | 127 | 72 | 75
[18:15:44] 0.401 | 28 | 121 | 59 | 75
[18:15:44] 0.451 | 48 | 115 | 62 | 74
[18:15:44] 0.501 | 38 | 142 | 63 | 67
[18:15:44] 0.551 | 42 | 127 | 62 | 64
[18:15:44] 0.601 | 31 | 134 | 69 | 63
[18:15:44] 0.651 | 38 | 135 | 70 | 72
[18:15:44] 0.701 | 42 | 139 | 58 | 82
[18:15:44] 0.751 | 36 | 126 | 60 | 69
[18:15:44] 0.801 | 37 | 133 | 59 | 69
[18:15:44] 0.851 | 33 | 130 | 60 | 56
[18:15:44] 0.901 | 30 | 104 | 63 | 63
[18:15:44] 0.951 | 48 | 130 | 62 | 64
[18:15:44] 1.001 | 47 | 135 | 56 | 58
[18:15:45] 1.051 | 37 | 132 | 62 | 67
[18:15:45] 1.101 | 46 | 134 | 52 | 67
[18:15:45] 1.151 | 29 | 129 | 52 | 70
[18:15:45] 1.201 | 35 | 150 | 62 | 78
[18:15:45] 1.251 | 37 | 141 | 56 | 71
[18:15:45] 1.301 | 32 | 127 | 55 | 68
[18:15:45] 1.351 | 31 | 133 | 61 | 65
[18:15:45] 1.401 | 42 | 125 | 55 | 72
[18:15:45] 1.451 | 35 | 117 | 59 | 86
[18:15:45] 1.501 | 29 | 115 | 67 | 65
[18:15:45] 1.551 | 38 | 129 | 67 | 67
[18:15:45] 1.601 | 39 | 134 | 71 | 72
[18:15:45] 1.651 | 47 | 120 | 58 | 71
[18:15:45] 1.701 | 29 | 147 | 56 | 78
[18:15:45] 1.751 | 49 | 135 | 59 | 72
[18:15:45] 1.801 | 42 | 118 | 65 | 73
[18:15:45] 1.851 | 52 | 120 | 71 | 65
[18:15:45] 1.901 | 51 | 106 | 66 | 65
[18:15:45] 1.951 | 43 | 112 | 60 | 83
[18:15:45] 2.001 | 20 | 147 | 58 | 76
[18:15:46] 2.051 | 43 | 124 | 59 | 76
[18:15:46] 2.101 | 39 | 120 | 57 | 66
[18:15:46] 2.151 | 32 | 142 | 56 | 78
[18:15:46] 2.201 | 30 | 133 | 61 | 61
[18:15:46] 2.251 | 46 | 143 | 49 | 67
[18:15:46] 2.301 | 45 | 146 | 66 | 62
[18:15:46] 2.351 | 47 | 121 | 66 | 73
[18:15:46] 2.401 | 29 | 142 | 68 | 81
[18:15:46] 2.451 | 22 | 137 | 58 | 69
[18:15:46] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:15:46] 2.501 | 40 | 140 | 53 | 75
[18:15:46] 0.050 | 30 | 127 | 43 | 64
[18:15:46] 0.100 | 49 | 142 | 62 | 67
[18:15:46] 0.150 | 34 | 129 | 50 | 72
[18:15:46] 0.200 | 37 | 136 | 51 | 73
[18:15:46] 0.250 | 31 | 132 | 64 | 78
[18:15:46] 0.300 | 32 | 136 | 54 | 86
[18:15:46] 0.350 | 36 | 116 | 59 | 85
[18:15:46] 0.400 | 34 | 113 | 46 | 89
[18:15:46] 0.450 | 21 | 127 | 61 | 77
[18:15:46] 0.500 | 20 | 124 | 61 | 76
[18:15:47] 0.550 | 34 | 110 | 60 | 73
[18:15:47] 0.600 | 23 | 112 | 60 | 78
[18:15:47] 0.650 | 22 | 104 | 56 | 64
[18:15:47] 0.700 | 28 | 111 | 60 | 58
[18:15:47] 0.750 | 32 | 106 | 60 | 64
[18:15:47] 0.800 | 23 | 100 | 69 | 72
[18:15:47] 0.850 | 26 | 130 | 57 | 77
[18:15:47] 0.900 | 21 | 120 | 61 | 83
[18:15:47] 0.950 | 26 | 90 | 51 | 79
[18:15:47] 1.000 | 16 | 120 | 67 | 67
[18:15:47] 1.050 | 28 | 128 | 57 | 68
[18:15:47] 1.100 | 25 | 130 | 67 | 64
[18:15:47] 1.150 | 28 | 115 | 53 | 73
[18:15:47] 1.200 | 25 | 125 | 51 | 72
[18:15:47] 1.250 | 15 | 98 | 51 | 69
[18:15:47] 1.300 | 22 | 118 | 64 | 73
[18:15:47] 1.350 | 21 | 127 | 60 | 74
[18:15:47] 1.400 | 26 | 114 | 59 | 76
[18:15:47] 1.450 | 19 | 125 | 54 | 71
[18:15:47] 1.500 | 31 | 99 | 65 | 60
[18:15:48] 1.550 | 22 | 101 | 60 | 64
[18:15:48] 1.600 | 26 | 135 | 63 | 77
[18:15:48] 1.650 | 24 | 99 | 60 | 70
[18:15:48] 1.700 | 20 | 114 | 60 | 78
[18:15:48] 1.750 | 25 | 115 | 61 | 73
[18:15:48] 1.800 | 23 | 87 | 62 | 66
[18:15:48] 1.850 | 21 | 120 | 69 | 70
[18:15:48] 1.900 | 19 | 115 | 59 | 65
[18:15:48] 1.950 | 27 | 99 | 74 | 77
[18:15:48] 2.000 | 29 | 105 | 67 | 73
[18:15:48] 2.050 | 17 | 114 | 59 | 68
[18:15:48] 2.100 | 20 | 94 | 54 | 76
[18:15:48] 2.150 | 29 | 113 | 52 | 69
[18:15:48] 2.200 | 25 | 101 | 51 | 68
[18:15:48] 2.250 | 36 | 109 | 60 | 67
[18:15:48] 2.300 | 22 | 104 | 60 | 74
[18:15:48] 2.350 | 20 | 95 | 46 | 62
[18:15:48] 2.400 | 31 | 121 | 57 | 64
[18:15:48] 2.450 | 39 | 107 | 63 | 63
[18:15:48] 2.500 | 14 | 107 | 46 | 67
[18:15:49] 2.550 | 29 | 98 | 56 | 70
[18:15:49] 2.600 | 19 | 107 | 49 | 80
[18:15:49] 2.650 | 30 | 102 | 56 | 62
