timestamped_line
[18:18:08] ▶ Starting baseline phase for 2.5 seconds...
[18:18:08] t (s) | A | B | C | D
[18:18:08] 0.050 | 36 | 13497 | 37 | 38
[18:18:08] 0.100 | 23 | 13502 | 42 | 37
[18:18:08] 0.150 | 27 | 13486 | 47 | 47
[18:18:08] 0.200 | 30 | 13472 | 50 | 36
[18:18:08] 0.250 | 26 | 13479 | 49 | 44
[18:18:08] 0.300 | 19 | 13498 | 52 | 43
[18:18:08] 0.350 | 30 | 13476 | 42 | 47
[18:18:08] 0.400 | 24 | 13508 | 49 | 51
[18:18:08] 0.450 | 32 | 13504 | 52 | 43
[18:18:08] 0.500 | 32 | 13500 | 43 | 51
[18:18:08] 0.550 | 38 | 13484 | 46 | 47
[18:18:08] 0.600 | 20 | 13502 | 47 | 43
[18:18:08] 0.650 | 19 | 13471 | 48 | 44
[18:18:08] 0.700 | 41 | 13481 | 45 | 51
[18:18:08] 0.750 | 29 | 13458 | 54 | 43
[18:18:08] 0.800 | 33 | 13465 | 58 | 54
[18:18:08] 0.850 | 41 | 13468 | 47 | 63
[18:18:08] 0.900 | 28 | 13479 | 49 | 42
[18:18:09] 0.950 | 44 | 13440 | 37 | 51
[18:18:09] 1.000 | 34 | 13422 | 43 | 52
[18:18:09] 1.050 | 35 | 13425 | 50 | 51
[18:18:09] 1.100 | 37 | 13443 | 46 | 47
[18:18:09] 1.150 | 27 | 13435 | 43 | 28
[18:18:09] 1.200 | 30 | 13460 | 42 | 58
[18:18:09] 1.250 | 21 | 13448 | 42 | 67
[18:18:09] 1.300 | 25 | 13439 | 36 | 49
[18:18:09] 1.350 | 31 | 13410 | 42 | 53
[18:18:09] 1.400 | 26 | 13424 | 48 | 35
[18:18:09] 1.450 | 41 | 13434 | 51 | 43
[18:18:09] 1.500 | 21 | 13397 | 52 | 47
[18:18:09] 1.550 | 22 | 13441 | 57 | 47
[18:18:09] 1.600 | 23 | 13431 | 50 | 51
[18:18:09] 1.650 | 25 | 13418 | 47 | 42
[18:18:09] 1.700 | 35 | 13412 | 47 | 45
[18:18:09] 1.750 | 21 | 13433 | 52 | 53
[18:18:09] 1.800 | 25 | 13424 | 54 | 41
[18:18:09] 1.850 | 33 | 13427 | 51 | 49
[18:18:09] 1.900 | 31 | 13418 | 40 | 53
[18:18:10] 1.950 | 21 | 13432 | 38 | 47
[18:18:10] 2.000 | 23 | 13381 | 51 | 54
[18:18:10] 2.050 | 30 | 13394 | 44 | 42
[18:18:10] 2.100 | 25 | 13384 | 43 | 63
[18:18:10] 2.150 | 31 | 13387 | 33 | 50
[18:18:10] 2.200 | 19 | 13379 | 38 | 56
[18:18:10] 2.250 | 22 | 13381 | 44 | 43
[18:18:10] 2.300 | 45 | 13370 | 39 | 56
[18:18:10] 2.350 | 34 | 13382 | 41 | 46
[18:18:10] 2.400 | 34 | 13351 | 48 | 44
[18:18:10] 2.450 | 23 | 13362 | 53 | 43
[18:18:10] 2.500 | 33 | 13394 | 44 | 33
[18:18:10] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:18:10] 2.550 | 22 | 13375 | 45 | 43
[18:18:10] 0.050 | 29 | 13392 | 51 | 41
[18:18:10] 0.100 | 25 | 13380 | 42 | 38
[18:18:10] 0.150 | 28 | 13357 | 46 | 49
[18:18:10] 0.200 | 28 | 13405 | 47 | 50
[18:18:10] 0.250 | 28 | 13396 | 40 | 59
[18:18:10] 0.300 | 34 | 13354 | 48 | 45
[18:18:10] 0.350 | 28 | 13277 | 40 | 46
[18:18:11] 0.400 | 30 | 11541 | 48 | 41
[18:18:11] 0.450 | 38 | 10656 | 50 | 61
[18:18:11] 0.500 | 29 | 3981 | 31 | 62
[18:18:11] 0.550 | 19 | 147 | 39 | 37
[18:18:11] 0.600 | 18 | 134 | 40 | 38
[18:18:11] 0.650 | 30 | 142 | 34 | 48
[18:18:11] 0.700 | 40 | 142 | 40 | 46
[18:18:11] 0.750 | 34 | 149 | 37 | 57
[18:18:11] 0.800 | 24 | 148 | 39 | 57
[18:18:11] 0.850 | 20 | 130 | 37 | 41
[18:18:11] 0.900 | 36 | 123 | 39 | 37
[18:18:11] 0.950 | 32 | 137 | 39 | 39
[18:18:11] 1.000 | 34 | 129 | 42 | 50
[18:18:11] 1.050 | 21 | 128 | 41 | 38
[18:18:11] 1.100 | 31 | 140 | 31 | 41
[18:18:11] 1.150 | 26 | 144 | 32 | 42
[18:18:11] 1.200 | 27 | 133 | 38 | 46
[18:18:11] 1.250 | 33 | 149 | 47 | 40
[18:18:11] 1.300 | 30 | 144 | 28 | 47
[18:18:11] 1.350 | 31 | 146 | 34 | 58
[18:18:12] 1.400 | 31 | 146 | 35 | 41
[18:18:12] 1.450 | 38 | 124 | 30 | 48
[18:18:12] 1.500 | 35 | 139 | 39 | 57
[18:18:12] 1.550 | 37 | 150 | 31 | 49
[18:18:12] 1.600 | 45 | 137 | 39 | 56
[18:18:12] 1.650 | 22 | 125 | 44 | 53
[18:18:12] 1.700 | 23 | 136 | 50 | 54
[18:18:12] 1.750 | 35 | 134 | 35 | 58
[18:18:12] 1.800 | 24 | 134 | 44 | 57
[18:18:12] 1.850 | 22 | 131 | 46 | 56
[18:18:12] 1.900 | 31 | 115 | 33 | 53
[18:18:12] 1.950 | 41 | 137 | 40 | 52
[18:18:12] 2.000 | 37 | 129 | 44 | 57
[18:18:12] 2.050 | 33 | 137 | 38 | 36
[18:18:12] 2.100 | 19 | 130 | 31 | 53
[18:18:12] 2.150 | 26 | 131 | 39 | 44
[18:18:12] 2.200 | 36 | 142 | 38 | 43
[18:18:12] 2.250 | 44 | 146 | 37 | 65
[18:18:12] 2.300 | 25 | 151 | 57 | 50
[18:18:12] 2.350 | 26 | 144 | 40 | 56
[18:18:13] 2.400 | 35 | 127 | 42 | 51
[18:18:13] 2.450 | 34 | 132 | 42 | 40
[18:18:13] 2.500 | 25 | 87 | 44 | 43
[18:18:13] 2.550 | 25 | 81 | 32 | 37
[18:18:13] 2.600 | 35 | 72 | 40 | 44
[18:18:13] 2.650 | 26 | 55 | 45 | 45
[18:18:13] 2.700 | 33 | 57 | 34 | 55
[18:18:13] 2.750 | 23 | 67 | 33 | 44
[18:18:13] 2.800 | 25 | 54 | 20 | 60
[18:18:13] 2.850 | 36 | 44 | 38 | 41
[18:18:13] 2.900 | 25 | 33 | 38 | 43
[18:18:13] 2.950 | 26 | 52 | 36 | 42
[18:18:13] 3.000 | 30 | 53 | 40 | 45
[18:18:13] 3.050 | 25 | 60 | 31 | 36
[18:18:13] 3.100 | 26 | 56 | 13 | 41
[18:18:13] 3.150 | 18 | 55 | 29 | 52
[18:18:13] 3.200 | 30 | 60 | 30 | 52
[18:18:13] 3.250 | 31 | 45 | 37 | 56
[18:18:13] 3.300 | 21 | 57 | 37 | 48
[18:18:13] 3.350 | 22 | 42 | 43 | 50
[18:18:14] 3.400 | 30 | 60 | 47 | 50
[18:18:14] 3.450 | 23 | 62 | 40 | 49
[18:18:14] 3.500 | 23 | 45 | 24 | 44
[18:18:14] 3.550 | 26 | 56 | 41 | 58
[18:18:14] 3.600 | 35 | 69 | 39 | 46
[18:18:14] 3.650 | 34 | 61 | 33 | 42
[18:18:14] 3.700 | 41 | 65 | 36 | 52
[18:18:14] 3.750 | 22 | 44 | 35 | 50
[18:18:14] 3.800 | 20 | 54 | 36 | 43
[18:18:14] 3.850 | 20 | 56 | 43 | 40
[18:18:14] 3.900 | 17 | 67 | 48 | 42
[18:18:14] 3.950 | 30 | 59 | 42 | 40
[18:18:14] 4.000 | 35 | 62 | 39 | 49
[18:18:14] 4.050 | 36 | 57 | 43 | 36
[18:18:14] 4.100 | 32 | 62 | 40 | 47
[18:18:14] 4.150 | 25 | 44 | 48 | 46
[18:18:14] 4.200 | 24 | 48 | 50 | 47
[18:18:14] 4.250 | 19 | 51 | 34 | 59
[18:18:14] 4.300 | 27 | 55 | 46 | 44
[18:18:14] 4.350 | 20 | 61 | 41 | 41
[18:18:15] 4.400 | 44 | 45 | 38 | 46
[18:18:15] 4.450 | 24 | 7272 | 42 | 59
[18:18:15] 4.500 | 28 | 14281 | 53 | 61
[18:18:15] 4.550 | 40 | 12160 | 52 | 39
[18:18:15] 4.600 | 26 | 7051 | 43 | 47
[18:18:15] 4.650 | 27 | 60 | 33 | 46
[18:18:15] 4.700 | 22 | 96 | 59 | 55
[18:18:15] 4.750 | 23 | 71 | 48 | 42
[18:18:15] 4.800 | 31 | 87 | 53 | 44
[18:18:15] 4.850 | 24 | 81 | 46 | 43
[18:18:15] 4.900 | 19 | 107 | 37 | 40
[18:18:15] 4.950 | 26 | 27 | 44 | 43
[18:18:15] 5.000 | 36 | 14895 | 49 | 45
[18:18:15] 5.050 | 26 | 17679 | 51 | 43
[18:18:15] 5.100 | 22 | 20823 | 60 | 38
[18:18:15] 5.150 | 24 | 12987 | 64 | 44
[18:18:15] 5.200 | 25 | 2501 | 46 | 42
[18:18:15] 5.250 | 20 | 76 | 31 | 54
[18:18:15] 5.300 | 22 | 86 | 30 | 36
[18:18:15] 5.350 | 32 | 83 | 33 | 42
[18:18:16] 5.400 | 33 | 4791 | 36 | 54
[18:18:16] 5.450 | 37 | 7219 | 62 | 51
[18:18:16] 5.500 | 26 | 8619 | 53 | 55
[18:18:16] 5.550 | 28 | 37 | 40 | 43
[18:18:16] 5.600 | 23 | 79 | 35 | 41
[18:18:16] 5.650 | 30 | 69 | 49 | 37
[18:18:16] 5.700 | 22 | 68 | 42 | 49
[18:18:16] 5.750 | 25 | 56 | 35 | 51
[18:18:16] 5.800 | 19 | 62 | 48 | 51
[18:18:16] 5.850 | 34 | 57 | 38 | 43
[18:18:16] 5.900 | 24 | 58 | 41 | 48
[18:18:16] 5.950 | 37 | 83 | 45 | 46
[18:18:16] 6.000 | 21 | 7746 | 54 | 45
[18:18:16] 6.050 | 30 | 14063 | 57 | 49
[18:18:16] 6.100 | 27 | 27411 | 54 | 49
[18:18:16] 6.150 | 35 | 34899 | 60 | 61
[18:18:16] 6.200 | 31 | 39150 | 59 | 54
[18:18:16] 6.250 | 34 | 39917 | 69 | 51
[18:18:16] 6.300 | 26 | 27011 | 67 | 55
[18:18:16] 6.350 | 32 | 6353 | 59 | 57
[18:18:17] 6.400 | 27 | 73 | 48 | 51
[18:18:17] 6.450 | 23 | 60 | 39 | 54
[18:18:17] 6.500 | 19 | 85 | 52 | 44
[18:18:17] 6.550 | 28 | 61 | 52 | 56
[18:18:17] 6.600 | 32 | 77 | 57 | 48
[18:18:17] 6.650 | 23 | 57 | 48 | 42
[18:18:17] 6.700 | 14 | 61 | 51 | 45
[18:18:17] 6.750 | 25 | 67 | 45 | 46
[18:18:17] 6.800 | 34 | 77 | 41 | 41
[18:18:17] 6.850 | 21 | 66 | 40 | 46
[18:18:17] 6.900 | 26 | 66 | 50 | 46
[18:18:17] 6.950 | 22 | 56 | 48 | 54
[18:18:17] 7.000 | 27 | 64 | 33 | 46
[18:18:17] 7.050 | 28 | 67 | 50 | 51
[18:18:17] 7.100 | 27 | 72 | 34 | 54
[18:18:17] 7.150 | 21 | 33 | 39 | 56
[18:18:17] 7.200 | 31 | 9785 | 56 | 56
[18:18:17] 7.250 | 24 | 18200 | 58 | 52
[18:18:17] 7.300 | 30 | 29505 | 51 | 53
[18:18:17] 7.350 | 25 | 34426 | 53 | 58
[18:18:18] 7.400 | 38 | 43199 | 72 | 55
