timestamped_line
[16:18:40] ▶ Starting baseline phase for 2.5 seconds...
[16:18:40] t (s) | A | B | C | D
[16:18:40] 0.050 | 35993 | 40920 | 40 | 31703
[16:18:40] 0.100 | 40170 | 40042 | 47 | 31732
[16:18:40] 0.150 | 37566 | 38653 | 40 | 31732
[16:18:40] 0.200 | 38136 | 37118 | 39 | 31736
[16:18:40] 0.250 | 38920 | 38912 | 44 | 31673
[16:18:40] 0.300 | 39013 | 39476 | 42 | 31678
[16:18:40] 0.350 | 37852 | 44399 | 43 | 31885
[16:18:40] 0.400 | 40693 | 40208 | 49 | 31899
[16:18:40] 0.450 | 34555 | 38328 | 40 | 31901
[16:18:40] 0.500 | 34676 | 35966 | 33 | 31930
[16:18:40] 0.550 | 36313 | 39066 | 43 | 31926
[16:18:40] 0.600 | 40466 | 42017 | 45 | 31922
[16:18:40] 0.650 | 41031 | 42166 | 39 | 31928
[16:18:40] 0.700 | 34956 | 41222 | 42 | 31908
[16:18:40] 0.750 | 37088 | 33990 | 45 | 31908
[16:18:40] 0.800 | 40746 | 40619 | 44 | 31885
[16:18:40] 0.850 | 36219 | 35319 | 47 | 31924
[16:18:40] 0.900 | 37693 | 34138 | 45 | 31909
[16:18:40] 0.950 | 37592 | 35576 | 38 | 31895
[16:18:41] 1.000 | 39211 | 36997 | 37 | 31911
[16:18:41] 1.050 | 43447 | 39963 | 45 | 31909
[16:18:41] 1.100 | 34127 | 43368 | 45 | 31923
[16:18:41] 1.150 | 40896 | 37673 | 36 | 31942
[16:18:41] 1.200 | 38947 | 41425 | 49 | 31913
[16:18:41] 1.250 | 35126 | 40923 | 47 | 31917
[16:18:41] 1.300 | 34158 | 41420 | 42 | 31923
[16:18:41] 1.350 | 33703 | 37929 | 45 | 31913
[16:18:41] 1.400 | 34658 | 36047 | 44 | 31909
[16:18:41] 1.450 | 35972 | 33874 | 42 | 31900
[16:18:41] 1.500 | 35214 | 36579 | 42 | 31894
[16:18:41] 1.550 | 37943 | 39967 | 38 | 31928
[16:18:41] 1.600 | 33493 | 39420 | 45 | 31959
[16:18:41] 1.650 | 41392 | 36351 | 49 | 32005
[16:18:41] 1.700 | 37026 | 37478 | 41 | 31958
[16:18:41] 1.750 | 38818 | 39275 | 41 | 31990
[16:18:41] 1.800 | 36184 | 35359 | 40 | 31972
[16:18:41] 1.850 | 34884 | 36056 | 40 | 31963
[16:18:41] 1.900 | 40401 | 33655 | 43 | 32021
[16:18:41] 1.950 | 41069 | 35207 | 43 | 32019
[16:18:42] 2.000 | 33425 | 36552 | 39 | 32026
[16:18:42] 2.050 | 37210 | 41527 | 47 | 32004
[16:18:42] 2.100 | 41032 | 36627 | 44 | 32040
[16:18:42] 2.150 | 34304 | 40900 | 44 | 32034
[16:18:42] 2.200 | 35621 | 35952 | 37 | 32055
[16:18:42] 2.250 | 37676 | 40662 | 40 | 32068
[16:18:42] 2.300 | 34939 | 41253 | 40 | 32036
[16:18:42] 2.350 | 40291 | 39669 | 42 | 32018
[16:18:42] 2.400 | 35771 | 38145 | 41 | 32063
[16:18:42] 2.450 | 37008 | 39727 | 47 | 32078
[16:18:42] 2.500 | 41554 | 42170 | 50 | 32085
