timestamped_line
[18:52:00] ▶ Starting baseline phase for 2.5 seconds...
[18:52:00] t (s) | A | B | C | D
[18:52:00] 0.050 | 32 | 48258 | 46662 | 48487
[18:52:00] 0.100 | 43 | 48268 | 46655 | 48496
[18:52:01] 0.150 | 36 | 48268 | 46635 | 48504
[18:52:01] 0.200 | 39 | 48272 | 46624 | 48505
[18:52:01] 0.250 | 31 | 48300 | 46604 | 48498
[18:52:01] 0.300 | 41 | 48305 | 46613 | 48505
[18:52:01] 0.350 | 41 | 48310 | 46598 | 48516
[18:52:01] 0.400 | 46 | 48313 | 46603 | 48505
[18:52:01] 0.450 | 32 | 48318 | 46614 | 48506
[18:52:01] 0.500 | 38 | 48320 | 46627 | 48500
[18:52:01] 0.550 | 39 | 48311 | 46632 | 48509
[18:52:01] 0.600 | 56 | 48311 | 46626 | 48501
[18:52:01] 0.650 | 44 | 48309 | 46648 | 48503
[18:52:01] 0.700 | 48 | 48282 | 46655 | 48502
[18:52:01] 0.750 | 35 | 48258 | 46623 | 48496
[18:52:01] 0.800 | 48 | 48261 | 46613 | 48492
[18:52:01] 0.850 | 35 | 48260 | 46593 | 48500
[18:52:01] 0.900 | 32 | 48268 | 46566 | 48503
[18:52:01] 0.950 | 37 | 48285 | 46555 | 48507
[18:52:01] 1.000 | 43 | 48294 | 46548 | 48496
[18:52:01] 1.050 | 40 | 48304 | 46553 | 48490
[18:52:01] 1.100 | 43 | 48307 | 46551 | 48493
[18:52:02] 1.150 | 29 | 48318 | 46567 | 48503
[18:52:02] 1.200 | 40 | 48318 | 46567 | 48490
[18:52:02] 1.250 | 29 | 48309 | 46588 | 48505
[18:52:02] 1.300 | 35 | 48309 | 46587 | 48507
[18:52:02] 1.350 | 41 | 48309 | 46616 | 48515
[18:52:02] 1.400 | 26 | 48309 | 46620 | 48510
[18:52:02] 1.450 | 40 | 48316 | 46614 | 48513
[18:52:02] 1.500 | 39 | 48302 | 46613 | 48506
[18:52:02] 1.550 | 37 | 48299 | 46593 | 48503
[18:52:02] 1.600 | 58 | 48303 | 46576 | 48510
[18:52:02] 1.650 | 42 | 48305 | 46554 | 48506
[18:52:02] 1.700 | 44 | 48312 | 46546 | 48514
[18:52:02] 1.750 | 37 | 48308 | 46541 | 48514
[18:52:02] 1.800 | 49 | 48307 | 46525 | 48509
[18:52:02] 1.850 | 35 | 48310 | 46528 | 48518
[18:52:02] 1.900 | 56 | 48317 | 46527 | 48512
[18:52:02] 1.950 | 33 | 48310 | 46540 | 48514
[18:52:02] 2.000 | 49 | 48320 | 46546 | 48516
[18:52:02] 2.050 | 51 | 48310 | 46554 | 48524
[18:52:02] 2.100 | 44 | 48310 | 46564 | 48514
[18:52:03] 2.150 | 51 | 48317 | 46599 | 48518
[18:52:03] 2.200 | 40 | 48305 | 46588 | 48517
[18:52:03] 2.250 | 42 | 48328 | 46595 | 48515
[18:52:03] 2.300 | 37 | 48314 | 46621 | 48500
[18:52:03] 2.350 | 38 | 48321 | 46593 | 48520
[18:52:03] 2.400 | 40 | 48314 | 46593 | 48517
[18:52:03] 2.450 | 39 | 48316 | 46573 | 48532
[18:52:03] 2.500 | 39 | 48322 | 46559 | 48525
[18:52:03] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:52:03] 2.550 | 46 | 48313 | 46562 | 48527
[18:52:03] 0.050 | 48 | 48319 | 46563 | 48539
[18:52:03] 0.100 | 40 | 48316 | 46572 | 48553
[18:52:03] 0.150 | 30 | 48314 | 46561 | 48535
[18:52:03] 0.200 | 37 | 48312 | 46578 | 48524
[18:52:03] 0.250 | 45 | 48301 | 46568 | 48521
[18:52:03] 0.300 | 45 | 48307 | 46575 | 48517
[18:52:03] 0.350 | 39 | 48303 | 46571 | 48518
[18:52:03] 0.400 | 60 | 48310 | 46579 | 48530
[18:52:03] 0.450 | 47 | 48309 | 46599 | 48517
[18:52:03] 0.500 | 39 | 48315 | 46586 | 48526
[18:52:03] 0.550 | 53 | 48323 | 46588 | 48525
[18:52:04] 0.600 | 35 | 48323 | 46571 | 48522
[18:52:04] 0.650 | 34 | 48329 | 46573 | 48532
[18:52:04] 0.700 | 41 | 48333 | 46523 | 48525
[18:52:04] 0.750 | 50 | 48313 | 46516 | 48527
[18:52:04] 0.800 | 31 | 48316 | 46544 | 48523
[18:52:04] 0.850 | 39 | 48315 | 46542 | 48528
[18:52:04] 0.900 | 50 | 48317 | 46541 | 48533
[18:52:04] 0.950 | 38 | 48309 | 46541 | 48526
[18:52:04] 1.000 | 44 | 48296 | 46536 | 48546
[18:52:04] 1.050 | 49 | 48304 | 46546 | 48541
[18:52:04] 1.100 | 37 | 48292 | 46564 | 48544
[18:52:04] 1.150 | 39 | 48301 | 46551 | 48531
[18:52:04] 1.200 | 46 | 48296 | 46551 | 48527
[18:52:04] 1.250 | 50 | 48320 | 46556 | 48540
[18:52:04] 1.300 | 37 | 48315 | 46555 | 48542
[18:52:04] 1.350 | 65 | 48321 | 46549 | 48541
[18:52:04] 1.400 | 63 | 48332 | 46549 | 48532
[18:52:04] 1.450 | 47 | 48326 | 46540 | 48533
[18:52:04] 1.500 | 45 | 48320 | 46546 | 48540
[18:52:04] 1.550 | 54 | 48330 | 46543 | 48552
[18:52:05] 1.600 | 62 | 48322 | 46548 | 48543
[18:52:05] 1.650 | 55 | 48311 | 46547 | 48547
[18:52:05] 1.700 | 52 | 48317 | 46533 | 48549
[18:52:05] 1.750 | 58 | 48312 | 46532 | 48545
[18:52:05] 1.800 | 51 | 48300 | 46548 | 48541
[18:52:05] 1.850 | 42 | 48308 | 46557 | 48542
[18:52:05] 1.900 | 63 | 48312 | 46562 | 48554
[18:52:05] 1.950 | 64 | 48316 | 46553 | 48554
[18:52:05] 2.000 | 55 | 48297 | 46578 | 48550
[18:52:05] 2.050 | 75 | 48311 | 46552 | 48553
[18:52:05] 2.100 | 49 | 48319 | 46562 | 48548
[18:52:05] 2.150 | 58 | 48331 | 46562 | 48549
[18:52:05] 2.200 | 53 | 48340 | 46562 | 48550
[18:52:05] 2.250 | 52 | 48329 | 46568 | 48546
[18:52:05] 2.300 | 56 | 48330 | 46568 | 48547
[18:52:05] 2.350 | 69 | 48328 | 46563 | 48552
