timestamped_line
[18:53:07] ▶ Starting baseline phase for 2.5 seconds...
[18:53:07] t (s) | A | B | C | D
[18:53:07] 0.051 | 31 | 50113 | 44171 | 42338
[18:53:07] 0.101 | 38 | 50115 | 44214 | 42376
[18:53:07] 0.151 | 27 | 50111 | 44224 | 42386
[18:53:07] 0.201 | 32 | 50109 | 44210 | 42357
[18:53:07] 0.251 | 24 | 50006 | 44134 | 42334
[18:53:07] 0.301 | 16 | 49996 | 44087 | 42297
[18:53:07] 0.351 | 24 | 49890 | 44051 | 42284
[18:53:07] 0.401 | 17 | 49885 | 44035 | 42271
[18:53:08] 0.451 | 15 | 49958 | 44027 | 42278
[18:53:08] 0.501 | 29 | 49978 | 44016 | 42280
[18:53:08] 0.551 | 28 | 49962 | 43952 | 42278
[18:53:08] 0.601 | 20 | 49981 | 43956 | 42290
[18:53:08] 0.651 | 16 | 50043 | 43989 | 42310
[18:53:08] 0.701 | 31 | 50103 | 44045 | 42318
[18:53:08] 0.751 | 26 | 50135 | 44093 | 42351
[18:53:08] 0.801 | 24 | 50177 | 44119 | 42348
[18:53:08] 0.851 | 25 | 50183 | 44105 | 42362
[18:53:08] 0.901 | 20 | 50179 | 44103 | 42341
[18:53:08] 0.951 | 26 | 50131 | 44102 | 42322
[18:53:08] 1.001 | 24 | 50107 | 44111 | 42312
[18:53:08] 1.051 | 37 | 50101 | 44078 | 42311
[18:53:08] 1.101 | 24 | 50064 | 44044 | 42306
[18:53:08] 1.151 | 32 | 49976 | 43997 | 42274
[18:53:08] 1.201 | 17 | 49945 | 43907 | 42262
[18:53:08] 1.251 | 24 | 49938 | 43885 | 42239
[18:53:08] 1.301 | 23 | 49945 | 43906 | 42252
[18:53:08] 1.351 | 31 | 50023 | 43977 | 42269
[18:53:08] 1.401 | 29 | 50076 | 44014 | 42263
[18:53:09] 1.451 | 30 | 50106 | 44012 | 42279
[18:53:09] 1.501 | 19 | 50149 | 44019 | 42285
[18:53:09] 1.551 | 12 | 50172 | 44032 | 42301
[18:53:09] 1.601 | 26 | 50200 | 44080 | 42327
[18:53:09] 1.651 | 22 | 50223 | 44106 | 42332
