timestamped_line
[11:16:21] ▶ Starting baseline phase for 2.5 seconds...
[11:16:21] t (s) | A | B | C | D
[11:16:21] 0.050 | 30938 | 39014 | 78 | 31593
[11:16:21] 0.100 | 27992 | 30861 | 71 | 31605
[11:16:21] 0.150 | 38731 | 35278 | 66 | 31603
[11:16:21] 0.200 | 32614 | 30143 | 87 | 31608
[11:16:21] 0.250 | 30286 | 27826 | 70 | 31626
[11:16:21] 0.300 | 29454 | 35358 | 69 | 31608
[11:16:21] 0.350 | 29341 | 30542 | 81 | 31610
[11:16:21] 0.400 | 29910 | 36818 | 90 | 31552
[11:16:21] 0.450 | 29457 | 32472 | 75 | 31531
[11:16:21] 0.500 | 30732 | 30528 | 76 | 31547
[11:16:21] 0.550 | 32203 | 31057 | 59 | 31593
[11:16:21] 0.600 | 35688 | 32309 | 97 | 31526
[11:16:21] 0.650 | 28795 | 27231 | 72 | 31558
[11:16:21] 0.700 | 32232 | 33669 | 76 | 31568
[11:16:21] 0.750 | 37344 | 30264 | 91 | 31504
[11:16:22] 0.800 | 35617 | 29449 | 82 | 31601
[11:16:22] 0.850 | 29152 | 35977 | 64 | 31761
[11:16:22] 0.900 | 37196 | 34390 | 94 | 31755
[11:16:22] 0.950 | 33366 | 31635 | 86 | 31670
[11:16:22] 1.000 | 28330 | 31950 | 79 | 31523
[11:16:22] 1.050 | 30212 | 34497 | 96 | 31491
[11:16:22] 1.100 | 31317 | 29348 | 91 | 31505
[11:16:22] 1.150 | 31208 | 33458 | 102 | 31561
[11:16:22] 1.200 | 31994 | 28957 | 81 | 31213
[11:16:22] 1.250 | 35091 | 34328 | 71 | 31225
[11:16:22] 1.300 | 29984 | 30505 | 79 | 31274
[11:16:22] 1.350 | 32951 | 32788 | 70 | 31251
[11:16:22] 1.400 | 32825 | 34347 | 75 | 31229
[11:16:22] 1.450 | 33105 | 31653 | 68 | 31237
[11:16:22] 1.500 | 31415 | 33788 | 75 | 31242
[11:16:22] 1.550 | 32629 | 34297 | 80 | 31207
[11:16:22] 1.600 | 36702 | 32165 | 86 | 31211
[11:16:22] 1.650 | 33142 | 31137 | 86 | 31184
[11:16:22] 1.700 | 30814 | 34564 | 78 | 31185
[11:16:22] 1.750 | 37646 | 28258 | 72 | 31177
[11:16:23] 1.800 | 34077 | 31337 | 76 | 31077
[11:16:23] 1.850 | 29606 | 30214 | 85 | 31064
[11:16:23] 1.900 | 39537 | 34405 | 71 | 30745
[11:16:23] 1.950 | 32487 | 32718 | 80 | 30565
[11:16:23] 2.000 | 29665 | 31551 | 66 | 30558
[11:16:23] 2.050 | 30486 | 35862 | 74 | 30616
[11:16:23] 2.100 | 29919 | 35013 | 63 | 30616
[11:16:23] 2.150 | 29242 | 29812 | 77 | 30635
[11:16:23] 2.200 | 29895 | 31096 | 64 | 30655
[11:16:23] 2.250 | 32193 | 28674 | 66 | 30589
[11:16:23] 2.300 | 37080 | 35935 | 79 | 30589
[11:16:23] 2.350 | 30143 | 34553 | 88 | 30624
[11:16:23] 2.400 | 39388 | 34901 | 95 | 30659
[11:16:23] 2.450 | 30708 | 35277 | 78 | 30632
[11:16:23] 2.500 | 28908 | 27590 | 83 | 30724
[11:16:23] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:16:23] 2.550 | 30047 | 32513 | 66 | 30711
[11:16:23] 0.050 | 30994 | 34755 | 71 | 30769
[11:16:23] 0.100 | 35597 | 31999 | 67 | 30742
[11:16:23] 0.150 | 34324 | 31047 | 60 | 30734
[11:16:23] 0.200 | 31252 | 28745 | 69 | 30723
[11:16:24] 0.250 | 32376 | 30124 | 70 | 30713
[11:16:24] 0.300 | 30275 | 28722 | 70 | 30713
[11:16:24] 0.350 | 34872 | 31661 | 82 | 30731
[11:16:24] 0.400 | 35103 | 31433 | 86 | 30646
[11:16:24] 0.450 | 34459 | 29250 | 71 | 30683
[11:16:24] 0.500 | 30568 | 30938 | 75 | 30707
[11:16:24] 0.550 | 27249 | 36673 | 85 | 30715
[11:16:24] 0.600 | 34160 | 35190 | 78 | 30756
[11:16:24] 0.650 | 28060 | 34411 | 66 | 30719
[11:16:24] 0.700 | 33615 | 32798 | 89 | 30803
[11:16:24] 0.750 | 35888 | 32628 | 89 | 30859
[11:16:24] 0.800 | 30756 | 34972 | 83 | 30901
[11:16:24] 0.850 | 35446 | 32649 | 85 | 30884
[11:16:24] 0.900 | 34504 | 32801 | 71 | 31118
[11:16:24] 0.950 | 30370 | 30087 | 78 | 31125
[11:16:24] 1.000 | 29026 | 29718 | 60 | 31117
[11:16:24] 1.050 | 32213 | 30283 | 74 | 31104
[11:16:24] 1.100 | 30607 | 33249 | 68 | 31105
[11:16:24] 1.150 | 31559 | 27923 | 87 | 31148
[11:16:24] 1.200 | 31260 | 36484 | 104 | 31116
[11:16:25] 1.250 | 30381 | 33535 | 70 | 31145
[11:16:25] 1.300 | 32457 | 33809 | 90 | 31161
[11:16:25] 1.350 | 29383 | 31615 | 81 | 31198
[11:16:25] 1.400 | 36031 | 31881 | 69 | 31146
[11:16:25] 1.450 | 28788 | 33998 | 73 | 31147
[11:16:25] 1.500 | 32907 | 33556 | 60 | 31090
[11:16:25] 1.550 | 29075 | 28439 | 79 | 31094
[11:16:25] 1.600 | 33930 | 29095 | 88 | 31125
[11:16:25] 1.650 | 31244 | 31979 | 74 | 31170
[11:16:25] 1.700 | 29897 | 33974 | 81 | 31205
[11:16:25] 1.750 | 29922 | 30841 | 57 | 31217
[11:16:25] 1.800 | 31443 | 33133 | 87 | 31203
[11:16:25] 1.850 | 32502 | 35106 | 75 | 31251
[11:16:25] 1.900 | 37491 | 34382 | 74 | 31254
[11:16:25] 1.950 | 32795 | 32570 | 96 | 31304
[11:16:25] 2.000 | 34970 | 35505 | 90 | 31311
[11:16:25] 2.050 | 30629 | 30371 | 80 | 31338
[11:16:25] 2.100 | 32386 | 32479 | 73 | 31361
[11:16:25] 2.150 | 38190 | 27964 | 66 | 31364
[11:16:25] 2.200 | 33279 | 30478 | 66 | 31390
[11:16:26] 2.250 | 30095 | 29663 | 59 | 31368
[11:16:26] 2.300 | 32474 | 32009 | 84 | 31369
[11:16:26] 2.350 | 33189 | 32856 | 76 | 31390
[11:16:26] 2.400 | 30223 | 30279 | 80 | 31382
[11:16:26] 2.450 | 29991 | 33610 | 72 | 31373
[11:16:26] 2.500 | 27673 | 30099 | 68 | 31380
[11:16:26] 2.550 | 29422 | 31460 | 82 | 31346
[11:16:26] 2.600 | 31800 | 32028 | 73 | 31347
[11:16:26] 2.650 | 36759 | 32642 | 82 | 31333
[11:16:26] 2.700 | 35407 | 29673 | 66 | 31337
[11:16:26] 2.750 | 35613 | 31045 | 80 | 31397
[11:16:26] 2.800 | 31953 | 31228 | 103 | 31429
[11:16:26] 2.850 | 31871 | 33232 | 73 | 31440
[11:16:26] 2.900 | 30945 | 36836 | 80 | 31445
[11:16:26] 2.950 | 28427 | 33424 | 71 | 31479
[11:16:26] 3.000 | 28531 | 31611 | 95 | 31486
[11:16:26] 3.050 | 29735 | 32539 | 73 | 31480
[11:16:26] 3.100 | 29724 | 27960 | 84 | 31512
[11:16:26] 3.150 | 33457 | 34395 | 75 | 31547
[11:16:26] 3.200 | 30812 | 33672 | 75 | 31519
