Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.15,19.644,1.011,1022,1023,1023
4.63,18.633,-1.011,1023,1023,1022
4.74,19.644,1.011,1023,1023,1023
4.95,18.633,-1.011,1023,1023,1022
5.17,19.644,1.011,1022,1023,1022
5.28,18.633,-1.011,1022,1022,1022
5.39,19.644,1.011,1023,1023,1022
5.70,18.633,-1.011,1023,1022,1023
5.92,20.654,2.021,1023,1022,1022
6.03,18.633,-2.021,1022,1023,1022
6.24,19.644,1.011,1022,1023,1023
7.06,20.654,1.011,1022,1023,1023
7.18,19.644,-1.011,1023,1023,1023
7.29,20.654,1.011,1022,1023,941
7.50,21.665,1.011,1023,1023,840
7.71,22.676,1.011,1023,1023,809
7.92,24.697,2.021,1022,1023,788
8.04,23.687,-1.011,1022,1023,774
8.15,24.697,1.011,1022,1023,753
8.26,26.719,2.021,1023,1023,735
8.37,25.708,-1.011,1023,1023,715
8.48,26.719,1.011,1023,1023,662
8.59,25.708,-1.011,1022,1023,615
8.70,26.719,1.011,1023,1023,573
8.81,27.729,1.011,1023,1023,514
8.93,28.740,1.011,1023,1023,492
9.34,30.762,2.021,1023,1023,473
9.65,29.751,-1.011,1023,1023,456
9.87,31.772,2.021,1022,1023,448
9.98,30.762,-1.011,1022,1023,442
10.29,31.772,1.011,1023,1023,430
10.40,32.783,1.011,1023,1023,427
10.51,31.772,-1.011,1023,1023,424
10.73,32.783,1.011,1023,1023,418
11.04,31.772,-1.011,1023,1023,409
11.15,32.783,1.011,1022,1023,406
11.47,33.794,1.011,1023,1023,402
11.58,32.783,-1.011,1023,1023,400
11.69,33.794,1.011,1023,1023,399
11.81,34.805,1.011,1023,1023,398
12.12,33.794,-1.011,1023,1023,394
12.23,34.805,1.011,1023,1022,393
12.35,33.794,-1.011,1023,1023,392
12.46,35.815,2.021,1023,1023,390
12.57,36.826,1.011,1023,1023,389
12.78,34.805,-2.021,1023,1023,388
12.90,36.826,2.021,1023,1023,387
13.01,37.837,1.011,1023,1023,387
13.12,36.826,-1.011,1022,1023,386
13.23,37.837,1.011,1023,1023,386
13.45,38.848,1.011,1022,1022,384
13.66,37.837,-1.011,1023,1023,383
13.77,39.858,2.021,1022,1022,383
13.88,38.848,-1.011,1022,1023,382
14.00,37.837,-1.011,1022,1022,382
14.11,38.848,1.011,1022,1023,382
14.22,39.858,1.011,1022,1023,381
14.53,38.848,-1.011,1023,1023,381
14.65,37.837,-1.011,1023,1023,380
14.76,39.858,2.021,1022,1022,380
14.97,40.869,1.011,1022,1023,380
15.09,38.848,-2.021,1022,1023,379
15.20,40.869,2.021,1022,1023,379
15.51,39.858,-1.011,1023,1023,379
15.63,40.869,1.011,1023,1023,379
15.84,38.848,-2.021,1023,1023,378
15.95,36.826,-2.021,1023,1023,379
16.06,34.805,-2.021,1023,1023,378
16.18,35.815,1.011,1023,1023,378
16.39,34.805,-1.011,1023,1023,378
16.50,36.826,2.021,1023,1023,378
16.72,34.805,-2.021,1023,1023,378
16.83,33.794,-1.011,1022,1023,378
16.94,31.772,-2.021,1023,1023,378
17.05,29.751,-2.021,1023,1023,379
17.17,28.740,-1.011,1022,1023,380
17.38,27.729,-1.011,1023,1023,391
17.50,26.719,-1.011,1023,1023,399
17.61,25.708,-1.011,1022,1023,406
17.72,26.719,1.011,1023,1023,429
17.83,25.708,-1.011,1023,1023,457
17.95,24.697,-1.011,1023,1023,477
18.06,23.687,-1.011,1023,1023,542
18.17,24.697,1.011,1023,1023,575
18.28,23.687,-1.011,1022,1023,590
18.40,24.697,1.011,1022,1022,601
18.51,22.676,-2.021,1023,1023,608
18.62,23.687,1.011,1023,1023,613
18.73,22.676,-1.011,1023,1023,618
19.05,21.665,-1.011,1023,1022,627
19.36,20.654,-1.011,1023,1023,640
19.48,21.665,1.011,1023,1023,645
19.79,20.654,-1.011,1023,1023,659
20.00,19.644,-1.011,1023,1022,665
20.22,20.654,1.011,1023,1023,669
20.63,19.644,-1.011,1023,1023,684
20.75,20.654,1.011,1023,1023,689
21.26,22.676,2.021,1023,1023,623
21.38,21.665,-1.011,1023,1022,612
21.49,22.676,1.011,1023,1023,604
21.60,23.687,1.011,1023,1023,595
21.71,22.676,-1.011,1023,1023,594
21.83,23.687,1.011,1023,1023,589
21.94,24.697,1.011,1023,1023,585
22.15,25.708,1.011,1023,1023,477
22.46,26.719,1.011,1023,1023,384
22.58,28.740,2.021,1022,1023,371
22.69,27.729,-1.011,1023,1023,366
22.90,28.740,1.011,1023,1023,363
23.11,30.762,2.021,1022,1023,360
23.43,31.772,1.011,1022,1023,359
23.64,33.794,2.021,1023,1022,359
23.86,32.783,-1.011,1023,1023,359
24.07,33.794,1.011,1023,1023,359
24.18,35.815,2.021,1022,1023,359
24.29,34.805,-1.011,1022,1023,359
24.51,35.815,1.011,1023,1023,359
24.62,36.826,1.011,1023,1022,359
24.73,35.815,-1.011,1022,1023,359
24.84,37.837,2.021,1023,1023,358
25.16,36.826,-1.011,1022,1023,357
25.27,37.837,1.011,1022,1022,357
25.69,38.848,1.011,1022,1023,357
25.80,39.858,1.011,1023,1022,357
25.91,38.848,-1.011,1022,1023,357
26.43,39.858,1.011,1023,1023,357
26.54,40.869,1.011,1023,1023,356
26.65,38.848,-2.021,1022,1023,356
26.87,39.858,1.011,1022,1023,357
27.38,41.880,2.021,1023,1022,356
27.50,40.869,-1.011,1022,1023,355
27.61,39.858,-1.011,1023,1023,355
28.02,40.869,1.011,1022,1023,355
28.14,39.858,-1.011,1022,1023,355
28.25,40.869,1.011,1022,1022,355
28.46,39.858,-1.011,1022,1023,355
28.57,42.891,3.032,1023,1023,355
28.69,41.880,-1.011,1022,1022,355
