timestamped_line
[14:57:05] ▶ Starting baseline phase for 2.5 seconds...
[14:57:05] t (s) | A | B | C | D
[14:57:05] 0.050 | 35504 | 40149 | 32 | 19569
[14:57:05] 0.100 | 39504 | 37543 | 34 | 19542
[14:57:05] 0.150 | 37086 | 40371 | 41 | 19552
[14:57:05] 0.200 | 38385 | 41206 | 38 | 19575
[14:57:05] 0.250 | 38326 | 37091 | 36 | 19563
[14:57:05] 0.300 | 33785 | 34969 | 32 | 19576
[14:57:05] 0.350 | 32471 | 40629 | 40 | 19571
[14:57:05] 0.400 | 34986 | 37823 | 36 | 19562
[14:57:05] 0.450 | 36250 | 42513 | 32 | 19595
[14:57:05] 0.500 | 36757 | 34458 | 36 | 19568
[14:57:05] 0.550 | 31943 | 39826 | 41 | 19583
[14:57:05] 0.600 | 36363 | 38174 | 38 | 19601
[14:57:05] 0.650 | 33941 | 38744 | 39 | 19578
[14:57:05] 0.700 | 34322 | 40310 | 45 | 19599
[14:57:05] 0.750 | 34433 | 35641 | 32 | 19575
[14:57:05] 0.800 | 39307 | 34748 | 38 | 19577
[14:57:05] 0.850 | 36470 | 34541 | 38 | 19594
[14:57:05] 0.900 | 39368 | 42168 | 39 | 19586
[14:57:06] 0.950 | 39393 | 39594 | 41 | 19590
[14:57:06] 1.000 | 33006 | 42357 | 40 | 19602
[14:57:06] 1.050 | 33928 | 39940 | 39 | 19610
[14:57:06] 1.100 | 32583 | 38449 | 32 | 19619
[14:57:06] 1.150 | 37392 | 33175 | 32 | 19600
[14:57:06] 1.200 | 38117 | 36404 | 27 | 19643
[14:57:06] 1.250 | 35180 | 38079 | 40 | 19607
[14:57:06] 1.300 | 33069 | 38615 | 35 | 19610
[14:57:06] 1.350 | 37499 | 32327 | 34 | 19654
[14:57:06] 1.400 | 34591 | 37116 | 38 | 19619
[14:57:06] 1.450 | 35570 | 39213 | 36 | 19618
[14:57:06] 1.500 | 36356 | 33907 | 34 | 19637
[14:57:06] 1.550 | 36036 | 36458 | 33 | 19631
[14:57:06] 1.600 | 36957 | 41018 | 35 | 19660
[14:57:06] 1.650 | 35807 | 39623 | 40 | 19637
[14:57:06] 1.700 | 31259 | 42624 | 44 | 19634
[14:57:06] 1.750 | 39123 | 38924 | 39 | 19650
[14:57:06] 1.800 | 34947 | 37000 | 40 | 19660
[14:57:06] 1.850 | 41731 | 37694 | 40 | 19667
[14:57:06] 1.900 | 39817 | 32905 | 37 | 19652
[14:57:07] 1.950 | 41982 | 38276 | 39 | 19647
[14:57:07] 2.000 | 35843 | 34543 | 42 | 19677
[14:57:07] 2.050 | 34272 | 38247 | 39 | 19668
[14:57:07] 2.100 | 34798 | 36599 | 42 | 19693
[14:57:07] 2.150 | 36437 | 37266 | 38 | 19672
[14:57:07] 2.200 | 40983 | 40577 | 42 | 19659
[14:57:07] 2.250 | 34483 | 39977 | 39 | 19701
[14:57:07] 2.300 | 30301 | 40459 | 36 | 19670
