Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.25,18.633,1.011,1023,1022,1023
4.36,17.622,-1.011,1022,1023,1023
4.77,19.644,2.021,1023,1023,1023
4.89,18.633,-1.011,1023,1023,1023
5.40,17.622,-1.011,1023,1023,1023
6.43,18.633,1.011,1023,1022,1023
6.64,17.622,-1.011,1022,1022,1023
6.75,18.633,1.011,1023,1023,1023
6.86,17.622,-1.011,1023,1022,1023
7.08,16.611,-1.011,1023,1023,1023
7.19,18.633,2.021,1022,1023,1023
7.30,17.622,-1.011,1023,1023,1023
7.42,18.633,1.011,1023,1023,1023
7.53,20.654,2.021,1023,1023,988
7.64,22.676,2.021,1023,1023,944
7.75,23.687,1.011,1023,1023,871
7.86,24.697,1.011,1023,1023,844
7.97,25.708,1.011,1023,1023,844
8.08,24.697,-1.011,1023,1023,833
8.19,25.708,1.011,1023,1023,804
8.31,26.719,1.011,1023,1023,803
8.72,28.740,2.021,1023,1023,810
9.03,27.729,-1.011,1023,1023,808
9.35,28.740,1.011,1023,1022,807
9.46,27.729,-1.011,1023,1023,807
9.67,28.740,1.011,1023,1023,812
9.78,26.719,-2.021,1022,1023,838
9.89,28.740,2.021,1022,1022,843
10.41,29.751,1.011,1022,1023,870
10.62,28.740,-1.011,1023,1023,841
10.84,29.751,1.011,1023,1022,841
10.95,30.762,1.011,1023,1023,834
11.06,29.751,-1.011,1022,1023,825
11.68,30.762,1.011,1023,1023,796
11.79,29.751,-1.011,1023,1022,798
11.90,30.762,1.011,1023,1023,798
12.02,29.751,-1.011,1023,1023,794
12.13,30.762,1.011,1022,1023,785
12.24,31.772,1.011,1023,1023,793
12.35,30.762,-1.011,1023,1023,792
12.57,29.751,-1.011,1023,1023,781
12.68,31.772,2.021,1022,1023,780
12.79,30.762,-1.011,1023,1022,775
12.90,31.772,1.011,1023,1023,775
13.02,29.751,-2.021,1023,1023,771
13.13,30.762,1.011,1023,1023,772
13.34,29.751,-1.011,1023,1023,772
13.45,31.772,2.021,1022,1023,780
13.57,30.762,-1.011,1023,1023,780
13.68,31.772,1.011,1023,1023,784
13.99,30.762,-1.011,1023,1022,788
14.11,32.783,2.021,1022,1022,770
14.22,31.772,-1.011,1023,1023,776
14.33,32.783,1.011,1023,1023,771
14.44,31.772,-1.011,1023,1023,763
14.56,30.762,-1.011,1022,1022,763
14.67,31.772,1.011,1023,1023,758
14.88,30.762,-1.011,1023,1023,758
15.10,31.772,1.011,1023,1023,753
15.21,32.783,1.011,1023,1023,764
15.32,31.772,-1.011,1023,1023,751
15.43,32.783,1.011,1023,1023,743
15.54,33.794,1.011,1022,1023,742
16.36,34.805,1.011,1023,1023,735
16.48,33.794,-1.011,1023,1023,733
16.79,34.805,1.011,1023,1023,736
17.00,33.794,-1.011,1023,1023,741
17.12,34.805,1.011,1023,1023,739
17.23,33.794,-1.011,1023,1022,733
17.34,34.805,1.011,1022,1023,729
17.76,35.815,1.011,1023,1022,720
17.87,34.805,-1.011,1022,1022,719
18.08,35.815,1.011,1023,1023,721
18.30,36.826,1.011,1023,1023,722
18.41,34.805,-2.021,1023,1023,717
18.62,35.815,1.011,1023,1023,722
18.84,36.826,1.011,1023,1023,723
18.95,35.815,-1.011,1023,1023,726
19.06,34.805,-1.011,1023,1023,731
19.38,35.815,1.011,1023,1023,721
19.59,36.826,1.011,1023,1023,721
19.80,35.815,-1.011,1023,1022,716
19.92,36.826,1.011,1022,1023,718
20.13,37.837,1.011,1023,1022,721
20.24,36.826,-1.011,1023,1023,717
20.35,37.837,1.011,1023,1023,717
20.46,36.826,-1.011,1023,1023,717
20.58,37.837,1.011,1023,1023,696
20.69,36.826,-1.011,1023,1023,700
20.80,37.837,1.011,1022,1023,691
21.01,38.848,1.011,1023,1023,673
21.13,37.837,-1.011,1023,1023,676
21.24,38.848,1.011,1023,1023,682
21.76,39.858,1.011,1023,1023,658
21.97,38.848,-1.011,1023,1023,657
22.08,39.858,1.011,1023,1022,656
22.30,38.848,-1.011,1023,1023,656
22.71,39.858,1.011,1023,1023,657
23.03,37.837,-2.021,1023,1023,658
23.14,38.848,1.011,1023,1023,660
23.35,39.858,1.011,1023,1023,662
23.46,38.848,-1.011,1023,1022,658
23.58,39.858,1.011,1023,1023,659
23.79,38.848,-1.011,1023,1023,658
23.90,39.858,1.011,1023,1023,658
24.32,38.848,-1.011,1023,1023,657
24.43,39.858,1.011,1023,1023,657
24.75,38.848,-1.011,1023,1022,654
24.96,39.858,1.011,1023,1023,652
25.07,40.869,1.011,1023,1023,648
25.18,39.858,-1.011,1022,1023,646
25.60,38.848,-1.011,1023,1023,644
25.71,40.869,2.021,1023,1023,646
25.82,39.858,-1.011,1023,1023,647
26.04,40.869,1.011,1022,1023,646
26.15,39.858,-1.011,1023,1023,644
26.47,38.848,-1.011,1023,1023,644
26.58,39.858,1.011,1023,1023,645
26.89,40.869,1.011,1023,1023,642
27.00,41.880,1.011,1022,1023,641
27.12,40.869,-1.011,1023,1023,641
27.43,41.880,1.011,1023,1023,643
27.54,40.869,-1.011,1023,1023,647
27.76,41.880,1.011,1022,1023,649
27.87,40.869,-1.011,1023,1023,651
27.98,39.858,-1.011,1023,1023,652
28.10,38.848,-1.011,1023,1023,653
28.71,37.837,-1.011,1023,1023,661
28.83,36.826,-1.011,1023,1023,669
28.94,35.815,-1.011,1023,1022,683
29.15,34.805,-1.011,1023,1023,708
29.27,33.794,-1.011,1023,1023,730
29.58,31.772,-2.021,1023,1023,753
29.90,30.762,-1.011,1023,1023,767
30.21,29.751,-1.011,1023,1023,784
30.73,30.762,1.011,1023,1023,768
30.84,29.751,-1.011,1023,1023,767
30.96,30.762,1.011,1023,1022,777
31.07,29.751,-1.011,1023,1023,781
31.18,28.740,-1.011,1023,1023,779
31.29,29.751,1.011,1023,1023,779
31.51,28.740,-1.011,1022,1023,778
31.62,29.751,1.011,1023,1023,779
31.83,28.740,-1.011,1023,1022,778
31.94,29.751,1.011,1022,1023,774
32.06,30.762,1.011,1023,1022,776
32.17,29.751,-1.011,1022,1023,771
32.89,28.740,-1.011,1023,1023,774
33.00,29.751,1.011,1023,1023,775
33.12,28.740,-1.011,1023,1023,773
33.63,29.751,1.011,1023,1023,772
33.74,28.740,-1.011,1023,1023,772
33.96,27.729,-1.011,1023,1023,775
34.88,26.719,-1.011,1022,1023,803
34.99,27.729,1.011,1023,1023,801
35.21,26.719,-1.011,1023,1023,797
35.32,27.729,1.011,1023,1023,793
35.53,26.719,-1.011,1022,1023,795
35.65,27.729,1.011,1022,1023,793
35.76,26.719,-1.011,1023,1023,798
36.48,25.708,-1.011,1022,1023,813
36.59,24.697,-1.011,1023,1023,822
36.70,25.708,1.011,1023,1023,830
36.81,24.697,-1.011,1023,1023,852
37.03,23.687,-1.011,1023,1023,860
37.35,24.697,1.011,1023,1023,896
37.46,22.676,-2.021,1023,1023,901
37.57,23.687,1.011,1022,1022,897
37.78,22.676,-1.011,1022,1022,896
37.90,23.687,1.011,1023,1023,887
38.01,22.676,-1.011,1022,1023,877
38.32,21.665,-1.011,1023,1023,903
38.44,22.676,1.011,1023,1023,896
38.65,23.687,1.011,1022,1023,897
38.76,22.676,-1.011,1023,1023,901
38.97,21.665,-1.011,1023,1023,917
39.29,20.654,-1.011,1023,1023,905
39.40,21.665,1.011,1023,1023,902
39.72,20.654,-1.011,1023,1023,922
40.44,19.644,-1.011,1022,1023,955
40.55,20.654,1.011,1023,1023,974
40.66,18.633,-2.021,1023,1023,987
40.77,19.644,1.011,1023,1023,1023
41.19,18.633,-1.011,1023,1023,1022
41.31,19.644,1.011,1023,1023,1023
41.42,18.633,-1.011,1023,1023,1023
41.73,19.644,1.011,1023,1023,1023
41.95,18.633,-1.011,1023,1023,1023
42.16,19.644,1.011,1023,1023,1022
42.38,20.654,1.011,1023,1023,967
42.59,21.665,1.011,1023,1023,937
42.70,22.676,1.011,1022,1023,923
42.81,21.665,-1.011,1022,1023,910
42.93,22.676,1.011,1023,1023,903
44.05,24.697,2.021,1023,1023,846
44.16,23.687,-1.011,1023,1023,844
44.28,22.676,-1.011,1023,1023,845
44.39,23.687,1.011,1023,1023,845
44.50,22.676,-1.011,1023,1023,843
45.12,23.687,1.011,1023,1023,842
45.23,22.676,-1.011,1023,1023,845
45.55,23.687,1.011,1023,1023,841
45.86,22.676,-1.011,1023,1022,836
45.97,23.687,1.011,1023,1023,838
46.09,24.697,1.011,1023,1023,836
46.20,23.687,-1.011,1022,1023,836
46.31,24.697,1.011,1023,1023,833
46.42,25.708,1.011,1023,1023,835
46.53,24.697,-1.011,1023,1023,835
46.65,25.708,1.011,1023,1023,830
46.96,26.719,1.011,1023,1023,840
47.07,25.708,-1.011,1022,1023,840
47.19,26.719,1.011,1023,1023,839
47.30,25.708,-1.011,1023,1023,839
47.41,26.719,1.011,1023,1023,839
47.52,25.708,-1.011,1022,1023,839
47.64,26.719,1.011,1023,1023,836
48.05,25.708,-1.011,1023,1023,839
48.16,26.719,1.011,1022,1023,838
48.48,25.708,-1.011,1023,1023,840
48.59,26.719,1.011,1022,1023,887
48.70,25.708,-1.011,1022,1022,888
48.92,26.719,1.011,1023,1023,826
49.23,25.708,-1.011,1023,1023,838
49.34,27.729,2.021,1023,1022,826
49.46,26.719,-1.011,1023,1023,864
49.57,27.729,1.011,1023,1023,874
50.19,26.719,-1.011,1023,1023,839
50.30,27.729,1.011,1023,1023,832
50.41,26.719,-1.011,1023,1023,831
50.83,27.729,1.011,1022,1022,821
51.04,28.740,1.011,1022,1023,824
51.15,27.729,-1.011,1023,1023,818
51.27,26.719,-1.011,1023,1023,820
51.38,27.729,1.011,1022,1023,821
51.49,28.740,1.011,1023,1023,816
51.60,26.719,-2.021,1023,1023,801
51.72,28.740,2.021,1023,1023,801
51.83,27.729,-1.011,1023,1023,805
52.55,26.719,-1.011,1023,1023,816
52.66,25.708,-1.011,1023,1023,808
53.18,24.697,-1.011,1023,1023,894
53.39,22.676,-2.021,1022,1023,906
53.81,21.665,-1.011,1022,1023,933
54.12,22.676,1.011,1022,1023,942
54.24,20.654,-2.021,1023,1022,939
54.35,22.676,2.021,1023,1023,939
54.46,21.665,-1.011,1023,1023,944
54.57,20.654,-1.011,1022,1023,948
54.69,21.665,1.011,1023,1023,943
54.80,20.654,-1.011,1023,1023,945
55.01,21.665,1.011,1022,1023,943
55.12,20.654,-1.011,1023,1023,943
55.34,21.665,1.011,1022,1023,946
55.65,20.654,-1.011,1022,1023,961
55.87,19.644,-1.011,1022,1023,988
56.38,20.654,1.011,1023,1023,1023
56.60,19.644,-1.011,1023,1023,1023
57.02,18.633,-1.011,1023,1022,1023
57.13,19.644,1.011,1023,1023,1023
57.35,18.633,-1.011,1023,1023,1023
57.76,19.644,1.011,1022,1022,1023
57.88,18.633,-1.011,1023,1023,1023
57.99,19.644,1.011,1022,1023,1023
58.10,18.633,-1.011,1022,1023,1022
58.32,19.644,1.011,1023,1022,1023
58.43,18.633,-1.011,1023,1023,1023
58.75,17.622,-1.011,1023,1023,1023
58.86,19.644,2.021,1023,1023,1023
58.97,18.633,-1.011,1023,1023,1023
59.09,17.622,-1.011,1022,1023,1023
59.20,18.633,1.011,1023,1023,1022
59.52,17.622,-1.011,1023,1022,1022
60.04,18.633,1.011,1023,1023,1023
60.15,17.622,-1.011,1023,1023,1022
