Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.25,18.633,1.011,1023,1023,1023
4.36,17.622,-1.011,1023,1023,1023
4.57,18.633,1.011,1023,1023,1023
4.68,17.622,-1.011,1023,1023,1023
4.90,18.633,1.011,1023,1022,1022
5.01,16.611,-2.021,1023,1023,1023
5.12,17.622,1.011,1023,1023,1023
5.34,18.633,1.011,1022,1022,1022
5.45,16.611,-2.021,1023,1022,1022
5.76,17.622,1.011,1022,1023,1021
5.87,18.633,1.011,1023,1023,1023
6.09,19.644,1.011,1023,1023,1023
6.20,18.633,-1.011,1023,1023,1005
6.31,19.644,1.011,1023,1022,998
6.42,18.633,-1.011,1023,1022,1022
6.64,19.644,1.011,1023,1023,841
6.85,20.654,1.011,1023,1022,802
6.96,21.665,1.011,1023,1022,805
7.07,20.654,-1.011,1023,1023,807
7.28,21.665,1.011,1023,1023,798
7.70,22.676,1.011,1023,1023,745
7.91,21.665,-1.011,1022,1022,756
8.02,20.654,-1.011,1023,1023,775
8.13,21.665,1.011,1023,1023,771
8.35,20.654,-1.011,1023,1023,779
8.86,19.644,-1.011,1023,1023,740
8.97,20.654,1.011,1023,1023,734
9.39,21.665,1.011,1023,1023,724
9.90,22.676,1.011,1023,1023,709
10.01,21.665,-1.011,1023,1023,735
10.13,22.676,1.011,1022,1023,711
10.44,23.687,1.011,1023,1023,698
10.65,21.665,-2.021,1022,1023,772
10.87,22.676,1.011,1023,1022,756
11.08,23.687,1.011,1023,1023,702
11.40,24.697,1.011,1022,1023,682
11.51,23.687,-1.011,1023,1022,686
11.72,24.697,1.011,1022,1023,676
11.83,23.687,-1.011,1022,1022,674
11.95,24.697,1.011,1023,1023,669
12.26,26.719,2.021,1022,1023,663
12.47,25.708,-1.011,1022,1022,659
12.59,24.697,-1.011,1023,1023,658
12.70,25.708,1.011,1023,1022,656
13.02,26.719,1.011,1023,1023,649
13.23,27.729,1.011,1022,1023,643
13.44,26.719,-1.011,1023,1023,645
14.16,27.729,1.011,1023,1023,639
14.27,28.740,1.011,1023,1023,626
14.39,27.729,-1.011,1023,1023,618
14.70,28.740,1.011,1023,1023,606
14.81,27.729,-1.011,1023,1023,609
15.03,28.740,1.011,1023,1023,607
15.14,29.751,1.011,1023,1023,603
15.25,27.729,-2.021,1023,1023,600
15.46,28.740,1.011,1023,1022,602
15.68,29.751,1.011,1023,1023,597
15.79,28.740,-1.011,1023,1023,600
16.00,27.729,-1.011,1022,1022,606
16.11,28.740,1.011,1023,1023,590
16.63,29.751,1.011,1023,1023,572
16.84,28.740,-1.011,1023,1023,574
17.06,30.762,2.021,1023,1023,570
17.27,28.740,-2.021,1023,1023,565
17.38,30.762,2.021,1022,1022,564
17.60,29.751,-1.011,1023,1023,558
17.71,30.762,1.011,1023,1023,555
18.02,31.772,1.011,1023,1023,545
18.14,30.762,-1.011,1022,1023,542
18.35,31.772,1.011,1022,1022,541
18.46,32.783,1.011,1023,1023,540
18.57,31.772,-1.011,1023,1023,541
18.69,32.783,1.011,1023,1023,539
18.80,31.772,-1.011,1023,1022,537
19.22,30.762,-1.011,1023,1022,537
19.33,31.772,1.011,1023,1023,542
19.44,30.762,-1.011,1023,1023,540
19.76,31.772,1.011,1023,1023,540
19.87,30.762,-1.011,1022,1023,540
19.98,29.751,-1.011,1023,1023,548
20.19,30.762,1.011,1022,1023,556
20.31,29.751,-1.011,1023,1023,555
20.42,28.740,-1.011,1022,1023,553
20.53,29.751,1.011,1023,1022,554
20.75,30.762,1.011,1023,1023,540
20.96,32.783,2.021,1022,1023,522
21.07,31.772,-1.011,1023,1022,521
21.18,32.783,1.011,1023,1023,517
21.30,33.794,1.011,1023,1023,512
21.41,34.805,1.011,1023,1023,510
21.52,33.794,-1.011,1023,1023,509
21.73,34.805,1.011,1023,1023,508
21.85,33.794,-1.011,1023,1023,511
22.26,35.815,2.021,1023,1023,506
22.78,34.805,-1.011,1023,1023,503
22.89,33.794,-1.011,1023,1023,504
23.10,35.815,2.021,1022,1023,503
23.22,34.805,-1.011,1023,1022,505
23.33,35.815,1.011,1023,1023,505
23.64,34.805,-1.011,1023,1022,499
24.16,33.794,-1.011,1023,1023,496
24.27,34.805,1.011,1022,1023,496
24.49,35.815,1.011,1023,1023,494
24.60,34.805,-1.011,1023,1023,495
24.71,35.815,1.011,1022,1023,495
