Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
16.81,24.697,-1.011,1023,1023,662
16.92,25.708,1.011,1023,1023,660
17.34,26.719,1.011,1023,1022,658
17.45,25.708,-1.011,1023,1023,659
17.77,26.719,1.011,1023,1022,660
17.88,25.708,-1.011,1023,1022,658
18.09,26.719,1.011,1023,1023,657
18.41,25.708,-1.011,1023,1023,654
18.52,26.719,1.011,1023,1023,657
18.63,25.708,-1.011,1023,1023,656
18.85,26.719,1.011,1023,1023,657
18.96,25.708,-1.011,1023,1023,658
19.07,26.719,1.011,1023,1022,651
19.18,25.708,-1.011,1022,1022,662
19.30,26.719,1.011,1023,1023,660
19.51,27.729,1.011,1023,1023,661
19.62,25.708,-2.021,1023,1023,662
19.73,27.729,2.021,1023,1022,661
19.95,26.719,-1.011,1023,1023,663
20.16,27.729,1.011,1022,1022,663
20.37,26.719,-1.011,1023,1023,660
20.79,28.740,2.021,1023,1023,661
20.90,26.719,-2.021,1023,1023,661
21.01,27.729,1.011,1023,1023,661
22.64,28.740,1.011,1023,1023,658
22.76,26.719,-2.021,1023,1023,657
22.97,27.729,1.011,1023,1023,656
23.69,28.740,1.011,1023,1023,647
23.90,26.719,-2.021,1023,1023,650
24.02,27.729,1.011,1023,1023,655
24.63,28.740,1.011,1022,1022,656
24.75,27.729,-1.011,1022,1022,655
24.86,28.740,1.011,1023,1023,652
24.97,27.729,-1.011,1023,1023,651
25.39,28.740,1.011,1022,1023,657
25.50,27.729,-1.011,1023,1023,658
25.61,29.751,2.021,1022,1022,658
25.72,28.740,-1.011,1023,1023,655
25.94,29.751,1.011,1023,1023,652
26.05,30.762,1.011,1023,1023,652
26.16,29.751,-1.011,1023,1022,651
26.27,28.740,-1.011,1023,1023,646
26.39,29.751,1.011,1023,1023,644
26.80,28.740,-1.011,1023,1023,647
26.92,30.762,2.021,1023,1023,649
27.03,29.751,-1.011,1022,1023,648
27.14,30.762,1.011,1023,1023,648
27.35,29.751,-1.011,1023,1023,649
27.57,30.762,1.011,1023,1023,662
27.68,29.751,-1.011,1023,1023,662
28.10,30.762,1.011,1023,1023,661
28.21,29.751,-1.011,1023,1023,658
28.32,30.762,1.011,1023,1023,650
28.64,29.751,-1.011,1023,1023,650
28.75,28.740,-1.011,1023,1023,650
28.86,30.762,2.021,1023,1022,643
29.38,31.772,1.011,1023,1023,629
29.79,30.762,-1.011,1023,1023,627
29.91,31.772,1.011,1023,1023,624
30.02,30.762,-1.011,1023,1023,625
30.13,31.772,1.011,1023,1023,625
30.55,30.762,-1.011,1023,1023,632
30.76,31.772,1.011,1023,1023,635
30.97,30.762,-1.011,1023,1022,632
31.19,31.772,1.011,1023,1023,627
31.50,30.762,-1.011,1023,1023,634
31.72,31.772,1.011,1023,1023,629
31.83,32.783,1.011,1023,1022,629
31.94,31.772,-1.011,1022,1022,631
32.26,32.783,1.011,1023,1023,631
32.57,31.772,-1.011,1023,1023,626
32.68,32.783,1.011,1023,1023,626
32.79,31.772,-1.011,1023,1023,625
32.91,32.783,1.011,1023,1022,625
33.02,31.772,-1.011,1023,1022,623
33.23,32.783,1.011,1023,1023,625
33.55,33.794,1.011,1023,1023,627
33.66,32.783,-1.011,1023,1023,629
34.08,33.794,1.011,1022,1023,622
34.19,32.783,-1.011,1022,1022,623
34.30,33.794,1.011,1023,1023,623
34.41,32.783,-1.011,1023,1023,624
34.73,33.794,1.011,1023,1023,622
35.04,32.783,-1.011,1022,1023,622
35.15,33.794,1.011,1023,1023,622
35.57,32.783,-1.011,1023,1023,625
35.68,33.794,1.011,1023,1023,626
35.90,32.783,-1.011,1022,1023,623
36.21,33.794,1.011,1023,1023,620
36.32,32.783,-1.011,1023,1023,620
36.44,33.794,1.011,1023,1023,619
36.55,34.805,1.011,1023,1023,621
36.66,33.794,-1.011,1023,1023,620
36.77,32.783,-1.011,1022,1023,619
36.89,33.794,1.011,1023,1023,619
37.00,34.805,1.011,1023,1023,619
37.11,33.794,-1.011,1022,1023,621
37.73,34.805,1.011,1023,1023,619
38.04,33.794,-1.011,1023,1023,621
38.26,34.805,1.011,1023,1023,620
38.57,35.815,1.011,1023,1023,619
38.68,33.794,-2.021,1023,1023,619
38.80,34.805,1.011,1022,1023,619
39.11,33.794,-1.011,1023,1023,623
39.32,34.805,1.011,1023,1023,623
39.54,33.794,-1.011,1023,1023,625
39.65,34.805,1.011,1022,1023,625
39.96,33.794,-1.011,1022,1023,624
40.08,35.815,2.021,1023,1023,625
40.19,33.794,-2.021,1023,1022,624
40.61,32.783,-1.011,1023,1023,625
40.72,31.772,-1.011,1022,1023,624
40.83,34.805,3.032,1023,1022,624
40.94,33.794,-1.011,1023,1023,624
41.06,32.783,-1.011,1023,1023,623
41.37,31.772,-1.011,1023,1023,631
41.49,32.783,1.011,1022,1023,630
41.60,33.794,1.011,1023,1022,623
41.91,34.805,1.011,1023,1022,628
42.12,33.794,-1.011,1023,1023,625
42.24,35.815,2.021,1023,1023,625
42.55,34.805,-1.011,1023,1023,625
42.66,35.815,1.011,1022,1023,624
42.78,34.805,-1.011,1023,1022,624
43.19,35.815,1.011,1023,1022,622
43.30,34.805,-1.011,1023,1023,621
43.42,35.815,1.011,1022,1023,620
43.83,36.826,1.011,1023,1023,619
43.94,35.815,-1.011,1023,1023,618
44.36,34.805,-1.011,1023,1023,619
44.47,35.815,1.011,1023,1023,620
44.79,36.826,1.011,1023,1023,620
44.90,35.815,-1.011,1022,1023,619
45.01,36.826,1.011,1022,1023,622
45.12,35.815,-1.011,1023,1023,619
45.24,34.805,-1.011,1023,1023,621
45.35,35.815,1.011,1023,1023,620
45.56,36.826,1.011,1023,1022,620
45.88,35.815,-1.011,1022,1023,621
46.40,34.805,-1.011,1022,1023,623
46.51,35.815,1.011,1023,1023,622
47.03,36.826,1.011,1022,1023,622
47.14,35.815,-1.011,1023,1023,622
47.25,36.826,1.011,1023,1023,621
47.46,37.837,1.011,1022,1023,622
47.58,36.826,-1.011,1023,1022,626
47.99,35.815,-1.011,1023,1023,620
48.10,37.837,2.021,1023,1023,621
48.22,36.826,-1.011,1023,1023,620
48.43,35.815,-1.011,1023,1023,622
48.54,36.826,1.011,1022,1023,621
48.76,37.837,1.011,1023,1023,619
48.87,36.826,-1.011,1023,1023,620
48.98,37.837,1.011,1023,1023,618
49.09,36.826,-1.011,1023,1023,614
49.21,38.848,2.021,1023,1023,612
49.42,36.826,-2.021,1023,1023,618
49.53,37.837,1.011,1023,1023,611
49.64,36.826,-1.011,1023,1021,615
49.76,38.848,2.021,1023,1022,611
49.87,37.837,-1.011,1023,1023,611
50.08,36.826,-1.011,1023,1023,612
50.20,37.837,1.011,1023,1023,613
50.41,36.826,-1.011,1023,1022,613
50.83,37.837,1.011,1023,1023,610
50.94,36.826,-1.011,1023,1022,610
51.05,37.837,1.011,1023,1023,611
51.26,36.826,-1.011,1023,1023,610
51.68,35.815,-1.011,1023,1023,618
51.89,34.805,-1.011,1023,1023,632
52.01,33.794,-1.011,1023,1023,636
52.22,34.805,1.011,1023,1023,635
52.43,36.826,2.021,1022,1023,623
52.65,37.837,1.011,1023,1023,618
52.76,36.826,-1.011,1022,1023,617
52.87,35.815,-1.011,1023,1023,617
52.98,34.805,-1.011,1023,1023,626
53.10,33.794,-1.011,1023,1023,630
53.21,34.805,1.011,1023,1023,637
53.32,33.794,-1.011,1022,1022,636
53.43,34.805,1.011,1023,1023,634
53.54,33.794,-1.011,1023,1023,629
53.66,34.805,1.011,1023,1023,623
53.77,36.826,2.021,1022,1022,622
54.19,37.837,1.011,1023,1023,615
54.40,36.826,-1.011,1023,1022,616
54.61,37.837,1.011,1023,1023,616
54.83,36.826,-1.011,1023,1023,610
55.24,35.815,-1.011,1023,1023,623
55.36,31.772,-4.043,1023,1023,668
55.47,27.729,-4.043,1022,1023,743
55.58,24.697,-3.032,1022,1023,802
55.70,25.708,1.011,1023,1023,791
55.81,24.697,-1.011,1023,1023,786
56.12,23.687,-1.011,1023,1023,802
56.54,22.676,-1.011,1023,1023,789
56.85,21.665,-1.011,1023,1023,799
57.07,22.676,1.011,1022,1022,804
57.28,21.665,-1.011,1023,1023,798
57.39,22.676,1.011,1023,1023,793
57.91,21.665,-1.011,1023,1023,780
58.33,20.654,-1.011,1022,1023,793
58.85,19.644,-1.011,1023,1023,790
58.96,21.665,2.021,1022,1022,797
59.07,20.654,-1.011,1023,1023,794
59.18,19.644,-1.011,1023,1023,779
59.29,20.654,1.011,1023,1023,783
59.61,19.644,-1.011,1023,1023,790
59.72,20.654,1.011,1023,1023,791
59.83,19.644,-1.011,1023,1022,805
59.95,18.633,-1.011,1023,1023,833
60.06,19.644,1.011,1023,1022,883
