Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.45,19.644,1.011,1022,1023,1023
4.86,18.633,-1.011,1023,1022,1023
4.98,17.622,-1.011,1023,1023,1022
5.09,18.633,1.011,1023,1023,1023
5.20,19.644,1.011,1023,1023,1023
5.31,18.633,-1.011,1022,1023,1023
6.34,19.644,1.011,1023,1023,1023
6.85,18.633,-1.011,1023,1023,1023
6.97,19.644,1.011,1023,1023,1023
7.38,20.654,1.011,1022,1023,1023
7.49,19.644,-1.011,1023,1023,1023
7.81,20.654,1.011,1022,1023,1023
7.92,19.644,-1.011,1023,1023,1023
8.03,20.654,1.011,1022,1023,1023
8.15,19.644,-1.011,1022,1023,1023
8.26,20.654,1.011,1023,1022,1023
8.77,21.665,1.011,1023,1023,1023
8.99,20.654,-1.011,1022,1023,1023
9.91,19.644,-1.011,1023,1023,1023
10.13,20.654,1.011,1023,1022,1004
10.44,21.665,1.011,1023,1023,911
10.65,20.654,-1.011,1023,1023,894
10.97,22.676,2.021,1023,1023,857
11.08,21.665,-1.011,1023,1023,827
11.70,22.676,1.011,1022,1023,807
11.81,20.654,-2.021,1023,1023,805
11.92,21.665,1.011,1022,1022,801
12.24,22.676,1.011,1022,1023,787
12.35,21.665,-1.011,1023,1023,780
12.77,22.676,1.011,1023,1023,755
12.88,21.665,-1.011,1023,1023,763
13.19,23.687,2.021,1023,1023,738
13.31,22.676,-1.011,1023,1023,742
13.42,23.687,1.011,1022,1023,729
13.73,22.676,-1.011,1023,1023,723
14.15,23.687,1.011,1023,1023,698
14.26,22.676,-1.011,1023,1023,701
14.58,23.687,1.011,1023,1023,703
14.89,22.676,-1.011,1023,1023,696
15.00,24.697,2.021,1023,1023,699
15.11,23.687,-1.011,1022,1023,696
15.23,24.697,1.011,1023,1023,694
15.85,25.708,1.011,1023,1023,673
15.96,24.697,-1.011,1023,1022,671
16.17,25.708,1.011,1022,1023,668
16.28,24.697,-1.011,1023,1023,666
16.70,25.708,1.011,1023,1022,664
