Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
31.50,30.762,-1.011,1023,1023,663
31.71,29.751,-1.011,1023,1023,680
31.83,28.740,-1.011,1023,1023,698
32.04,27.729,-1.011,1022,1022,751
32.46,26.719,-1.011,1023,1023,799
32.67,25.708,-1.011,1022,1023,805
32.79,26.719,1.011,1023,1023,809
32.90,25.708,-1.011,1022,1023,812
33.21,24.697,-1.011,1023,1023,814
33.33,25.708,1.011,1023,1023,816
33.44,24.697,-1.011,1022,1023,822
33.75,25.708,1.011,1022,1023,813
33.97,24.697,-1.011,1023,1023,824
34.28,23.687,-1.011,1023,1023,841
34.39,24.697,1.011,1023,1023,842
34.51,22.676,-2.021,1023,1022,843
34.62,24.697,2.021,1023,1023,837
34.73,23.687,-1.011,1023,1023,863
35.15,22.676,-1.011,1023,1023,853
35.36,23.687,1.011,1022,1022,851
35.47,21.665,-2.021,1022,1023,854
35.59,22.676,1.011,1023,1023,857
35.90,21.665,-1.011,1022,1023,860
36.11,20.654,-1.011,1022,1023,860
36.43,21.665,1.011,1022,1023,857
36.74,19.644,-2.021,1023,1022,855
36.86,20.654,1.011,1022,1023,853
36.97,21.665,1.011,1023,1023,854
37.08,20.654,-1.011,1023,1023,854
37.50,19.644,-1.011,1022,1023,857
37.81,20.654,1.011,1023,1023,856
37.92,21.665,1.011,1023,1023,855
38.04,19.644,-2.021,1023,1023,855
38.25,20.654,1.011,1023,1023,852
38.97,21.665,1.011,1022,1022,874
39.08,20.654,-1.011,1022,1023,866
39.19,21.665,1.011,1023,1023,863
39.51,22.676,1.011,1023,1023,857
39.72,23.687,1.011,1023,1023,829
39.83,24.697,1.011,1023,1023,823
40.05,25.708,1.011,1023,1022,813
40.56,26.719,1.011,1022,1023,797
40.68,27.729,1.011,1023,1023,800
41.09,30.762,3.032,1023,1022,738
41.20,28.740,-2.021,1023,1023,717
41.31,30.762,2.021,1023,1023,709
41.43,29.751,-1.011,1023,1023,699
41.64,30.762,1.011,1023,1023,693
41.85,29.751,-1.011,1022,1023,690
41.97,30.762,1.011,1023,1023,689
42.28,31.772,1.011,1023,1023,677
42.49,30.762,-1.011,1023,1023,677
42.71,32.783,2.021,1022,1023,678
42.82,31.772,-1.011,1023,1022,678
43.03,30.762,-1.011,1022,1023,678
43.15,31.772,1.011,1023,1023,674
43.36,32.783,1.011,1022,1023,671
43.88,31.772,-1.011,1023,1023,653
44.09,32.783,1.011,1023,1023,647
44.20,33.794,1.011,1023,1023,643
44.62,32.783,-1.011,1022,1023,641
44.73,33.794,1.011,1022,1022,638
45.04,34.805,1.011,1023,1022,631
45.16,33.794,-1.011,1023,1023,629
45.37,34.805,1.011,1023,1023,624
45.79,35.815,1.011,1023,1023,619
46.00,36.826,1.011,1022,1023,615
46.11,35.815,-1.011,1022,1023,615
46.83,36.826,1.011,1023,1023,615
47.85,35.815,-1.011,1023,1023,614
47.97,36.826,1.011,1023,1022,614
48.08,35.815,-1.011,1022,1023,614
48.19,36.826,1.011,1023,1023,614
48.30,35.815,-1.011,1023,1023,612
48.42,36.826,1.011,1023,1023,612
48.73,35.815,-1.011,1023,1023,612
48.84,36.826,1.011,1022,1023,610
49.67,35.815,-1.011,1023,1023,610
49.78,36.826,1.011,1022,1023,612
49.89,37.837,1.011,1023,1023,612
50.00,36.826,-1.011,1023,1023,609
50.11,37.837,1.011,1022,1023,608
50.43,36.826,-1.011,1022,1023,607
50.54,37.837,1.011,1022,1023,606
50.86,36.826,-1.011,1023,1022,607
51.07,37.837,1.011,1023,1023,606
51.38,36.826,-1.011,1023,1023,604
51.50,37.837,1.011,1023,1023,602
51.61,38.848,1.011,1023,1023,603
51.82,37.837,-1.011,1022,1023,605
51.94,38.848,1.011,1023,1023,603
53.06,37.837,-1.011,1023,1023,595
53.17,38.848,1.011,1022,1023,593
53.28,39.858,1.011,1023,1023,588
53.50,38.848,-1.011,1023,1023,587
53.61,39.858,1.011,1022,1023,587
53.72,38.848,-1.011,1023,1022,589
53.83,35.815,-3.032,1023,1023,612
53.95,31.772,-4.043,1023,1023,691
54.06,27.729,-4.043,1022,1022,764
54.27,25.708,-2.021,1022,1023,845
54.39,24.697,-1.011,1023,1023,856
54.50,23.687,-1.011,1023,1022,855
54.71,22.676,-1.011,1023,1022,898
54.83,21.665,-1.011,1022,1023,921
55.04,20.654,-1.011,1023,1023,975
55.15,19.644,-1.011,1022,1022,939
55.27,18.633,-1.011,1023,1023,932
55.48,19.644,1.011,1023,1022,942
55.59,18.633,-1.011,1023,1023,967
55.71,17.622,-1.011,1023,1022,971
55.92,18.633,1.011,1023,1023,952
56.23,19.644,1.011,1023,1023,959
56.35,18.633,-1.011,1023,1023,957
56.46,19.644,1.011,1022,1023,951
56.67,18.633,-1.011,1022,1023,1022
56.79,19.644,1.011,1023,1023,1023
56.90,18.633,-1.011,1023,1023,1023
57.01,19.644,1.011,1023,1023,1022
57.13,17.622,-2.021,1022,1023,1023
57.24,18.633,1.011,1022,1023,1023
57.35,17.622,-1.011,1022,1023,1022
57.47,18.633,1.011,1023,1022,1023
57.58,17.622,-1.011,1022,1023,1023
57.69,18.633,1.011,1022,1023,1023
57.91,17.622,-1.011,1022,1022,1022
59.13,18.633,1.011,1023,1023,1022
59.25,17.622,-1.011,1023,1022,1022
59.46,18.633,1.011,1022,1023,1023
59.68,17.622,-1.011,1022,1023,1023
59.89,16.611,-1.011,1023,1023,1023
60.01,17.622,1.011,1022,1022,1022
60.32,18.633,1.011,1023,1023,1022
