Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.35,18.633,1.011,1023,1023,1023
4.46,17.622,-1.011,1023,1023,1023
4.57,18.633,1.011,1023,1023,1023
4.68,17.622,-1.011,1023,1022,1022
5.30,16.611,-1.011,1023,1023,1023
5.42,17.622,1.011,1023,1023,1023
5.53,16.611,-1.011,1022,1023,1021
5.64,17.622,1.011,1022,1023,1023
6.05,16.611,-1.011,1022,1023,1023
6.17,17.622,1.011,1023,1022,1023
6.38,16.611,-1.011,1023,1022,1023
6.49,17.622,1.011,1022,1022,1022
6.61,18.633,1.011,1023,1023,1022
6.72,17.622,-1.011,1023,1023,1023
6.83,18.633,1.011,1023,1023,1023
7.15,19.644,1.011,1023,1023,988
7.26,20.654,1.011,1023,1022,984
7.47,19.644,-1.011,1023,1023,935
7.58,20.654,1.011,1023,1023,933
7.69,19.644,-1.011,1023,1022,932
7.90,20.654,1.011,1022,1023,913
8.32,19.644,-1.011,1023,1022,929
8.43,20.654,1.011,1023,1023,932
8.74,19.644,-1.011,1023,1023,919
8.96,20.654,1.011,1022,1023,917
9.17,19.644,-1.011,1023,1023,912
9.28,20.654,1.011,1023,1023,904
9.39,21.665,1.011,1022,1023,909
9.50,20.654,-1.011,1023,1023,903
9.61,21.665,1.011,1023,1023,892
9.72,20.654,-1.011,1022,1023,908
9.84,21.665,1.011,1023,1023,907
10.05,22.676,1.011,1023,1023,881
10.26,21.665,-1.011,1023,1023,881
10.37,22.676,1.011,1023,1023,875
10.48,23.687,1.011,1023,1023,870
10.60,24.697,1.011,1023,1023,873
10.71,25.708,1.011,1022,1023,863
11.02,24.697,-1.011,1023,1023,852
11.14,26.719,2.021,1023,1023,845
11.25,25.708,-1.011,1023,1023,844
11.36,26.719,1.011,1023,1022,828
11.47,25.708,-1.011,1023,1023,820
11.89,26.719,1.011,1023,1023,814
12.20,27.729,1.011,1023,1023,808
12.31,26.719,-1.011,1023,1023,798
12.43,27.729,1.011,1023,1023,797
12.54,26.719,-1.011,1022,1022,797
12.75,27.729,1.011,1023,1022,788
13.07,28.740,1.011,1023,1023,771
13.18,27.729,-1.011,1022,1023,772
13.29,26.719,-1.011,1022,1023,770
13.41,27.729,1.011,1023,1023,765
13.52,28.740,1.011,1022,1023,747
13.83,27.729,-1.011,1023,1023,722
13.94,28.740,1.011,1023,1023,719
14.06,27.729,-1.011,1022,1023,719
14.17,28.740,1.011,1023,1023,717
14.28,29.751,1.011,1022,1023,716
14.39,28.740,-1.011,1022,1023,713
14.61,29.751,1.011,1023,1023,709
15.02,30.762,1.011,1023,1023,698
15.24,31.772,1.011,1023,1023,696
15.65,32.783,1.011,1023,1023,666
15.97,33.794,1.011,1023,1023,657
16.38,34.805,1.011,1023,1023,653
16.70,33.794,-1.011,1023,1023,649
16.81,34.805,1.011,1022,1022,648
17.12,35.815,1.011,1023,1022,639
17.44,34.805,-1.011,1022,1023,637
17.55,35.815,1.011,1023,1023,635
17.86,34.805,-1.011,1022,1023,635
17.98,35.815,1.011,1023,1023,634
18.09,34.805,-1.011,1022,1023,633
18.20,35.815,1.011,1022,1023,633
18.42,34.805,-1.011,1023,1023,633
18.53,35.815,1.011,1023,1023,633
18.74,34.805,-1.011,1022,1023,632
18.85,35.815,1.011,1023,1023,631
18.97,34.805,-1.011,1023,1023,630
19.08,35.815,1.011,1023,1023,630
19.29,34.805,-1.011,1023,1023,630
19.40,35.815,1.011,1023,1023,629
20.43,36.826,1.011,1023,1023,626
20.54,35.815,-1.011,1023,1023,625
20.85,34.805,-1.011,1023,1022,625
20.97,35.815,1.011,1022,1022,624
21.48,36.826,1.011,1022,1022,616
21.90,35.815,-1.011,1023,1023,615
22.01,36.826,1.011,1022,1022,613
23.03,37.837,1.011,1022,1023,599
23.65,36.826,-1.011,1023,1023,601
24.17,37.837,1.011,1022,1023,600
24.28,38.848,1.011,1023,1023,598
24.39,37.837,-1.011,1023,1023,597
24.61,38.848,1.011,1023,1023,596
24.72,37.837,-1.011,1023,1023,596
24.83,38.848,1.011,1022,1023,582
25.35,37.837,-1.011,1023,1023,574
25.46,38.848,1.011,1023,1023,575
25.57,37.837,-1.011,1023,1023,572
25.79,38.848,1.011,1023,1023,573
25.90,39.858,1.011,1023,1023,571
26.01,38.848,-1.011,1022,1023,571
26.23,39.858,1.011,1023,1023,571
26.54,38.848,-1.011,1023,1023,570
26.65,40.869,2.021,1023,1023,569
26.77,38.848,-2.021,1023,1022,565
26.88,40.869,2.021,1023,1022,563
26.99,39.858,-1.011,1022,1023,562
27.20,40.869,1.011,1023,1023,563
27.32,39.858,-1.011,1023,1023,565
27.53,38.848,-1.011,1023,1022,568
27.75,39.858,1.011,1023,1023,567
27.86,38.848,-1.011,1023,1023,566
28.27,39.858,1.011,1022,1023,570
28.38,38.848,-1.011,1023,1023,571
28.60,37.837,-1.011,1022,1023,571
28.81,38.848,1.011,1023,1023,567
29.13,34.805,-4.043,1022,1022,618
29.24,33.794,-1.011,1022,1023,622
29.35,32.783,-1.011,1023,1023,668
29.47,30.762,-2.021,1022,1023,688
29.58,28.740,-2.021,1022,1023,693
29.69,29.751,1.011,1022,1023,687
29.80,30.762,1.011,1023,1023,681
30.52,31.772,1.011,1023,1023,664
30.74,32.783,1.011,1023,1023,660
30.85,31.772,-1.011,1022,1023,659
31.06,30.762,-1.011,1022,1023,659
31.17,32.783,2.021,1023,1022,659
31.29,31.772,-1.011,1023,1022,658
