Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.45,18.633,1.011,1023,1023,1021
4.56,17.622,-1.011,1022,1023,1023
4.67,18.633,1.011,1023,1023,1023
4.78,17.622,-1.011,1023,1022,1023
5.51,18.633,1.011,1023,1023,1023
5.62,17.622,-1.011,1022,1022,1022
5.93,18.633,1.011,1022,1022,1022
6.35,17.622,-1.011,1023,1023,1023
6.66,18.633,1.011,1022,1023,1022
6.98,17.622,-1.011,1022,1023,1023
7.19,18.633,1.011,1023,1023,1023
7.30,17.622,-1.011,1023,1023,1022
7.42,18.633,1.011,1022,1023,1022
7.63,19.644,1.011,1023,1023,1022
7.84,20.654,1.011,1023,1023,968
7.95,19.644,-1.011,1023,1023,957
8.06,20.654,1.011,1022,1023,915
8.18,21.665,1.011,1023,1023,886
8.29,20.654,-1.011,1023,1023,868
8.60,21.665,1.011,1022,1022,840
8.81,20.654,-1.011,1023,1022,851
8.92,21.665,1.011,1022,1023,833
9.03,22.676,1.011,1023,1023,832
9.45,23.687,1.011,1023,1023,807
9.56,22.676,-1.011,1023,1023,806
10.18,23.687,1.011,1022,1023,778
10.29,24.697,1.011,1022,1022,773
10.40,23.687,-1.011,1023,1023,782
10.51,24.697,1.011,1022,1022,741
11.23,25.708,1.011,1022,1023,718
12.05,26.719,1.011,1022,1023,724
12.98,25.708,-1.011,1022,1022,706
13.39,24.697,-1.011,1022,1023,704
13.51,26.719,2.021,1022,1023,705
13.62,25.708,-1.011,1023,1023,706
13.73,26.719,1.011,1023,1023,696
14.15,25.708,-1.011,1023,1023,680
14.26,26.719,1.011,1023,1022,712
14.47,24.697,-2.021,1023,1023,692
14.58,26.719,2.021,1023,1022,675
14.90,27.729,1.011,1022,1023,655
15.01,26.719,-1.011,1023,1023,652
15.12,28.740,2.021,1022,1022,646
15.34,27.729,-1.011,1023,1023,642
15.45,28.740,1.011,1023,1023,639
15.56,27.729,-1.011,1022,1022,639
15.67,28.740,1.011,1022,1023,638
15.78,27.729,-1.011,1022,1023,639
15.90,29.751,2.021,1022,1022,642
16.01,28.740,-1.011,1023,1023,640
16.22,29.751,1.011,1022,1023,634
16.33,27.729,-2.021,1023,1022,633
16.65,28.740,1.011,1023,1023,630
16.76,27.729,-1.011,1023,1023,630
16.88,28.740,1.011,1023,1023,628
17.49,29.751,1.011,1023,1023,492
17.81,28.740,-1.011,1023,1023,472
18.02,27.729,-1.011,1022,1023,470
18.14,28.740,1.011,1022,1022,466
18.25,29.751,1.011,1023,1023,463
18.36,28.740,-1.011,1023,1022,462
18.47,29.751,1.011,1023,1022,457
18.79,30.762,1.011,1023,1023,439
19.20,29.751,-1.011,1023,786,425
19.31,30.762,1.011,1023,1023,420
19.42,29.751,-1.011,1023,641,418
19.54,30.762,1.011,1023,1022,419
19.95,29.751,-1.011,1022,96,414
20.26,30.762,1.011,1022,52,412
20.88,31.772,1.011,1023,1023,403
21.70,32.783,1.011,1023,1023,393
21.81,31.772,-1.011,1023,1022,390
21.93,32.783,1.011,1023,1023,382
22.04,31.772,-1.011,1023,1023,382
22.15,33.794,2.021,1022,1022,380
22.26,32.783,-1.011,1022,1022,376
22.58,33.794,1.011,1022,1023,374
22.69,32.783,-1.011,1023,1023,374
22.90,33.794,1.011,1022,1023,374
23.02,32.783,-1.011,1023,1023,374
23.53,33.794,1.011,1023,1023,371
24.25,34.805,1.011,1022,1023,364
24.36,33.794,-1.011,1023,1022,365
24.48,35.815,2.021,1023,1023,365
24.59,34.805,-1.011,1023,1023,363
24.70,33.794,-1.011,1023,1023,358
24.81,34.805,1.011,1023,1023,357
25.03,35.815,1.011,1022,270,355
25.14,34.805,-1.011,1022,124,354
25.25,35.815,1.011,1022,102,353
25.56,36.826,1.011,1021,94,349
26.18,35.815,-1.011,1022,1023,344
26.29,36.826,1.011,1022,1022,343
26.51,35.815,-1.011,1022,1005,343
26.62,36.826,1.011,1023,1001,341
26.73,35.815,-1.011,1022,1022,340
26.84,37.837,2.021,1023,1023,340
26.95,36.826,-1.011,1022,1023,338
27.17,37.837,1.011,1023,1022,337
27.28,36.826,-1.011,1023,803,336
28.00,37.837,1.011,1023,116,333
28.11,36.826,-1.011,1022,117,331
28.22,37.837,1.011,1023,122,331
28.33,36.826,-1.011,1022,125,331
28.45,37.837,1.011,1023,130,330
28.66,38.848,1.011,1023,131,330
28.77,36.826,-2.021,1022,134,330
28.88,38.848,2.021,1022,155,330
28.99,36.826,-2.021,1023,260,329
29.31,37.837,1.011,1022,1023,328
29.52,36.826,-1.011,1023,1023,328
29.63,37.837,1.011,1023,1023,328
29.74,36.826,-1.011,1022,1022,328
29.86,35.815,-1.011,1023,1023,328
29.97,36.826,1.011,1023,1023,329
30.08,37.837,1.011,1023,1022,329
30.19,36.826,-1.011,1022,1023,327
30.31,37.837,1.011,1023,1023,328
30.42,36.826,-1.011,1023,1023,327
