Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
30.53,37.837,1.011,1023,1023,327
30.74,38.848,1.011,1023,309,326
30.96,39.858,1.011,1022,118,325
31.07,38.848,-1.011,1023,106,326
31.18,39.858,1.011,1023,114,325
31.49,40.869,1.011,1022,188,324
31.60,39.858,-1.011,1022,744,324
31.71,40.869,1.011,1022,1022,324
31.93,39.858,-1.011,1023,1023,324
32.04,38.848,-1.011,1022,1023,323
32.15,39.858,1.011,1022,1022,322
32.27,38.848,-1.011,1022,1023,323
32.48,37.837,-1.011,1023,1023,324
32.59,36.826,-1.011,1023,1023,327
32.71,32.783,-4.043,1022,1023,329
33.02,31.772,-1.011,1022,1022,333
33.13,29.751,-2.021,1023,1023,335
33.35,28.740,-1.011,1022,1023,336
33.46,27.729,-1.011,1022,1023,337
33.57,28.740,1.011,1023,1023,337
33.69,27.729,-1.011,1023,1022,340
33.80,26.719,-1.011,1022,1023,340
33.91,27.729,1.011,1022,1023,340
34.02,28.740,1.011,1022,1023,339
34.13,27.729,-1.011,1023,1023,340
34.55,26.719,-1.011,1023,1020,342
34.66,28.740,2.021,1023,1023,342
34.78,27.729,-1.011,1023,1023,343
34.89,26.719,-1.011,1023,1023,345
35.00,27.729,1.011,1023,1022,347
35.22,25.708,-2.021,1023,1022,349
35.33,26.719,1.011,1023,1023,348
35.64,25.708,-1.011,1023,1023,352
35.76,26.719,1.011,1023,1022,351
36.07,25.708,-1.011,1022,341,364
36.18,26.719,1.011,1023,212,379
36.60,25.708,-1.011,1022,130,398
37.01,24.697,-1.011,1022,134,428
37.63,23.687,-1.011,1022,117,684
37.84,24.697,1.011,1023,110,721
38.05,23.687,-1.011,1023,108,720
38.17,24.697,1.011,1023,108,714
38.38,23.687,-1.011,1022,113,724
38.49,25.708,2.021,1023,120,725
38.60,24.697,-1.011,1023,123,728
38.71,23.687,-1.011,1023,120,732
38.82,22.676,-1.011,1023,117,730
38.94,23.687,1.011,1022,114,733
39.35,21.665,-2.021,1023,111,758
39.46,22.676,1.011,1022,115,763
39.57,23.687,1.011,1023,129,763
39.68,22.676,-1.011,1023,216,760
40.00,21.665,-1.011,1023,1022,770
40.21,22.676,1.011,1023,1023,765
40.43,21.665,-1.011,1022,1023,763
40.74,20.654,-1.011,1022,1023,767
40.85,22.676,2.021,1022,1022,780
40.97,21.665,-1.011,1022,1023,788
41.38,20.654,-1.011,1023,1023,785
41.49,21.665,1.011,1022,1023,792
41.61,20.654,-1.011,1023,1023,807
41.72,21.665,1.011,1023,1023,805
41.93,20.654,-1.011,1022,1023,808
42.25,21.665,1.011,1022,1023,806
42.36,20.654,-1.011,1023,1023,810
42.57,19.644,-1.011,1022,1022,822
43.09,17.622,-2.021,1023,1022,881
43.20,18.633,1.011,1023,1023,874
43.32,19.644,1.011,1022,1023,876
43.43,18.633,-1.011,1022,97,885
43.54,19.644,1.011,1022,128,898
43.65,18.633,-1.011,1022,271,898
44.06,19.644,1.011,1023,335,857
44.18,18.633,-1.011,1022,486,851
44.29,19.644,1.011,1023,490,845
44.60,20.654,1.011,1023,48,816
44.91,21.665,1.011,1022,71,814
45.22,23.687,2.021,1022,1022,772
45.34,22.676,-1.011,1022,1023,766
45.45,23.687,1.011,1023,1022,744
45.87,24.697,1.011,1023,1022,700
45.98,25.708,1.011,1023,1023,699
46.09,26.719,1.011,1022,1023,698
46.20,25.708,-1.011,1022,1023,691
46.31,24.697,-1.011,1023,1023,522
46.43,25.708,1.011,1022,628,489
46.54,26.719,1.011,1023,443,480
46.65,25.708,-1.011,1023,208,475
46.76,26.719,1.011,1023,122,469
47.68,27.729,1.011,1023,106,433
47.79,26.719,-1.011,1023,105,434
48.01,27.729,1.011,1023,107,422
48.12,26.719,-1.011,1023,227,420
48.33,27.729,1.011,1022,1023,373
48.44,28.740,1.011,1023,1022,374
48.55,27.729,-1.011,1022,1023,378
48.67,28.740,1.011,1022,1022,379
49.18,29.751,1.011,1023,1022,361
49.40,28.740,-1.011,1023,1022,360
49.51,29.751,1.011,1023,1023,358
49.62,30.762,1.011,1023,1023,355
49.73,29.751,-1.011,1022,1022,354
49.85,31.772,2.021,1022,1023,353
49.96,30.762,-1.011,1023,1023,351
50.07,31.772,1.011,1023,1023,350
50.28,30.762,-1.011,1021,1023,348
50.60,31.772,1.011,1023,1023,346
50.91,30.762,-1.011,1022,1022,341
51.02,31.772,1.011,1023,1022,341
51.34,32.783,1.011,1023,1023,336
51.65,31.772,-1.011,1022,1023,332
51.77,32.783,1.011,1023,1023,331
52.49,33.794,1.011,1023,1023,328
52.70,32.783,-1.011,1023,1023,327
52.81,33.794,1.011,1022,1023,325
53.83,35.815,2.021,1022,1023,319
54.15,33.794,-2.021,1023,1023,320
54.26,34.805,1.011,1022,1022,319
54.58,35.815,1.011,1023,1023,317
54.69,34.805,-1.011,1023,1023,317
55.00,35.815,1.011,1023,1022,316
55.11,36.826,1.011,1023,1023,315
55.23,35.815,-1.011,1022,1023,315
55.54,36.826,1.011,1023,1023,314
55.86,35.815,-1.011,1022,1023,313
55.97,36.826,1.011,1023,1023,313
56.08,37.837,1.011,1023,1022,312
56.19,36.826,-1.011,1023,1023,312
56.31,37.837,1.011,1023,1023,312
56.42,36.826,-1.011,1023,1023,312
56.53,37.837,1.011,1023,1022,312
56.84,36.826,-1.011,1023,1023,312
57.06,32.783,-4.043,1022,1023,319
57.17,30.762,-2.021,1023,1022,320
57.28,27.729,-3.032,1023,1022,326
57.40,26.719,-1.011,1023,1023,330
57.61,24.697,-2.021,1022,1022,336
57.72,22.676,-2.021,1022,1022,357
58.04,21.665,-1.011,1023,1023,735
58.25,20.654,-1.011,1023,1023,832
58.37,19.644,-1.011,1023,1023,827
58.48,20.654,1.011,1022,1023,843
58.59,19.644,-1.011,1023,1023,842
58.81,18.633,-1.011,1023,1022,862
59.63,17.622,-1.011,1023,1022,1022
59.74,18.633,1.011,1022,1023,1023
59.96,17.622,-1.011,1023,1023,1023
60.07,18.633,1.011,1023,1023,1022
60.18,17.622,-1.011,1023,1023,1022
