Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.25,18.633,1.011,1023,1023,1022
4.36,16.611,-2.021,1022,1022,1023
4.47,18.633,2.021,1022,1023,1023
4.58,17.622,-1.011,1023,1023,1023
4.70,19.644,2.021,1023,1023,1023
4.81,17.622,-2.021,1023,1022,1023
4.92,16.611,-1.011,1022,1023,1023
5.03,17.622,1.011,1023,1023,1022
5.55,18.633,1.011,1023,1023,1023
5.66,17.622,-1.011,1023,1022,1023
5.88,16.611,-1.011,1023,1023,1023
5.99,17.622,1.011,1023,1023,1023
6.10,18.633,1.011,1023,1023,1023
6.31,17.622,-1.011,1023,1023,1023
6.43,21.665,4.043,1023,1023,966
6.54,26.719,5.054,1023,1023,767
6.75,27.729,1.011,1023,1023,699
6.86,26.719,-1.011,1022,1023,664
6.97,27.729,1.011,1023,1023,674
7.08,28.740,1.011,1023,1023,672
7.19,26.719,-2.021,1022,1023,674
7.30,27.729,1.011,1023,1023,671
7.62,28.740,1.011,1022,1023,649
8.03,27.729,-1.011,1023,1023,634
8.14,28.740,1.011,1022,1023,636
8.26,27.729,-1.011,1022,1023,635
8.37,29.751,2.021,1022,1022,636
8.48,28.740,-1.011,1023,1023,637
8.79,29.751,1.011,1023,1023,639
8.90,28.740,-1.011,1022,1023,638
9.22,27.729,-1.011,1023,1023,635
9.53,28.740,1.011,1023,1023,670
9.64,27.729,-1.011,1022,1022,689
9.75,26.719,-1.011,1022,1023,800
9.86,24.697,-2.021,1023,1023,881
9.98,21.665,-3.032,1023,1023,1023
10.09,20.654,-1.011,1023,1023,1023
10.20,19.644,-1.011,1023,1023,1022
10.32,20.654,1.011,1023,1022,1023
10.43,19.644,-1.011,1023,1023,1023
10.55,18.633,-1.011,1023,1023,1023
10.76,17.622,-1.011,1023,1023,1023
10.87,18.633,1.011,1023,1023,1023
10.99,17.622,-1.011,1022,1022,1023
11.20,18.633,1.011,1022,1022,1023
11.62,19.644,1.011,1023,1022,1023
11.73,20.654,1.011,1023,1023,1023
11.84,21.665,1.011,1023,1023,992
11.96,22.676,1.011,1023,1023,904
12.07,23.687,1.011,1023,1022,877
12.18,24.697,1.011,1022,1023,857
12.29,26.719,2.021,1023,1023,839
12.40,24.697,-2.021,1023,1023,826
12.52,26.719,2.021,1023,1022,813
12.83,27.729,1.011,1023,1023,768
13.35,26.719,-1.011,1023,1023,733
13.46,27.729,1.011,1023,1023,721
13.57,26.719,-1.011,1023,1023,713
13.68,27.729,1.011,1023,1022,714
13.80,28.740,1.011,1023,1023,717
14.11,27.729,-1.011,1023,1023,716
14.22,28.740,1.011,1023,1023,719
14.44,26.719,-2.021,1023,1023,713
14.75,25.708,-1.011,1023,1023,827
14.86,23.687,-2.021,1023,1021,899
14.98,21.665,-2.021,1023,1023,945
15.09,20.654,-1.011,1023,1023,1023
15.31,18.633,-2.021,1023,1023,1023
15.52,19.644,1.011,1023,1023,1023
15.63,18.633,-1.011,1023,1023,1023
15.75,20.654,2.021,1022,1023,1023
16.37,19.644,-1.011,1023,1023,1023
16.48,20.654,1.011,1023,1023,1022
