Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
21.73,32.783,-2.021,1023,1023,744
21.85,34.805,2.021,1022,1023,727
21.96,33.794,-1.011,1022,1022,729
22.48,34.805,1.011,1023,1023,722
22.59,33.794,-1.011,1023,1022,720
22.80,34.805,1.011,1023,1023,711
22.92,33.794,-1.011,1022,1023,719
23.03,35.815,2.021,1022,1022,709
23.14,34.805,-1.011,1023,1023,708
23.25,36.826,2.021,1023,1023,705
23.36,34.805,-2.021,1022,1022,697
23.58,35.815,1.011,1022,1022,698
23.69,34.805,-1.011,1022,1022,704
23.80,35.815,1.011,1023,1023,706
23.92,34.805,-1.011,1023,1023,705
24.33,35.815,1.011,1022,1022,699
24.44,34.805,-1.011,1023,1022,699
24.56,35.815,1.011,1023,1023,697
24.97,36.826,1.011,1022,1023,681
25.08,35.815,-1.011,1022,1023,679
25.20,36.826,1.011,1023,1023,677
25.31,35.815,-1.011,1023,1022,678
25.42,36.826,1.011,1023,1023,678
25.73,37.837,1.011,1023,1022,675
25.85,36.826,-1.011,1023,1023,673
26.06,35.815,-1.011,1023,1023,670
26.17,36.826,1.011,1023,1022,674
26.49,35.815,-1.011,1023,1023,671
26.80,36.826,1.011,1023,1023,677
26.92,37.837,1.011,1023,1023,666
27.43,38.848,1.011,1023,1023,652
27.54,37.837,-1.011,1023,1022,660
27.96,36.826,-1.011,1023,1023,661
28.07,37.837,1.011,1022,1022,660
28.29,36.826,-1.011,1023,1023,661
28.40,37.837,1.011,1023,1023,662
28.71,36.826,-1.011,1023,1023,657
28.83,37.837,1.011,1023,1023,650
29.14,36.826,-1.011,1023,1023,653
29.25,37.837,1.011,1022,1023,651
29.57,36.826,-1.011,1023,1022,660
29.68,35.815,-1.011,1023,1023,660
29.79,36.826,1.011,1023,1023,671
29.90,35.815,-1.011,1022,1023,675
30.12,36.826,1.011,1023,1023,671
30.43,37.837,1.011,1023,1023,656
30.75,38.848,1.011,1023,1023,649
30.96,37.837,-1.011,1023,1023,644
31.17,39.858,2.021,1023,1023,637
31.39,38.848,-1.011,1023,1023,637
31.50,39.858,1.011,1023,1023,635
31.71,38.848,-1.011,1023,1023,634
31.93,39.858,1.011,1023,1023,634
32.04,38.848,-1.011,1023,1023,633
32.15,39.858,1.011,1023,1023,632
32.27,40.869,1.011,1022,1023,632
32.38,39.858,-1.011,1022,1023,632
32.49,40.869,1.011,1023,1023,631
32.70,39.858,-1.011,1022,1023,631
32.82,40.869,1.011,1023,1022,630
32.93,39.858,-1.011,1023,1023,630
33.14,38.848,-1.011,1023,1023,653
33.26,37.837,-1.011,1023,1023,660
33.57,38.848,1.011,1023,1023,649
33.68,39.858,1.011,1023,1022,649
33.79,38.848,-1.011,1023,1023,643
33.91,39.858,1.011,1023,1023,635
34.02,38.848,-1.011,1023,1023,647
34.23,37.837,-1.011,1023,1023,653
34.35,36.826,-1.011,1023,1023,656
34.66,35.815,-1.011,1022,1023,658
34.77,37.837,2.021,1023,1023,651
34.99,38.848,1.011,1023,1023,638
35.10,39.858,1.011,1023,1023,628
35.21,40.869,1.011,1023,1023,626
35.32,39.858,-1.011,1023,1023,628
35.54,38.848,-1.011,1023,1023,626
35.95,40.869,2.021,1023,1023,625
36.06,38.848,-2.021,1023,1023,625
36.18,39.858,1.011,1023,1023,627
36.79,40.869,1.011,1023,1023,621
37.01,39.858,-1.011,1023,1023,617
37.12,40.869,1.011,1023,1023,618
37.23,39.858,-1.011,1022,1023,618
37.35,40.869,1.011,1023,1023,616
37.46,39.858,-1.011,1023,1023,617
37.98,40.869,1.011,1022,1022,620
38.29,38.848,-2.021,1023,1023,621
38.40,39.858,1.011,1023,1023,629
38.51,38.848,-1.011,1023,1023,626
38.73,39.858,1.011,1023,1023,627
38.94,38.848,-1.011,1022,1023,630
39.06,39.858,1.011,1023,1023,627
39.17,38.848,-1.011,1023,1023,626
39.28,39.858,1.011,1023,1023,624
39.49,40.869,1.011,1023,1023,626
39.61,39.858,-1.011,1023,1023,627
39.72,38.848,-1.011,1022,1023,626
40.13,37.837,-1.011,1022,1023,639
40.96,38.848,1.011,1023,1023,638
41.07,37.837,-1.011,1023,1023,638
41.18,38.848,1.011,1022,1023,639
41.29,37.837,-1.011,1023,1023,641
41.40,38.848,1.011,1023,1023,638
42.22,37.837,-1.011,1023,1022,643
42.34,38.848,1.011,1023,1023,642
42.75,39.858,1.011,1023,1023,634
42.87,37.837,-2.021,1023,1023,637
42.98,38.848,1.011,1023,1023,639
43.09,36.826,-2.021,1022,1023,656
43.20,37.837,1.011,1023,1023,658
43.31,36.826,-1.011,1023,1023,664
43.43,35.815,-1.011,1022,1023,670
43.84,33.794,-2.021,1022,1023,726
44.26,32.783,-1.011,1022,1023,746
44.37,31.772,-1.011,1023,1022,766
44.49,30.762,-1.011,1022,1023,773
45.00,29.751,-1.011,1022,1022,773
45.12,30.762,1.011,1022,1023,773
45.43,31.772,1.011,1023,1023,757
45.54,32.783,1.011,1023,1023,743
45.86,33.794,1.011,1023,1022,738
45.97,32.783,-1.011,1022,1023,735
46.18,33.794,1.011,1023,1023,729
46.40,32.783,-1.011,1023,1023,728
46.51,33.794,1.011,1022,1022,735
46.62,31.772,-2.021,1023,1023,754
47.04,33.794,2.021,1023,1023,734
47.15,32.783,-1.011,1023,1023,733
47.26,33.794,1.011,1022,1023,715
47.37,34.805,1.011,1023,1023,705
47.49,35.815,1.011,1023,1023,696
47.80,34.805,-1.011,1023,1023,702
47.91,33.794,-1.011,1023,1023,729
48.03,32.783,-1.011,1022,1023,742
48.14,30.762,-2.021,1023,1023,744
48.25,31.772,1.011,1023,1023,767
48.36,30.762,-1.011,1023,1023,790
48.48,29.751,-1.011,1023,1023,809
48.69,28.740,-1.011,1022,1023,847
49.01,27.729,-1.011,1022,1023,849
49.12,28.740,1.011,1023,1023,855
49.23,27.729,-1.011,1023,1023,859
49.45,28.740,1.011,1023,1023,874
49.56,26.719,-2.021,1023,1023,894
49.67,27.729,1.011,1022,1023,902
49.88,26.719,-1.011,1023,1023,923
50.70,24.697,-2.021,1023,1023,958
50.82,25.708,1.011,1022,1023,956
51.44,24.697,-1.011,1023,1023,956
51.55,25.708,1.011,1023,1023,955
51.66,24.697,-1.011,1022,1023,956
51.77,25.708,1.011,1023,1023,956
51.88,24.697,-1.011,1023,1023,957
52.20,25.708,1.011,1023,1023,956
52.31,24.697,-1.011,1023,1023,956
52.63,23.687,-1.011,1023,1023,956
52.74,24.697,1.011,1023,1023,956
53.15,25.708,1.011,1023,1023,956
53.27,23.687,-2.021,1022,1023,956
53.99,24.697,1.011,1023,1023,964
54.10,21.665,-3.032,1022,1022,983
54.21,22.676,1.011,1022,1023,983
54.53,21.665,-1.011,1023,1023,992
54.74,20.654,-1.011,1023,1023,997
54.85,22.676,2.021,1023,1023,998
54.97,21.665,-1.011,1023,1023,996
55.28,22.676,1.011,1023,1023,996
55.39,21.665,-1.011,1023,1023,997
55.61,22.676,1.011,1023,1023,1009
55.82,21.665,-1.011,1023,1023,1010
56.04,20.654,-1.011,1022,1023,1010
56.15,21.665,1.011,1023,1023,1010
56.26,20.654,-1.011,1023,1022,1012
56.38,21.665,1.011,1023,1023,1013
56.59,20.654,-1.011,1023,1023,1002
56.81,21.665,1.011,1023,1022,998
56.92,20.654,-1.011,1023,1023,998
57.13,21.665,1.011,1022,1023,997
57.24,20.654,-1.011,1023,1023,997
57.46,21.665,1.011,1023,1023,996
57.57,20.654,-1.011,1023,1023,997
58.39,19.644,-1.011,1023,1023,1013
58.51,21.665,2.021,1023,1023,1017
58.62,20.654,-1.011,1023,1023,1021
59.04,19.644,-1.011,1023,1022,1020
59.15,21.665,2.021,1023,1022,1019
59.26,20.654,-1.011,1023,1022,1023
59.38,19.644,-1.011,1022,1023,1023
59.59,20.654,1.011,1022,1022,1023
59.81,19.644,-1.011,1023,1023,1023
59.92,18.633,-1.011,1023,1022,1023
60.03,19.644,1.011,1023,1023,1020
