Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.15,21.665,1.011,1023,1023,1009
4.32,20.654,-1.011,1023,1023,1011
4.43,21.665,1.011,1023,1023,991
4.55,22.676,1.011,1023,1023,964
4.66,26.719,4.043,1023,1023,852
4.77,24.697,-2.021,1022,1023,850
4.88,25.708,1.011,1023,1023,839
5.19,26.719,1.011,1023,1023,831
5.30,25.708,-1.011,1023,1023,834
5.41,26.719,1.011,1023,1023,829
5.73,25.708,-1.011,1022,1023,833
5.84,26.719,1.011,1023,1022,832
5.95,25.708,-1.011,1023,1023,832
6.16,26.719,1.011,1022,1023,837
6.38,24.697,-2.021,1023,1023,852
6.49,26.719,2.021,1023,1022,847
6.60,25.708,-1.011,1023,1022,850
6.91,24.697,-1.011,1023,1023,859
7.12,25.708,1.011,1023,1023,886
7.24,24.697,-1.011,1023,1023,896
7.65,23.687,-1.011,1023,1023,951
7.76,21.665,-2.021,1023,1023,987
7.88,20.654,-1.011,1023,1023,996
7.99,21.665,1.011,1023,1023,999
8.10,20.654,-1.011,1023,1022,1015
8.51,21.665,1.011,1023,1023,1015
8.63,19.644,-2.021,1022,1023,1015
8.74,20.654,1.011,1023,1023,1015
8.85,19.644,-1.011,1023,1023,1015
9.17,20.654,1.011,1023,1023,1018
9.38,19.644,-1.011,1022,1023,1007
9.49,20.654,1.011,1022,1023,984
9.60,21.665,1.011,1022,1023,990
9.71,23.687,2.021,1023,1022,964
9.82,22.676,-1.011,1023,1023,967
10.04,24.697,2.021,1022,1023,952
10.55,23.687,-1.011,1023,1023,912
10.67,25.708,2.021,1023,1023,904
10.78,23.687,-2.021,1023,1023,901
10.89,25.708,2.021,1023,1023,898
11.00,24.697,-1.011,1022,1023,899
11.52,25.708,1.011,1023,1023,866
11.73,26.719,1.011,1023,1023,860
12.05,24.697,-2.021,1023,1023,851
12.16,25.708,1.011,1022,1022,850
12.37,24.697,-1.011,1023,1023,863
12.49,26.719,2.021,1022,1023,875
12.70,25.708,-1.011,1023,1023,937
12.81,24.697,-1.011,1023,1023,943
13.03,23.687,-1.011,1023,1023,935
13.14,24.697,1.011,1022,1023,934
13.45,25.708,1.011,1023,1023,912
13.67,26.719,1.011,1023,1023,874
13.88,27.729,1.011,1023,1023,847
13.99,26.719,-1.011,1023,1023,842
14.10,27.729,1.011,1022,1023,848
14.42,28.740,1.011,1023,1022,832
14.94,29.751,1.011,1023,1023,819
15.25,28.740,-1.011,1023,1023,814
15.46,29.751,1.011,1023,1023,813
15.78,28.740,-1.011,1023,1022,803
15.89,29.751,1.011,1023,1023,802
16.00,30.762,1.011,1023,1023,801
16.11,29.751,-1.011,1022,1023,800
16.23,31.772,2.021,1023,1023,797
16.34,29.751,-2.021,1023,1023,799
16.55,30.762,1.011,1023,1023,796
16.77,29.751,-1.011,1022,1023,797
16.98,28.740,-1.011,1023,1023,798
17.09,29.751,1.011,1022,1023,798
17.21,28.740,-1.011,1022,1023,803
17.32,29.751,1.011,1023,1023,815
17.43,27.729,-2.021,1022,1023,818
17.75,26.719,-1.011,1022,1023,822
17.86,27.729,1.011,1023,1023,814
18.07,28.740,1.011,1023,1023,813
18.18,30.762,2.021,1023,1023,798
18.29,29.751,-1.011,1023,1023,795
18.41,30.762,1.011,1023,1023,784
18.92,31.772,1.011,1023,1023,777
19.04,30.762,-1.011,1023,1023,777
19.15,32.783,2.021,1023,1022,773
19.46,31.772,-1.011,1022,1023,767
19.58,32.783,1.011,1023,1023,766
19.69,31.772,-1.011,1023,1023,765
19.90,32.783,1.011,1023,1023,760
20.52,33.794,1.011,1023,1023,748
20.83,32.783,-1.011,1023,1023,750
20.95,33.794,1.011,1022,1023,750
21.06,32.783,-1.011,1023,1023,746
21.17,33.794,1.011,1023,1023,746
21.28,34.805,1.011,1023,1023,744
21.40,33.794,-1.011,1023,1022,741
21.51,32.783,-1.011,1022,1023,728
21.62,34.805,2.021,1023,1023,729
