Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.45,19.644,-1.011,1023,1023,898
4.76,20.654,1.011,1022,1023,895
4.87,19.644,-1.011,1023,1023,859
4.99,20.654,1.011,1023,1023,882
5.10,19.644,-1.011,1022,1023,885
5.41,20.654,1.011,1023,1023,930
5.52,19.644,-1.011,1023,1022,844
5.73,20.654,1.011,1023,1023,796
6.05,19.644,-1.011,1023,1023,787
6.16,20.654,1.011,1022,1023,801
6.27,21.665,1.011,1023,1023,783
6.38,22.676,1.011,1023,1023,782
6.59,21.665,-1.011,1023,1023,784
6.70,22.676,1.011,1022,1021,773
6.82,23.687,1.011,1023,1023,771
6.93,22.676,-1.011,1023,1023,769
7.34,21.665,-1.011,1023,1023,781
7.55,20.654,-1.011,1023,1021,786
7.77,19.644,-1.011,1023,1023,804
7.88,21.665,2.021,1023,1023,833
7.99,19.644,-2.021,1023,1023,866
8.10,20.654,1.011,1023,1022,1023
8.21,19.644,-1.011,1023,1022,1023
8.53,18.633,-1.011,1023,1023,1023
8.64,19.644,1.011,1023,1023,1022
8.75,20.654,1.011,1023,1023,1023
8.86,19.644,-1.011,1022,1023,1023
8.98,20.654,1.011,1023,1023,1023
9.09,19.644,-1.011,1023,1022,1023
9.20,20.654,1.011,1022,1022,1023
9.42,21.665,1.011,1023,1023,904
9.63,20.654,-1.011,1023,1023,884
9.84,21.665,1.011,1023,1023,875
9.95,22.676,1.011,1023,1023,865
10.06,21.665,-1.011,1023,1023,858
10.18,22.676,1.011,1022,1023,832
10.39,24.697,2.021,1023,1023,783
10.70,23.687,-1.011,1023,1023,749
10.81,24.697,1.011,1022,1023,745
10.93,25.708,1.011,1023,1023,749
11.04,24.697,-1.011,1023,1023,744
11.35,25.708,1.011,1022,1022,736
11.87,24.697,-1.011,1023,1023,729
12.29,25.708,1.011,1022,1023,725
12.40,24.697,-1.011,1023,1023,720
12.61,25.708,1.011,1023,1023,717
13.23,24.697,-1.011,1023,1023,720
13.34,25.708,1.011,1023,1023,717
14.06,24.697,-1.011,1023,1022,706
14.18,26.719,2.021,1023,1022,700
14.29,24.697,-2.021,1023,1023,697
14.40,25.708,1.011,1023,1023,695
14.51,26.719,1.011,1023,1023,696
14.63,25.708,-1.011,1023,1023,690
14.74,26.719,1.011,1023,1023,712
15.46,25.708,-1.011,1022,1023,684
15.57,26.719,1.011,1023,1023,683
15.68,27.729,1.011,1023,1022,679
15.90,26.719,-1.011,1022,1023,680
16.11,27.729,1.011,1023,1023,677
16.22,26.719,-1.011,1023,1022,676
17.25,27.729,1.011,1023,1023,650
17.36,26.719,-1.011,1023,1023,651
17.47,27.729,1.011,1023,1023,649
17.58,28.740,1.011,1023,1022,647
17.69,27.729,-1.011,1023,1023,645
18.11,28.740,1.011,1023,1023,648
18.22,27.729,-1.011,1023,1023,655
18.33,26.719,-1.011,1022,1023,662
18.55,27.729,1.011,1022,1023,687
18.66,26.719,-1.011,1023,1023,682
19.38,25.708,-1.011,1022,1023,700
19.49,26.719,1.011,1023,1023,703
19.60,25.708,-1.011,1023,1023,710
19.72,26.719,1.011,1023,1023,691
20.03,25.708,-1.011,1022,1023,672
20.14,27.729,2.021,1023,1022,667
20.26,28.740,1.011,1023,1022,668
20.47,27.729,-1.011,1023,1023,661
20.58,28.740,1.011,1022,1023,658
20.90,29.751,1.011,1023,1022,665
21.11,28.740,-1.011,1023,1023,668
21.43,29.751,1.011,1023,1023,665
21.74,28.740,-1.011,1023,1022,664
22.16,26.719,-2.021,1022,1023,652
22.27,28.740,2.021,1023,1023,651
22.99,29.751,1.011,1023,1023,667
23.50,30.762,1.011,1023,1023,664
23.82,29.751,-1.011,1023,1023,662
23.93,30.762,1.011,1023,1023,663
24.14,31.772,1.011,1023,1023,657
24.26,30.762,-1.011,1023,1023,652
24.37,29.751,-1.011,1023,1023,653
24.48,30.762,1.011,1022,1023,647
25.20,31.772,1.011,1022,1023,654
25.42,30.762,-1.011,1022,1023,646
25.53,31.772,1.011,1023,1023,639
25.94,30.762,-1.011,1022,1023,633
26.06,31.772,1.011,1023,1022,633
26.17,30.762,-1.011,1023,1023,632
26.28,31.772,1.011,1022,1023,633
26.59,32.783,1.011,1023,1023,643
26.91,31.772,-1.011,1023,1023,642
27.12,32.783,1.011,1023,1023,641
27.24,31.772,-1.011,1023,1023,641
27.35,32.783,1.011,1023,1023,642
