Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.35,17.622,-1.011,1022,1023,1023
4.46,18.633,1.011,1023,1023,1023
5.08,19.644,1.011,1022,1023,1022
5.19,18.633,-1.011,1023,1023,1023
5.40,19.644,1.011,1023,1023,1023
5.52,18.633,-1.011,1023,1023,1022
5.93,19.644,1.011,1023,1022,1023
6.15,18.633,-1.011,1023,1023,1023
6.66,19.644,1.011,1022,1022,1023
6.98,20.654,1.011,1023,1022,873
7.09,19.644,-1.011,1023,1023,885
7.20,20.654,1.011,1023,1023,912
8.12,21.665,1.011,1023,1023,966
8.84,22.676,1.011,1023,1023,967
9.15,21.665,-1.011,1023,1023,967
9.26,22.676,1.011,1023,1023,949
10.49,23.687,1.011,1023,1023,871
10.60,22.676,-1.011,1023,1023,868
10.71,23.687,1.011,1023,1023,820
10.82,24.697,1.011,1022,1023,780
11.04,25.708,1.011,1023,1023,770
11.25,24.697,-1.011,1022,1023,776
11.36,25.708,1.011,1023,1023,768
11.47,24.697,-1.011,1023,1023,764
11.99,23.687,-1.011,1023,1023,784
12.31,24.697,1.011,1023,1023,762
12.52,25.708,1.011,1023,1022,743
12.63,26.719,1.011,1022,1023,743
12.85,25.708,-1.011,1023,1023,740
13.16,26.719,1.011,1023,1023,728
13.27,27.729,1.011,1023,1022,705
13.38,26.719,-1.011,1023,1023,698
13.80,27.729,1.011,1023,1023,674
14.11,26.719,-1.011,1023,1023,665
14.33,27.729,1.011,1023,1023,665
14.54,26.719,-1.011,1023,1023,665
14.65,27.729,1.011,1023,1022,660
14.97,26.719,-1.011,1022,1023,653
15.08,27.729,1.011,1022,1023,655
15.40,28.740,1.011,1022,1023,636
15.61,29.751,1.011,1023,1023,620
15.72,28.740,-1.011,1023,1023,617
15.94,29.751,1.011,1023,1023,607
16.25,28.740,-1.011,1022,1022,607
16.46,29.751,1.011,1022,1022,612
16.88,28.740,-1.011,1023,1023,606
17.40,29.751,1.011,1022,1022,606
17.51,31.772,2.021,1023,1022,606
17.62,30.762,-1.011,1022,1023,604
17.73,31.772,1.011,1023,1023,601
17.95,33.794,2.021,1022,1023,602
18.06,29.751,-4.043,1023,1023,600
18.17,30.762,1.011,1022,1023,602
18.28,29.751,-1.011,1023,1023,601
18.50,30.762,1.011,1021,1021,596
18.61,29.751,-1.011,1021,1021,591
18.72,30.762,1.011,1021,1022,586
19.04,31.772,1.011,1022,1022,564
19.25,28.740,-3.032,1021,1021,588
19.36,29.751,1.011,1021,1022,580
19.68,30.762,1.011,1022,1021,574
19.79,29.751,-1.011,1022,1022,562
19.90,30.762,1.011,1022,1022,562
20.11,31.772,1.011,1022,1021,545
20.83,30.762,-1.011,1022,1022,536
20.95,31.772,1.011,1022,1023,521
21.06,32.783,1.011,1022,1022,517
21.17,31.772,-1.011,1022,1023,517
