Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.35,21.665,1.011,1023,1023,1022
4.56,20.654,-1.011,1023,1023,1023
4.67,21.665,1.011,1023,1023,1023
4.78,20.654,-1.011,1023,1023,1022
5.00,21.665,1.011,1023,1023,1023
5.11,20.654,-1.011,1023,1023,1023
5.43,21.665,1.011,1023,1023,1023
5.74,20.654,-1.011,1023,1022,1023
6.05,19.644,-1.011,1023,1023,1023
6.17,21.665,2.021,1023,1023,1023
6.38,20.654,-1.011,1023,1023,924
6.59,21.665,1.011,1023,1023,465
6.71,20.654,-1.011,1023,1023,446
6.82,19.644,-1.011,1022,1023,396
6.93,20.654,1.011,1022,1023,388
7.34,19.644,-1.011,1023,1023,380
7.46,21.665,2.021,1023,1023,377
7.57,20.654,-1.011,1023,1023,375
7.68,21.665,1.011,1022,1023,358
7.99,22.676,1.011,1023,1023,361
8.10,21.665,-1.011,1023,1023,354
8.62,22.676,1.011,1023,1023,351
8.73,21.665,-1.011,1023,1023,351
8.84,22.676,1.011,1023,1023,351
9.15,23.687,1.011,1022,1023,350
9.27,22.676,-1.011,1023,1023,349
9.48,23.687,1.011,1023,1023,346
9.89,24.697,1.011,1022,1023,343
10.00,23.687,-1.011,1023,1023,342
10.12,24.697,1.011,1023,1023,341
10.33,23.687,-1.011,1023,1023,340
10.64,25.708,2.021,1023,1023,338
10.76,24.697,-1.011,1023,1023,338
10.87,25.708,1.011,1023,1023,338
11.08,24.697,-1.011,1023,1023,337
11.19,25.708,1.011,1023,1023,338
11.31,24.697,-1.011,1023,1023,337
11.42,25.708,1.011,1023,1023,337
11.94,26.719,1.011,1022,1023,336
12.05,25.708,-1.011,1023,1023,335
12.16,26.719,1.011,1023,1023,335
12.27,25.708,-1.011,1023,1023,334
12.49,26.719,1.011,1022,1023,334
12.60,25.708,-1.011,1023,1023,333
12.71,26.719,1.011,1023,1023,333
12.92,25.708,-1.011,1023,1023,332
13.04,26.719,1.011,1023,1023,332
13.15,25.708,-1.011,1023,1023,331
13.26,26.719,1.011,1023,1022,329
13.78,27.729,1.011,1023,1023,327
14.40,28.740,1.011,1022,1023,326
14.51,27.729,-1.011,1023,1022,326
14.72,28.740,1.011,1023,1023,326
14.94,27.729,-1.011,1023,1023,326
15.05,28.740,1.011,1022,1022,325
15.67,29.751,1.011,1023,1023,323
16.08,28.740,-1.011,1022,1023,321
16.19,29.751,1.011,1023,1023,321
16.51,30.762,1.011,1023,1023,321
16.62,28.740,-2.021,1023,1023,320
16.73,30.762,2.021,1023,1022,320
16.85,29.751,-1.011,1023,1023,319
17.16,30.762,1.011,1023,1023,319
17.27,29.751,-1.011,1023,1023,320
17.39,30.762,1.011,1023,1023,319
17.60,29.751,-1.011,1022,1023,318
17.71,30.762,1.011,1023,1023,318
17.92,29.751,-1.011,1023,1023,318
18.04,30.762,1.011,1023,1023,317
18.15,29.751,-1.011,1023,1023,317
18.26,31.772,2.021,1023,1023,317
18.37,30.762,-1.011,1023,1023,315
19.09,31.772,1.011,1023,1023,314
19.41,32.783,1.011,1023,1023,314
19.52,31.772,-1.011,1023,1023,314
19.63,32.783,1.011,1023,1023,313
19.75,31.772,-1.011,1023,1023,314
19.96,32.783,1.011,1023,1022,313
20.48,31.772,-1.011,1023,1023,313
20.59,32.783,1.011,1023,1023,313
20.80,31.772,-1.011,1023,1022,313
21.02,32.783,1.011,1023,1022,313
21.13,31.772,-1.011,1022,1022,313
21.24,32.783,1.011,1023,1023,312
21.56,33.794,1.011,1023,1023,313
21.77,32.783,-1.011,1023,1023,312
21.98,33.794,1.011,1023,1023,312
22.09,34.805,1.011,1023,1023,312
22.41,35.815,1.011,1023,1023,311
22.72,34.805,-1.011,1023,1023,311
22.94,35.815,1.011,1023,1023,311
23.05,34.805,-1.011,1023,1022,312
23.16,35.815,1.011,1023,1022,311
23.37,36.826,1.011,1023,1023,310
23.49,35.815,-1.011,1023,1023,310
23.70,36.826,1.011,1023,1023,310
23.81,35.815,-1.011,1022,1022,309
23.92,36.826,1.011,1023,1023,310
24.04,35.815,-1.011,1023,1023,309
24.25,36.826,1.011,1023,1023,309
24.36,35.815,-1.011,1023,1023,309
24.48,36.826,1.011,1023,1023,309
24.69,37.837,1.011,1022,1022,309
24.80,36.826,-1.011,1023,1023,308
24.91,37.837,1.011,1023,1023,308
