Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
5.05,18.633,-1.011,1023,1023,1023
5.17,19.644,1.011,1023,1023,1023
5.38,18.633,-1.011,1023,1023,1023
5.49,19.644,1.011,1022,1022,1023
5.61,18.633,-1.011,1022,1022,1023
5.72,20.654,2.021,1023,1023,1023
5.83,19.644,-1.011,1022,1023,1023
6.55,20.654,1.011,1023,1022,1022
6.66,18.633,-2.021,1023,1023,1022
6.78,19.644,1.011,1022,1023,1023
7.19,18.633,-1.011,1022,1023,1023
7.30,19.644,1.011,1022,1023,1023
7.62,20.654,1.011,1022,1023,1022
7.73,19.644,-1.011,1022,1022,1023
7.84,18.633,-1.011,1022,1023,1023
8.26,19.644,1.011,1023,1022,1022
8.47,18.633,-1.011,1023,1023,1023
8.59,19.644,1.011,1023,1023,1023
8.70,20.654,1.011,1023,1023,1023
9.01,19.644,-1.011,1022,1022,1022
9.23,20.654,1.011,1022,1022,1022
9.34,19.644,-1.011,1023,1023,1023
9.75,22.676,3.032,1023,559,1022
10.07,23.687,1.011,1023,388,1022
10.18,24.697,1.011,1022,353,1023
10.29,25.708,1.011,1022,317,1022
10.81,26.719,1.011,1023,299,1023
10.92,27.729,1.011,1022,297,1022
11.33,30.762,3.032,1022,284,1023
11.45,29.751,-1.011,1022,282,1022
11.56,31.772,2.021,1023,279,1022
11.77,32.783,1.011,1023,272,1023
11.98,33.794,1.011,1023,268,1023
12.30,35.815,2.021,1022,266,1022
12.41,34.805,-1.011,1022,264,1022
12.52,36.826,2.021,1022,262,1022
12.64,37.837,1.011,1022,261,1022
12.75,40.869,3.032,1021,261,1021
12.86,38.848,-2.021,1022,260,1021
13.07,39.858,1.011,1023,257,1023
13.29,37.837,-2.021,1023,257,1022
13.40,39.858,2.021,1023,256,1023
13.51,37.837,-2.021,1022,255,1022
13.63,39.858,2.021,1022,253,1023
13.74,40.869,1.011,1022,252,1023
13.85,39.858,-1.011,1022,251,1023
14.06,38.848,-1.011,1023,250,1022
14.58,37.837,-1.011,1022,250,1022
14.69,38.848,1.011,1022,250,1022
14.91,37.837,-1.011,1022,250,1023
15.02,38.848,1.011,1022,250,1022
15.23,36.826,-2.021,1022,252,1022
15.55,35.815,-1.011,1021,256,1022
15.66,36.826,1.011,1022,257,1023
15.77,35.815,-1.011,1022,257,1022
16.09,37.837,2.021,1023,252,1022
16.30,36.826,-1.011,1022,251,1023
16.41,35.815,-1.011,1023,260,1022
