Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
16.53,32.783,-3.032,1022,273,1023
16.64,29.751,-3.032,1022,284,1022
16.75,27.729,-2.021,1022,297,1023
16.86,28.740,1.011,1022,291,1023
17.28,27.729,-1.011,1023,301,1022
17.39,25.708,-2.021,1022,308,1022
17.51,26.719,1.011,1022,309,1022
17.62,25.708,-1.011,1022,316,1022
17.83,24.697,-1.011,1022,332,1022
17.94,23.687,-1.011,1022,337,1022
18.16,22.676,-1.011,1022,362,1022
18.78,23.687,1.011,1022,410,1023
18.89,22.676,-1.011,1022,382,1022
19.10,23.687,1.011,1023,383,1022
19.22,22.676,-1.011,1023,360,1022
19.33,24.697,2.021,1023,332,1022
19.44,25.708,1.011,1022,313,1023
19.55,26.719,1.011,1022,308,1022
19.66,27.729,1.011,1022,303,1022
19.78,28.740,1.011,1022,292,1023
19.89,30.762,2.021,1022,288,1022
20.00,31.772,1.011,1022,285,1022
20.11,32.783,1.011,1022,282,1022
20.22,33.794,1.011,1023,279,1022
20.33,34.805,1.011,1022,270,1023
20.45,36.826,2.021,1022,265,1022
20.76,37.837,1.011,1023,257,1022
20.87,38.848,1.011,1021,252,1023
21.19,39.858,1.011,1022,250,1022
21.30,38.848,-1.011,1022,250,1022
21.41,39.858,1.011,1022,249,1022
21.52,38.848,-1.011,1022,248,1023
21.64,39.858,1.011,1022,247,1023
22.25,40.869,1.011,1022,247,1022
22.37,39.858,-1.011,1022,247,1022
22.48,40.869,1.011,1022,247,1022
22.79,39.858,-1.011,1022,247,1022
22.91,36.826,-3.032,1023,256,1022
23.02,33.794,-3.032,1022,282,1022
23.13,29.751,-4.043,1022,291,1023
23.25,25.708,-4.043,1022,302,1022
23.36,23.687,-2.021,1022,312,1022
23.47,22.676,-1.011,1023,368,1022
23.69,21.665,-1.011,1022,418,1022
23.90,19.644,-2.021,1022,426,1023
24.01,21.665,2.021,1023,438,1023
24.12,19.644,-2.021,1022,446,1022
24.24,20.654,1.011,1022,450,1022
25.06,19.644,-1.011,1022,461,1023
25.27,21.665,2.021,1022,461,1023
25.38,20.654,-1.011,1022,462,1023
25.50,19.644,-1.011,1023,459,1022
25.61,20.654,1.011,1022,463,1023
26.43,19.644,-1.011,1023,825,1023
26.64,20.654,1.011,1023,1021,1023
27.06,19.644,-1.011,1022,1022,1023
27.28,18.633,-1.011,1023,487,1022
27.39,19.644,1.011,1023,505,1023
27.60,20.654,1.011,1022,486,1022
28.02,21.665,1.011,1022,588,1023
28.13,22.676,1.011,1022,529,1023
28.24,23.687,1.011,1022,484,1022
28.35,22.676,-1.011,1022,428,1022
28.57,25.708,3.032,1023,348,1022
28.68,26.719,1.011,1022,347,1022
28.89,27.729,1.011,1023,329,1022
29.00,28.740,1.011,1023,301,1022
29.11,29.751,1.011,1022,291,1022
29.23,31.772,2.021,1023,277,1022
29.34,32.783,1.011,1022,274,1022
29.45,33.794,1.011,1023,267,1022
29.66,34.805,1.011,1023,260,1022
29.77,35.815,1.011,1022,258,1023
29.99,37.837,2.021,1023,254,1022
30.20,39.858,2.021,1022,249,1022
30.41,40.869,1.011,1022,246,1023
30.53,39.858,-1.011,1022,245,1022
30.64,41.880,2.021,1022,243,1022
30.75,40.869,-1.011,1022,244,1023
30.86,41.880,1.011,1022,244,1023
31.08,42.891,1.011,1022,246,1022
31.19,41.880,-1.011,1022,245,1023
31.30,42.891,1.011,1022,245,1022
31.41,43.901,1.011,1022,244,1023
31.52,42.891,-1.011,1022,244,1022
31.84,43.901,1.011,1022,244,1022
32.15,40.869,-3.032,1022,246,1022
32.27,33.794,-7.075,1022,279,1022
32.38,30.762,-3.032,1022,292,1022
32.49,26.719,-4.043,1022,314,1022
32.61,24.697,-2.021,1022,366,1022
32.72,23.687,-1.011,1022,388,1022
32.83,22.676,-1.011,1023,396,1023
32.95,21.665,-1.011,1023,412,1022
33.16,20.654,-1.011,1022,441,1022
33.27,21.665,1.011,1023,450,1022
33.38,20.654,-1.011,1022,458,1022
34.51,19.644,-1.011,1023,520,1022
34.62,20.654,1.011,1022,524,1022
34.94,19.644,-1.011,1022,539,1023
35.25,20.654,1.011,1022,761,1022
35.47,19.644,-1.011,1022,1021,1023
35.58,20.654,1.011,1023,1023,1023
35.79,19.644,-1.011,1023,1021,1022
36.01,20.654,1.011,1022,1021,1023
36.32,19.644,-1.011,1022,1021,1022
36.44,20.654,1.011,1022,1021,1022
36.75,19.644,-1.011,1023,1021,1023
36.87,20.654,1.011,1022,1021,1023
37.08,21.665,1.011,1023,1021,1023
37.19,20.654,-1.011,1022,1022,1023
37.31,19.644,-1.011,1022,1021,1022
37.42,20.654,1.011,1022,1022,1023
37.74,19.644,-1.011,1023,1022,1023
37.85,20.654,1.011,1022,1022,1022
38.06,19.644,-1.011,1023,1022,1022
38.18,20.654,1.011,1022,1022,1023
38.29,19.644,-1.011,1022,1022,1022
38.41,20.654,1.011,1022,1021,1023
38.52,19.644,-1.011,1022,1022,1023
38.63,20.654,1.011,1022,1022,1022
38.75,21.665,1.011,1022,1022,1023
38.86,19.644,-2.021,1022,1022,1022
38.97,22.676,3.032,1023,1013,1022
39.39,23.687,1.011,1022,401,1022
39.50,25.708,2.021,1022,358,1022
39.81,27.729,2.021,1023,331,1022
40.03,28.740,1.011,1022,313,1022
40.14,30.762,2.021,1023,274,1023
40.45,31.772,1.011,1022,283,1022
40.57,32.783,1.011,1022,279,1022
40.68,33.794,1.011,1022,274,1022
40.99,34.805,1.011,1022,268,1022
41.10,35.815,1.011,1022,267,1022
41.32,36.826,1.011,1022,263,1023
41.63,37.837,1.011,1022,258,1022
41.84,38.848,1.011,1022,254,1022
42.46,40.869,2.021,1023,248,1022
42.98,41.880,1.011,1022,240,1023
43.09,40.869,-1.011,1022,242,1022
43.20,41.880,1.011,1022,242,1022
43.32,40.869,-1.011,1022,244,1022
43.43,36.826,-4.043,1022,264,1023
43.54,28.740,-8.086,1022,307,1023
43.65,26.719,-2.021,1022,359,1022
43.77,24.697,-2.021,1022,379,1023
43.88,22.676,-2.021,1022,425,1023
44.09,20.654,-2.021,1022,492,1023
44.31,21.665,1.011,1023,605,1023
44.62,20.654,-1.011,1022,923,1023
44.84,21.665,1.011,1023,1021,1023
44.95,19.644,-2.021,1023,1021,1022
45.06,20.654,1.011,1023,710,1022
45.28,19.644,-1.011,1022,1021,1022
45.39,20.654,1.011,1023,1021,1022
45.60,19.644,-1.011,1022,1021,1023
45.72,20.654,1.011,1022,1021,1023
45.83,19.644,-1.011,1022,1021,1023
45.95,20.654,1.011,1023,1021,1022
46.36,21.665,1.011,1022,1021,1023
46.47,20.654,-1.011,1022,1021,1023
46.59,19.644,-1.011,1022,1021,1023
46.70,20.654,1.011,1023,1020,1023
46.92,22.676,2.021,1023,764,1022
47.03,23.687,1.011,1023,407,1022
47.14,25.708,2.021,1022,368,1023
47.25,26.719,1.011,1022,349,1022
47.36,27.729,1.011,1022,337,1023
47.48,28.740,1.011,1023,331,1023
47.59,29.751,1.011,1023,328,1022
47.70,30.762,1.011,1022,327,1023
47.81,31.772,1.011,1022,322,1022
47.92,32.783,1.011,1022,312,1022
48.04,33.794,1.011,1022,301,1022
48.35,34.805,1.011,1022,271,1023
48.46,35.815,1.011,1022,268,1022
48.57,36.826,1.011,1023,260,1023
48.69,37.837,1.011,1022,255,1022
48.90,38.848,1.011,1022,252,1022
49.11,39.858,1.011,1022,252,1023
49.33,38.848,-1.011,1022,249,1023
49.44,40.869,2.021,1022,246,1023
49.65,41.880,1.011,1022,241,1023
49.97,42.891,1.011,1022,239,1022
50.08,41.880,-1.011,1022,239,1022
50.19,39.858,-2.021,1022,250,1022
50.30,37.837,-2.021,1022,264,1022
50.42,33.794,-4.043,1022,284,1023
50.53,32.783,-1.011,1022,299,1022
50.64,31.772,-1.011,1022,310,1022
50.75,30.762,-1.011,1022,320,1023
50.87,29.751,-1.011,1022,340,1023
50.98,27.729,-2.021,1022,345,1023
51.19,26.719,-1.011,1022,358,1022
51.41,25.708,-1.011,1022,386,1022
51.52,24.697,-1.011,1022,411,1023
51.63,23.687,-1.011,1022,418,1023
51.75,24.697,1.011,1023,415,1023
51.86,26.719,2.021,1022,377,1022
51.97,29.751,3.032,1022,354,1022
52.08,32.783,3.032,1022,276,1022
52.19,34.805,2.021,1022,254,1023
52.31,37.837,3.032,1022,250,1023
52.42,38.848,1.011,1022,245,1023
52.53,39.858,1.011,1023,244,1023
52.64,41.880,2.021,1023,239,1022
52.85,42.891,1.011,1022,236,1022
53.07,43.901,1.011,1022,236,1023
53.28,42.891,-1.011,1022,237,1023
53.60,41.880,-1.011,1022,239,1022
53.71,42.891,1.011,1022,238,1022
53.82,40.869,-2.021,1022,247,1022
53.93,33.794,-7.075,1022,289,1022
54.05,29.751,-4.043,1022,315,1022
54.16,26.719,-3.032,1022,369,1022
54.27,24.697,-2.021,1023,414,1022
54.38,22.676,-2.021,1022,448,1023
54.50,21.665,-1.011,1022,515,1022
54.61,20.654,-1.011,1022,534,1022
54.93,19.644,-1.011,1023,552,1023
55.04,20.654,1.011,1023,554,1022
55.15,21.665,1.011,1022,892,1022
55.26,19.644,-2.021,1022,1020,1022
55.38,20.654,1.011,1022,616,1023
55.49,19.644,-1.011,1023,580,1023
55.60,18.633,-1.011,1023,885,1022
55.71,20.654,2.021,1022,1021,1023
56.23,19.644,-1.011,1022,1020,1022
56.35,18.633,-1.011,1023,1020,1023
56.46,19.644,1.011,1022,1020,1022
56.57,20.654,1.011,1022,1020,1023
56.69,19.644,-1.011,1022,1021,1023
56.80,20.654,1.011,1022,880,1023
57.11,22.676,2.021,1022,395,1022
57.23,24.697,2.021,1022,342,1022
57.34,27.729,3.032,1022,345,1022
57.45,28.740,1.011,1023,286,1022
57.56,32.783,4.043,1022,267,1022
57.77,33.794,1.011,1022,260,1023
57.89,34.805,1.011,1023,258,1023
58.10,35.815,1.011,1023,260,1023
58.41,36.826,1.011,1022,257,1022
58.73,35.815,-1.011,1022,256,1023
58.84,34.805,-1.011,1022,256,1022
59.16,35.815,1.011,1022,258,1022
59.37,36.826,1.011,1022,255,1022
59.48,37.837,1.011,1023,254,1022
59.59,36.826,-1.011,1022,253,1022
59.71,38.848,2.021,1022,250,1022
60.02,40.869,2.021,1023,247,1022
60.23,39.858,-1.011,1022,245,1022
60.35,41.880,2.021,1023,244,1023
60.56,42.891,1.011,1022,238,1022
60.67,43.901,1.011,1023,238,1022
60.78,42.891,-1.011,1022,236,1023
61.00,43.901,1.011,1023,235,1023
61.11,42.891,-1.011,1022,236,1022
61.22,43.901,1.011,1022,234,1022
