timestamped_line
[11:09:07] ▶ Starting baseline phase for 2.5 seconds...
[11:09:07] t (s) | A | B | C | D
[11:09:08] 0.050 | 34605 | 36580 | 86 | 18751
[11:09:08] 0.100 | 28133 | 35938 | 78 | 18752
[11:09:08] 0.150 | 27663 | 33337 | 82 | 18745
[11:09:08] 0.200 | 33540 | 24915 | 84 | 18746
[11:09:08] 0.250 | 25213 | 29941 | 83 | 18780
[11:09:08] 0.300 | 28392 | 32557 | 83 | 18784
[11:09:08] 0.350 | 35370 | 32544 | 66 | 18773
[11:09:08] 0.400 | 29771 | 30022 | 84 | 18768
[11:09:08] 0.450 | 28710 | 32689 | 73 | 18783
[11:09:08] 0.500 | 31132 | 29782 | 78 | 18770
[11:09:08] 0.550 | 30435 | 33502 | 71 | 18764
[11:09:08] 0.600 | 31764 | 34461 | 87 | 18765
[11:09:08] 0.650 | 27203 | 33355 | 89 | 18761
[11:09:08] 0.700 | 29096 | 33155 | 71 | 18750
[11:09:08] 0.750 | 32683 | 36943 | 79 | 18756
[11:09:08] 0.800 | 31261 | 31245 | 70 | 18750
[11:09:08] 0.850 | 31612 | 33234 | 85 | 18753
[11:09:08] 0.900 | 34511 | 30965 | 68 | 18751
[11:09:08] 0.950 | 31740 | 29684 | 98 | 18750
[11:09:08] 1.000 | 27498 | 32215 | 80 | 18760
[11:09:09] 1.050 | 34296 | 31762 | 80 | 18754
[11:09:09] 1.100 | 30306 | 28007 | 79 | 18766
[11:09:09] 1.150 | 26720 | 24512 | 64 | 18747
[11:09:09] 1.200 | 31520 | 32212 | 82 | 18747
[11:09:09] 1.250 | 27892 | 29635 | 88 | 18736
[11:09:09] 1.300 | 27655 | 27795 | 87 | 18773
[11:09:09] 1.350 | 31767 | 29330 | 94 | 18752
[11:09:09] 1.400 | 25691 | 31176 | 75 | 18755
[11:09:09] 1.450 | 31440 | 33337 | 88 | 18759
[11:09:09] 1.500 | 35627 | 33045 | 92 | 18802
[11:09:09] 1.550 | 28264 | 31832 | 79 | 18795
[11:09:09] 1.600 | 26517 | 32839 | 71 | 18789
[11:09:09] 1.650 | 29027 | 31364 | 83 | 18788
[11:09:09] 1.700 | 32087 | 34710 | 74 | 18786
[11:09:09] 1.750 | 29180 | 26292 | 85 | 18785
[11:09:09] 1.800 | 31206 | 31135 | 60 | 18783
[11:09:09] 1.850 | 31582 | 28524 | 65 | 18777
[11:09:09] 1.900 | 32392 | 31755 | 79 | 18796
[11:09:09] 1.950 | 26024 | 34001 | 96 | 18792
[11:09:09] 2.000 | 33538 | 37096 | 69 | 18800
[11:09:10] 2.050 | 31341 | 31328 | 81 | 18783
[11:09:10] 2.100 | 28185 | 31003 | 84 | 18774
[11:09:10] 2.150 | 28248 | 33220 | 91 | 18774
[11:09:10] 2.200 | 28158 | 31301 | 69 | 18793
[11:09:10] 2.250 | 27123 | 31878 | 76 | 18784
[11:09:10] 2.300 | 28612 | 24899 | 97 | 18779
[11:09:10] 2.350 | 29901 | 35636 | 73 | 18787
[11:09:10] 2.400 | 30937 | 31517 | 67 | 18789
[11:09:10] 2.450 | 27759 | 31048 | 75 | 18788
[11:09:10] 2.500 | 25084 | 32952 | 76 | 18792
[11:09:10] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:09:10] 2.550 | 29590 | 33387 | 67 | 18786
[11:09:10] 0.050 | 29887 | 35513 | 72 | 18794
[11:09:10] 0.100 | 32943 | 31855 | 85 | 18798
[11:09:10] 0.150 | 31433 | 32170 | 74 | 18798
[11:09:10] 0.200 | 31811 | 32872 | 72 | 18796
[11:09:10] 0.250 | 31422 | 34133 | 88 | 18770
[11:09:10] 0.300 | 30065 | 29656 | 89 | 18795
[11:09:10] 0.350 | 34259 | 30154 | 75 | 18800
[11:09:10] 0.400 | 27767 | 33116 | 74 | 18785
[11:09:10] 0.450 | 30721 | 33936 | 79 | 18780
[11:09:11] 0.500 | 31973 | 34474 | 82 | 18781
[11:09:11] 0.550 | 26959 | 32782 | 79 | 18797
[11:09:11] 0.600 | 34241 | 33419 | 92 | 18794
[11:09:11] 0.650 | 37762 | 37048 | 77 | 18822
[11:09:11] 0.700 | 31279 | 33126 | 80 | 18804
