Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
25.69,17.622,-1.011,1023,1023,1023
25.81,18.633,1.011,1023,1023,1023
26.12,17.622,-1.011,1023,1023,1023
26.23,18.633,1.011,1023,1023,1023
26.35,17.622,-1.011,1022,1023,1023
26.56,18.633,1.011,1023,1022,940
26.68,19.644,1.011,1023,1023,1023
26.89,18.633,-1.011,1023,1023,1023
27.00,17.622,-1.011,1023,1023,1023
27.12,19.644,2.021,1023,1022,1023
27.23,18.633,-1.011,1022,1023,1023
27.34,19.644,1.011,1023,1023,1023
27.46,18.633,-1.011,1023,1023,1023
28.08,19.644,1.011,1023,1023,378
28.29,18.633,-1.011,1023,1023,1023
28.71,17.622,-1.011,1023,1023,1023
28.82,18.633,1.011,1023,1023,1023
28.93,17.622,-1.011,1023,1023,1023
29.15,18.633,1.011,1023,1023,1023
29.26,17.622,-1.011,1022,1022,1023
29.38,18.633,1.011,1023,1023,1023
29.49,17.622,-1.011,1023,1023,1023
29.60,18.633,1.011,1023,1023,1023
29.72,17.622,-1.011,1023,1023,1023
29.83,18.633,1.011,1023,1023,1023
29.94,17.622,-1.011,1022,1023,1023
30.06,18.633,1.011,1023,1023,1023
30.27,17.622,-1.011,1023,1023,1023
30.59,18.633,1.011,1023,1023,1023
30.80,17.622,-1.011,1023,1023,1023
31.02,18.633,1.011,1023,1023,1023
31.13,17.622,-1.011,1023,1023,1023
31.24,18.633,1.011,1023,1022,1023
31.36,17.622,-1.011,1023,1023,1023
31.57,18.633,1.011,1023,1023,1023
31.78,17.622,-1.011,1023,1023,1023
32.00,19.644,2.021,1023,1023,1023
32.11,18.633,-1.011,1022,1023,1023
33.04,17.622,-1.011,1022,1023,1023
33.15,18.633,1.011,1023,1023,1023
33.57,17.622,-1.011,1023,1022,1023
33.68,18.633,1.011,1023,1023,1023
33.90,17.622,-1.011,1023,1023,1023
34.01,18.633,1.011,1022,1023,1023
34.22,17.622,-1.011,1023,1023,1023
34.54,18.633,1.011,1022,1022,1023
34.86,17.622,-1.011,1022,1022,1023
34.97,18.633,1.011,1022,1023,1023
35.08,17.622,-1.011,1023,1022,1023
35.40,18.633,1.011,1023,1023,1023
35.72,17.622,-1.011,1023,1023,1023
35.83,18.633,1.011,1023,1023,1023
35.94,17.622,-1.011,1023,1023,1023
36.66,19.644,2.021,1023,1023,1023
36.78,18.633,-1.011,1023,1023,1023
37.19,17.622,-1.011,1023,1023,1023
37.81,18.633,1.011,1023,1023,1023
37.93,17.622,-1.011,1023,1022,1023
38.14,18.633,1.011,1023,1023,1023
38.35,17.622,-1.011,1022,1023,1023
38.47,18.633,1.011,1023,1022,1023
38.58,17.622,-1.011,1023,1022,1023
38.70,19.644,2.021,1023,1023,1023
38.81,18.633,-1.011,1023,1023,1023
38.92,17.622,-1.011,1022,1023,1023
39.14,18.633,1.011,1023,1023,1023
39.25,17.622,-1.011,1022,1023,1023
39.36,18.633,1.011,1023,1023,1023
39.48,17.622,-1.011,1023,1023,1023
39.59,18.633,1.011,1023,1023,1023
39.70,17.622,-1.011,1023,1023,1023
39.82,18.633,1.011,1023,1022,1023
39.93,17.622,-1.011,1023,1023,1023
40.15,18.633,1.011,1023,1023,1023
40.36,17.622,-1.011,1022,1023,1023
40.58,18.633,1.011,1023,1023,1023
40.69,16.611,-2.021,1023,1023,1023
40.80,17.622,1.011,1023,1023,1023
41.12,18.633,1.011,1022,1023,1023
41.23,17.622,-1.011,1022,1023,1022
41.35,18.633,1.011,1023,1023,1023
41.46,17.622,-1.011,1023,1023,1023
41.57,18.633,1.011,1023,1023,1023
41.89,17.622,-1.011,1022,1023,1023
42.00,16.611,-1.011,1023,1023,1023
42.12,17.622,1.011,1022,1023,1022
42.23,18.633,1.011,1023,1023,1023
42.44,19.644,1.011,1023,1023,1023
42.55,17.622,-2.021,1023,1023,1023
42.87,18.633,1.011,1023,1023,1023
42.98,17.622,-1.011,1023,1023,1023
43.60,18.633,1.011,1023,1023,1023
43.82,17.622,-1.011,1022,1023,1023
44.74,18.633,1.011,1022,1023,1023
44.85,17.622,-1.011,1023,1023,1022
45.17,18.633,1.011,1023,1023,1023
45.38,17.622,-1.011,1023,1023,1023
45.70,18.633,1.011,1023,1023,1023
45.81,16.611,-2.021,1023,1023,1023
45.93,18.633,2.021,1023,1022,1023
46.04,17.622,-1.011,1022,1023,1023
46.15,18.633,1.011,1023,1023,1023
46.67,17.622,-1.011,1023,1023,1023
46.79,18.633,1.011,1022,1022,1023
46.90,17.622,-1.011,1023,1023,1023
47.01,18.633,1.011,1022,1023,1023
47.13,17.622,-1.011,1022,1022,1023
47.34,18.633,1.011,1022,1023,1023
47.45,17.622,-1.011,1022,1023,1023
48.07,18.633,1.011,1022,1022,1023
48.29,17.622,-1.011,1022,1023,1023
48.50,18.633,1.011,1023,1023,1023
48.82,17.622,-1.011,1023,1023,1023
48.93,18.633,1.011,1023,1023,1023
49.25,17.622,-1.011,1023,1023,1023
49.36,18.633,1.011,1022,1023,1023
49.78,17.622,-1.011,1022,1023,1023
49.89,18.633,1.011,1023,1023,1023
50.01,17.622,-1.011,1022,1023,1023
50.12,18.633,1.011,1023,1023,1023
50.94,20.654,2.021,1023,1022,1023
51.05,19.644,-1.011,1022,1023,1022
51.47,20.654,1.011,1022,1022,1023
51.58,18.633,-2.021,1023,1023,1023
51.70,20.654,2.021,1022,1023,1023
51.81,19.644,-1.011,1023,1023,1023
51.92,20.654,1.011,1022,1023,1023
52.34,19.644,-1.011,1022,1023,1023
52.46,20.654,1.011,1023,1023,1023
52.87,19.644,-1.011,1022,1023,1023
53.09,20.654,1.011,1023,1023,1023
53.20,19.644,-1.011,1023,1023,1022
53.31,20.654,1.011,1023,1023,1023
53.53,18.633,-2.021,1023,1022,1023
53.64,19.644,1.011,1023,1023,1023
53.75,18.633,-1.011,1023,1022,1023
53.87,19.644,1.011,1022,1023,1023
54.18,20.654,1.011,1022,1022,1023
54.60,19.644,-1.011,1023,1023,1023
54.71,20.654,1.011,1023,1023,1023
54.93,19.644,-1.011,1023,1023,1023
55.24,20.654,1.011,1022,1023,1023
55.66,19.644,-1.011,1022,1023,1023
55.78,20.654,1.011,1023,1023,1022
56.39,19.644,-1.011,1023,1022,1023
56.51,20.654,1.011,1022,1023,1022
56.62,19.644,-1.011,1022,1023,1023
56.73,20.654,1.011,1022,1023,1023
56.85,19.644,-1.011,1022,1022,1023
56.96,20.654,1.011,1022,1023,1023
57.07,19.644,-1.011,1022,1023,1023
57.19,20.654,1.011,1023,1023,1023
57.40,19.644,-1.011,1023,1023,1023
57.62,20.654,1.011,1023,1023,1023
58.03,19.644,-1.011,1023,1023,706
58.35,18.633,-1.011,1023,1023,625
58.46,19.644,1.011,1023,1023,655
58.57,18.633,-1.011,1023,1023,607
58.69,19.644,1.011,1023,1023,602
59.00,18.633,-1.011,1023,1023,659
59.11,19.644,1.011,1023,1023,666
59.33,18.633,-1.011,1022,1023,648
59.54,19.644,1.011,1023,1023,667
59.86,18.633,-1.011,1023,1023,766
59.97,19.644,1.011,1023,1023,738
