Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
34.25,15.601,-1.011,1023,1023,1023
34.36,16.611,1.011,1023,1023,1023
34.88,15.601,-1.011,1022,1023,1023
34.99,16.611,1.011,1023,1023,1023
35.11,15.601,-1.011,1023,1023,1023
35.22,16.611,1.011,1023,1023,1023
35.54,15.601,-1.011,1023,1023,1023
35.65,16.611,1.011,1023,1023,1023
35.76,15.601,-1.011,1022,1023,1023
35.88,16.611,1.011,1023,1023,1023
36.29,15.601,-1.011,1023,1023,1023
36.41,16.611,1.011,1022,1023,1023
37.03,15.601,-1.011,1023,1023,1023
37.14,16.611,1.011,1023,1023,1023
37.35,15.601,-1.011,1023,1023,1023
37.47,16.611,1.011,1022,1023,1023
37.58,17.622,1.011,1023,1023,1023
37.69,16.611,-1.011,1022,1023,1023
38.52,17.622,1.011,1023,1023,1023
38.63,15.601,-2.021,1023,1022,1023
38.74,16.611,1.011,1023,1023,1023
38.96,15.601,-1.011,1023,1023,1023
39.07,16.611,1.011,1023,1023,1023
39.59,15.601,-1.011,1023,1023,1023
39.70,16.611,1.011,1023,1023,1023
40.12,15.601,-1.011,1023,1023,1023
40.23,16.611,1.011,1023,1023,1023
40.75,15.601,-1.011,1023,1023,1023
41.07,16.611,1.011,1023,1023,1023
42.09,15.601,-1.011,1022,1023,1023
42.21,16.611,1.011,1023,1023,1023
42.42,15.601,-1.011,1023,1023,1023
42.53,16.611,1.011,1023,1023,1023
42.85,15.601,-1.011,1023,1023,1023
42.96,16.611,1.011,1023,1023,1023
43.68,15.601,-1.011,1023,1023,1023
43.90,16.611,1.011,1023,1023,1023
44.11,15.601,-1.011,1022,1023,1023
44.43,16.611,1.011,1023,1023,1023
44.64,15.601,-1.011,1023,1023,1023
44.76,16.611,1.011,1023,1023,1023
44.87,14.590,-2.021,1023,1023,1023
44.98,16.611,2.021,1023,1023,1023
45.10,15.601,-1.011,1023,1023,1023
45.31,16.611,1.011,1023,1023,1023
45.63,15.601,-1.011,1023,1023,1023
45.74,16.611,1.011,1023,1023,1023
46.16,15.601,-1.011,1023,1023,1023
46.47,16.611,1.011,1023,1023,1023
46.99,15.601,-1.011,1023,1023,1023
47.11,16.611,1.011,1023,1023,1023
47.22,15.601,-1.011,1023,1023,1023
47.43,16.611,1.011,1023,1022,1023
47.65,15.601,-1.011,1023,1023,1023
47.76,16.611,1.011,1023,1023,1023
48.38,15.601,-1.011,1022,1023,1023
48.49,16.611,1.011,1022,1023,1023
48.61,15.601,-1.011,1023,1023,1023
48.82,16.611,1.011,1023,1023,1023
49.44,15.601,-1.011,1023,1023,1023
49.56,16.611,1.011,1023,1023,1023
49.67,15.601,-1.011,1023,1023,1023
49.78,16.611,1.011,1022,1023,1023
49.89,17.622,1.011,1023,1023,1023
50.01,16.611,-1.011,1023,1023,1023
50.22,17.622,1.011,1023,1023,1023
50.34,16.611,-1.011,1023,1023,1023
50.55,15.601,-1.011,1023,1023,1023
50.66,16.611,1.011,1023,1023,1023
50.78,15.601,-1.011,1023,1023,1023
50.89,16.611,1.011,1023,1023,1023
51.11,15.601,-1.011,1023,1022,1023
51.42,16.611,1.011,1023,1023,1023
51.64,15.601,-1.011,1023,1023,1023
51.75,16.611,1.011,1023,1023,1023
52.17,15.601,-1.011,1023,1023,1023
52.28,16.611,1.011,1023,1023,1023
52.39,15.601,-1.011,1023,1023,1023
52.51,16.611,1.011,1023,1023,1023
52.92,15.601,-1.011,1023,1023,1023
53.04,16.611,1.011,1023,1023,1023
53.15,15.601,-1.011,1023,1023,1023
53.57,16.611,1.011,1023,1023,1023
53.78,15.601,-1.011,1023,1023,1023
54.10,16.611,1.011,1023,1023,1023
54.21,15.601,-1.011,1023,1023,1023
54.33,16.611,1.011,1023,1023,1023
54.44,15.601,-1.011,1023,1023,1023
54.55,16.611,1.011,1023,1023,1023
54.87,17.622,1.011,1023,1023,1023
54.98,16.611,-1.011,1023,1023,1023
55.50,15.601,-1.011,1023,1023,1023
55.71,16.611,1.011,1023,1023,1023
55.83,15.601,-1.011,1023,1023,1023
56.04,16.611,1.011,1023,1023,1023
56.15,15.601,-1.011,1023,1023,1023
56.37,16.611,1.011,1023,1023,1023
56.58,17.622,1.011,1023,1023,1023
56.70,16.611,-1.011,1023,1023,1023
56.91,15.601,-1.011,1023,1023,1023
57.03,16.611,1.011,1023,1023,1023
57.34,17.622,1.011,1023,1023,1023
57.45,16.611,-1.011,1023,1023,1023
57.87,15.601,-1.011,1023,1023,1023
57.99,16.611,1.011,1023,1023,1023
58.20,14.590,-2.021,1022,1023,1023
58.31,16.611,2.021,1023,1023,1023
58.73,17.622,1.011,1023,1023,1023
58.84,16.611,-1.011,1023,1023,1023
59.46,15.601,-1.011,1022,1023,1023
59.58,16.611,1.011,1023,1023,1023
59.99,15.601,-1.011,1023,1023,1023
60.11,16.611,1.011,1023,1023,1023
60.22,15.601,-1.011,1023,1023,1023
60.34,16.611,1.011,1023,1023,1023
60.55,15.601,-1.011,1023,1022,1023
60.66,16.611,1.011,1023,1023,1023
60.78,15.601,-1.011,1023,1023,1023
60.89,16.611,1.011,1023,1023,1023
61.10,15.601,-1.011,1023,1023,1023
61.22,17.622,2.021,1023,1023,1023
61.33,16.611,-1.011,1023,1023,1023
61.85,15.601,-1.011,1023,1023,1023
62.06,16.611,1.011,1022,1023,1023
62.18,15.601,-1.011,1022,1023,1023
62.49,16.611,1.011,1023,1023,1023
62.61,15.601,-1.011,1022,1023,1023
62.72,16.611,1.011,1022,1023,1023
63.14,15.601,-1.011,1023,1023,1023
63.25,16.611,1.011,1023,1023,1023
63.36,14.590,-2.021,1022,1023,1023
63.48,15.601,1.011,1023,1023,1023
63.59,16.611,1.011,1023,1023,1023
64.41,15.601,-1.011,1023,1022,1023
64.53,16.611,1.011,1023,1023,1023
64.74,15.601,-1.011,1023,1023,1023
64.85,16.611,1.011,1023,1023,1023
65.17,15.601,-1.011,1023,1023,1023
65.28,16.611,1.011,1023,1023,1023
