Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
5.66,15.601,-1.011,1023,1023,1023
5.78,16.611,1.011,1023,1023,1023
6.50,15.601,-1.011,1022,1023,1023
6.71,16.611,1.011,1023,1023,1023
6.92,15.601,-1.011,1022,1023,1023
7.04,16.611,1.011,1023,1023,1023
7.15,14.590,-2.021,1023,1023,1023
7.26,16.611,2.021,1023,1023,1023
7.37,15.601,-1.011,1023,1023,1023
7.59,16.611,1.011,1023,1022,1023
7.80,17.622,1.011,1023,1023,1023
7.91,16.611,-1.011,1023,1023,1023
8.23,17.622,1.011,1023,1023,1023
8.34,16.611,-1.011,1023,1023,1023
8.45,15.601,-1.011,1023,1023,1023
8.77,16.611,1.011,1023,1023,1023
8.88,15.601,-1.011,1023,1023,1023
8.99,16.611,1.011,1022,1023,1023
9.10,15.601,-1.011,1023,1023,1023
9.22,16.611,1.011,1023,1023,1023
9.63,15.601,-1.011,1022,1022,1023
9.74,16.611,1.011,1023,1023,1023
9.86,15.601,-1.011,1023,1023,1023
9.97,16.611,1.011,1022,1023,1022
10.79,17.622,1.011,1023,1023,1023
10.90,16.611,-1.011,1023,1023,1023
11.02,17.622,1.011,1023,1023,1023
11.13,15.601,-2.021,1023,1023,1023
11.24,16.611,1.011,1023,1023,1023
11.36,17.622,1.011,1023,1023,1023
11.47,16.611,-1.011,1023,1023,1023
11.58,15.601,-1.011,1023,1023,1023
11.70,16.611,1.011,1023,1023,1023
12.22,15.601,-1.011,1023,1023,1023
12.33,17.622,2.021,1023,1023,1023
12.44,16.611,-1.011,1023,1023,1023
12.76,15.601,-1.011,1022,1023,1023
12.87,17.622,2.021,1023,1023,1023
12.98,16.611,-1.011,1022,1023,1023
13.91,15.601,-1.011,1023,1023,1023
14.02,17.622,2.021,1023,1023,1023
14.14,16.611,-1.011,1023,1023,1023
14.25,17.622,1.011,1023,1023,1023
14.36,16.611,-1.011,1023,1023,1023
15.49,15.601,-1.011,1023,1023,1023
15.80,16.611,1.011,1022,1023,1023
15.92,17.622,1.011,1023,1023,1023
16.13,16.611,-1.011,1023,1023,1023
16.25,17.622,1.011,1023,1023,1023
16.36,16.611,-1.011,1023,1023,1023
16.78,15.601,-1.011,1023,1023,1023
16.89,16.611,1.011,1023,1022,1023
17.20,17.622,1.011,1023,1023,1023
17.32,16.611,-1.011,1023,1023,1023
17.43,15.601,-1.011,1023,1023,1023
17.55,16.611,1.011,1023,1023,1023
18.06,17.622,1.011,1023,1023,1023
18.18,16.611,-1.011,1023,1023,1023
18.49,15.601,-1.011,1023,1023,1023
18.61,16.611,1.011,1023,1023,1023
19.22,17.622,1.011,1023,1023,1023
19.34,16.611,-1.011,1022,1023,1023
19.65,17.622,1.011,1023,1023,1023
19.77,16.611,-1.011,1023,1023,1023
20.18,17.622,1.011,1023,1023,1023
20.30,16.611,-1.011,1023,1023,1023
20.61,17.622,1.011,1023,1023,1023
20.73,16.611,-1.011,1023,1023,1023
20.94,15.601,-1.011,1023,1023,1023
21.06,16.611,1.011,1023,1023,1023
21.27,17.622,1.011,1023,1023,1023
21.38,16.611,-1.011,1023,1023,1023
22.00,15.601,-1.011,1023,1023,1023
22.12,16.611,1.011,1022,1023,1023
22.33,15.601,-1.011,1022,1023,1023
22.45,16.611,1.011,1023,1023,1023
22.86,17.622,1.011,1023,1022,1022
22.97,16.611,-1.011,1023,1023,1023
23.29,17.622,1.011,1023,1023,1023
23.40,16.611,-1.011,1023,1023,1023
23.82,17.622,1.011,1023,1023,1023
23.93,16.611,-1.011,1022,1023,1023
24.05,15.601,-1.011,1023,1023,1023
24.16,16.611,1.011,1023,1023,1023
24.98,28.740,12.129,1023,1023,1023
25.10,33.794,5.054,1022,1023,1023
25.31,34.805,1.011,1023,1023,1023
25.53,35.815,1.011,1023,1023,1023
25.64,33.794,-2.021,1023,1023,1023
25.85,31.772,-2.021,1023,1023,1023
25.97,29.751,-2.021,1023,1023,1023
26.08,24.697,-5.054,1023,1023,1023
26.40,27.729,3.032,1022,1023,1023
26.51,28.740,1.011,1023,1023,1023
26.62,33.794,5.054,1022,1023,1023
26.74,35.815,2.021,1023,1023,1023
26.85,38.848,3.032,1023,1023,1023
27.06,37.837,-1.011,1019,1023,1023
27.18,35.815,-2.021,417,1023,1023
27.29,33.794,-2.021,203,1023,1023
27.40,31.772,-2.021,115,1023,1023
27.52,32.783,1.011,78,1023,1023
27.63,30.762,-2.021,64,1023,1023
27.74,31.772,1.011,58,1022,1023
27.85,29.751,-2.021,58,1023,1023
27.96,30.762,1.011,62,1023,1023
28.17,31.772,1.011,65,1023,1023
28.28,32.783,1.011,67,1023,1023
28.39,30.762,-2.021,67,1022,1023
28.51,27.729,-3.032,67,1023,1023
28.62,24.697,-3.032,68,1023,1023
28.73,16.611,-8.086,66,1023,1023
28.84,15.601,-1.011,66,1023,1023
28.95,16.611,1.011,71,1023,1023
29.47,33.794,17.183,512,1023,1023
29.58,36.826,3.032,1023,1023,1023
29.70,38.848,2.021,1023,1023,1023
29.91,37.837,-1.011,1023,1023,1023
30.02,38.848,1.011,1023,1023,1023
30.14,37.837,-1.011,1022,1023,1023
30.25,35.815,-2.021,1023,1023,1023
30.36,34.805,-1.011,1016,1023,1023
30.58,33.794,-1.011,808,1023,1023
30.79,32.783,-1.011,71,1023,1023
31.01,33.794,1.011,129,1023,1023
31.22,34.805,1.011,371,1023,1023
31.33,33.794,-1.011,1022,1023,1023
31.65,34.805,1.011,1023,1023,1023
31.86,36.826,2.021,1023,1023,1023
31.97,38.848,2.021,1023,1023,1023
32.09,39.858,1.011,1023,1023,1023
32.20,41.880,2.021,1023,1023,1023
32.31,26.719,-15.161,1023,1023,1023
32.43,16.611,-10.107,1023,1023,1023
32.54,15.601,-1.011,1023,1023,1023
32.66,16.611,1.011,1023,1023,1023
32.97,14.590,-2.021,1023,1023,1023
33.09,15.601,1.011,1022,1023,1023
33.20,16.611,1.011,1022,1023,1023
33.62,15.601,-1.011,1023,1023,1023
33.93,16.611,1.011,1023,1023,1023
