Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.35,18.633,1.011,1023,1023,1022
4.46,17.622,-1.011,1022,1023,1023
4.57,16.611,-1.011,1023,1023,1023
4.68,17.622,1.011,1023,1023,1023
4.90,18.633,1.011,1023,1022,1022
5.01,17.622,-1.011,1022,1023,1023
5.12,16.611,-1.011,1022,1023,1023
5.24,18.633,2.021,1023,1023,1023
5.35,16.611,-2.021,1023,1023,1022
5.46,17.622,1.011,1023,1022,1023
5.67,18.633,1.011,1023,1023,1023
5.78,17.622,-1.011,1023,1023,1023
6.00,16.611,-1.011,1022,1022,1022
6.11,17.622,1.011,1022,1021,6
6.22,16.611,-1.011,1023,1023,1023
6.33,17.622,1.011,1023,1023,1023
6.55,16.611,-1.011,1022,1022,1023
6.66,18.633,2.021,1023,1023,1023
6.77,17.622,-1.011,1023,1022,1023
7.09,18.633,1.011,1023,1022,862
7.20,19.644,1.011,1022,1022,850
7.31,18.633,-1.011,1023,1022,840
7.42,19.644,1.011,1023,1022,840
8.04,20.654,1.011,1022,1022,832
8.15,19.644,-1.011,1022,1023,832
8.26,21.665,2.021,1022,1023,822
8.47,22.676,1.011,1023,1023,824
8.78,21.665,-1.011,1022,1023,820
8.90,22.676,1.011,1023,1023,588
9.11,23.687,1.011,1023,1023,526
9.22,22.676,-1.011,1023,1023,513
9.33,23.687,1.011,1023,1023,447
9.64,24.697,1.011,1023,1023,439
9.75,23.687,-1.011,1022,1023,438
9.87,24.697,1.011,1023,1023,432
10.18,25.708,1.011,1023,1023,409
10.29,24.697,-1.011,1022,1023,408
10.40,25.708,1.011,1022,1022,405
10.92,26.719,1.011,1023,1023,1
11.23,27.729,1.011,1023,1023,5
11.44,26.719,-1.011,1023,1022,239
11.56,27.729,1.011,1023,1023,326
11.77,28.740,1.011,1023,1023,1
11.88,27.729,-1.011,1023,1023,264
12.19,26.719,-1.011,1023,1023,377
12.31,27.729,1.011,1023,1022,377
12.42,26.719,-1.011,1023,1022,376
13.14,25.708,-1.011,1023,1022,374
13.25,26.719,1.011,1023,1022,373
13.36,25.708,-1.011,1022,1023,373
13.48,26.719,1.011,1023,1023,374
13.59,25.708,-1.011,1023,1023,373
13.70,26.719,1.011,1023,1023,374
14.22,27.729,1.011,1023,1023,0
14.43,28.740,1.011,1022,1023,0
14.54,27.729,-1.011,1023,1023,0
14.65,28.740,1.011,1022,1022,0
15.57,27.729,-1.011,1022,1023,367
15.68,26.719,-1.011,1023,1022,368
16.00,27.729,1.011,1023,1022,367
16.31,28.740,1.011,1022,1022,3
16.42,27.729,-1.011,1023,1023,256
16.53,28.740,1.011,1023,1023,3
16.85,27.729,-1.011,1022,1023,8
16.96,29.751,2.021,1022,1023,285
17.27,31.772,2.021,1023,1023,0
17.38,30.762,-1.011,1022,1023,0
17.49,32.783,2.021,1023,1022,0
17.70,31.772,-1.011,1023,1023,0
17.81,32.783,1.011,1023,1023,0
18.23,33.794,1.011,1022,1023,0
18.34,32.783,-1.011,1023,1023,0
18.55,33.794,1.011,1022,1023,0
18.76,32.783,-1.011,1022,1022,0
18.87,33.794,1.011,1022,1023,0
18.98,32.783,-1.011,1023,1023,0
19.50,33.794,1.011,1023,1023,0
19.61,32.783,-1.011,1022,1023,0
19.82,31.772,-1.011,1023,1023,253
20.03,29.751,-2.021,1023,1023,1
20.14,31.772,2.021,1023,1023,234
20.46,32.783,1.011,1022,1022,0
20.57,34.805,2.021,1022,1023,0
20.88,35.815,1.011,1022,1022,0
21.09,34.805,-1.011,1022,1022,0
21.20,36.826,2.021,1023,1022,0
21.31,35.815,-1.011,1022,1023,0
21.42,36.826,1.011,1023,1022,0
21.53,35.815,-1.011,1023,1023,0
21.95,36.826,1.011,1022,1022,0
22.66,35.815,-1.011,1022,1023,0
23.08,34.805,-1.011,1023,1023,0
23.19,37.837,3.032,1022,1023,0
23.30,36.826,-1.011,1023,1023,0
23.81,38.848,2.021,1023,1022,0
23.92,37.837,-1.011,1022,1023,0
24.74,36.826,-1.011,1023,1023,0
24.85,37.837,1.011,1022,1023,0
24.96,38.848,1.011,1022,1022,0
25.17,37.837,-1.011,1023,1023,0
25.29,36.826,-1.011,1023,1022,0
25.60,37.837,1.011,1022,1023,0
25.81,36.826,-1.011,1022,1023,0
26.02,37.837,1.011,1023,1022,0
26.23,38.848,1.011,1022,1022,0
26.34,37.837,-1.011,1023,1023,0
26.45,38.848,1.011,1023,1023,0
26.97,36.826,-2.021,1023,1023,0
27.08,37.837,1.011,1022,1023,0
27.19,38.848,1.011,1022,1023,0
27.50,37.837,-1.011,1023,1022,0
27.92,36.826,-1.011,1022,1022,0
28.03,38.848,2.021,1023,1023,0
28.14,37.837,-1.011,1023,1023,0
28.45,36.826,-1.011,1023,1022,0
28.56,37.837,1.011,1023,1022,0
28.67,38.848,1.011,1023,1023,0
28.78,37.837,-1.011,1022,1023,0
28.89,38.848,1.011,1023,1022,0
29.61,39.858,1.011,1023,1022,0
30.22,40.869,1.011,1023,1023,0
30.43,39.858,-1.011,1022,1023,0
30.95,40.869,1.011,1023,1023,0
31.06,38.848,-2.021,1023,1023,0
31.17,33.794,-5.054,1023,1023,0
31.28,27.729,-6.064,1023,1022,363
31.39,22.676,-5.054,1023,1023,448
31.51,19.644,-3.032,1022,1023,904
31.62,18.633,-1.011,1023,1023,1022
31.73,17.622,-1.011,1022,1023,1023
32.05,18.633,1.011,1023,1023,1023
32.16,17.622,-1.011,1023,1023,1022
33.09,16.611,-1.011,1022,1023,1023
33.30,17.622,1.011,1023,1023,1022
33.52,18.633,1.011,1023,1023,1023
33.63,17.622,-1.011,1022,1023,1022
33.84,16.611,-1.011,1022,1023,1022
33.96,17.622,1.011,1023,1021,1021
34.58,16.611,-1.011,1022,1023,1021
34.69,17.622,1.011,1023,1022,1022
35.41,16.611,-1.011,1023,1023,835
35.52,18.633,2.021,1022,1023,490
35.64,17.622,-1.011,1022,1023,322
35.75,18.633,1.011,1022,1022,284
35.86,17.622,-1.011,1023,1022,269
36.18,16.611,-1.011,1023,1023,423
36.79,17.622,1.011,1023,1023,1023
36.91,16.611,-1.011,1023,1023,934
37.02,17.622,1.011,1023,1023,606
37.34,18.633,1.011,1022,1022,1023
37.45,17.622,-1.011,1023,1023,1022
37.56,18.633,1.011,1022,1023,1023
37.68,17.622,-1.011,1022,1022,1023
38.40,16.611,-1.011,1023,1022,1022
38.51,17.622,1.011,1023,1023,1023
38.62,16.611,-1.011,1023,1023,1021
38.74,17.622,1.011,1022,1023,1023
38.85,16.611,-1.011,1023,1022,1018
38.96,17.622,1.011,1023,1023,1023
39.18,18.633,1.011,1023,1023,1023
39.29,17.622,-1.011,1022,1023,1023
39.51,16.611,-1.011,1023,1023,1023
39.62,17.622,1.011,1023,1023,1022
39.93,16.611,-1.011,1022,1023,1010
40.05,17.622,1.011,1023,1022,1022
40.77,18.633,1.011,1022,1023,1023
40.88,16.611,-2.021,1023,1023,1023
41.00,17.622,1.011,1023,1023,1023
41.11,18.633,1.011,1022,1023,1022
41.22,17.622,-1.011,1022,1023,1023
41.34,18.633,1.011,1023,1023,1023
41.45,17.622,-1.011,1023,1022,1021
41.66,18.633,1.011,1023,1022,1023
41.78,17.622,-1.011,1022,1023,1023
42.09,16.611,-1.011,1023,1022,1023
42.21,17.622,1.011,1023,1023,1022
42.32,16.611,-1.011,1023,1022,1022
42.43,17.622,1.011,1022,1023,1023
