Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
42.75,16.611,-1.011,1022,1023,1023
42.86,17.622,1.011,1022,1022,1022
43.08,18.633,1.011,1022,1022,1022
43.19,16.611,-2.021,1023,1023,1023
43.30,17.622,1.011,1022,1022,1023
43.72,18.633,1.011,1023,1023,1023
43.93,17.622,-1.011,1023,1023,1023
44.15,18.633,1.011,1022,1022,1023
44.26,17.622,-1.011,1022,1023,1022
44.38,18.633,1.011,1023,1023,1023
44.59,17.622,-1.011,1023,1022,1022
44.70,18.633,1.011,1023,1023,1023
44.92,17.622,-1.011,1023,1023,1023
45.34,16.611,-1.011,1023,1023,1023
45.45,17.622,1.011,1023,1023,1022
45.56,16.611,-1.011,1023,1023,1023
45.68,17.622,1.011,1023,1023,1023
45.89,18.633,1.011,1023,1023,1022
46.00,16.611,-2.021,1023,1022,1022
46.12,17.622,1.011,1023,1023,1023
46.33,16.611,-1.011,1023,1022,1022
46.45,18.633,2.021,1023,1022,1023
46.56,16.611,-2.021,1022,1022,1023
46.67,17.622,1.011,1023,1023,1023
47.60,16.611,-1.011,1023,1022,1023
47.71,17.622,1.011,1022,1023,1023
48.43,16.611,-1.011,1023,1022,1022
48.54,17.622,1.011,1022,1023,1022
48.76,16.611,-1.011,1022,1022,1023
48.87,17.622,1.011,1022,1022,1022
49.19,16.611,-1.011,1023,1023,1022
49.30,17.622,1.011,1023,1023,1023
49.72,16.611,-1.011,1022,1022,1022
49.83,17.622,1.011,1023,1023,1023
49.94,18.633,1.011,1022,1023,1023
50.06,17.622,-1.011,1022,1023,1022
50.27,18.633,1.011,1023,1023,1023
50.38,17.622,-1.011,1022,1023,1022
50.50,18.633,1.011,1022,1023,1022
50.81,17.622,-1.011,1022,1023,1022
51.23,16.611,-1.011,1023,1022,1023
51.35,17.622,1.011,1023,1023,1023
51.46,16.611,-1.011,1022,1022,1023
51.77,17.622,1.011,1023,1023,1023
51.99,16.611,-1.011,1022,1022,1023
52.10,17.622,1.011,1021,1022,1022
52.32,18.633,1.011,1023,1022,1023
52.43,17.622,-1.011,1022,1022,1023
52.54,18.633,1.011,1023,1023,1023
52.66,17.622,-1.011,1022,1023,1023
52.97,18.633,1.011,1023,1022,1023
53.19,17.622,-1.011,1022,1022,1023
53.30,18.633,1.011,1022,1023,1022
53.52,17.622,-1.011,1022,1023,1022
53.63,18.633,1.011,1022,1023,1023
53.84,17.622,-1.011,1023,1023,1023
54.26,16.611,-1.011,1022,1023,1023
54.37,17.622,1.011,1023,1023,1023
55.30,18.633,1.011,1022,1023,1023
55.51,17.622,-1.011,1022,1023,1023
55.83,18.633,1.011,1022,1022,1023
55.94,17.622,-1.011,1023,1023,1023
56.26,18.633,1.011,1023,1023,1023
56.37,16.611,-2.021,1022,1022,1023
56.48,17.622,1.011,1022,1023,1023
56.70,16.611,-1.011,1022,1023,1023
56.81,17.622,1.011,1022,1023,1023
57.13,18.633,1.011,1022,1023,1022
57.34,17.622,-1.011,1023,1023,1023
57.56,18.633,1.011,1023,1023,1023
57.67,17.622,-1.011,1022,1023,1023
57.99,16.611,-1.011,1023,1023,1023
58.20,17.622,1.011,1023,1023,1022
58.82,16.611,-1.011,1023,1022,1023
58.93,17.622,1.011,1022,1022,1023
59.05,18.633,1.011,1022,1022,1023
59.46,17.622,-1.011,1023,1022,1022
59.58,18.633,1.011,1022,1023,1021
59.69,17.622,-1.011,1022,1023,1023
60.21,18.633,1.011,1022,1022,1023
60.32,17.622,-1.011,1023,1023,1023
