Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.25,18.633,1.011,1023,1022,1023
4.46,17.622,-1.011,1023,1023,1023
4.57,18.633,1.011,1022,1023,1023
4.78,17.622,-1.011,1023,1023,1023
4.90,18.633,1.011,1022,1023,1023
5.01,19.644,1.011,1023,1023,1023
5.12,18.633,-1.011,1023,1023,1023
5.34,17.622,-1.011,1023,1023,1023
5.45,18.633,1.011,1022,1023,1023
5.96,17.622,-1.011,1023,1023,1023
6.08,18.633,1.011,1023,1022,1023
6.59,17.622,-1.011,1022,1023,1022
6.71,19.644,2.021,1023,1023,1022
6.82,18.633,-1.011,1022,1023,1023
7.54,19.644,1.011,1023,1023,1023
7.75,18.633,-1.011,1022,1023,1023
7.86,19.644,1.011,1022,1022,1022
7.98,17.622,-2.021,1023,1022,1023
8.09,18.633,1.011,1023,1023,1023
8.61,17.622,-1.011,1023,1023,1023
8.72,18.633,1.011,1022,1023,1023
9.94,19.644,1.011,1023,1022,1023
10.06,18.633,-1.011,1023,1022,1023
10.17,19.644,1.011,1023,1023,1023
10.28,18.633,-1.011,1023,1023,1022
11.41,19.644,1.011,1022,1023,1023
11.72,18.633,-1.011,1023,1023,1023
11.94,19.644,1.011,1023,1023,1023
12.05,18.633,-1.011,1023,1023,1023
12.17,19.644,1.011,1022,1023,1022
12.28,18.633,-1.011,1022,1023,1022
12.49,17.622,-1.011,1022,1022,1023
12.61,18.633,1.011,1022,1023,1023
12.72,17.622,-1.011,1023,1023,1023
12.84,18.633,1.011,1023,1023,1023
13.15,19.644,1.011,1022,1023,1023
13.26,17.622,-2.021,1023,1022,1023
13.38,18.633,1.011,1023,1023,1023
13.49,20.654,2.021,1022,1022,1023
13.60,19.644,-1.011,1023,1023,1023
13.72,18.633,-1.011,1023,1022,1023
13.93,19.644,1.011,1022,1022,1023
14.05,18.633,-1.011,1022,1023,1023
14.26,19.644,1.011,1023,1023,1023
14.57,18.633,-1.011,1022,1022,1023
14.89,19.644,1.011,1023,1023,1023
15.21,18.633,-1.011,1023,1022,1023
15.32,19.644,1.011,1023,1023,1023
15.43,18.633,-1.011,1023,1023,1023
15.75,19.644,1.011,1023,1023,1023
15.86,18.633,-1.011,1022,1023,1023
16.89,19.644,1.011,1023,1023,1023
17.00,18.633,-1.011,1023,1023,1023
17.22,19.644,1.011,1023,1023,1023
17.33,18.633,-1.011,1023,1023,1023
17.44,19.644,1.011,1023,1022,1023
17.56,18.633,-1.011,1023,1022,1023
18.18,19.644,1.011,1022,1023,1023
18.29,18.633,-1.011,1023,1022,1023
18.40,19.644,1.011,1023,1022,1022
18.51,18.633,-1.011,1023,1023,1023
19.84,17.622,-1.011,1023,1023,1023
20.06,18.633,1.011,1023,1022,1023
20.27,19.644,1.011,1023,1023,1023
20.39,18.633,-1.011,1022,1022,1023
20.60,19.644,1.011,1022,1023,1023
20.71,18.633,-1.011,1023,1023,1023
20.83,19.644,1.011,1022,1023,1023
20.94,18.633,-1.011,1023,1023,1023
21.15,17.622,-1.011,1023,1023,1023
21.27,18.633,1.011,1022,1023,1023
21.48,19.644,1.011,1023,1023,1023
21.70,18.633,-1.011,1023,1023,1023
22.32,19.644,1.011,1023,1023,1023
22.43,18.633,-1.011,1023,1022,1023
22.75,19.644,1.011,1022,1023,1022
22.86,18.633,-1.011,1023,1023,1023
22.97,19.644,1.011,1023,1022,1023
23.09,18.633,-1.011,1022,1022,1022
23.91,17.622,-1.011,1022,1023,1023
24.02,19.644,2.021,1022,1022,1023
24.14,18.633,-1.011,1022,1023,1022
24.45,19.644,1.011,1023,1022,1022
24.56,18.633,-1.011,1022,1022,1023
25.79,20.654,2.021,1023,1023,1023
25.91,30.762,10.107,1022,1022,1023
26.02,27.729,-3.032,1022,1023,1023
26.13,21.665,-6.064,1023,1022,1023
26.25,35.815,14.150,1023,1023,1023
26.36,27.729,-8.086,1022,1023,1023
26.47,24.697,-3.032,1023,1023,1023
26.59,32.783,8.086,1023,1023,1023
26.70,18.633,-14.150,1022,1023,1023
26.82,19.644,1.011,1023,1023,1023
26.93,18.633,-1.011,1023,1023,1023
27.14,19.644,1.011,1023,1023,1023
27.26,18.633,-1.011,1023,1023,1023
27.78,19.644,1.011,1023,1023,1023
27.89,18.633,-1.011,1023,1023,1023
28.21,19.644,1.011,1023,1023,1023
28.32,18.633,-1.011,1023,1023,1023
28.84,17.622,-1.011,1022,1023,1023
28.95,18.633,1.011,1022,1023,1023
29.67,19.644,1.011,1023,1023,1023
29.78,18.633,-1.011,1023,1023,1023
29.90,19.644,1.011,1023,1023,1022
30.01,18.633,-1.011,1023,1023,1023
30.13,19.644,1.011,1023,1023,1023
30.44,18.633,-1.011,1023,1023,1023
30.55,19.644,1.011,1023,1023,1023
30.77,18.633,-1.011,1023,1023,1023
31.49,17.622,-1.011,1023,1023,1023
31.60,19.644,2.021,1023,1023,1023
31.72,18.633,-1.011,1023,1023,1023
31.83,19.644,1.011,1022,1023,1022
32.15,18.633,-1.011,1023,1022,1023
32.26,19.644,1.011,1023,1023,1023
32.68,18.633,-1.011,1023,1023,1023
33.09,19.644,1.011,1023,1023,1023
33.31,18.633,-1.011,1023,1023,1023
33.42,19.644,1.011,1023,1023,1023
33.53,18.633,-1.011,1023,1023,1023
33.65,19.644,1.011,1023,1023,1023
33.76,18.633,-1.011,1023,1023,1022
34.08,19.644,1.011,1023,1022,1023
34.19,18.633,-1.011,1022,1022,1023
34.81,17.622,-1.011,1023,1022,1023
34.93,18.633,1.011,1022,1023,1023
35.54,20.654,2.021,1023,1023,1023
35.66,21.665,1.011,1023,1023,1023
35.77,20.654,-1.011,1022,1023,1023
35.88,19.644,-1.011,1023,1023,1023
36.00,18.633,-1.011,1023,1023,1023
36.62,16.611,-2.021,1023,1022,1023
36.73,17.622,1.011,1022,1023,1023
36.84,18.633,1.011,1023,1023,1022
36.96,17.622,-1.011,1023,1023,1023
37.07,16.611,-1.011,1023,1023,1022
37.19,17.622,1.011,1023,1023,1023
37.30,18.633,1.011,1023,1023,1023
37.41,19.644,1.011,1023,1023,1022
37.52,18.633,-1.011,1023,1023,1023
37.74,19.644,1.011,1023,1023,1023
37.85,18.633,-1.011,1023,1023,1023
38.57,19.644,1.011,1023,1023,1023
38.89,18.633,-1.011,1023,1023,1023
39.51,19.644,1.011,1023,1023,1022
39.62,18.633,-1.011,1023,1023,1023
39.94,19.644,1.011,1023,1023,1023
40.05,18.633,-1.011,1023,1023,1023
40.16,19.644,1.011,1023,1023,1023
40.28,18.633,-1.011,1023,1023,1023
40.49,17.622,-1.011,1023,1023,1023
40.61,18.633,1.011,1023,1022,1023
40.72,19.644,1.011,1023,1022,1023
40.83,18.633,-1.011,1023,1023,1023
40.95,19.644,1.011,1023,1023,1023
41.06,18.633,-1.011,1023,1022,1023
41.38,19.644,1.011,1022,1023,1023
41.49,18.633,-1.011,1023,1023,1023
41.60,19.644,1.011,1023,1022,1023
42.02,18.633,-1.011,1023,1023,1023
42.13,19.644,1.011,1023,1023,1023
42.45,20.654,1.011,1023,1023,1023
42.56,18.633,-2.021,1022,1023,1023
42.68,19.644,1.011,1023,1023,1023
43.19,18.633,-1.011,1023,1023,1023
43.51,19.644,1.011,1023,1023,1023
43.62,18.633,-1.011,1023,1023,1023
43.74,19.644,1.011,1023,1023,1023
43.85,18.633,-1.011,1023,1023,1023
44.06,17.622,-1.011,1023,1023,1023
44.28,18.633,1.011,1023,1023,1023
44.39,19.644,1.011,1023,1023,1023
44.51,18.633,-1.011,1022,1023,1023
44.62,17.622,-1.011,1022,1023,1023
44.73,19.644,2.021,1022,1023,1023
44.85,17.622,-2.021,1023,1023,1023
44.96,19.644,2.021,1023,1023,1023
45.17,18.633,-1.011,1023,1023,1023
45.29,19.644,1.011,1023,1022,1023
45.40,18.633,-1.011,1023,1023,1023
45.51,19.644,1.011,1023,1023,1023
45.63,18.633,-1.011,1023,1023,1023
45.74,19.644,1.011,1023,1023,1023
46.06,20.654,1.011,1022,1023,1023
46.17,19.644,-1.011,1023,1023,1023
46.28,18.633,-1.011,1023,1023,1023
46.40,19.644,1.011,1023,1023,1023
46.51,18.633,-1.011,1023,1023,1023
46.62,19.644,1.011,1023,1023,1023
46.94,18.633,-1.011,1023,1023,1023
47.36,19.644,1.011,1023,1023,1023
47.77,18.633,-1.011,1023,1023,1023
47.89,19.644,1.011,1022,1023,1023
48.00,17.622,-2.021,1023,1023,1022
48.11,18.633,1.011,1023,1023,1023
48.23,19.644,1.011,1023,1023,1023
48.64,18.633,-1.011,1023,1023,1023
48.76,19.644,1.011,1023,1023,1023
48.87,20.654,1.011,1022,1023,1022
48.98,19.644,-1.011,1023,1023,1023
49.10,20.654,1.011,1023,1023,1023
49.21,19.644,-1.011,1023,1023,1023
49.32,21.665,2.021,1023,1022,1023
49.74,20.654,-1.011,1022,1023,1023
49.85,21.665,1.011,1022,1023,1023
50.07,22.676,1.011,1023,1023,1023
50.18,21.665,-1.011,1023,1023,1023
50.60,22.676,1.011,1023,1023,1023
50.71,21.665,-1.011,1023,1023,1023
50.83,22.676,1.011,1023,1023,1023
51.24,23.687,1.011,1023,1023,1023
51.36,22.676,-1.011,1023,1023,1022
51.67,20.654,-2.021,1023,1022,1023
51.99,21.665,1.011,1023,1023,1023
52.40,22.676,1.011,1022,1023,1023
52.52,23.687,1.011,1022,1023,1023
52.63,22.676,-1.011,1023,1023,1023
52.74,23.687,1.011,1023,1023,1023
52.86,22.676,-1.011,1022,1023,1023
52.97,23.687,1.011,1022,1023,1023
53.08,22.676,-1.011,1022,1022,1023
53.20,24.697,2.021,1023,1023,1023
53.72,25.708,1.011,1022,1023,1023
53.83,24.697,-1.011,1023,1023,1023
54.15,23.687,-1.011,1022,1023,1023
54.87,24.697,1.011,1022,1022,1023
54.98,23.687,-1.011,1022,1023,1023
55.09,24.697,1.011,1022,1023,1023
55.21,23.687,-1.011,1023,1023,1023
55.32,22.676,-1.011,1023,1023,1023
55.43,23.687,1.011,1022,1023,1023
55.55,24.697,1.011,1023,1023,1023
55.66,23.687,-1.011,1023,1023,1023
55.77,24.697,1.011,1023,1022,1023
55.89,23.687,-1.011,1023,1023,1023
56.00,24.697,1.011,1023,1023,1023
56.31,23.687,-1.011,1023,1023,1023
56.43,24.697,1.011,1023,1023,1023
56.85,25.708,1.011,1023,1022,1023
56.96,24.697,-1.011,1023,1023,1023
57.17,23.687,-1.011,1023,1023,1023
57.29,24.697,1.011,1023,1023,1023
57.40,23.687,-1.011,1023,1023,1023
57.62,24.697,1.011,1023,1022,1023
57.83,23.687,-1.011,1022,1023,1022
57.94,24.697,1.011,1023,1023,1023
58.16,25.708,1.011,1023,1023,1023
