timestamped_line
[18:05:44] ▶ Starting baseline phase for 2.5 seconds...
[18:05:44] t (s) | A | B | C | D
[18:05:44] 0.050 | 37712 | 37495 | 12 | 44977
[18:05:44] 0.100 | 34791 | 37623 | 13 | 44999
[18:05:45] 0.150 | 37677 | 32211 | 10 | 45006
[18:05:45] 0.200 | 39157 | 43145 | 9 | 44994
[18:05:45] 0.250 | 39237 | 36921 | 8 | 44980
[18:05:45] 0.300 | 40194 | 39725 | 9 | 44988
[18:05:45] 0.350 | 38712 | 38292 | 9 | 44974
[18:05:45] 0.400 | 37873 | 36799 | 9 | 44986
[18:05:45] 0.450 | 37319 | 33677 | 10 | 45001
[18:05:45] 0.500 | 35740 | 39978 | 9 | 44992
[18:05:45] 0.550 | 36957 | 35250 | 8 | 44973
[18:05:45] 0.600 | 38666 | 34982 | 9 | 44982
[18:05:45] 0.650 | 35267 | 40136 | 7 | 44978
[18:05:45] 0.700 | 36472 | 34080 | 11 | 44994
[18:05:45] 0.750 | 36741 | 37907 | 12 | 45006
[18:05:45] 0.800 | 35436 | 38403 | 12 | 45009
[18:05:45] 0.850 | 35237 | 33531 | 15 | 45038
[18:05:45] 0.900 | 39012 | 36897 | 9 | 44991
[18:05:45] 0.950 | 37272 | 36214 | 9 | 44987
[18:05:45] 1.000 | 37192 | 33679 | 12 | 45003
[18:05:45] 1.050 | 42395 | 37872 | 10 | 44986
[18:05:45] 1.100 | 37645 | 34568 | 12 | 44985
[18:05:46] 1.150 | 32421 | 33194 | 12 | 44975
[18:05:46] 1.200 | 34106 | 37075 | 11 | 44958
[18:05:46] 1.250 | 34956 | 35976 | 12 | 44939
[18:05:46] 1.300 | 39010 | 37250 | 14 | 44956
[18:05:46] 1.350 | 38600 | 38744 | 12 | 44953
[18:05:46] 1.400 | 34643 | 32898 | 13 | 44934
[18:05:46] 1.450 | 35723 | 35297 | 13 | 44956
[18:05:46] 1.500 | 37654 | 35556 | 9 | 44957
[18:05:46] 1.550 | 35911 | 35479 | 7 | 44954
[18:05:46] 1.600 | 36571 | 37119 | 9 | 44987
[18:05:46] 1.650 | 37099 | 34581 | 14 | 45011
[18:05:46] 1.700 | 41396 | 33047 | 12 | 45026
[18:05:46] 1.750 | 36908 | 30594 | 6 | 45012
[18:05:46] 1.800 | 37530 | 35137 | 12 | 45011
[18:05:46] 1.850 | 41390 | 39606 | 8 | 45022
[18:05:46] 1.900 | 33727 | 32208 | 11 | 45010
[18:05:46] 1.950 | 34561 | 34838 | 12 | 45003
[18:05:46] 2.000 | 38891 | 37901 | 15 | 45007
[18:05:46] 2.050 | 35750 | 32785 | 5 | 45019
[18:05:46] 2.100 | 37464 | 40427 | 12 | 44990
[18:05:47] 2.150 | 38882 | 38588 | 10 | 44981
[18:05:47] 2.200 | 36991 | 36681 | 16 | 44993
[18:05:47] 2.250 | 33905 | 34813 | 10 | 44978
[18:05:47] 2.300 | 38816 | 40371 | 7 | 44957
[18:05:47] 2.350 | 34462 | 32838 | 12 | 44960
[18:05:47] 2.400 | 35726 | 34902 | 7 | 44981
[18:05:47] 2.450 | 38857 | 36299 | 9 | 44998
[18:05:47] 2.500 | 37866 | 36297 | 9 | 44989
[18:05:47] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:05:47] 2.550 | 35608 | 38138 | 11 | 44998
[18:05:47] 0.050 | 36820 | 32109 | 5 | 44998
[18:05:47] 0.100 | 36174 | 38798 | 10 | 44978
[18:05:47] 0.150 | 39132 | 41083 | 11 | 44982
[18:05:47] 0.200 | 36037 | 39704 | 8 | 44984
[18:05:47] 0.250 | 41289 | 42187 | 11 | 44993
[18:05:47] 0.300 | 39346 | 32774 | 12 | 45005
[18:05:47] 0.350 | 36214 | 34622 | 13 | 44995
[18:05:47] 0.400 | 37080 | 35047 | 12 | 44990
[18:05:47] 0.450 | 37275 | 38621 | 7 | 45038
[18:05:47] 0.500 | 37789 | 36226 | 5 | 45026
[18:05:47] 0.550 | 38984 | 36107 | 7 | 45034
[18:05:48] 0.600 | 35968 | 33768 | 12 | 45036
[18:05:48] 0.650 | 37282 | 35112 | 8 | 45032
[18:05:48] 0.700 | 39245 | 33762 | 12 | 45029
[18:05:48] 0.750 | 32915 | 34795 | 15 | 45035
[18:05:48] 0.800 | 37262 | 39224 | 11 | 45029
[18:05:48] 0.850 | 36918 | 34327 | 11 | 45044
[18:05:48] 0.900 | 38463 | 35490 | 6 | 45012
[18:05:48] 0.950 | 34482 | 37672 | 13 | 44995
[18:05:48] 1.000 | 39139 | 38631 | 12 | 44965
[18:05:48] 1.050 | 35723 | 38964 | 8 | 44973
[18:05:48] 1.100 | 35389 | 38917 | 14 | 44997
[18:05:48] 1.150 | 38072 | 33654 | 10 | 44982
[18:05:48] 1.200 | 36907 | 37784 | 12 | 44980
[18:05:48] 1.250 | 40528 | 37829 | 14 | 44969
[18:05:48] 1.300 | 37413 | 32508 | 11 | 44964
[18:05:48] 1.350 | 37548 | 37191 | 16 | 44962
[18:05:48] 1.400 | 37842 | 35841 | 7 | 44957
[18:05:48] 1.450 | 37494 | 34732 | 12 | 44977
[18:05:48] 1.500 | 39754 | 40679 | 12 | 44969
[18:05:48] 1.550 | 36757 | 35001 | 12 | 45003
[18:05:49] 1.600 | 39343 | 41904 | 12 | 45020
[18:05:49] 1.650 | 42353 | 34653 | 12 | 45006
[18:05:49] 1.700 | 36150 | 36832 | 13 | 45014
[18:05:49] 1.750 | 38965 | 35828 | 8 | 45001
[18:05:49] 1.800 | 40205 | 36374 | 9 | 44989
[18:05:49] 1.850 | 43390 | 39298 | 11 | 44997
[18:05:49] 1.900 | 36742 | 37969 | 8 | 44981
[18:05:49] 1.950 | 40110 | 35805 | 11 | 44981
[18:05:49] 2.000 | 35240 | 36052 | 15 | 44987
[18:05:49] 2.050 | 32345 | 36693 | 9 | 44979
[18:05:49] 2.100 | 37830 | 37368 | 11 | 44983
[18:05:49] 2.150 | 39506 | 35387 | 9 | 44984
[18:05:49] 2.200 | 35932 | 39722 | 12 | 45000
[18:05:49] 2.250 | 38300 | 38925 | 5 | 45007
[18:05:49] 2.300 | 37842 | 39179 | 10 | 45034
[18:05:49] 2.350 | 35373 | 36025 | 7 | 45046
[18:05:49] 2.400 | 36158 | 34545 | 12 | 45033
[18:05:49] 2.450 | 37004 | 36557 | 11 | 45052
[18:05:49] 2.500 | 38077 | 36534 | 10 | 45026
[18:05:49] 2.550 | 40351 | 36056 | 13 | 45028
[18:05:50] 2.600 | 38666 | 36662 | 11 | 45027
[18:05:50] 2.650 | 34929 | 41152 | 8 | 45009
[18:05:50] 2.700 | 39522 | 32539 | 10 | 45018
[18:05:50] 2.750 | 37647 | 39050 | 9 | 45019
[18:05:50] 2.800 | 39987 | 38684 | 11 | 45008
[18:05:50] 2.850 | 37846 | 38565 | 8 | 45021
[18:05:50] 2.900 | 39870 | 32778 | 12 | 45015
[18:05:50] 2.950 | 41533 | 33880 | 14 | 45006
[18:05:50] 3.000 | 37239 | 36143 | 9 | 45005
[18:05:50] 3.050 | 32971 | 37685 | 9 | 45008
[18:05:50] 3.100 | 33562 | 38984 | 11 | 45038
[18:05:50] 3.150 | 34995 | 34209 | 6 | 45028
[18:05:50] 3.200 | 38271 | 38088 | 11 | 45050
[18:05:50] 3.250 | 33999 | 40376 | 10 | 45059
[18:05:50] 3.300 | 32072 | 36694 | 12 | 45042
[18:05:50] 3.350 | 36392 | 35778 | 11 | 45039
[18:05:50] 3.400 | 35418 | 34132 | 11 | 45038
[18:05:50] 3.450 | 45242 | 37869 | 9 | 45044
[18:05:50] 3.500 | 36578 | 40740 | 9 | 45046
[18:05:50] 3.550 | 36672 | 36245 | 12 | 45053
[18:05:51] 3.600 | 39022 | 35601 | 9 | 45060
[18:05:51] 3.650 | 38688 | 38352 | 9 | 45035
[18:05:51] 3.700 | 33771 | 34446 | 12 | 45043
[18:05:51] 3.750 | 40571 | 36192 | 10 | 45030
[18:05:51] 3.800 | 39056 | 39545 | 11 | 45030
[18:05:51] 3.850 | 39831 | 38694 | 13 | 45045
[18:05:51] 3.900 | 40109 | 39170 | 6 | 45040
[18:05:51] 3.950 | 38411 | 39982 | 12 | 45037
[18:05:51] 4.000 | 34177 | 35158 | 9 | 45056
[18:05:51] 4.050 | 35755 | 37512 | 11 | 45036
[18:05:51] 4.100 | 38422 | 38536 | 16 | 45050
[18:05:51] 4.150 | 40336 | 34961 | 8 | 45057
[18:05:51] 4.200 | 35781 | 38027 | 4 | 45077
[18:05:51] 4.250 | 41073 | 35561 | 10 | 45083
[18:05:51] 4.300 | 39573 | 40436 | 7 | 45099
[18:05:51] 4.350 | 36477 | 38801 | 8 | 45122
[18:05:51] 4.400 | 36536 | 38413 | 11 | 45116
[18:05:51] 4.450 | 37635 | 35546 | 9 | 45109
[18:05:51] 4.500 | 38260 | 37943 | 8 | 45104
[18:05:51] 4.550 | 37512 | 44155 | 11 | 45105
[18:05:52] 4.600 | 33401 | 36291 | 11 | 45100
[18:05:52] 4.650 | 35072 | 36688 | 9 | 45112
[18:05:52] 4.700 | 41230 | 38234 | 12 | 45090
[18:05:52] 4.750 | 39647 | 34366 | 11 | 45114
[18:05:52] 4.800 | 34375 | 38696 | 9 | 45093
[18:05:52] 4.850 | 35669 | 41935 | 11 | 45088
[18:05:52] 4.900 | 41026 | 35119 | 10 | 45089
[18:05:52] 4.950 | 36313 | 35447 | 9 | 45109
[18:05:52] 5.000 | 40094 | 38959 | 10 | 45108
[18:05:52] 5.050 | 36549 | 35660 | 9 | 45123
[18:05:52] 5.100 | 35274 | 38348 | 11 | 45139
[18:05:52] 5.150 | 37073 | 38709 | 13 | 45136
[18:05:52] 5.200 | 37270 | 36553 | 6 | 45135
[18:05:52] 5.250 | 34271 | 39561 | 10 | 45132
[18:05:52] 5.300 | 38461 | 39282 | 19 | 45121
[18:05:52] 5.350 | 36557 | 35910 | 15 | 45116
[18:05:52] 5.400 | 32388 | 35688 | 8 | 45139
[18:05:52] 5.450 | 33759 | 37210 | 14 | 45150
[18:05:52] 5.500 | 32939 | 36369 | 13 | 45157
[18:05:52] 5.550 | 36758 | 38489 | 11 | 45159
[18:05:53] 5.600 | 38082 | 35108 | 6 | 45162
[18:05:53] 5.650 | 37374 | 36488 | 10 | 45189
[18:05:53] 5.700 | 34384 | 37444 | 5 | 45170
[18:05:53] 5.750 | 38131 | 36406 | 7 | 45149
[18:05:53] 5.800 | 35012 | 38319 | 12 | 45160
[18:05:53] 5.850 | 33322 | 30046 | 10 | 45154
[18:05:53] 5.900 | 33401 | 41189 | 10 | 45138
[18:05:53] 5.950 | 36075 | 38644 | 7 | 45163
[18:05:53] 6.000 | 38737 | 36731 | 6 | 45167
[18:05:53] 6.050 | 36604 | 35055 | 6 | 45151
[18:05:53] 6.100 | 38791 | 38882 | 13 | 45124
