timestamped_line
[19:22:19] ▶ Starting baseline phase for 2.5 seconds...
[19:22:19] t (s) | A | B | C | D
[19:22:19] 0.050 | 31 | 31144 | 101 | 89
[19:22:20] 0.100 | 49 | 31134 | 105 | 85
[19:22:20] 0.150 | 59 | 31108 | 103 | 84
[19:22:20] 0.200 | 60 | 31122 | 93 | 73
[19:22:20] 0.250 | 54 | 31130 | 103 | 98
[19:22:20] 0.300 | 42 | 31151 | 108 | 87
[19:22:20] 0.350 | 45 | 31132 | 92 | 103
[19:22:20] 0.400 | 40 | 31127 | 103 | 99
[19:22:20] 0.450 | 51 | 31139 | 94 | 90
[19:22:20] 0.500 | 44 | 31138 | 104 | 77
[19:22:20] 0.550 | 47 | 31143 | 91 | 91
[19:22:20] 0.600 | 34 | 31140 | 94 | 83
[19:22:20] 0.650 | 40 | 31146 | 94 | 93
[19:22:20] 0.700 | 47 | 31133 | 97 | 78
[19:22:20] 0.750 | 48 | 31141 | 105 | 84
[19:22:20] 0.800 | 50 | 31144 | 88 | 82
[19:22:20] 0.850 | 50 | 31151 | 83 | 91
[19:22:20] 0.900 | 53 | 31140 | 122 | 85
[19:22:20] 0.950 | 45 | 31146 | 92 | 89
[19:22:20] 1.000 | 60 | 31153 | 83 | 95
[19:22:20] 1.050 | 45 | 31151 | 92 | 97
[19:22:21] 1.100 | 53 | 31152 | 113 | 83
[19:22:21] 1.150 | 54 | 31160 | 91 | 78
[19:22:21] 1.200 | 53 | 31158 | 110 | 84
[19:22:21] 1.250 | 51 | 31168 | 88 | 101
[19:22:21] 1.300 | 44 | 31144 | 87 | 77
[19:22:21] 1.350 | 50 | 31159 | 94 | 93
[19:22:21] 1.400 | 42 | 31158 | 91 | 87
[19:22:21] 1.450 | 49 | 31170 | 91 | 82
[19:22:21] 1.500 | 42 | 31158 | 94 | 81
[19:22:21] 1.550 | 42 | 31166 | 98 | 82
[19:22:21] 1.600 | 56 | 31168 | 94 | 81
